cod_ibge,regiao_codigo,regiao_nome,ano,mes,fpm_dest,fundeb_dest,itr_dest,outros_dest,royalties_dest,total
2313906,5,Litoral Norte,2015,8,582639.4199999999,949012.76,342.58,705.96,53454.490000000005,1586155.21
2313955,11,Sertão de Sobral,2015,8,873959.1,1213737.92,102.21,1348.14,15937.77,2105085.1399999997
2314003,1,Cariri,2015,8,1310938.63,2058141.74,20.0,939.54,21310.76,3391350.67
2314102,8,Serra da Ibiapaba,2015,8,1602258.34,4201006.05,89.37,993.73,28353.95,5832701.44
2300101,1,Cariri,2015,9,485750.1,401058.22,261.72,1354.24,9574.01,897998.2899999999
2300150,7,Maciço do Baturité,2015,9,607187.63,583997.17,4.0,834.55,21230.96,1213254.31
2300200,5,Litoral Norte,2015,9,1335812.74,2266438.16,946.96,1660.21,28645.359999999997,3633503.43
2300309,2,Centro Sul,2015,9,1335812.74,1930753.47,3059.7799999999997,1085.12,26740.89,3297452.0
2300408,13,Sertão dos Inhamuns,2015,9,607187.63,664324.09,908.69,992.71,11967.51,1285380.63
2300507,11,Sertão de Sobral,2015,9,485750.1,535958.06,174.42000000000002,804.46,10978.44,1033665.48
2300606,1,Cariri,2015,9,364312.59,376099.61,148.22,1155.96,7180.51,748896.8899999999
2300705,14,Vale do Jaguaribe,2015,9,607187.63,641252.92,1113.0700000000002,740.6,11980.84,1262275.0600000003
2300754,6,Litoral Oeste / Vale do Curu,2015,9,1092937.71,1768263.07,510.63,1133.92,78170.71,2941016.04
2300804,1,Cariri,2015,9,364312.59,344415.38,210.67,1363.68,7180.51,717482.8300000001
2300903,6,Litoral Oeste / Vale do Curu,2015,9,607187.63,597601.75,218.78,828.46,14161.89,1219998.5099999998
2301000,3,Grande Fortaleza,2015,9,1578687.79,2716364.34,1367.16,8501.72,312787.75,4617708.76
2301109,4,Litoral Leste,2015,9,1578687.79,2318509.3600000003,745.56,5005.95,366036.21,4268984.870000001
2301208,7,Maciço do Baturité,2015,9,850062.65,1166807.94,402.79,685.34,16754.52,2034713.24
2301257,12,Sertão dos Crateús,2015,9,485750.1,514107.2,370.36,924.84,10978.44,1012130.94
2301307,1,Cariri,2015,9,728625.1499999999,1115722.35,1980.16,810.8,14361.02,1861499.48
2301406,7,Maciço do Baturité,2015,9,485750.1,618842.9199999999,91.4,544.66,9574.01,1114803.09
2301505,13,Sertão dos Inhamuns,2015,9,364312.59,386587.85,644.51,505.52,7180.51,759230.98
2301604,1,Cariri,2015,9,728625.1499999999,841444.6900000001,0.0,751.88,14361.02,1585182.7399999998
2301703,1,Cariri,2015,9,850062.65,922938.89,739.1600000000001,771.32,16754.52,1791266.54
2301802,2,Centro Sul,2015,9,364312.59,259003.48,256.27,899.11,7180.51,631651.96
2301851,9,Sertão Central,2015,9,728625.1499999999,816282.13,1087.0500000000002,1020.77,14519.82,1561534.92
2301901,1,Cariri,2015,9,1335812.74,1899741.46,1582.09,3262.28,27957.67,3268356.24
2301950,7,Maciço do Baturité,2015,9,728625.1499999999,923183.24,122.91,747.88,14361.02,1667040.1999999995
2302008,1,Cariri,2015,9,728625.1499999999,781350.2,798.3399999999999,623.87,14361.02,1525758.58
2302057,5,Litoral Norte,2015,9,607187.63,736995.13,161.51,757.05,13505.69,1358607.01
2302107,7,Maciço do Baturité,2015,9,971500.17,1098580.86,304.07,911.86,19148.02,2090444.98
2302206,4,Litoral Leste,2015,9,1335812.74,2108133.52,596.7,1740.64,26328.53,3472612.13
2302305,5,Litoral Norte,2015,9,971500.17,1104699.48,202.68,772.33,21020.59,2098195.25
2302404,10,Sertão de Canindé,2015,9,1335812.74,2078635.77,2048.44,820.26,27015.75,3444332.9599999995
2302503,1,Cariri,2015,9,1214375.23,2084346.72,807.58,1866.46,26375.199999999997,3327771.1900000004
2302602,5,Litoral Norte,2015,9,1457250.24,2399298.89,0.0,1947.72,30928.99,3889425.84
2302701,1,Cariri,2015,9,850062.65,1043760.01,2809.28,971.22,20618.91,1918222.07
2302800,10,Sertão de Canindé,2015,9,1578687.79,2702327.53,1086.46,1264.13,34770.15,4318136.0600000005
2302909,7,Maciço do Baturité,2015,9,728625.1499999999,868917.29,198.15,605.59,14361.02,1612707.2
2303006,10,Sertão de Canindé,2015,9,728625.1499999999,860083.01,255.4,706.42,16722.36,1606392.34
2303105,11,Sertão de Sobral,2015,9,728625.1499999999,746395.63,504.66,1439.34,16032.96,1492997.7399999998
2303204,1,Cariri,2015,9,850062.65,1109829.35,575.35,568.9,16754.52,1977790.77
2303303,2,Centro Sul,2015,9,728625.1499999999,627619.87,833.19,571.34,14361.02,1372010.57
2303402,8,Serra da Ibiapaba,2015,9,728625.1499999999,753814.23,199.13,1055.29,15966.08,1499659.88
2303501,3,Grande Fortaleza,2015,9,1457250.24,2531020.59,1296.29,2642.57,28993.11,4021202.8
2303600,2,Centro Sul,2015,9,728625.1499999999,561890.79,465.43,824.42,14361.02,1306166.8099999998
2303659,12,Sertão dos Crateús,2015,9,485750.1,589100.59,416.98,545.12,10911.56,1086724.35
2303709,3,Grande Fortaleza,2015,9,3959040.71,10137581.57,1507.5500000000002,16814.21,369652.66,14484596.700000005
2303808,2,Centro Sul,2015,9,850062.65,856573.56,511.43,701.8,16754.52,1724603.96
2303907,5,Litoral Norte,2015,9,485750.1,577821.66,191.4,721.17,11045.31,1075529.64
2303931,9,Sertão Central,2015,9,485750.1,612969.95,333.87,811.62,9574.01,1109439.55
2303956,3,Grande Fortaleza,2015,9,728625.1499999999,927840.29,184.51,772.03,16978.88,1674400.86
2304004,11,Sertão de Sobral,2015,9,728625.1499999999,1022761.37,305.12,888.49,16099.84,1768679.9700000002
2304103,12,Sertão dos Crateús,2015,9,1578687.79,2388961.78,4064.26,1735.65,33456.25,4006905.729999999
2304202,1,Cariri,2015,9,2064437.88,3345048.44,1177.5,4495.41,56839.96,5471999.19
2304236,8,Serra da Ibiapaba,2015,9,728625.1499999999,833208.02,672.21,730.8,15966.08,1579202.26
2304251,5,Litoral Norte,2015,9,728625.1499999999,1085078.99,214.71,1203.42,17079.8,1832202.07
2304269,9,Sertão Central,2015,9,364312.59,358894.65,346.02,941.04,7180.51,731674.81
2304277,14,Vale do Jaguaribe,2015,9,364312.59,340028.31000000006,416.96,1012.51,7180.51,712950.88
2304285,3,Grande Fortaleza,2015,9,1214375.23,2355354.67,32.0,10923.3,23935.03,3604620.229999999
2304301,1,Cariri,2015,9,728625.1499999999,800969.5900000001,965.13,1203.2,14411.91,1546174.9799999995
2304350,11,Sertão de Sobral,2015,9,728625.1499999999,837949.37,338.40999999999997,1077.63,19232.69,1587223.2499999998
2304400,3,Grande Fortaleza,2015,9,34062098.84,38742058.5,454.94,198345.4,1025576.99,74028534.67
2304459,4,Litoral Leste,2015,9,607187.63,637833.15,89.6,1026.1,11967.51,1258103.9900000002
2304509,11,Sertão de Sobral,2015,9,485750.1,633212.8599999999,175.28,1292.56,11738.78,1132169.58
2304608,6,Litoral Oeste / Vale do Curu,2015,9,364312.59,423240.58,222.3,859.32,8518.06,797152.85
2304657,11,Sertão de Sobral,2015,9,607187.63,756000.97,123.01,789.84,13505.69,1377607.14
2304707,5,Litoral Norte,2015,9,1335812.74,2363755.75,2672.76,1027.53,28647.71,3731916.49
2304806,1,Cariri,2015,9,364312.59,296902.64,12.0,835.84,7180.51,669243.58
2304905,11,Sertão de Sobral,2015,9,485750.1,475136.63,339.85,1235.96,11032.79,973495.33
2304954,3,Grande Fortaleza,2015,9,850062.65,1065017.25,365.59,931.28,17009.74,1933386.51
2305001,8,Serra da Ibiapaba,2015,9,1092937.71,1702851.73,653.6700000000001,1379.22,24285.02,2822107.35
2305100,7,Maciço do Baturité,2015,9,364312.59,306614.24,20913.839999999997,649.97,7180.51,699671.1499999999
2305209,12,Sertão dos Crateús,2015,9,728625.1499999999,807352.4300000002,811.45,1142.17,16510.58,1554441.78
2305233,3,Grande Fortaleza,2015,9,1457250.24,2347281.33,0.0,9461.3,298075.79000000004,4112068.66
2305266,9,Sertão Central,2015,9,485750.1,599301.08,363.66,501.14,9574.01,1095489.9899999998
2305308,8,Serra da Ibiapaba,2015,9,850062.65,960072.86,340.31,628.55,18493.34,1829597.71
2305332,9,Sertão Central,2015,9,485750.1,602564.5499999999,36.0,717.27,9574.01,1098641.93
2305357,4,Litoral Leste,2015,9,728625.1499999999,851340.91,1767.2,1750.6,100351.61,1683835.4700000002
2305407,2,Centro Sul,2015,9,1457250.24,2582061.1300000004,3093.94,1066.52,28750.89,4072222.72
2305506,2,Centro Sul,2015,9,1821562.83,2610164.71,2669.13,3646.66,42186.68,4480230.01
2305605,12,Sertão dos Crateús,2015,9,850062.65,903431.84,3513.68,1218.6,21368.21,1779594.98
2305654,12,Sertão dos Crateús,2015,9,485750.1,517753.81,367.80999999999995,692.78,10978.44,1015542.94
2305704,2,Centro Sul,2015,9,485750.1,467528.35,465.25,1065.2,9574.01,964382.91
2305803,8,Serra da Ibiapaba,2015,9,1092937.71,1591724.31,2624.76,906.6,25007.93,2713201.31
2305902,12,Sertão dos Crateús,2015,9,1092937.71,1621313.66,2119.71,957.3,23547.85,2740876.23
2306009,14,Vale do Jaguaribe,2015,9,607187.63,552567.74,622.26,682.97,11967.51,1173028.11
2306108,6,Litoral Oeste / Vale do Curu,2015,9,728625.1499999999,1112412.17,265.38,987.37,16343.32,1858633.39
2306207,4,Litoral Leste,2015,9,364312.59,286165.84,141.94,962.56,7180.51,658763.44
2306256,3,Grande Fortaleza,2015,9,1092937.71,1560060.8,14.56,1439.6,46365.85,2700818.52
2306306,6,Litoral Oeste / Vale do Curu,2015,9,1214375.23,1814509.9,409.08,1266.87,26075.11,3056636.19
2306405,6,Litoral Oeste / Vale do Curu,2015,9,2064437.88,4660175.449999999,1278.43,2604.8,431168.93000000005,7159665.489999998
2306504,7,Maciço do Baturité,2015,9,728625.1499999999,807629.4,0.0,652.34,14811.21,1551718.1
2306553,5,Litoral Norte,2015,9,1092937.71,1690894.29,541.93,1266.36,110461.04,2896101.33
2306603,10,Sertão de Canindé,2015,9,728625.1499999999,1055766.64,1501.47,738.58,14361.02,1800992.86
2306702,14,Vale do Jaguaribe,2015,9,728625.1499999999,678999.15,3740.44,626.67,14361.02,1426352.4299999997
2306801,14,Vale do Jaguaribe,2015,9,485750.1,470165.26,0.0,588.72,9574.01,966078.09
2306900,14,Vale do Jaguaribe,2015,9,971500.17,1370974.66,930.67,1445.23,19148.02,2363998.75
2307007,4,Litoral Leste,2015,9,971500.17,1087589.38,562.6,1357.3,27791.38,2088800.83
2307106,1,Cariri,2015,9,850062.65,1298113.33,215.95,755.43,16754.52,2165901.8800000004
2307205,1,Cariri,2015,9,364312.59,352018.02,362.1,1224.19,7180.51,725097.4099999999
2307254,5,Litoral Norte,2015,9,728625.28,834680.51,87.67999999999999,1178.88,15965.88,1580538.2299999995
2307304,1,Cariri,2015,9,3959040.71,6320388.949999999,272.73,10587.23,91105.12,10381394.74
2307403,2,Centro Sul,2015,9,850062.65,964901.85,628.14,731.78,20459.17,1836783.59
2307502,1,Cariri,2015,9,971500.17,1181122.99,852.51,718.8,19148.02,2173342.49
2307601,14,Vale do Jaguaribe,2015,9,1335812.74,1667733.83,851.3,2595.5,26893.98,3033887.35
2307635,10,Sertão de Canindé,2015,9,728625.1499999999,824035.36,102.6,605.39,14361.02,1567729.5199999998
2307650,3,Grande Fortaleza,2015,9,3959040.71,7093237.66,1686.9399999999998,41265.3,354799.9,11450030.510000002
2307700,3,Grande Fortaleza,2015,9,2064437.88,3289501.8699999996,490.92,4732.0,40689.54,5399852.21
2307809,5,Litoral Norte,2015,9,850062.65,1356332.0499999998,325.81,1106.72,18560.21,2226387.44
2307908,5,Litoral Norte,2015,9,485750.1,552745.5900000001,38.629999999999995,945.31,10978.44,1050458.07
2308005,11,Sertão de Sobral,2015,9,971500.17,1486047.29,559.66,1018.44,26798.9,2485924.46
2308104,1,Cariri,2015,9,1214375.23,1791629.91,1517.92,1194.64,23935.03,3032652.73
2308203,11,Sertão de Sobral,2015,9,607187.63,644293.9199999999,254.39,1239.98,13529.79,1266505.7099999995
2308302,1,Cariri,2015,9,850062.65,1006721.37,861.1300000000001,669.38,18531.75,1876846.28
2308351,9,Sertão Central,2015,9,485750.1,502247.33,427.16,889.83,9574.01,998888.43
2308377,6,Litoral Oeste / Vale do Curu,2015,9,485750.1,658564.9700000001,207.86,551.74,11045.31,1156119.9800000002
2308401,1,Cariri,2015,9,971500.17,1384450.79,923.73,924.28,19621.65,2377420.6199999996
2308500,9,Sertão Central,2015,9,1092937.71,1700268.64,2018.63,863.8,21541.52,2817630.3
2308609,12,Sertão dos Crateús,2015,9,728625.1499999999,866501.56,1050.48,685.58,15966.08,1612828.85
2308708,14,Vale do Jaguaribe,2015,9,1457250.24,2267812.89,1892.3,2451.44,29020.56,3758427.43
2308807,11,Sertão de Sobral,2015,9,364312.59,419482.4,276.93,655.96,8518.06,793245.9400000001
2308906,5,Litoral Norte,2015,9,728625.1499999999,894036.1,216.6,1248.29,16099.84,1640225.9800000002
2309003,11,Sertão de Sobral,2015,9,607187.63,633499.52,345.83000000000004,1268.39,13505.69,1255807.0599999998
2309102,7,Maciço do Baturité,2015,9,485750.1,416258.5,1077.79,588.63,9574.01,913249.03
2309201,1,Cariri,2015,9,607187.63,595383.86,547.75,1539.39,13697.16,1218355.7899999998
2309300,12,Sertão dos Crateús,2015,9,971500.17,1137850.38,1161.3,868.72,21020.59,2132401.1599999997
2309409,12,Sertão dos Crateús,2015,9,850062.65,1210085.33,876.51,1379.4,18560.21,2080964.1
2309458,7,Maciço do Baturité,2015,9,850062.65,1019544.15,259.59,766.08,16754.52,1887386.99
2309508,2,Centro Sul,2015,9,728625.1499999999,864104.22,225.24,716.63,14372.72,1608043.9599999995
2309607,3,Grande Fortaleza,2015,9,1457250.24,2368156.86,249.63,4246.24,28722.03,3858624.999999999
2309706,3,Grande Fortaleza,2015,9,1578687.79,2051352.27,6521.57,6234.57,31940.35,3674736.55
2309805,7,Maciço do Baturité,2015,9,485750.1,489419.58,253.88,610.48,11939.78,987973.82
2309904,11,Sertão de Sobral,2015,9,364312.59,311742.16,21.23,960.86,8518.06,685554.9
2310001,14,Vale do Jaguaribe,2015,9,364312.59,354648.0,198.18,796.84,7180.51,727136.12
2310100,7,Maciço do Baturité,2015,9,485750.1,451509.6999999999,136.20999999999998,659.64,9574.01,947629.66
2310209,3,Grande Fortaleza,2015,9,971500.17,1409836.72,295.22,3385.75,122985.68,2508003.54
2310258,3,Grande Fortaleza,2015,9,971500.17,1269584.75,14.34,1436.85,23031.6,2265567.71
2310308,13,Sertão dos Inhamuns,2015,9,971500.17,1382187.0099999998,2252.96,706.35,19148.02,2375794.51
2310407,10,Sertão de Canindé,2015,9,485750.1,601828.47,182.81,608.95,14405.27,1102775.6
2310506,9,Sertão Central,2015,9,1092937.71,1651371.54,0.0,784.58,21541.52,2766635.35
2310605,1,Cariri,2015,9,364312.59,449139.95,244.4,837.99,7180.51,821715.4400000001
2310704,6,Litoral Oeste / Vale do Curu,2015,9,971500.17,1366739.4499999995,499.11,2395.82,21087.47,2362222.0199999996
2310803,14,Vale do Jaguaribe,2015,9,607187.63,757054.49,458.97,686.58,11967.51,1377355.1800000002
2310852,3,Grande Fortaleza,2015,9,728625.1499999999,880871.7,113.4,857.48,14361.02,1624828.7499999998
2310902,9,Sertão Central,2015,9,607187.63,543087.63,52.74,920.3,11967.51,1163215.81
2310951,11,Sertão de Sobral,2015,9,485750.1,470307.36,265.39,1392.06,10978.44,968693.35
2311009,12,Sertão dos Crateús,2015,9,485750.1,546873.8300000001,298.48,1014.46,11045.31,1044982.18
2311108,1,Cariri,2015,9,607187.63,766044.04,103.97,1403.31,11967.51,1386706.46
2311207,1,Cariri,2015,9,485750.1,439431.51,342.23,820.2,9574.01,935918.05
2311231,14,Vale do Jaguaribe,2015,9,364312.59,305472.30000000005,510.2,1023.03,7180.51,678498.63
2311264,13,Sertão dos Inhamuns,2015,9,728625.1499999999,851564.16,1052.36,939.19,16660.920000000002,1598841.78
2311306,9,Sertão Central,2015,9,1700125.3,2600966.08,1203.36,1957.14,34018.3,4338270.18
2311355,2,Centro Sul,2015,9,607187.63,680094.1000000001,471.06,638.32,11967.51,1300358.62
2311405,9,Sertão Central,2015,9,1578687.79,3007248.84,1855.65,2768.15,31115.53,4621675.960000001
2311504,14,Vale do Jaguaribe,2015,9,728625.1499999999,767825.5,719.51,1166.72,59816.19,1558153.0699999998
2311603,7,Maciço do Baturité,2015,9,850062.65,1101588.45,266.76,734.56,16754.52,1969406.94
2311702,11,Sertão de Sobral,2015,9,728625.1499999999,802874.79,225.0,1050.07,16032.96,1548807.97
2311801,14,Vale do Jaguaribe,2015,9,1578687.79,2519068.48,1315.53,3140.88,35902.35,4138115.03
2311900,2,Centro Sul,2015,9,607187.63,710332.4299999999,728.03,912.93,11967.51,1331128.53
2311959,1,Cariri,2015,9,607187.63,932837.33,854.9,690.09,11967.51,1553537.46
2312007,11,Sertão de Sobral,2015,9,971500.17,1279363.25,1088.23,666.96,24056.25,2276674.86
2312106,1,Cariri,2015,9,728625.1499999999,808070.3899999999,734.27,843.6,16281.9,1554555.3099999998
2312205,12,Sertão dos Crateús,2015,9,1092937.71,1691520.74,3829.74,1288.8,29883.81,2819460.8000000003
2312304,8,Serra da Ibiapaba,2015,9,1214375.23,1936425.09,301.22,1052.2,30463.64,3182617.3800000004
2312403,3,Grande Fortaleza,2015,9,1214375.23,1901725.41,1429.32,4203.66,331706.34,3453439.96
2312502,14,Vale do Jaguaribe,2015,9,364312.59,293377.87,194.2,626.84,7180.51,665692.0099999999
2312601,3,Grande Fortaleza,2015,9,485750.1,527967.77,157.22,783.4,11854.7,1026513.19
2312700,9,Sertão Central,2015,9,850062.65,821684.4299999999,1230.5,990.09,16754.52,1690722.1900000002
2312809,11,Sertão de Sobral,2015,9,364312.59,352579.49,120.6,729.96,8518.06,726260.7
2312908,11,Sertão de Sobral,2015,9,3959040.71,6458717.1,1626.48,19984.93,125057.01,10564426.23
2313005,9,Sertão Central,2015,9,728625.1499999999,630530.79,1052.34,816.26,14361.02,1375385.56
2313104,14,Vale do Jaguaribe,2015,9,850062.65,933404.88,583.52,1219.16,16754.52,1802024.73
2313203,12,Sertão dos Crateús,2015,9,850062.65,1114199.25,1249.9,931.12,18560.21,1985003.13
2313252,1,Cariri,2015,9,364312.59,390796.64,466.8200000000001,688.36,7180.51,763444.9199999999
2313302,13,Sertão dos Inhamuns,2015,9,1335812.74,2542369.61,8299.439999999999,1531.4,26328.53,3914341.7199999993
2313351,6,Litoral Oeste / Vale do Curu,2015,9,728625.1499999999,896963.09,377.1799999999999,583.77,15966.08,1642515.2699999998
2313401,8,Serra da Ibiapaba,2015,9,1578687.79,2992457.47,1479.41,2097.69,33389.369999999995,4608111.73
2313500,3,Grande Fortaleza,2015,9,1335812.74,2068849.91,598.34,1857.32,161316.34,3568434.649999999
2313559,6,Litoral Oeste / Vale do Curu,2015,9,607187.63,707460.88,210.7,1093.42,13505.69,1329458.3199999998
2313609,8,Serra da Ibiapaba,2015,9,971500.17,1325791.09,11386.88,1352.17,21020.59,2331050.899999999
2313708,2,Centro Sul,2015,9,364312.59,316001.13,267.54,633.68,7180.51,688395.4500000001
2313757,6,Litoral Oeste / Vale do Curu,2015,9,728625.1499999999,814526.8400000001,86.4,788.73,16032.96,1560060.0799999998
2313807,6,Litoral Oeste / Vale do Curu,2015,9,728625.1499999999,964686.82,823.0799999999999,1065.75,16032.96,1711233.76
2313906,5,Litoral Norte,2015,9,485750.1,620783.81,481.81,705.96,40347.97,1148069.65
2313955,11,Sertão de Sobral,2015,9,728625.1499999999,800722.8799999999,124.25,1348.14,15966.08,1546786.4999999998
2314003,1,Cariri,2015,9,1092937.71,1349114.32,1234.19,939.54,21541.52,2465767.2800000003
2314102,8,Serra da Ibiapaba,2015,9,1335812.74,2696297.8000000003,1977.88,993.73,28468.61,4063550.76
2300101,1,Cariri,2015,10,552864.1499999999,581631.99,889.3299999999999,7277.02,8650.31,1151312.8
2300150,7,Maciço do Baturité,2015,10,691080.15,858636.03,1794.64,8546.24,20327.199999999997,1580384.26
2300200,5,Litoral Norte,2015,10,1520376.31,3445423.4299999997,3576.05,22924.3,25733.09,5018033.18
2300309,2,Centro Sul,2015,10,1520376.31,2912778.41,5866.290000000001,20984.02,23788.34,4483793.37
2300408,13,Sertão dos Inhamuns,2015,10,691080.15,986022.34,3459.04,8827.119999999999,10812.88,1700201.53
2300507,11,Sertão de Sobral,2015,10,552864.1499999999,795668.27,662.04,6700.82,9887.88,1365783.16
2300606,1,Cariri,2015,10,414648.11,555527.3,62.77,5385.570000000001,6487.73,982111.48
2300705,14,Vale do Jaguaribe,2015,10,691080.15,949012.17,1971.27,8568.32,10887.11,1661519.0200000005
2300754,6,Litoral Oeste / Vale do Curu,2015,10,1243944.26,2682342.36,3209.84,17151.25,67070.66,4013718.37
2300804,1,Cariri,2015,10,414648.11,505347.93000000005,829.1800000000001,5595.75,6487.73,932908.7
2300903,6,Litoral Oeste / Vale do Curu,2015,10,691080.15,879810.3099999999,1075.74,8251.300000000001,12109.38,1592326.88
2301000,3,Grande Fortaleza,2015,10,1796808.34,4133558.26,13880.12,34709.759999999995,62972.84,6041929.319999999
2301109,4,Litoral Leste,2015,10,1796808.34,3502513.39,12369.579999999998,30321.82,346408.17,5688421.300000001
2301208,7,Maciço do Baturité,2015,10,967512.21,1755625.22,1603.4499999999998,12054.07,15138.04,2751932.99
2301257,12,Sertão dos Crateús,2015,10,552864.1499999999,760779.01,350.31,6719.86,9887.88,1330601.21
2301307,1,Cariri,2015,10,829296.1799999999,1688115.41,3916.12,10379.88,12975.46,2544683.05
2301406,7,Maciço do Baturité,2015,10,552864.1499999999,927366.38,1662.71,6463.450000000001,8650.31,1497006.9999999998
2301505,13,Sertão dos Inhamuns,2015,10,414648.11,572347.6,1383.99,4813.34,6487.73,999680.77
2301604,1,Cariri,2015,10,829296.1799999999,1253324.91,2535.8399999999997,10629.06,12975.46,2108761.45
2301703,1,Cariri,2015,10,967512.21,1368608.51,1692.36,11905.27,15138.04,2364856.3899999997
2301802,2,Centro Sul,2015,10,414648.11,369807.6,439.18,4956.79,6487.73,796339.41
2301851,9,Sertão Central,2015,10,829296.1799999999,1212699.39,1096.45,10020.58,12975.46,2066088.06
2301901,1,Cariri,2015,10,1520376.31,2865623.25,13086.94,24175.120000000003,28143.35,4451404.970000001
2301950,7,Maciço do Baturité,2015,10,829296.1799999999,1382803.25,810.7199999999999,10200.29,12975.46,2236085.9
2302008,1,Cariri,2015,10,829296.1799999999,1157437.6800000002,1001.23,10345.31,13063.79,2011144.19
2302057,5,Litoral Norte,2015,10,691080.15,1100786.15,684.67,8237.539999999999,12168.31,1812956.82
2302107,7,Maciço do Baturité,2015,10,1105728.21,1633666.06,1174.0,14755.5,17300.61,2772624.38
2302206,4,Litoral Leste,2015,10,1520376.31,3198194.73,18397.92,21496.35,23788.34,4782253.649999999
2302305,5,Litoral Norte,2015,10,1105728.21,1643209.35,1318.8000000000002,14140.419999999998,18950.7,2783347.48
2302404,10,Sertão de Canindé,2015,10,1520376.31,3147248.87,3684.45,20858.03,24108.41,4716276.07
2302503,1,Cariri,2015,10,1382160.26,3170627.77,2370.16,19934.89,21817.97,4596911.05
2302602,5,Litoral Norte,2015,10,1658592.33,3641959.9,0.0,24447.75,27895.67,5352895.65
2302701,1,Cariri,2015,10,967512.21,1559391.64,2223.8599999999997,12535.23,18632.24,2560295.18
2302800,10,Sertão de Canindé,2015,10,1796808.34,4109230.53,3494.77,27202.48,30329.88,5967066.0
2302909,7,Maciço do Baturité,2015,10,829296.1799999999,1296550.29,715.33,9537.35,12975.46,2149074.61
2303006,10,Sertão de Canindé,2015,10,829296.1799999999,1286012.0,14407.03,10320.98,15090.7,2155126.8899999997
2303105,11,Sertão de Sobral,2015,10,829296.1799999999,1101994.76,1169.04,10583.45,14448.75,1957492.18
2303204,1,Cariri,2015,10,967512.21,1664854.41,1230.32,12073.02,15138.04,2660808.0
2303303,2,Centro Sul,2015,10,829296.1799999999,913705.63,1816.83,9724.39,12975.46,1767518.49
2303402,8,Serra da Ibiapaba,2015,10,829296.1799999999,1114168.41,1630.05,9966.66,14389.82,1969451.12
2303501,3,Grande Fortaleza,2015,10,1658592.33,3853938.9,13983.73,26387.05,26224.289999999997,5579126.300000001
2303600,2,Centro Sul,2015,10,829296.1799999999,809469.0700000001,568.56,10159.55,12975.46,1662468.82
2303659,12,Sertão dos Crateús,2015,10,552864.1499999999,879834.29,558.83,6270.05,9828.94,1449356.26
2303709,3,Grande Fortaleza,2015,10,4506044.5,15639187.56,31174.519999999997,110220.73,142035.9,20428663.209999997
2303808,2,Centro Sul,2015,10,967512.21,1263138.18,1343.97,11898.21,15138.04,2259030.61
2303907,5,Litoral Norte,2015,10,552864.1499999999,861952.5800000001,604.69,6895.12,9946.81,1432263.35
2303931,9,Sertão Central,2015,10,552864.1499999999,917531.8,481.51,7035.02,8650.31,1486562.79
2303956,3,Grande Fortaleza,2015,10,829296.1799999999,1390665.33,3458.52,9987.87,15788.759999999998,2249196.6599999997
2304004,11,Sertão de Sobral,2015,10,829296.1799999999,1540616.44,1501.79,10716.85,14507.69,2396638.95
2304103,12,Sertão dos Crateús,2015,10,1796808.34,3613467.17,11347.63,27256.06,30431.85,5479311.049999999
2304202,1,Cariri,2015,10,2349672.4299999997,5074902.79,6097.29,43173.189999999995,49865.02,7523710.72
2304236,8,Serra da Ibiapaba,2015,10,829296.1799999999,1240270.77,2992.4,9684.58,14389.82,2096633.75
2304251,5,Litoral Norte,2015,10,829296.1799999999,1639313.94,422.52,11168.85,15448.02,2495649.51
2304269,9,Sertão Central,2015,10,414648.11,528145.13,265.4,5540.04,6487.73,955086.41
2304277,14,Vale do Jaguaribe,2015,10,414648.11,498339.34,544.4,5218.63,6487.73,925238.21
2304285,3,Grande Fortaleza,2015,10,1382160.26,3598686.8899999997,191.51,29775.94,21625.77,5032440.369999999
2304301,1,Cariri,2015,10,829296.1799999999,1188562.12,1383.03,10405.73,12975.46,2042622.52
2304350,11,Sertão de Sobral,2015,10,829296.1799999999,1247109.96,679.6899999999999,11003.99,14711.759999999998,2102801.5799999996
2304400,3,Grande Fortaleza,2015,10,38768313.52,57598873.66,620.98,794223.81,983303.85,98145335.82
2304459,4,Litoral Leste,2015,10,691080.15,943658.53,1079.38,8684.46,10812.88,1655315.4
2304509,11,Sertão de Sobral,2015,10,552864.1499999999,949778.73,286.07,7568.710000000001,9946.81,1520444.47
2304608,6,Litoral Oeste / Vale do Curu,2015,10,414648.11,630362.8300000001,352.72999999999996,4987.47,7666.36,1058017.5000000002
2304657,11,Sertão de Sobral,2015,10,691080.15,1130887.39,448.55,8362.130000000001,12168.31,1842946.53
2304707,5,Litoral Norte,2015,10,1520376.31,3599918.19,6687.76,21051.15,25908.34,5173941.75
2304806,1,Cariri,2015,10,414648.11,429926.84,87.15,4598.78,6487.73,855748.61
2304905,11,Sertão de Sobral,2015,10,552864.1499999999,699031.12,446.09,7055.88,9887.88,1269285.12
2304954,3,Grande Fortaleza,2015,10,967512.21,1594201.12,1441.0,12232.81,15395.62,2590782.76
2305001,8,Serra da Ibiapaba,2015,10,1243944.26,2585056.21,28815.74,16956.49,21903.7,3896676.4
2305100,7,Maciço do Baturité,2015,10,414648.11,439188.26,8256.33,4284.15,6487.73,872864.58
2305209,12,Sertão dos Crateús,2015,10,829296.1799999999,1198621.05,1034.0800000000002,10497.58,14448.75,2053897.64
2305233,3,Grande Fortaleza,2015,10,1658592.33,3558619.4499999997,0.0,32273.53,294281.39,5543766.699999999
