cod_ibge,regiao_codigo,regiao_nome,ano,mes,fpm_dest,fundeb_dest,itr_dest,outros_dest,royalties_dest,total
2302206,4,Litoral Leste,2020,5,2015653.24,3113946.86,349.5,160599.79,35133.59,5325682.9799999995
2302305,5,Litoral Norte,2020,5,1465929.65,1645787.3199999998,150.72,116799.85,22678.24,3251345.7800000003
2302404,10,Sertão de Canindé,2020,5,2015653.24,2846205.0,8.53,160599.79,30215.67,5052682.23
2302503,1,Cariri,2020,5,1832412.03,3392891.98,0.0,145999.81,26473.79,5397777.609999999
2302602,5,Litoral Norte,2020,5,2198894.42,3539096.6399999997,0.0,175199.79,33090.18,5946281.029999999
2302701,1,Cariri,2020,5,1282688.41,1540106.76,12.28,102199.87,18531.65,2943538.9699999997
2302800,10,Sertão de Canindé,2020,5,2382135.65,4299061.9,0.0,189799.78,49643.62,6920640.950000001
2302909,7,Maciço do Baturité,2020,5,1099447.22,1131227.6,0.0,87599.9,15884.27,2334158.99
2303006,10,Sertão de Canindé,2020,5,1099447.22,1313413.12,353.08,87599.9,22255.85,2523069.17
2303105,11,Sertão de Sobral,2020,5,1099447.22,1177569.96,64.33,87599.9,17050.28,2381731.6899999995
2303204,1,Cariri,2020,5,1282688.41,1659097.29,45.28,102199.87,18531.65,3062562.5
2303303,2,Centro Sul,2020,5,1099447.22,947526.24,0.0,87599.9,15890.75,2150464.11
2303402,8,Serra da Ibiapaba,2020,5,1099447.22,1145355.68,98.66,87599.9,16845.45,2349346.91
2303501,3,Grande Fortaleza,2020,5,2382135.65,4039401.57,0.0,189799.78,34703.98,6646040.98
2303600,2,Centro Sul,2020,5,1099447.22,797125.46,33.2,87599.9,15884.27,2000090.05
2303659,12,Sertão dos Crateús,2020,5,732964.8400000001,996276.76,8.0,58399.92,11390.5,1799040.02
2303709,3,Grande Fortaleza,2020,5,5951187.04,16350441.44,33.06,482657.53,213870.46999999997,22998189.54
2303808,2,Centro Sul,2020,5,1282688.41,1234640.25,49.3,102199.87,18531.65,2638109.48
2303907,5,Litoral Norte,2020,5,732964.8400000001,871791.37,0.0,58399.92,11470.6,1674626.73
2303931,9,Sertão Central,2020,5,732964.8400000001,865054.5,0.0,58399.92,10589.52,1667008.78
2303956,3,Grande Fortaleza,2020,5,1099447.22,1428063.44,39.69,87599.9,17448.93,2632599.18
2304004,11,Sertão de Sobral,2020,5,1099447.22,1615951.55,10.37,87599.9,607263.7800000001,3410272.8200000003
2304103,12,Sertão dos Crateús,2020,5,2382135.65,3971841.63,137.94,189799.78,35820.42,6579735.420000001
2304202,1,Cariri,2020,5,3298341.62,5737312.21,274.25,262799.67,48792.810000000005,9347520.56
2304236,8,Serra da Ibiapaba,2020,5,1099447.22,1268008.44,0.0,87599.9,16845.45,2471901.01
2304251,5,Litoral Norte,2020,5,1282688.41,1799422.17,58.48,102199.87,47192.24,3231561.1700000004
2304269,9,Sertão Central,2020,5,549723.63,530307.59,0.0,43799.93,7942.14,1131773.2899999998
2304277,14,Vale do Jaguaribe,2020,5,549723.63,449382.05,0.0,43799.93,7942.14,1050847.75
2304285,3,Grande Fortaleza,2020,5,2015653.24,4495130.26,0.0,160599.79,29121.17,6700504.46
2304301,1,Cariri,2020,5,1099447.22,1187677.0,0.0,87599.9,15884.27,2390608.3899999997
2304350,11,Sertão de Sobral,2020,5,1282688.41,1319997.2,0.0,102199.87,48621.77,2753507.2500000005
2304400,3,Grande Fortaleza,2020,5,53143597.97,74941122.34,0.0,3676997.5,853748.74,132615466.55
2304459,4,Litoral Leste,2020,5,916206.03,961777.4,0.0,72999.89,13236.9,1964220.22
2304509,11,Sertão de Sobral,2020,5,916206.03,1046971.0,57.89,72999.89,15442.87,2051677.68
2304608,6,Litoral Oeste / Vale do Curu,2020,5,549723.63,643194.63,0.0,43799.93,8743.12,1245461.31
2304657,11,Sertão de Sobral,2020,5,916206.03,1363422.74,0.0,72999.89,14158.03,2366786.69
2304707,5,Litoral Norte,2020,5,2015653.24,3570636.43,51.49,160599.79,45290.21,5792231.16
2304806,1,Cariri,2020,5,549723.63,436003.4,0.0,43799.93,7942.14,1037469.1
2304905,11,Sertão de Sobral,2020,5,732964.8400000001,728938.92,0.0,58399.92,11430.570000000002,1531734.2500000002
2304954,3,Grande Fortaleza,2020,5,1282688.41,1583091.2999999998,0.0,102199.87,18531.65,2986511.23
2305001,8,Serra da Ibiapaba,2020,5,1649170.83,2606834.67,0.0,131399.82,25027.9,4412433.220000001
2305100,7,Maciço do Baturité,2020,5,549723.63,470127.33,0.0,43799.93,9607.39,1073258.2799999998
2305209,12,Sertão dos Crateús,2020,5,1099447.22,1125524.39,0.0,87599.9,16885.5,2329457.01
2305233,3,Grande Fortaleza,2020,5,2198894.42,3834867.57,9.86,175199.79,461149.39,6670121.03
2305266,9,Sertão Central,2020,5,732964.8400000001,849097.48,0.0,58399.92,10589.52,1651051.76
2305308,8,Serra da Ibiapaba,2020,5,1282688.41,1544718.79,20.2,102199.87,19572.93,2949200.2000000007
2305332,9,Sertão Central,2020,5,732964.8400000001,1021784.52,0.0,58399.92,10589.52,1823738.8
2305357,4,Litoral Leste,2020,5,1099447.22,1365762.88,113.21,87599.9,405445.04,2958368.2499999995
2305407,2,Centro Sul,2020,5,2198894.42,3387285.51,0.0,175199.79,37756.43,5799136.149999999
2305506,2,Centro Sul,2020,5,2931859.2300000004,4233949.77,9.88,233599.72,43092.58,7442511.18
2305605,12,Sertão dos Crateús,2020,5,1282688.41,1276617.52,0.0,102199.87,19937.710000000003,2681443.51
2305654,12,Sertão dos Crateús,2020,5,732964.8400000001,776586.67,10.12,58399.92,11430.55,1579392.1000000003
2305704,2,Centro Sul,2020,5,732964.8400000001,700779.5599999999,0.0,58399.92,10589.52,1502733.84
2305803,8,Serra da Ibiapaba,2020,5,1649170.83,2604799.61,34.269999999999996,131399.82,26349.879999999997,4411754.409999999
2305902,12,Sertão dos Crateús,2020,5,1649170.83,2476564.9,0.0,131399.82,25078.749999999996,4282214.3
2306009,14,Vale do Jaguaribe,2020,5,916206.03,919089.28,9.86,72999.89,13236.9,1921541.96
2306108,6,Litoral Oeste / Vale do Curu,2020,5,1282688.41,1753996.14,0.0,102199.87,21259.13,3160143.55
2306207,4,Litoral Leste,2020,5,549723.63,523547.0,0.0,43799.93,7942.14,1125012.6999999995
2306256,3,Grande Fortaleza,2020,5,1649170.83,2670352.14,136.44,131399.82,35587.03,4486646.260000002
2306306,6,Litoral Oeste / Vale do Curu,2020,5,2015653.24,2760042.85,21.14,160599.79,31741.71,4968058.7299999995
2306405,6,Litoral Oeste / Vale do Curu,2020,5,3298341.62,7444117.6,0.0,28964.15,141837.12,10913260.489999998
2306504,7,Maciço do Baturité,2020,5,1099447.22,1177810.54,313.7,87599.9,15884.27,2381055.63
2306553,5,Litoral Norte,2020,5,1649170.83,2496692.35,0.0,131399.82,439135.95,4716398.95
2306603,10,Sertão de Canindé,2020,5,1099447.22,2150836.9,57.1,87599.9,15884.27,3353825.39
2306702,14,Vale do Jaguaribe,2020,5,1099447.22,1086274.15,26.16,87599.9,25564.06,2298911.49
2306801,14,Vale do Jaguaribe,2020,5,732964.8400000001,860836.49,0.0,58399.92,10589.52,1662790.77
2306900,14,Vale do Jaguaribe,2020,5,1465929.65,2276363.25,562.63,116799.85,21179.04,3880834.42
2307007,4,Litoral Leste,2020,5,1465929.65,1649322.56,33.71,116799.85,434125.67,3666211.44
2307106,1,Cariri,2020,5,1282688.41,1872740.74,0.0,102199.87,18531.65,3276160.6700000004
2307205,1,Cariri,2020,5,549723.63,606219.09,0.0,43799.93,7942.14,1207684.7899999998
2307254,5,Litoral Norte,2020,5,1099447.0,1626143.32,0.0,87600.77,16845.43,2830036.5200000005
2307304,1,Cariri,2020,5,5951187.04,10186133.79,5.88,482657.53,108472.16,16728456.400000002
2307403,2,Centro Sul,2020,5,1282688.41,1545381.56,9.87,102199.87,23682.45,2953962.1600000006
2307502,1,Cariri,2020,5,1465929.65,1539015.86,184.23,116799.85,21179.04,3143108.63
2307601,14,Vale do Jaguaribe,2020,5,2015653.24,2598501.63,72.37,160599.79,29131.37,4803958.4
2307635,10,Sertão de Canindé,2020,5,1099447.22,1264028.1,0.0,87599.9,15884.27,2466959.49
2307650,3,Grande Fortaleza,2020,5,5951187.04,11168119.52,84.51,482657.53,459070.07,18061118.67
2307700,3,Grande Fortaleza,2020,5,3115100.4299999997,4797586.3,20.71,248199.68,45005.44,8205912.56
2307809,5,Litoral Norte,2020,5,1282688.41,1972962.02,0.0,102199.87,64195.23,3422045.5300000003
2307908,5,Litoral Norte,2020,5,732964.8400000001,785364.61,0.0,58399.92,15047.39,1591776.76
2308005,11,Sertão de Sobral,2020,5,1649170.83,2041521.62,4.94,131399.82,39247.88,3861345.09
2308104,1,Cariri,2020,5,1832412.03,2637985.57,9.88,145999.81,26473.79,4642881.079999999
2308203,11,Sertão de Sobral,2020,5,916206.03,1095005.66,0.0,72999.89,14117.98,2098329.56
2308302,1,Cariri,2020,5,1282688.41,1383850.47,6.41,102199.87,19448.24,2788193.4000000004
2308351,9,Sertão Central,2020,5,732964.8400000001,806573.27,0.0,58399.92,10589.52,1608527.55
2308377,6,Litoral Oeste / Vale do Curu,2020,5,916206.03,986063.42,0.01,72999.89,14117.98,1989387.33
2308401,1,Cariri,2020,5,1465929.65,2143497.52,16.64,116799.85,21203.95,3747447.61
2308500,9,Sertão Central,2020,5,1649170.83,2390216.5,27.86,131399.82,25512.73,4196327.74
2308609,12,Sertão dos Crateús,2020,5,1099447.22,1253786.18,0.0,87599.9,16845.45,2457678.75
2308708,14,Vale do Jaguaribe,2020,5,2198894.42,3318018.56,11.0,175199.79,45106.24,5737230.010000001
2308807,11,Sertão de Sobral,2020,5,549723.63,603486.3400000001,0.0,43799.93,10287.77,1207297.6700000002
2308906,5,Litoral Norte,2020,5,1099447.22,1439198.44,0.0,87599.9,21147.19,2647392.75
2309003,11,Sertão de Sobral,2020,5,916206.03,953345.37,15.53,72999.89,14158.03,1956724.85
2309102,7,Maciço do Baturité,2020,5,732964.8400000001,647276.72,0.0,58399.92,10589.52,1449231.0
2309201,1,Cariri,2020,5,916206.03,977449.23,0.0,72999.89,13412.76,1980067.91
2309300,12,Sertão dos Crateús,2020,5,1465929.65,1772977.75,0.0,116799.85,24114.97,3379822.22
2309409,12,Sertão dos Crateús,2020,5,1282688.41,1960251.25,10.1,102199.87,19612.980000000003,3364762.6100000003
2309458,7,Maciço do Baturité,2020,5,1282688.41,1542468.13,0.0,102199.87,18691.74,2946048.1500000004
2309508,2,Centro Sul,2020,5,1099447.22,1297035.1900000002,0.0,87599.9,15884.27,2499966.58
2309607,3,Grande Fortaleza,2020,5,2382135.65,3434961.17,0.0,0.0,34415.93,5851512.75
2309706,3,Grande Fortaleza,2020,5,2565376.8200000003,3555493.5300000003,42.34,204399.74,43670.96,6368983.390000001
2309805,7,Maciço do Baturité,2020,5,732964.8400000001,752806.77,371.13,58399.92,10891.69,1555434.35
2309904,11,Sertão de Sobral,2020,5,549723.63,561735.65,4.93,43799.93,8743.12,1164007.26
2310001,14,Vale do Jaguaribe,2020,5,549723.63,582681.64,0.0,43799.93,7942.14,1184147.34
2310100,7,Maciço do Baturité,2020,5,732964.8400000001,679095.64,0.0,58399.92,10589.52,1481049.92
2310209,3,Grande Fortaleza,2020,5,1465929.65,2326076.83,233.84,116799.85,93196.23,4002236.4
2310258,3,Grande Fortaleza,2020,5,1465929.65,2038462.09,55.63,116799.85,388319.1999999999,4009566.42
2310308,13,Sertão dos Inhamuns,2020,5,1465929.65,1925103.12,21.41,116799.85,21179.04,3529033.07
2310407,10,Sertão de Canindé,2020,5,732964.8400000001,734119.3,0.0,58399.92,11430.55,1536914.61
2310506,9,Sertão Central,2020,5,1649170.83,2700967.46,27.07,131399.82,29562.69,4511127.870000001
2310605,1,Cariri,2020,5,549723.63,624029.6,0.0,43799.93,7942.14,1225495.2999999998
2310704,6,Litoral Oeste / Vale do Curu,2020,5,1649170.83,2313810.11,187.11,0.0,24987.85,3988155.9
2310803,14,Vale do Jaguaribe,2020,5,916206.03,1243052.85,10.12,72999.89,13236.9,2245505.79
2310852,3,Grande Fortaleza,2020,5,1099447.22,1530084.7899999998,16.16,87599.9,15884.27,2733032.34
2310902,9,Sertão Central,2020,5,916206.03,896725.6799999999,0.0,72999.89,13236.9,1899168.5
2310951,11,Sertão de Sobral,2020,5,732964.8400000001,675448.03,0.0,58399.92,11431.03,1478243.82
2311009,12,Sertão dos Crateús,2020,5,732964.8400000001,850939.13,0.0,58399.92,11470.6,1653774.4900000002
2311108,1,Cariri,2020,5,916206.03,1230467.71,0.0,72999.89,13236.9,2232910.5300000003
2311207,1,Cariri,2020,5,732964.8400000001,666726.92,0.0,58399.92,10589.52,1468681.2000000002
2311231,14,Vale do Jaguaribe,2020,5,549723.63,519614.18,0.0,43799.93,7942.14,1121079.88
2311264,13,Sertão dos Inhamuns,2020,5,1099447.22,1562066.0,0.0,87599.9,16885.5,2765998.6199999996
2311306,9,Sertão Central,2020,5,2565376.8200000003,3946322.83,74.66,204399.74,37834.48,6754008.530000001
2311355,2,Centro Sul,2020,5,916206.03,1051462.13,9.87,72999.89,13236.9,2053914.82
2311405,9,Sertão Central,2020,5,2382135.65,4498387.47,0.0,189799.78,46338.99,7116661.89
2311504,14,Vale do Jaguaribe,2020,5,1099447.22,1182640.81,6.4,87599.9,51431.8,2421126.13
2311603,7,Maciço do Baturité,2020,5,1282688.41,1691807.85,0.0,102199.87,37224.45,3113920.5800000005
2311702,11,Sertão de Sobral,2020,5,1099447.22,1111006.52,5.78,87599.9,16886.23,2314945.65
2311801,14,Vale do Jaguaribe,2020,5,2382135.65,4040375.85,0.0,189799.78,38782.38,6651093.66
2311900,2,Centro Sul,2020,5,916206.03,1004943.21,0.0,72999.89,13236.9,2007386.03
2311959,1,Cariri,2020,5,916206.03,1334865.34,23.87,72999.89,13236.9,2337332.0300000003
2312007,11,Sertão de Sobral,2020,5,1465929.65,1810025.86,5.19,116799.85,22776.870000000003,3415537.42
2312106,1,Cariri,2020,5,1099447.22,1116175.83,9.08,87599.9,19069.29,2322301.32
2312205,12,Sertão dos Crateús,2020,5,1649170.83,2693461.02,656.02,131399.82,26017.74,4500705.43
2312304,8,Serra da Ibiapaba,2020,5,1832412.03,2783293.52,41.7,145999.81,32784.88,4794531.9399999995
2312403,3,Grande Fortaleza,2020,5,1832412.03,3590687.34,10.1,145999.81,182688.05,5751797.329999998
2312502,14,Vale do Jaguaribe,2020,5,549723.63,406370.7,0.0,43799.93,7942.14,1007836.4
2312601,3,Grande Fortaleza,2020,5,732964.8400000001,715595.93,0.0,58399.92,41042.93,1548003.62
2312700,9,Sertão Central,2020,5,1282688.41,1183371.97,4.93,102199.87,18542.9,2586808.08
2312809,11,Sertão de Sobral,2020,5,549723.63,540371.29,0.0,43799.93,8743.12,1142637.97
2312908,11,Sertão de Sobral,2020,5,5951187.04,10524576.21,82.04,482657.53,6933064.390000001,23891567.21
2313005,9,Sertão Central,2020,5,1099447.22,1099000.97,32.73,87599.9,103417.79,2389498.61
2313104,14,Vale do Jaguaribe,2020,5,1465929.65,1416815.15,0.0,116799.85,21639.58,3021184.23
2313203,12,Sertão dos Crateús,2020,5,1282688.41,1562690.64,0.0,102199.87,19613.65,2967192.57
2313252,1,Cariri,2020,5,549723.63,573556.62,0.0,43799.93,7942.14,1175022.3199999998
2313302,13,Sertão dos Inhamuns,2020,5,2015653.24,2974130.1100000003,40.02,160599.79,29121.17,5179544.33
2313351,6,Litoral Oeste / Vale do Curu,2020,5,1099447.22,1439875.71,0.0,87599.9,16845.45,2643768.28
2313401,8,Serra da Ibiapaba,2020,5,2382135.65,4932098.47,226.58,189799.78,37569.16,7541829.64
2313500,3,Grande Fortaleza,2020,5,2015653.24,3461193.9499999997,427.23,160599.79,470895.15,6108769.36
2313559,6,Litoral Oeste / Vale do Curu,2020,5,916206.03,1146524.29,0.0,72999.89,14343.3,2150073.51
2313609,8,Serra da Ibiapaba,2020,5,1465929.65,2204698.2,11.2,116799.85,23201.61,3810640.51
2313708,2,Centro Sul,2020,5,549723.63,428589.29,0.0,43799.93,7942.14,1030054.99
2313757,6,Litoral Oeste / Vale do Curu,2020,5,1099447.22,1313220.26,9.54,87599.9,16885.5,2517162.42
2313807,6,Litoral Oeste / Vale do Curu,2020,5,1099447.22,1462581.39,0.0,87599.9,16885.5,2666514.01
2313906,5,Litoral Norte,2020,5,916206.03,973872.88,0.0,72999.89,44949.369999999995,2008028.17
2313955,11,Sertão de Sobral,2020,5,1099447.22,1212605.6,4.0,87599.9,16845.45,2416502.1700000004
2314003,1,Cariri,2020,5,1649170.83,2110755.79,5.43,131399.82,23826.42,3915158.29
2314102,8,Serra da Ibiapaba,2020,5,2015653.24,3763414.3,0.0,160599.79,30402.75,5970070.08
2300101,1,Cariri,2020,6,596672.6900000001,598734.48,9.9,526569.65,6785.64,1728772.3599999996
2300150,7,Maciço do Baturité,2020,6,745840.87,938954.55,42.669999999999995,663535.88,9403.75,2357777.7199999997
2300200,5,Litoral Norte,2020,6,1790018.02,3658209.37,103.92,2146274.14,20381.67,7614987.120000001
2300309,2,Centro Sul,2020,6,1640849.86,2662289.09,27.86,1902335.95,18660.52,6224163.279999999
2300408,13,Sertão dos Inhamuns,2020,6,895009.03,953341.55,49.8,785589.24,12687.29,2646676.91
2300507,11,Sertão de Sobral,2020,6,596672.6900000001,747030.94,0.0,526094.59,7265.22,1877063.4399999997
2300606,1,Cariri,2020,6,447504.54,558137.1000000001,27.91,369795.34,5089.23,1380554.12
2300705,14,Vale do Jaguaribe,2020,6,895009.03,998009.58,181.97,780363.55,10197.84,2683761.9699999997
2300754,6,Litoral Oeste / Vale do Curu,2020,6,1342513.52,2676634.5700000003,0.0,1536819.47,15325.33,5571292.890000001
2300804,1,Cariri,2020,6,447504.54,517592.79,55.58,364982.73,5089.23,1335224.87
2300903,6,Litoral Oeste / Vale do Curu,2020,6,745840.87,735890.11,0.0,656740.41,8482.05,2146953.44
2301000,3,Grande Fortaleza,2020,6,1939186.2,4185651.270000001,4.95,2581456.47,67686.58,8773985.47
2301109,4,Litoral Leste,2020,6,1939186.2,3929018.62,137.24,2463227.57,219418.08,8550987.71
2301208,7,Maciço do Baturité,2020,6,1044177.18,1633440.39,0.0,1043965.25,12061.15,3733643.97
2301257,12,Sertão dos Crateús,2020,6,596672.6900000001,801702.46,0.0,510004.38,6785.64,1915165.1699999997
2301307,1,Cariri,2020,6,895009.03,1519596.35,9.92,872360.6799999999,10178.47,3297154.4499999997
2301406,7,Maciço do Baturité,2020,6,596672.6900000001,847932.78,0.0,528841.7,6785.64,1980232.81
2301505,13,Sertão dos Inhamuns,2020,6,447504.54,485397.48,0.0,375041.69,5089.23,1313032.94
2301604,1,Cariri,2020,6,895009.03,1191707.55,0.0,909890.71,10178.47,3006785.76
2301703,1,Cariri,2020,6,1044177.18,1168250.88,26.88,1006476.52,11874.88,3230806.3399999994
2301802,2,Centro Sul,2020,6,447504.54,373494.64,0.0,342985.23,5089.23,1169073.64
2301851,9,Sertão Central,2020,6,895009.03,1167169.65,0.0,802071.9,15867.73,2880118.31
2301901,1,Cariri,2020,6,1640849.86,3276446.4,57.16,2036820.31,18660.52,6972834.25
2301950,7,Maciço do Baturité,2020,6,895009.03,1404444.76,16.04,889401.01,10178.47,3199049.31
2302008,1,Cariri,2020,6,895009.03,1071080.14,9.75,894668.02,10178.47,2870945.41
2302057,5,Litoral Norte,2020,6,745840.87,1096755.59,0.0,665353.51,8482.05,2516432.0199999996
2302107,7,Maciço do Baturité,2020,6,1193345.37,1692258.1,0.0,1306699.44,13571.29,4205874.2
2302206,4,Litoral Leste,2020,6,1640849.86,3025528.33,188.73,1887939.45,18985.4,6573491.7700000005
2302305,5,Litoral Norte,2020,6,1193345.37,1580220.68,33.089999999999996,1241450.46,13589.61,4028639.209999999
2302404,10,Sertão de Canindé,2020,6,1640849.86,2757279.94,4.95,1906466.94,18895.99,6323497.68
2302503,1,Cariri,2020,6,1491681.68,3313699.26,19.76,1732301.19,16964.11,6554665.999999999
2302602,5,Litoral Norte,2020,6,1790018.02,3442973.7,0.0,2167342.18,20356.93,7420690.83
2302701,1,Cariri,2020,6,1044177.18,1482962.61,0.0,1063732.04,11874.88,3602746.71
2302800,10,Sertão de Canindé,2020,6,1939186.2,4196050.16,692.0,2513832.18,25057.0,8674817.540000001
2302909,7,Maciço do Baturité,2020,6,895009.03,1081864.39,0.0,792591.27,10178.47,2779643.16
2303006,10,Sertão de Canindé,2020,6,895009.03,1264333.03,0.0,891920.92,10466.49,3061729.47
2303105,11,Sertão de Sobral,2020,6,895009.03,1128331.68,186.14,807256.29,10666.71,2841449.8499999996
2303204,1,Cariri,2020,6,1044177.18,1602189.88,9.2,1054210.1,11874.88,3712461.24
2303303,2,Centro Sul,2020,6,895009.03,897788.45,0.0,812440.6799999999,10180.19,2615418.35
2303402,8,Serra da Ibiapaba,2020,6,895009.03,1095996.6,0.0,789864.8200000001,10178.47,2791048.9200000004
2303501,3,Grande Fortaleza,2020,6,1939186.2,3936001.32,1256.12,2405311.09,22488.05,8304242.78
2303600,2,Centro Sul,2020,6,895009.03,747072.6399999999,0.0,853729.91,10178.47,2505990.0500000003
2303659,12,Sertão dos Crateús,2020,6,596672.6900000001,963862.24,9.88,497756.0,6785.64,2065086.45
2303709,3,Grande Fortaleza,2020,6,4844585.45,16104125.96,134.88,9782640.29,129486.1,30860972.68
2303808,2,Centro Sul,2020,6,1044177.18,1176877.64,54.75,1025127.94,11874.88,3258112.39
2303907,5,Litoral Norte,2020,6,596672.6900000001,839122.4299999999,0.0,554082.05,6785.64,1996662.81
2303931,9,Sertão Central,2020,6,596672.6900000001,832371.87,0.0,563418.07,6785.64,1999248.27
2303956,3,Grande Fortaleza,2020,6,895009.03,1379295.67,0.0,844765.67,10178.47,3129248.8400000003
2304004,11,Sertão de Sobral,2020,6,895009.03,1567576.81,9.9,904086.67,35530.44,3402212.8499999996
2304103,12,Sertão dos Crateús,2020,6,1939186.2,3867983.52,113.77,2474112.72,24027.65,8305423.859999999
2304202,1,Cariri,2020,6,2685027.0200000005,5593940.350000001,27.79,4007634.96,37594.81,12324224.930000002
2304236,8,Serra da Ibiapaba,2020,6,895009.03,1218924.25,0.0,799304.13,10178.47,2923415.8800000004
2304251,5,Litoral Norte,2020,6,1044177.18,1742799.15,15.31,1010049.83,13042.5,3810083.97
2304269,9,Sertão Central,2020,6,447504.54,505555.77,6.92,411910.78,5089.23,1370067.2400000002
2304277,14,Vale do Jaguaribe,2020,6,447504.54,424463.46,0.0,361781.22,5089.23,1238838.45
2304285,3,Grande Fortaleza,2020,6,1640849.86,4409568.78,0.0,1888868.93,18928.19,7958215.760000001
2304301,1,Cariri,2020,6,895009.03,1138428.94,0.0,827952.54,10178.47,2871568.98
2304350,11,Sertão de Sobral,2020,6,1044177.18,1262407.28,0.0,997470.97,13567.38,3317622.8099999996
2304400,3,Grande Fortaleza,2020,6,43261739.39,72596394.14,9.9,75021683.32,540530.67,191420357.42
2304459,4,Litoral Leste,2020,6,745840.87,920680.36,0.0,695571.7,8482.05,2370574.9799999995
2304509,11,Sertão de Sobral,2020,6,745840.87,1006033.21,0.0,645834.5900000001,8482.05,2406190.7199999997
2304608,6,Litoral Oeste / Vale do Curu,2020,6,447504.54,618672.47,4.95,370456.3000000001,5089.23,1441727.49
2304657,11,Sertão de Sobral,2020,6,745840.87,1323144.7799999998,0.0,652588.76,8482.05,2730056.46
2304707,5,Litoral Norte,2020,6,1640849.86,3483183.46,26.87,1912209.01,19501.68,7055770.88
2304806,1,Cariri,2020,6,447504.54,411057.5,0.0,313159.48,5089.23,1176810.75
2304905,11,Sertão de Sobral,2020,6,596672.6900000001,696018.86,160.39,512751.49,6803.75,1812407.18
2304954,3,Grande Fortaleza,2020,6,1044177.18,1526037.95,0.0,1035600.0,11874.88,3617690.01
2305001,8,Serra da Ibiapaba,2020,6,1342513.52,2534645.71,0.0,1478779.0699999998,15267.7,5371206.0
2305100,7,Maciço do Baturité,2020,6,447504.54,445251.01,0.0,320368.06,7099.0,1220222.61
2305209,12,Sertão dos Crateús,2020,6,895009.03,1076154.67,20.28,838858.36,10178.47,2820220.81
2305233,3,Grande Fortaleza,2020,6,1790018.02,3739345.38,0.0,2243269.76,308367.58,8081000.74
2305266,9,Sertão Central,2020,6,596672.6900000001,816382.3200000001,0.0,559948.05,6785.64,1979788.7
2305308,8,Serra da Ibiapaba,2020,6,1044177.18,1487582.13,0.0,1013561.17,11874.88,3557195.36
2305332,9,Sertão Central,2020,6,596672.6900000001,989491.37,279.13,542845.75,6785.64,2136074.58
2305357,4,Litoral Leste,2020,6,895009.03,1316849.59,0.0,837949.54,263908.97,3313717.13
2305407,2,Centro Sul,2020,6,1790018.02,3290862.79,39.06,2257335.7800000003,20742.08,7358997.73
2305506,2,Centro Sul,2020,6,2386690.69,4104801.0,25.21,3253660.88,27296.57,9772474.35
2305605,12,Sertão dos Crateús,2020,6,1044177.18,1218939.16,0.0,1037954.66,11888.37,3312959.37
2305654,12,Sertão dos Crateús,2020,6,596672.6900000001,743727.27,24.76,523595.34,6785.64,1870805.7
2305704,2,Centro Sul,2020,6,596672.6900000001,667767.04,20.28,541565.14,6785.64,1812810.79
2305803,8,Serra da Ibiapaba,2020,6,1342513.52,2532597.9,0.0,1506084.91,17708.95,5398905.28
2305902,12,Sertão dos Crateús,2020,6,1342513.52,2404116.5,24.96,1427637.43,15958.47,5190250.88
2306009,14,Vale do Jaguaribe,2020,6,745840.87,877912.69,39.760000000000005,650481.96,8482.05,2282757.33
2306108,6,Litoral Oeste / Vale do Curu,2020,6,1044177.18,1697317.22,103.8,996190.36,12394.08,3750182.64
2306207,4,Litoral Leste,2020,6,447504.54,498781.37,6.93,374773.18,5089.23,1326155.25
2306256,3,Grande Fortaleza,2020,6,1342513.52,2598258.54,0.0,1423795.61,24967.47,5389535.14
2306306,6,Litoral Oeste / Vale do Curu,2020,6,1640849.86,2670937.69,0.0,1869391.31,18738.53,6199917.39
2306405,6,Litoral Oeste / Vale do Curu,2020,6,2685027.0200000005,7304292.07,15.6,3650436.88,31882.95,13671654.52
2306504,7,Maciço do Baturité,2020,6,895009.03,1128487.86,96.25,847202.96,10178.47,2880974.57
2306553,5,Litoral Norte,2020,6,1342513.52,2424278.78,0.0,1503234.53,252397.83,5522424.66
2306603,10,Sertão de Canindé,2020,6,895009.03,2103538.7800000003,0.0,873331.46,10178.47,3882057.7400000007
2306702,14,Vale do Jaguaribe,2020,6,895009.03,1036817.71,19.86,801348.97,10686.65,2743882.22
2306801,14,Vale do Jaguaribe,2020,6,596672.6900000001,828153.53,33.04,519629.59,6785.64,1951274.49
2306900,14,Vale do Jaguaribe,2020,6,1193345.37,2211990.38,77.28,1284639.96,13571.29,4703624.28
2307007,4,Litoral Leste,2020,6,1193345.37,1583794.93,43.09,1264460.0699999998,277669.3,4319312.76
2307106,1,Cariri,2020,6,1044177.18,1816287.48,37.76,1058526.99,11874.88,3930904.29
2307205,1,Cariri,2020,6,447504.54,581622.86,10.14,380639.18000000005,5089.23,1414865.9500000002
2307254,5,Litoral Norte,2020,6,895008.48,1577789.43,0.0,835512.1,10178.36,3318488.37
2307304,1,Cariri,2020,6,4844585.45,9927225.57,20.24,7981673.57,63190.59,22816695.42
2307403,2,Centro Sul,2020,6,1044177.18,1488252.5,14.62,1010173.76,18891.53,3561509.5899999994
2307502,1,Cariri,2020,6,1193345.37,1473221.81,28.16,1219081.16,13571.29,3899247.790000001
2307601,14,Vale do Jaguaribe,2020,6,1640849.86,2509060.52,25.42,2011187.51,66391.6,6227514.909999999
