exercicio,periodo,uf,anexo,cod_conta,conta,coluna,valor,populacao,uf_nome
2015,3,RN,RGF-Anexo 01,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),5420434.4,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 01,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),LIQUIDADAS (a),4159148133.0,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 01,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),41800605.12,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 01,ReceitaCorrenteLiquidaLimiteLegal,RECEITA CORRENTE LIQUIDA - RCL (IV),Valor,7996956928.75,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),Valor,4200948738.12,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),% sobre a RCL,52.53,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),SALDO DO EXERCÍCIO ANTERIOR,1823919645.72,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 1º Quadrimestre,1897000365.45,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 2º Quadrimestre,1845535807.0,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 3º Quadrimestre,1766804684.05,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,SALDO DO EXERCÍCIO ANTERIOR,1403755277.62,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 1º Quadrimestre,1474235058.49,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 2º Quadrimestre,1423501192.52,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 3º Quadrimestre,1345215281.78,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),SALDO DO EXERCÍCIO ANTERIOR,1285070232.96,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 1º Quadrimestre,305531939.4,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 2º Quadrimestre,575357905.52,3408510,Rio Grande do Norte
2015,3,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 3º Quadrimestre,722653819.71,3408510,Rio Grande do Norte
2016,1,RN,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),"DESPESAS LIQUIDADAS 
(a)",5259422936.92,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 01,DespesaComPessoalAtivoBruta,Pessoal Ativo,"DESPESAS LIQUIDADAS 
(a)",3478986274.68,3442175,Rio Grande do Norte
