ano,sigla_uf,divisao_cnae,saldo,salario_medio,total_movimentacoes,uf_nome
2022,PI,C,259,1212.61533344768,20697,Piauí
2022,PI,D,-8,3828.4637313333646,406,Piauí
2022,PI,E,137,1505.3574758832874,2357,Piauí
2022,PI,F,-357,1577.610178217775,40953,Piauí
2022,PI,G,3636,1313.927276043641,69802,Piauí
2022,PI,H,769,1611.2213889446157,6295,Piauí
2022,PI,I,928,1239.849017104622,12716,Piauí
2022,PI,J,267,1447.3320187611578,3933,Piauí
2022,PI,K,782,1926.3640242599504,2632,Piauí
2022,PI,L,65,1483.243023292923,843,Piauí
2022,PI,M,657,1508.077233778896,7111,Piauí
2022,PI,N,3433,1410.4216427444542,33939,Piauí
2022,PI,O,25,3908.8329696969695,149,Piauí
2022,PI,P,672,1094.2255780080675,9370,Piauí
2022,PI,Q,251,1490.0331397352293,8471,Piauí
2022,PI,R,204,1177.0795975623632,1404,Piauí
2022,PI,S,-276,1307.8698927376035,5564,Piauí
2022,RN,A,-441,1237.2462311346087,21977,Rio Grande do Norte
2022,RN,B,1255,1814.524473937642,5279,Rio Grande do Norte
2022,RN,C,935,1354.272018316397,39539,Rio Grande do Norte
2022,RN,D,35,3212.591431792013,405,Rio Grande do Norte
2022,RN,E,552,1395.9021976128813,2310,Rio Grande do Norte
2022,RN,F,4469,1640.7846669419976,55381,Rio Grande do Norte
2022,RN,G,4510,1250.1610369106022,95010,Rio Grande do Norte
2022,RN,H,388,1637.930533578823,8094,Rio Grande do Norte
2022,RN,I,2140,1237.504518752812,27486,Rio Grande do Norte
2022,RN,J,-32,1599.389009755205,5258,Rio Grande do Norte
2022,RN,K,-36,2237.571694272279,1968,Rio Grande do Norte
2022,RN,L,136,1464.430739416758,2288,Rio Grande do Norte
2022,RN,M,1272,1689.5393974459091,11778,Rio Grande do Norte
2022,RN,N,4115,1321.4377223540148,52147,Rio Grande do Norte
2022,RN,O,-198,1892.6634307402755,770,Rio Grande do Norte
2022,RN,P,1096,1115.9897084802162,14416,Rio Grande do Norte
2022,RN,Q,89,1491.4386153272956,14637,Rio Grande do Norte
2022,RN,R,449,1331.1308504024678,2599,Rio Grande do Norte
2022,RN,S,69,1356.8879038789014,6441,Rio Grande do Norte
2022,RN,T,-9,1377.9988095238095,41,Rio Grande do Norte
2022,SE,A,165,1148.5473187012672,12053,Sergipe
2022,SE,B,392,2536.1585593485315,974,Sergipe
2022,SE,C,-566,1312.6454130542038,28842,Sergipe
2022,SE,D,53,2779.441204566772,443,Sergipe
2022,SE,E,51,1386.8393650391242,947,Sergipe
2022,SE,F,1796,1582.5217501192046,31444,Sergipe
2022,SE,G,2950,1260.1549608738967,51858,Sergipe
2022,SE,H,537,1578.0377170530694,8023,Sergipe
2022,SE,I,687,1199.8065345517773,11763,Sergipe
2022,SE,J,134,1574.7009676244843,3686,Sergipe
2022,SE,K,42,2566.5119116642763,2006,Sergipe
2022,SE,L,198,1452.2328494351052,1256,Sergipe
2022,SE,M,940,1557.5285246551982,7974,Sergipe
2022,SE,N,2103,1295.5652676106629,25711,Sergipe
2022,SE,O,-99,2273.7216688889525,571,Sergipe
2022,SE,P,346,1063.4477900304023,8878,Sergipe
2022,SE,Q,346,1489.645459929737,9506,Sergipe
2022,SE,R,236,1207.3165029736476,1688,Sergipe
2022,SE,S,-94,1594.960486609255,4484,Sergipe
2022,SE,T,5,1283.047619047619,9,Sergipe
2023,AL,A,297,1192.7211338735904,14659,Alagoas
2023,AL,B,95,2301.4701094822235,615,Alagoas
2023,AL,C,3974,1275.6539209123298,67102,Alagoas
2023,AL,D,179,3782.058434965751,727,Alagoas
2023,AL,E,-534,1905.784285240138,3738,Alagoas
2023,AL,F,2365,1706.2160176022946,42207,Alagoas
2023,AL,G,3432,1375.7585165274977,80104,Alagoas
2023,AL,H,213,1727.3403867653317,13577,Alagoas
2023,AL,I,1816,1441.16323807329,27300,Alagoas
2023,AL,J,-101,1835.1850209392348,4159,Alagoas
2023,AL,K,53,2826.045284245701,1665,Alagoas
2023,AL,L,319,1534.7310602045247,3461,Alagoas
2023,AL,M,834,1826.542252878406,9304,Alagoas
2023,AL,N,3217,1407.2012208832928,38339,Alagoas
2023,AL,O,1443,3138.849385541491,2617,Alagoas
2023,AL,P,704,1275.9784833400877,9852,Alagoas
2023,AL,Q,-234,1635.9535503556265,10598,Alagoas
2023,AL,R,166,2092.3368927400234,1618,Alagoas
2023,AL,S,-53,1439.6957336623884,5811,Alagoas
2023,AL,T,2,1302.0,2,Alagoas
2023,BA,A,6019,1508.3039757669223,147089,Bahia
2023,BA,B,886,2811.1086369355794,8708,Bahia
2023,BA,C,1344,1569.7958104419222,175516,Bahia
2023,BA,D,-136,4143.135205683845,1338,Bahia
2023,BA,E,630,1831.631635306387,15026,Bahia
2023,BA,F,841,1946.8272289670651,242527,Bahia
2023,BA,G,14445,1465.7277404957852,387383,Bahia
2023,BA,H,6076,1836.5617894623213,78232,Bahia
2023,BA,I,4979,1415.1458270866024,104443,Bahia
2023,BA,J,557,2352.036128486186,23735,Bahia
2023,BA,K,-1,2947.834196961692,7721,Bahia
2023,BA,L,427,1670.8297900254877,6305,Bahia
2023,BA,M,5036,2103.303981785047,65722,Bahia
2023,BA,N,16112,1476.7186761988849,221366,Bahia
2023,BA,O,1889,2186.7852727504255,7573,Bahia
2023,BA,P,2557,1271.3356509922037,52409,Bahia
2023,BA,Q,8056,1873.179047309947,89440,Bahia
2023,BA,R,1061,2205.659852937641,8259,Bahia
2023,BA,S,1826,1631.553383710436,27360,Bahia
2023,BA,T,-1,1668.305424338925,95,Bahia
2023,BA,U,2,63.23499999999999,4,Bahia
2023,BA,Z,-1,3510.9933333333333,3,Bahia
2023,CE,A,862,1344.3529295122623,19362,Ceará
2023,CE,B,50,1882.8581709654095,1898,Ceará
2023,CE,C,1244,1394.9203343049355,170944,Ceará
2023,CE,D,484,5178.126233177325,1030,Ceará
2023,CE,E,986,1811.434287388185,7000,Ceará
2023,CE,F,6890,1847.4437592893848,133992,Ceará
2023,CE,G,13214,1445.8775629832064,233228,Ceará
2023,CE,H,1601,1761.2430007087348,38461,Ceará
2023,CE,I,3527,1372.5745007938222,63767,Ceará
2023,CE,J,3162,2198.0215467390876,41418,Ceará
2023,CE,K,1237,2781.560051656074,12021,Ceará
2023,CE,L,-43,1615.786797185837,6013,Ceará
2023,CE,M,2039,1820.118094857494,37989,Ceará
2023,CE,N,12454,1564.6546969844187,167712,Ceará
2023,CE,O,1760,2250.0766937244703,2136,Ceará
2023,CE,P,2582,1483.27521071437,39674,Ceará
2023,CE,Q,1646,1990.5709789339344,41296,Ceará
2023,CE,R,1129,1899.8867101350097,8973,Ceará
2023,CE,S,770,1775.2795273823297,22930,Ceará
2023,CE,T,-4,1315.9375,12,Ceará
2023,MA,A,1869,1740.658724535742,36363,Maranhão
2023,MA,B,112,3733.779263230095,1160,Maranhão
2023,MA,C,2720,1737.4511816912757,32618,Maranhão
2023,MA,D,113,5389.971701432128,725,Maranhão
2023,MA,E,36,1539.1073361104654,2260,Maranhão
2023,MA,F,657,1828.4378264517263,71189,Maranhão
2023,MA,G,7746,1444.8602964109102,140268,Maranhão
2023,MA,H,869,2055.210320305372,21415,Maranhão
2023,MA,I,1241,1396.8293975952472,20511,Maranhão
2023,MA,J,1129,1587.5210924744536,9269,Maranhão
2023,MA,K,172,2760.7666977034382,2372,Maranhão
2023,MA,L,163,1541.4703361674367,2255,Maranhão
2023,MA,M,667,1757.9841124433033,15131,Maranhão
2023,MA,N,1601,1615.976546462082,55759,Maranhão
2023,MA,O,42,1436.3917746489344,4452,Maranhão
2023,MA,P,1297,1200.0887336984467,15401,Maranhão
2023,MA,Q,1491,2037.0876686809504,20051,Maranhão
2023,MA,R,317,2115.392700832365,2029,Maranhão
2023,MA,S,-136,1678.168766239865,9792,Maranhão
2023,MA,T,-3,553.4697916666667,19,Maranhão
2023,PB,A,679,1242.4222925041963,12847,Paraíba
2023,PB,B,15,1727.393855190768,693,Paraíba
2023,PB,C,-2067,1259.143887465588,50733,Paraíba
2023,PB,D,0,3068.9020639192263,528,Paraíba
2023,PB,E,-149,1348.3895469530214,1999,Paraíba
2023,PB,F,5243,1593.9905342918134,63427,Paraíba
2023,PB,G,5905,1444.4611163924862,94325,Paraíba
2023,PB,H,700,1592.0627720202665,8762,Paraíba
2023,PB,I,1359,1310.2816267091264,24697,Paraíba
2023,PB,J,493,1924.9179917502051,6035,Paraíba
2023,PB,K,25,2812.499676184475,1849,Paraíba
2023,PB,L,143,1617.1906210786365,1595,Paraíba
2023,PB,M,730,1694.9291009407868,10632,Paraíba
2023,PB,N,3905,1315.2053106780922,57467,Paraíba
2023,PB,O,-250,1568.8037298320803,614,Paraíba
2023,PB,P,631,1080.062540662071,13605,Paraíba
2023,PB,Q,1904,1689.1141450893654,13980,Paraíba
2023,PB,R,168,1331.0954367343106,2538,Paraíba
2023,PB,S,376,1484.9526532356083,6398,Paraíba
2023,PB,T,12,775.1576984126984,26,Paraíba
2023,PB,Z,-4,89.16666666666667,4,Paraíba
2023,PE,A,1197,1329.2915083027294,76245,Pernambuco
2023,PE,B,124,1878.786122965329,1092,Pernambuco
2023,PE,C,4935,1431.8125378747843,158801,Pernambuco
2023,PE,D,-280,5938.045103842528,1226,Pernambuco
2023,PE,E,383,1845.366091795587,6973,Pernambuco
2023,PE,F,2355,1788.3725186994857,105513,Pernambuco
2023,PE,G,12624,7387.977276158923,255338,Pernambuco
2023,PE,H,1503,1954.4653904538477,44221,Pernambuco
2023,PE,I,4045,1448.694000623794,64725,Pernambuco
2023,PE,J,745,2710.779188450101,17835,Pernambuco
2023,PE,K,204,3226.663243959162,6118,Pernambuco
2023,PE,L,41,1975.0200976880287,4447,Pernambuco
2023,PE,M,1224,1834.0596693240211,47158,Pernambuco
2023,PE,N,12638,1532.168734979659,186114,Pernambuco
2023,PE,O,3237,2171.586424530673,7545,Pernambuco
2023,PE,P,2110,1314.7934420665586,37594,Pernambuco
2023,PE,Q,627,1814.2977498123869,55735,Pernambuco
2023,PE,R,1318,1770.9285951667832,8742,Pernambuco
2023,PE,S,2292,1649.5259963442252,19800,Pernambuco
2023,PE,T,-3,1349.73,3,Pernambuco
2023,PE,U,2,7091.366492592592,14,Pernambuco
2023,PI,A,889,1673.4271338742185,19691,Piauí
2023,PI,B,95,2271.050548946059,907,Piauí
2023,PI,C,1042,1301.7653906700464,21966,Piauí
2023,PI,D,55,4836.594151478796,309,Piauí
2023,PI,E,267,1539.975301766662,2617,Piauí
2023,PI,F,4254,1639.6941544762396,46252,Piauí
2023,PI,G,4449,1408.57731142393,71821,Piauí
2023,PI,H,840,1681.4646377478855,7588,Piauí
2023,PI,I,1348,1458.6574617878132,14986,Piauí
2023,PI,J,908,1678.654528952109,6480,Piauí
2023,PI,K,575,1821.1222442327985,3767,Piauí
2023,PI,L,165,1583.6036661999235,987,Piauí
2023,PI,M,72,1636.967690843121,8078,Piauí
2023,PI,N,1504,1539.0985148766283,36250,Piauí
2023,PI,O,113,2577.0734783885846,477,Piauí
2023,PI,P,190,1274.3489929975533,8452,Piauí
2023,PI,Q,2129,1798.081694517281,10233,Piauí
2023,PI,R,150,1517.0961564215113,1538,Piauí
2023,PI,S,374,1485.9467728335594,4146,Piauí
2023,PI,T,1,1360.0,1,Piauí
2023,RN,A,1347,1350.2754197477157,22365,Rio Grande do Norte
2023,RN,B,458,2119.809459141333,7244,Rio Grande do Norte
2023,RN,C,845,1438.9470103285184,41145,Rio Grande do Norte
2023,RN,D,32,4398.156970840588,324,Rio Grande do Norte
2023,RN,E,477,1598.1813879513777,3227,Rio Grande do Norte
2023,RN,F,3758,2140.810760255826,63232,Rio Grande do Norte
2023,RN,G,4373,1429.399140118766,100415,Rio Grande do Norte
2023,RN,H,402,1750.964762770749,9108,Rio Grande do Norte
2023,RN,I,852,1328.7666550781348,27492,Rio Grande do Norte
2023,RN,J,193,2070.6905326576957,5075,Rio Grande do Norte
2023,RN,K,90,2635.422782407892,2232,Rio Grande do Norte
2023,RN,L,53,1557.1194485917629,2007,Rio Grande do Norte
2023,RN,M,405,1737.954976804397,13383,Rio Grande do Norte
2023,RN,N,8034,1428.9703666161338,60250,Rio Grande do Norte
2023,RN,O,63,7152.7786376271715,895,Rio Grande do Norte
2023,RN,P,706,1151.5237168628817,14702,Rio Grande do Norte
2023,RN,Q,234,1538.2500846153553,13562,Rio Grande do Norte
2023,RN,R,382,1703.070682328598,3062,Rio Grande do Norte
2023,RN,S,209,1481.4272447283165,5743,Rio Grande do Norte
2023,RN,T,0,1361.975238095238,76,Rio Grande do Norte
2023,SE,A,-326,1258.4746544720915,11670,Sergipe
2023,SE,B,460,3250.546964741563,1632,Sergipe
2023,SE,C,1659,1360.9253935752106,30193,Sergipe
2023,SE,D,87,2531.9455305320944,577,Sergipe
2023,SE,E,98,1595.7016972305416,1062,Sergipe
2023,SE,F,1922,1673.015378727063,31008,Sergipe
2023,SE,G,2905,1378.081070174396,54771,Sergipe
2023,SE,H,500,1724.1141110516428,9026,Sergipe
2023,SE,I,1216,1298.1590574325826,13884,Sergipe
2023,SE,J,301,1789.9985395126932,3259,Sergipe
2023,SE,K,73,2448.7081999939246,1485,Sergipe
2023,SE,L,52,1651.834654645697,1416,Sergipe
2023,SE,M,19,1773.7820616362178,8867,Sergipe
2023,SE,N,2551,1403.1159104320875,28771,Sergipe
2023,SE,O,-17,1542.3431268417517,1697,Sergipe
2023,SE,P,273,983.569666964142,9503,Sergipe
2023,SE,Q,1374,1633.037249029918,10810,Sergipe
2023,SE,R,275,1327.5439869579022,1845,Sergipe
2023,SE,S,230,1475.9780238740166,3664,Sergipe
2023,SE,T,1,1335.0,3,Sergipe
2023,SE,Z,-1,6.93,1,Sergipe
2024,AL,A,-600,1279.5078435746696,14852,Alagoas
2024,AL,B,84,2508.549456877114,610,Alagoas
2024,AL,C,1561,1368.2880266038171,68739,Alagoas
2024,AL,D,697,3131.999512535684,1739,Alagoas
2024,AL,E,545,1976.0433221698777,2915,Alagoas
2024,AL,F,1823,1802.4387899481735,47567,Alagoas
2024,AL,G,4960,1471.8934861732723,91608,Alagoas
2024,AL,H,953,1694.674566117241,16339,Alagoas
2024,AL,I,2217,1548.9791521843224,31301,Alagoas
2024,AL,J,685,1954.983057371143,5661,Alagoas
2024,AL,K,444,2858.0071498444618,1912,Alagoas
2024,AL,L,293,1583.459635464695,3715,Alagoas
2024,AL,M,699,1933.604324744698,11017,Alagoas
2024,AL,N,2232,1509.290290175364,41978,Alagoas
2024,AL,O,-1924,2229.667178840245,5320,Alagoas
2024,AL,P,433,1468.2087530950018,11215,Alagoas
2024,AL,Q,1353,1888.1312425498284,14293,Alagoas
2024,AL,R,319,2050.4177487072807,2105,Alagoas
2024,AL,S,12,1625.764215968844,6748,Alagoas
2024,AL,T,-1,1412.0,1,Alagoas
2024,AL,Z,2,1485.7866666666669,4,Alagoas
2024,BA,A,2123,1641.4864276989038,158661,Bahia
2024,BA,B,651,3044.162623013999,9913,Bahia
2024,BA,C,11144,1662.639335864045,192316,Bahia
2024,BA,D,-54,5482.591113734972,1486,Bahia
2024,BA,E,-307,1821.7599111119227,13779,Bahia
2024,BA,F,-962,2120.604673720665,242390,Bahia
2024,BA,G,19504,1578.941222557983,434026,Bahia
2024,BA,H,6552,1961.0696026730027,97514,Bahia
2024,BA,I,4029,1511.5229414461876,118425,Bahia
2024,BA,J,1076,2468.2376650677,23218,Bahia
2024,BA,K,95,3051.150990790262,8783,Bahia
2024,BA,L,637,1788.061036367559,7073,Bahia
2024,BA,M,3105,2076.6876746036737,69579,Bahia
2024,BA,N,11918,1559.3622770292188,257318,Bahia
2024,BA,O,808,1937.4715937615072,8452,Bahia
2024,BA,P,3648,1401.1936127395538,55476,Bahia
2024,BA,Q,13624,2039.4994400289784,105534,Bahia
2024,BA,R,1106,123412.92793589491,9338,Bahia
2024,BA,S,1804,1695.0583158863667,28942,Bahia
2024,BA,T,-14,1296.0759871031746,72,Bahia
2024,BA,U,1,67.27,1,Bahia
2024,BA,Z,-3,2303.5133333333333,7,Bahia
2024,CE,A,2084,1453.062807957014,20846,Ceará
2024,CE,B,510,2040.8583651068427,2480,Ceará
2024,CE,C,8941,1528.1486751480045,189735,Ceará
2024,CE,D,443,4366.080776032574,1153,Ceará
2024,CE,E,2679,1855.7491075874304,11897,Ceará
2024,CE,F,1002,1919.4361018922525,135778,Ceará
2024,CE,G,11936,1520.1556605354835,255372,Ceará
2024,CE,H,1533,1792.3754189590045,41349,Ceará
2024,CE,I,2064,1478.264313839183,68860,Ceará
2024,CE,J,2667,2272.124658726927,43347,Ceará
2024,CE,K,1975,2693.174115911126,13111,Ceará
2024,CE,L,261,1758.9648788209824,6021,Ceará
2024,CE,M,3144,1865.869756745591,45636,Ceará
2024,CE,N,3965,1689.9053056387495,196363,Ceará
2024,CE,O,60,1086.4438020168973,1316,Ceará
2024,CE,P,4271,1541.4888887012255,44075,Ceará
2024,CE,Q,5360,2101.8385628977317,47240,Ceará
2024,CE,R,1294,1813.7320958999528,11266,Ceará
2024,CE,S,1127,1882.155956606962,25063,Ceará
2024,CE,T,-2,1442.104375,16,Ceará
2024,CE,U,1,4359.93,1,Ceará
2024,CE,Z,-3,1532.6666666666667,5,Ceará
2024,MA,A,425,1886.2663210350056,36495,Maranhão
2024,MA,B,-56,4092.2469609053674,1214,Maranhão
2024,MA,C,2392,1969.236612251267,36678,Maranhão
2024,MA,D,-34,5169.38983405333,458,Maranhão
2024,MA,E,126,1870.766838491834,2260,Maranhão
2024,MA,F,1316,1915.945897942897,73240,Maranhão
2024,MA,G,6555,1576.738185633825,150753,Maranhão
2024,MA,H,-664,2119.3644338714166,24990,Maranhão
2024,MA,I,1446,1490.5493066223023,25468,Maranhão
2024,MA,J,-163,1695.7334453839085,10747,Maranhão
2024,MA,K,63,3151.743433478163,2371,Maranhão
2024,MA,L,285,1588.7067579099669,2561,Maranhão
2024,MA,M,1438,1855.530922714515,17418,Maranhão
2024,MA,N,1775,1712.0090493038451,61831,Maranhão
2024,MA,O,-827,1227.5648257430646,2103,Maranhão
2024,MA,P,1064,1309.8694199726986,16070,Maranhão
2024,MA,Q,558,2050.7083195417085,25638,Maranhão
2024,MA,R,384,1391.3648498377045,2636,Maranhão
2024,MA,S,226,1778.4256080314033,9894,Maranhão
2024,MA,T,1,667.4296388888889,35,Maranhão
2024,PB,A,-281,1180.697147040824,14229,Paraíba
2024,PB,B,98,1822.1091522483969,880,Paraíba
2024,PB,C,2391,1394.4607776920045,54767,Paraíba
2024,PB,D,4,2979.867008258801,714,Paraíba
2024,PB,E,152,1600.7577121615102,1904,Paraíba
2024,PB,F,4763,1716.0699826771906,75583,Paraíba
2024,PB,G,6179,1521.0851885865857,107415,Paraíba
2024,PB,H,630,1679.428086863749,10056,Paraíba
2024,PB,I,1655,1407.749549281435,28865,Paraíba
2024,PB,J,716,2200.073202858772,6994,Paraíba
2024,PB,K,163,3099.14967032357,2173,Paraíba
2024,PB,L,166,1692.3585002342431,1648,Paraíba
2024,PB,M,882,1819.155011103724,12294,Paraíba
2024,PB,N,6699,1433.185823022371,69471,Paraíba
2024,PB,O,4,1976.5880019717745,216,Paraíba
2024,PB,P,676,1202.8726944439084,15102,Paraíba
2024,PB,Q,1657,1696.016100604916,14009,Paraíba
2024,PB,R,365,1285.7633845895289,3063,Paraíba
2024,PB,S,84,1575.794573965264,6806,Paraíba
2024,PB,T,-4,1412.0,6,Paraíba
2024,PB,Z,-4,1612.9883333333337,6,Paraíba
2024,PE,A,170,2094.0074589903875,82542,Pernambuco
2024,PE,B,124,2031.538776856999,1338,Pernambuco
2024,PE,C,6736,1962.9643667224193,167532,Pernambuco
2024,PE,D,131,5552.722805547735,1585,Pernambuco
2024,PE,E,-316,1857.0435821016456,7168,Pernambuco
2024,PE,F,6151,1899.4490170232073,120385,Pernambuco
2024,PE,G,13115,1602.115544714574,279481,Pernambuco
2024,PE,H,2800,1989.2391235846771,49040,Pernambuco
2024,PE,I,4120,1559.4768475049516,75132,Pernambuco
2024,PE,J,1541,2854.6919033409436,19117,Pernambuco
2024,PE,K,64,3471.9251921851887,6776,Pernambuco
2024,PE,L,-27,1867.2607639936691,4579,Pernambuco
2024,PE,M,2539,1966.1983950114775,49357,Pernambuco
2024,PE,N,15700,1608.3467190638476,205720,Pernambuco
2024,PE,O,-87,2127.4170390114637,3393,Pernambuco
2024,PE,P,1917,1382.3967967552037,38779,Pernambuco
2024,PE,Q,3668,2001.51953044432,58562,Pernambuco
2024,PE,R,1555,2027.389171561577,10297,Pernambuco
2024,PE,S,426,1703.4691903218,20352,Pernambuco
2024,PE,T,3,1439.0,3,Pernambuco
2024,PE,U,-1,4725.48367965368,25,Pernambuco
2024,PE,Z,5,1848.2412987012988,21,Pernambuco
2024,PI,A,750,1889.528470173041,17510,Piauí
2024,PI,B,99,3202.135471436608,969,Piauí
2024,PI,C,1697,1440.518513002791,23227,Piauí
2024,PI,D,-25,5145.284932259337,429,Piauí
2024,PI,E,131,1611.4354954413886,2413,Piauí
2024,PI,F,-2640,1881.9927363392724,47148,Piauí
2024,PI,G,4883,1504.754655338019,77773,Piauí
2024,PI,H,697,1775.5635729330706,7995,Piauí
2024,PI,I,1079,1453.5142177914506,17387,Piauí
2024,PI,J,486,1909.175736123437,6178,Piauí
2024,PI,K,137,2144.9585642712427,4153,Piauí
2024,PI,L,-8,1676.3055682666354,982,Piauí
2024,PI,M,877,1752.2691106828463,10407,Piauí
2024,PI,N,889,1577.3722856369247,34001,Piauí
2024,PI,O,299,2239.276259432091,667,Piauí
2024,PI,P,623,1260.167258081671,8805,Piauí
2024,PI,Q,1666,1766.9039461977754,11840,Piauí
2024,PI,R,319,1465.3422816875118,2181,Piauí
2024,PI,S,1421,2059.245789615488,5667,Piauí
2024,RN,A,1043,1409.784561890867,25159,Rio Grande do Norte
2024,RN,B,452,2291.77359715147,6870,Rio Grande do Norte
2024,RN,C,4098,1548.8403174526577,48194,Rio Grande do Norte
2024,RN,D,9,3969.265633627412,345,Rio Grande do Norte
2024,RN,E,423,1694.275206505161,2677,Rio Grande do Norte
2024,RN,F,5050,1974.9948006926531,71352,Rio Grande do Norte
2024,RN,G,5877,1436.2353416518351,112471,Rio Grande do Norte
2024,RN,H,187,1843.569803373292,11491,Rio Grande do Norte
2024,RN,I,1680,1427.2347259125045,31782,Rio Grande do Norte
2024,RN,J,604,1890.8032673600271,5306,Rio Grande do Norte
2024,RN,K,84,2832.2909876272975,2206,Rio Grande do Norte
2024,RN,L,121,1633.7472735444303,2087,Rio Grande do Norte
2024,RN,M,815,2005.7832077547127,13233,Rio Grande do Norte
2024,RN,N,10352,1547.708007048451,72408,Rio Grande do Norte
2024,RN,O,65,2333.591812620601,675,Rio Grande do Norte
2024,RN,P,922,1252.8794639016355,15210,Rio Grande do Norte
2024,RN,Q,1224,1680.7234691717556,14426,Rio Grande do Norte
2024,RN,R,377,1454.07785792366,3175,Rio Grande do Norte
2024,RN,S,336,1571.1744316284476,6024,Rio Grande do Norte
2024,RN,T,-13,1495.6033653846152,99,Rio Grande do Norte
2024,RN,Z,-6,1660.9816666666666,6,Rio Grande do Norte
2024,SE,A,-454,1369.5111768686472,10918,Sergipe
2024,SE,B,425,3007.373159879044,1995,Sergipe
2024,SE,C,1490,1447.9540253061868,33568,Sergipe
2024,SE,D,39,2828.2894215570136,455,Sergipe
2024,SE,E,-210,2059.7926594583028,1342,Sergipe
2024,SE,F,2368,1756.261334233309,39296,Sergipe
2024,SE,G,4586,1506.4456900126152,62714,Sergipe
2024,SE,H,179,1855.177240980098,10567,Sergipe
2024,SE,I,1303,1389.741686335532,16485,Sergipe
2024,SE,J,638,1987.8321044988504,4242,Sergipe
2024,SE,K,72,2652.960551163426,1624,Sergipe
2024,SE,L,-9,1716.1156466207378,1565,Sergipe
2024,SE,M,652,1868.9494708337595,8752,Sergipe
2024,SE,N,2533,1476.234128530702,32679,Sergipe
2024,SE,O,-285,1025.372656367084,1825,Sergipe
2024,SE,P,254,1075.283280246661,9774,Sergipe
2024,SE,Q,1248,1734.2753379132623,11330,Sergipe
2024,SE,R,274,1407.182049683828,2118,Sergipe
2024,SE,S,24,1532.7206690267903,3788,Sergipe
2024,SE,T,-1,1320.0,1,Sergipe
2024,SE,Z,-3,1348.3841666666667,11,Sergipe
2025,AL,A,98,1430.5379280268753,14650,Alagoas
2025,AL,B,76,3521.749241060119,628,Alagoas
2025,AL,C,-390,1476.9317102066818,67380,Alagoas
2025,AL,D,21,3143.754288539488,947,Alagoas
2025,AL,E,209,2085.704641845843,2873,Alagoas
2025,AL,F,2502,1920.9649714587229,51568,Alagoas
2025,AL,G,2791,1589.1590034409026,93583,Alagoas
2025,AL,H,-421,1855.6103584636355,15609,Alagoas
2025,AL,I,2228,1673.6893552791942,34760,Alagoas
2025,AL,J,212,2014.5623720062824,6290,Alagoas
2025,AL,K,79,2373.392510010892,2185,Alagoas
2025,AL,L,344,1668.0794511235442,4068,Alagoas
2025,AL,M,592,2105.144575381059,12220,Alagoas
2025,AL,N,1393,1620.3674936954396,46189,Alagoas
2025,AL,O,-1033,1655.3095432458465,5103,Alagoas
2025,AL,P,353,1494.335297347135,11483,Alagoas
2025,AL,Q,1041,1968.6749683174412,14075,Alagoas
2025,AL,R,289,2106.350986365576,2457,Alagoas
2025,AL,S,2245,1755.5521027046452,8557,Alagoas
2025,AL,T,0,1518.0,6,Alagoas
2025,AL,Z,3,1579.5733333333335,3,Alagoas
2025,BA,A,1979,1758.1978035453897,162459,Bahia
2025,BA,B,192,3418.583055557688,9326,Bahia
2025,BA,C,12115,1735.8403648602862,206821,Bahia
2025,BA,D,920,4245.913847763455,2544,Bahia
2025,BA,E,1300,1924.737168318269,16666,Bahia
2025,BA,F,10303,2241.492712884917,270971,Bahia
2025,BA,G,11231,3237.4471600497695,460537,Bahia
2025,BA,H,3507,2105.1436656594424,102217,Bahia
2025,BA,I,4789,1616.6099775207,128581,Bahia
2025,BA,J,523,2726.087498577229,23105,Bahia
2025,BA,K,-231,3455.3947349294845,7761,Bahia
2025,BA,L,635,1828.2248022397575,8151,Bahia
2025,BA,M,3195,2214.0805387433034,69983,Bahia
2025,BA,N,21639,1668.5792508556951,280295,Bahia
2025,BA,O,2466,2279.9812828052436,8668,Bahia
2025,BA,P,2873,1495.739630299838,56767,Bahia
2025,BA,Q,9942,2106.8489289155873,113022,Bahia
2025,BA,R,1273,77005.83711947793,11301,Bahia
2025,BA,S,2122,1901.4127274964076,29876,Bahia
2025,BA,T,6,873.2519583333333,66,Bahia
2025,BA,U,-1,74.16,1,Bahia
2025,BA,Z,-6,1809.72,6,Bahia
2025,CE,A,1928,1541.6166312787952,25220,Ceará
2025,CE,B,488,2122.8049602451865,2846,Ceará
2025,CE,C,2305,1658.3630318399846,199749,Ceará
2025,CE,D,681,3711.607654163951,1347,Ceará
2025,CE,E,2718,2048.925978090747,13488,Ceará
2025,CE,F,9225,2050.476307803048,150235,Ceará
2025,CE,G,9327,1623.096523531877,275667,Ceará
2025,CE,H,-332,1914.339631089181,45364,Ceará
2025,CE,I,2756,1594.760177397372,73466,Ceará
2025,CE,J,3247,2559.0159210841916,50209,Ceará
2025,CE,K,-332,3066.4328138269707,11278,Ceará
2025,CE,L,171,1846.8710153467955,6419,Ceará
2025,CE,M,3618,2045.6453259412656,57152,Ceará
2025,CE,N,2223,1751.7019403473162,217377,Ceará
2025,CE,O,236,1318.1624703343548,588,Ceará
2025,CE,P,1903,1568.5905086519786,48801,Ceará
2025,CE,Q,7155,2104.2447366436777,52463,Ceará
2025,CE,R,853,2567.1450734083437,11901,Ceará
2025,CE,S,164,1957.594072191292,28346,Ceará
