ano_bim,bimestre,sigla_uf,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio
2023,6,BA,129409,139334,-9925,268743,1646.9674160101617
2023,6,CE,80301,79352,949,159653,1631.8783247860601
2023,6,MA,34644,36901,-2257,71545,1652.170680493647
2023,6,PB,28431,26278,2153,54709,1482.4895162070611
2023,6,PE,89835,90806,-971,180641,1627.2382194184383
2023,6,PI,19688,23291,-3603,42979,1512.280267375329
2023,6,RN,31819,31044,775,62863,1630.2789210184883
2023,6,SE,17238,16243,995,33481,1463.3910612362336
2024,1,AL,27232,29345,-2113,56577,1548.5605424661887
2024,1,BA,152588,141518,11070,294106,1727.711353095095
2024,1,CE,96308,91147,5161,187455,1676.1857847058154
2024,1,MA,39338,41389,-2051,80727,1722.428435992691
2024,1,PB,35106,34783,323,69889,1487.2490911551804
2024,1,PE,99399,94962,4437,194361,1677.4137255412368
2024,1,PI,23875,22621,1254,46496,1677.1265745619153
2024,1,RN,35363,33623,1740,68986,1707.8354939782935
2024,1,SE,21583,19227,2356,40810,1515.952679373106
2024,2,AL,30543,41739,-11196,72282,1514.470802108488
2024,2,BA,171013,147882,23131,318895,1734.7193901241885
2024,2,CE,99658,87795,11863,187453,1664.8269743845492
2024,2,MA,44328,38573,5755,82901,1721.0735615005672
2024,2,PB,37816,36814,1002,74630,1485.7554374515034
2024,2,PE,104519,104258,261,208777,2133.874138869781
2024,2,PI,27468,22381,5087,49849,1597.1542386204273
2024,2,RN,41075,36969,4106,78044,1545.4948687384422
2024,2,SE,22889,23194,-305,46083,1562.6655781251243
2024,3,AL,29971,25061,4910,55032,1623.8396222700549
2024,3,BA,160174,142490,17684,302664,1774.902928522033
2024,3,CE,105271,90695,14576,195966,1705.6721980934853
2024,3,MA,47445,39004,8441,86449,1759.4920378603938
2024,3,PB,35577,30381,5196,65958,1539.2912625844535
2024,3,PE,101937,89923,12014,191860,1693.2641336129068
2024,3,PI,25973,20925,5048,46898,1673.424044910896
2024,3,RN,39784,32515,7269,72299,1578.0431026333335
2024,3,SE,20678,18134,2544,38812,1597.088577356813
2024,4,AL,37070,28953,8117,66023,1552.5951194041972
2024,4,BA,173601,147838,25763,321439,1761.5709929971101
2024,4,CE,112294,99512,12782,211806,1729.5187054716994
2024,4,MA,46351,41262,5089,87613,1767.1786041238563
2024,4,PB,46849,33446,13403,80295,1513.1688298720117
2024,4,PE,118638,92948,25690,211586,1953.9258893961587
2024,4,PI,26368,22588,3780,48956,1648.9618303888353
2024,4,RN,47355,34342,13013,81697,1603.4573987322578
2024,4,SE,23190,19114,4076,42304,1577.7103041563967
2024,5,AL,46812,27947,18865,74759,1537.6078582761857
2024,5,BA,165576,151269,14307,316845,1782.2383608188345
2024,5,CE,108655,95946,12709,204601,1701.2484967853597
2024,5,MA,45015,40355,4660,85370,1794.771181052945
2024,5,PB,38412,33175,5237,71587,1578.6355021742204
2024,5,PE,115671,92810,22861,208481,1704.4176877816958
2024,5,PI,24203,21897,2306,46100,1661.1142547311747
2024,5,RN,42714,34886,7828,77600,1639.545912700792
2024,5,SE,26831,20084,6747,46915,1587.9250158508537
2024,6,AL,26585,28381,-1796,54966,1596.8491574132133
2024,6,BA,138442,149912,-11470,288354,5276.108861370909
2024,6,CE,85935,87714,-1779,173649,1716.0089352522016
2024,6,MA,37108,42692,-5584,79800,1812.205015077071
2024,6,PB,32838,31004,1834,63842,1572.7054758218003
2024,6,PE,90595,95524,-4929,186119,1767.1953819588994
2024,6,PI,18669,22764,-4095,41433,1629.6782378336513
2024,6,RN,33157,33413,-256,66570,1609.3854728613599
2024,6,SE,19915,20210,-295,40125,1564.3864570302578
2025,1,AL,32109,38520,-6411,70629,1629.9596380023754
2025,1,BA,186748,159684,27064,346432,1796.4001204672954
2025,1,CE,113255,107992,5263,221247,1767.991571938635
2025,1,MA,48365,45876,2489,94241,1917.7777866347055
2025,1,PB,43229,43424,-195,86653,1546.3064601051406
2025,1,PE,114670,112312,2358,226982,1783.4050403556857
2025,1,PI,26760,24732,2028,51492,1798.5545749501657
2025,1,RN,42196,40329,1867,82525,1667.311560397031
2025,1,SE,26188,26232,-44,52420,1649.531362518565
2025,2,AL,30288,38366,-8078,68654,1620.1071668901554
2025,2,BA,174143,156792,17351,330935,1821.132465720185
2025,2,CE,104110,97510,6600,201620,1823.1002429029732
2025,2,MA,44527,39839,4688,84366,2052.2137268351225
2025,2,PB,40313,39652,661,79965,1618.229668651249
2025,2,PE,108202,104179,4023,212381,1791.4810956116396
2025,2,PI,27841,22893,4948,50734,1753.1949132533528
2025,2,RN,42507,41498,1009,84005,1682.7055718227646
2025,2,SE,24782,23541,1241,48323,1700.5970278435093
2025,3,AL,30702,28133,2569,58835,1707.7203390188372
2025,3,BA,169061,148219,20842,317280,1855.5650380727393
2025,3,CE,112176,99087,13089,211263,1800.3718241397978
2025,3,MA,50489,40682,9807,91171,1908.4811865742558
2025,3,PB,44885,38465,6420,83350,1653.4814673642913
2025,3,PE,111371,96438,14933,207809,1828.9161088755627
2025,3,PI,29482,23178,6304,52660,1733.8447536758722
2025,3,RN,43941,39958,3983,83899,1684.3970379927132
2025,3,SE,26287,21941,4346,48228,1706.77836754386
2025,4,AL,35883,29968,5915,65851,1722.4455862792533
2025,4,BA,178460,158009,20451,336469,7055.1757322325
2025,4,CE,121168,106811,14357,227979,1832.0263950930243
2025,4,MA,49470,43423,6047,92893,1965.495976041449
2025,4,PB,50295,39556,10739,89851,219343.90159624888
2025,4,PE,122268,102199,20069,224467,1800.4488283718797
2025,4,PI,29174,23598,5576,52772,1785.0642712331992
2025,4,RN,48041,39264,8777,87305,1688.4752099778575
2025,4,SE,25772,23321,2451,49093,1689.8579266013285
2025,5,AL,47246,28706,18540,75952,1638.3704670125721
2025,5,BA,177202,161403,15799,338605,1914.5288848742134
2025,5,CE,121535,107595,13940,229130,1825.4474686882586
2025,5,MA,50143,43580,6563,93723,1941.660547561923
2025,5,PB,46602,37784,8818,84386,1686.8485532007658
2025,5,PE,132669,106471,26198,239140,1841.6268666193278
2025,5,PI,29373,24276,5097,53649,1799.1148472845925
2025,5,RN,42166,37981,4185,80147,2381.9371705362696
2025,5,SE,30192,23154,7038,53346,1776.3338803401632
2025,6,AL,27405,27308,97,54713,1721.0399409084168
2025,6,BA,144334,155069,-10735,299403,1923.7373998576677
2025,6,CE,87886,92812,-4926,180698,1862.7471862873945
2025,6,MA,39064,40734,-1670,79798,1929.423524316599
2025,6,PB,35161,33767,1394,68928,1705.6601528831475
2025,6,PE,94953,95419,-466,190372,2441.6593228365673
2025,6,PI,21057,24575,-3518,45632,1767.2917957010457
2025,6,RN,34412,38170,-3758,72582,1715.7954082936149
2025,6,SE,21462,21969,-507,43431,1772.0032774940619
