ano,sigla_uf,sexo,grau_instrucao,admissoes,desligamentos,saldo,salario_medio,total_movimentacoes,uf_nome
2021,PB,1,2,8246,7174,1072,1126.292496450514,15420,Paraíba
2021,PB,1,3,3848,3125,723,1189.703894176369,6973,Paraíba
2021,PB,1,4,7202,6735,467,1192.6705733116075,13937,Paraíba
2021,PB,1,5,7973,7137,836,1246.1640994444151,15110,Paraíba
2021,PB,1,6,7464,6387,1077,1064.2262919651605,13851,Paraíba
2021,PB,1,7,66366,50331,16035,1196.3437361329773,116697,Paraíba
2021,PB,1,8,3995,2877,1118,1477.9079919131034,6872,Paraíba
2021,PB,1,9,5372,4689,683,2214.3791988273874,10061,Paraíba
2021,PB,1,10,187,202,-15,2356.4002271812997,389,Paraíba
2021,PB,1,11,75,80,-5,1881.594773994604,155,Paraíba
2021,PB,1,80,420,374,46,3211.71403818916,794,Paraíba
2021,PB,2,1,86,54,32,999.5530404040404,140,Paraíba
2021,PB,2,2,285,237,48,1060.6746363755235,522,Paraíba
2021,PB,2,3,236,223,13,1056.055020221297,459,Paraíba
2021,PB,2,4,688,657,31,1000.8847621995072,1345,Paraíba
2021,PB,2,5,1515,1252,263,997.883329074984,2767,Paraíba
2021,PB,2,6,2107,1516,591,856.5574003381074,3623,Paraíba
2021,PB,2,7,35879,25776,10103,1070.9780658373868,61655,Paraíba
2021,PB,2,8,4262,2861,1401,1138.9011001731094,7123,Paraíba
2021,PB,2,9,7538,6098,1440,1629.026411742617,13636,Paraíba
2021,PB,2,10,207,231,-24,1679.0849137987643,438,Paraíba
2021,PB,2,11,78,79,-1,1418.1835617432334,157,Paraíba
2021,PB,2,80,588,537,51,2001.0516970031183,1125,Paraíba
2021,PE,1,1,4675,4021,654,762.4130470872466,8696,Pernambuco
2021,PE,1,2,21111,19145,1966,877.1329653690756,40256,Pernambuco
2021,PE,1,3,8016,7617,399,154016.80038236527,15633,Pernambuco
2021,PE,1,4,18037,16667,1370,1208.1768087606165,34704,Pernambuco
2021,PE,1,5,21040,18744,2296,1408.7065675190431,39784,Pernambuco
2021,PE,1,6,18881,15794,3087,1297.1322237429824,34675,Pernambuco
2021,PE,1,7,198859,159643,39216,1314.8617002351928,358502,Pernambuco
2021,PE,1,8,8723,6770,1953,1809.5444480202757,15493,Pernambuco
2021,PE,1,9,17227,15473,1754,3062.6644996757636,32700,Pernambuco
2021,PE,1,10,607,581,26,3323.8061168252757,1188,Pernambuco
2021,PE,1,11,165,179,-14,3694.3431666233378,344,Pernambuco
2021,PE,1,80,1808,1596,212,4157.378875484345,3404,Pernambuco
2021,PE,2,1,543,381,162,1006.5515346232918,924,Pernambuco
2021,PE,2,2,2490,2127,363,1028.9563011692485,4617,Pernambuco
2021,PE,2,3,1342,1186,156,1058.5985131400787,2528,Pernambuco
2021,PE,2,4,4304,3690,614,1098.9488311938824,7994,Pernambuco
2021,PE,2,5,5428,4586,842,1114.6479153394955,10014,Pernambuco
2021,PE,2,6,6818,5256,1562,1052.898202823241,12074,Pernambuco
2021,PE,2,7,114777,86731,28046,1146.6139572333084,201508,Pernambuco
2021,PE,2,8,8760,6700,2060,1433.3216944323333,15460,Pernambuco
2021,PE,2,9,24388,20323,4065,2173.3915000422926,44711,Pernambuco
2021,PE,2,10,636,612,24,2365.703680572336,1248,Pernambuco
2021,PE,2,11,189,211,-22,1677.713732606607,400,Pernambuco
2021,PE,2,80,2774,2515,259,2702.77452278883,5289,Pernambuco
2021,PI,1,1,808,657,151,1115.241136958278,1465,Piauí
2021,PI,1,2,4215,3770,445,1120.5515921711185,7985,Piauí
2021,PI,1,3,2263,1962,301,1319.9614795816133,4225,Piauí
