uf,uf_nome,ano_bim,bimestre,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio,rais_vinculos_ativos,credito_PF_nordeste_real,credito_PJ_nordeste_real,credito_total_nordeste_real,IBCR_NE_ajuste_sazonal,ibc_br,selic_mensal,ipca_mensal,inadimplencia_PF,inadimplencia_PJ,resultado_primario_real,dcl_real,investimento_publico_real,transferencias_federais_real,rais_remuneracao_media_real,credito_PF_brasil,credito_PF_brasil_real,credito_PF_nordeste,credito_PJ_brasil,credito_PJ_brasil_real,credito_PJ_nordeste,credito_total_nordeste,pib_trimestral_indice,resultado_primario_nominal,dcl_nominal,ano,investimento_publico_nominal,transferencias_federais_nominal
AL,Alagoas,2018,5,31708,13151,18557,44859,1220.0333268944623,651772.0,400277.9892465342,200096.2027600959,227091.34084876577,97.8,97.02722,6.4,0.4649999999999999,3.39,4.09,,9887598337.193848,1403615183.9210064,1440972178.9774702,,3177146.0,4608677.861250137,275945.0,1759757.0,2552653.5850351094,137943.0,156553.0,169.01,,6816346130.58,2018.0,967045378.24,993382295.8299994
AL,Alagoas,2018,6,14527,15856,-1329,30383,1193.080450243228,651772.0,411313.97450429393,202021.11233372148,235610.5005022656,97.6,97.58103,6.4,-0.03,3.275,3.905,,9893565641.310404,1403615183.9210064,3193195365.943538,,3265064.0,4739067.586688244,283382.0,1803027.0,2616998.262093406,139186.0,162328.0,,,6816346130.58,2018.0,967045378.24,2200008133.1600003
AL,Alagoas,2019,1,8189,10444,-2255,18633,1269.3728331454945,,411944.5863858567,195394.521892668,233193.57717032975,98.02,96.71471,6.4,0.375,3.32,3.92,,9019372733.262936,1007972575.2920332,2264978579.7120123,,3247396.0,4678272.006725274,285949.0,1823184.0,2626520.039536112,135632.0,161870.0,169.54,,6260746466.73,2019.0,724364185.79,1572222044.65
AL,Alagoas,2019,2,6964,11656,-4692,18620,1379.9228786251342,,413655.3585649136,187459.28892554165,233310.7274001357,97.88,96.23963,6.4,0.6599999999999999,3.36,3.87,,8901492493.544056,1007972575.2920332,1935953567.4955084,,3272570.0,4652920.773010079,290939.0,1852546.0,2633939.004011138,131847.0,164096.0,170.49,,6260746466.73,2019.0,724364185.79,1361627217.71
AL,Alagoas,2019,3,14977,16584,-1607,31561,1267.9413514964667,,421439.65560820786,194656.85031968207,236377.85561245057,98.38,96.96174,6.4,0.07,3.38,3.875,,8631227916.290293,1007972575.2920332,1981372379.890428,,3301611.0,4687647.779672036,296829.0,1882338.0,2672555.169670897,137101.0,166486.0,,,6079159179.9,2019.0,724364185.79,1395523117.7800002
AL,Alagoas,2019,4,9503,8033,1470,17536,1299.355269160584,,430292.3944385057,193755.72180898665,238730.7853213272,97.17,96.9505,6.15,0.15,3.46,3.945,,8605393749.768051,1007972575.2920332,1665763702.3208036,,3333007.0,4718059.974571182,303974.0,1921792.0,2720405.3020744035,136876.0,168648.0,170.53,,6079159179.9,2019.0,724364185.79,1176755299.8699996
AL,Alagoas,2019,5,9884,7594,2290,17478,1259.1230117862456,,439868.1832311682,194017.34261597524,243949.4726381481,98.09,98.49866,5.545,0.03,3.535,3.895,,9059964536.574038,1007972575.2920332,1604654077.3352194,,3380309.0,4782151.253807082,310925.0,1964732.0,2779522.699609679,137143.0,172438.0,172.02,,6404121918.62,2019.0,724364185.79,1134264963.9500003
AL,Alagoas,2019,6,14613,14445,168,29058,1243.6631806595335,,444505.3218394584,196315.2868947209,246514.6360163269,99.16,97.79923,4.745,0.83,3.525,3.785,,8911510797.231733,1007972575.2920332,2857657860.428662,,3475872.0,4836770.950242965,319437.0,2017046.0,2806774.673550629,141079.0,177154.0,,,6404121918.62,2019.0,724364185.79,2053612429.6200004
AL,Alagoas,2020,1,16404,29025,-12621,45429,1045.5476882035189,,446819.7839604925,191934.4724370452,247697.77650420865,99.54,98.07742,4.295,0.2299999999999999,3.615,3.82,,9452054771.103111,1080912755.3899052,2495519229.0865426,,3484672.0,4826787.826278764,322579.0,2042663.0,2829391.3750246963,138566.0,178824.0,168.1,,6823857146.57,2020.0,811871413.48,1801625904.44
AL,Alagoas,2020,2,10172,23484,-13312,33656,1051.8689685134182,,443621.9525478678,198081.09442686825,256122.4929214143,84.65,83.18811,3.8,-0.12,4.005,3.95,,9474814887.18065,1080912755.3899052,1789929341.011655,,3584113.0,4976482.725287858,319501.0,2029785.0,2818323.5262248754,142660.0,184462.0,153.16,,6823857146.57,2020.0,811871413.48,1289125146.08
AL,Alagoas,2020,3,10730,12396,-1666,23126,1249.4864167236803,,443842.37426039984,204067.98409881553,260960.5154641576,88.98,89.62007,2.795,-0.06,3.8,3.88,,8624868497.457117,1080912755.3899052,2424903909.628973,,3623049.0,5036638.457438516,319273.0,2041232.0,2837650.71677312,146794.0,187719.0,,,6204201760.54,2020.0,811871413.48,1744327245.07
AL,Alagoas,2020,4,17064,11596,5468,28660,1196.7858230377087,,453889.3491993725,207414.81065123947,269869.47215368063,94.1,93.73536,2.045,0.3,3.38,3.455,,8573354297.88865,1080912755.3899052,2626999095.944925,,3742022.0,5170960.203219046,328462.0,2092254.0,2891207.526044973,150098.0,195294.0,165.3,,6204201760.54,2020.0,811871413.48,1901056675.1
AL,Alagoas,2020,5,33673,12369,21304,46042,1062.1446586249435,,459852.1256811397,215523.47907137917,274825.9935162694,97.06,97.51671,1.9,0.75,3.1,3.155,,7914293864.606046,1080912755.3899052,2281869895.1054444,,3878657.0,5280276.22803137,337787.0,2159264.0,2939551.078954372,158314.0,201875.0,171.63,,5813489668.41,2020.0,811871413.48,1676160537.73
AL,Alagoas,2020,6,17839,12613,5226,30452,1178.0748542758213,,467057.5583415984,220123.0718712047,278847.765243984,98.7,97.67943,1.9,1.12,2.905,2.9450000000000003,,7739988170.018994,1080912755.3899052,2382184711.4370937,,4020169.0,5352389.404002741,350806.0,2239719.0,2981926.4422823056,165334.0,209442.0,,,5813489668.41,2020.0,811871413.48,1789254182.82
AL,Alagoas,2021,1,18421,19165,-744,37586,1201.674468072687,691553.0,469274.3048011571,216361.45881267183,279076.4708735104,96.96,98.85452,1.9,0.5549999999999999,2.9,2.92,,7144951666.915067,2125263041.6571612,2634986700.6007824,,4044845.0,5326009.426173602,356391.0,2270532.0,2989700.4296651175,164316.0,211945.0,173.16,,5426243123.63,2021.0,1756883519.86,2001144182.85
AL,Alagoas,2021,2,18539,30218,-11679,48757,1121.708593786591,691553.0,475287.48516130954,217296.24007589705,283646.39589454327,96.01,96.45734,2.44,0.62,2.89,2.91,,7057238449.9511595,2125263041.6571612,2018276978.920332,,4126914.0,5367362.92437966,365444.0,2322034.0,3019980.3535399577,167077.0,218093.0,171.96,,5426243123.63,2021.0,1756883519.86,1551833859.11
AL,Alagoas,2021,3,22135,13915,8220,36050,1280.4375748725995,691553.0,485101.53514602635,218323.21265090737,288486.57096471294,95.97,96.80299,3.525,0.6799999999999999,2.92,2.94,,4887917114.809886,2125263041.6571612,2412059284.583727,,4212400.0,5404800.86608651,378079.0,2398138.0,3076977.100796451,170157.0,224841.0,,,3809550539.34,2021.0,1756883519.86,1879913577.23
AL,Alagoas,2021,4,26423,16842,9581,43265,1247.4788074026735,691553.0,496409.9339121431,221321.6863762557,292868.0650188335,95.2,97.07685,4.58,0.915,2.91,2.97,,4799682063.600053,2125263041.6571612,2080519902.9784796,,4344165.0,5473246.939895294,394005.0,2495958.0,3144676.7067105365,175665.0,232452.0,172.18,,3809550539.34,2021.0,1756883519.86,1651327236.5700004
AL,Alagoas,2021,5,38148,17614,20534,55762,1138.842733744219,691553.0,504768.7858037332,222801.4803505099,297420.85460737185,98.09,97.47908,5.865,1.205,2.96,3.01,,5853066224.13997,2125263041.6571612,2189915780.723642,,4509925.0,5547587.970152288,410353.0,2602076.0,3200772.8543206337,181127.0,241789.0,174.46,,4758264282.23,2021.0,1756883519.86,1780297307.6799994
AL,Alagoas,2021,6,22431,18082,4349,40513,28857.95098882124,691553.0,515769.1261629741,224873.05997402733,305937.20031152695,98.9,99.13496,8.205,0.84,2.9850000000000003,3.07,,5755966805.509448,2125263041.6571612,2432206590.1076508,,4679575.0,5660778.125436181,426369.0,2708971.0,3276982.1574055287,185895.0,252908.0,,,4758264282.23,2021.0,1756883519.86,2010623434.04
AL,Alagoas,2022,1,23898,24755,-857,48653,1351.672422627349,797410.0,519181.8023899913,221577.73003764043,301486.0303256477,100.89,98.58788,9.82,0.775,3.27,3.26,,6282113256.645476,2787132570.4788723,2982463519.342455,,4723686.0,5626618.757609835,435866.0,2755932.0,3282728.5060643717,186020.0,253105.0,175.72,,5273989889.7,2022.0,2437313237.32,2503852096.39
AL,Alagoas,2022,2,24872,35185,-10313,60057,1285.0203296115692,797410.0,522004.85270114103,221220.1671588334,301545.5579301259,103.59,99.71472,11.4,1.34,3.435,3.465,,6117123903.514575,2787132570.4788723,2265722176.850091,,4828886.0,5600862.837381575,450056.0,2830339.0,3282815.233636025,190729.0,259983.0,177.74,,5273989889.7,2022.0,2437313237.32,1953433679.3
AL,Alagoas,2022,3,28406,21467,6939,49873,1369.4570677899944,797410.0,532549.5031998834,226310.2596867557,302893.00571104226,99.51,99.54987,12.7,0.5700000000000001,3.5549999999999997,3.635,,6993691889.704209,2787132570.4788723,2941945658.0422707,,4961785.0,5689963.170945988,464396.0,2914335.0,3342034.936580057,197348.0,264130.0,,,6098667859.6,2022.0,2437313237.32,2565447507.89
AL,Alagoas,2022,4,28659,22406,6253,51065,1363.5209052396983,797410.0,554498.3654316036,236345.9781362815,314772.2253122786,99.82,101.06191,13.365,-0.52,3.685,3.86,,7067015854.038098,2787132570.4788723,2334626572.208185,,5068741.0,5873556.952380474,478519.0,3009898.0,3487810.3505103304,203961.0,271641.0,179.56,,6098667859.6,2022.0,2437313237.32,2014727621.1300008
AL,Alagoas,2022,5,42103,22100,20003,64203,1291.583478383497,797410.0,569092.1177493271,240940.2871994916,323231.26298592804,98.69,101.38469,13.65,0.15,3.785,4.055,,8370759232.274929,2787132570.4788723,2116050628.7204456,,5211491.0,6021012.813851935,492578.0,3111431.0,3594742.06525851,208546.0,279773.0,180.3,,7245315323.33,2022.0,2437313237.32,1831548802.18
AL,Alagoas,2022,6,23358,24604,-1246,47962,1446.7346943100674,797410.0,579851.4742669822,247804.50581396284,328026.3288537453,97.98,100.23388,13.65,0.515,3.865,4.17,,8285210949.43343,2787132570.4788723,3434791051.812599,,5358049.0,6127071.66787569,507073.0,3187782.0,3645313.578797824,216702.0,286855.0,,,7245315323.33,2022.0,2437313237.32,3003682633.069999
AL,Alagoas,2023,1,24938,24902,36,49840,1485.481131177627,,580130.6880459457,241852.53463960593,323947.7556522794,103.24,103.29712,13.65,0.685,4.0600000000000005,4.42,770870724.1745437,7906172151.749524,2174410725.8529396,3130145796.31746,,5364476.0,6051249.592420545,514290.0,3235889.0,3650155.5776124503,214404.0,287182.0,182.79,683382404.87,7008878102.31,2023.0,1989365775.25,2774896613.4
AL,Alagoas,2023,2,27099,31035,-3936,58134,1420.320546801411,,580465.8942360395,239002.0743539067,324929.40025736403,105.8,104.36716,13.65,0.6599999999999999,4.105,4.565,679373028.3740426,7802836765.583503,2174410725.8529396,2308480071.7033195,,5419040.0,6032903.401791453,521402.0,3282388.0,3654213.611857348,214683.0,291867.0,184.25,610245079.44,7008878102.31,2023.0,1989365775.25,2073586300.76
AL,Alagoas,2023,3,26795,33518,-6723,60313,1438.6597725094114,,583320.3583601906,244108.1275789492,324958.00934049586,102.19,102.39167,13.65,0.075,4.215,4.85,816328085.2257167,7909023675.059204,2174410725.8529396,2696631177.3228703,,5472241.0,6083017.623888908,524751.0,3310857.0,3680393.7328739646,219598.0,292330.0,,734363155.53,7114903539.76,2023.0,1989365775.25,2425870941.5000005
AL,Alagoas,2023,4,30366,24814,5552,55180,1521.484540495219,,591979.4260006617,248116.79455729207,328882.7513937315,101.02,102.45143,13.42,0.175,4.09,4.88,944071050.0838516,7881416962.977963,2174410725.8529396,2413653850.604929,,5551565.0,6149654.498836772,534406.0,3387211.0,3752127.078519192,223986.0,296897.0,184.44,852254675.47,7114903539.76,2023.0,1989365775.25,2178912041.589999
AL,Alagoas,2023,5,43026,22703,20323,65729,1401.0935577614373,,598538.308703895,252579.3041097942,335085.64829951053,101.59,102.78063,12.81,0.25,3.905,4.84,886675967.9040068,11172398502.376877,2174410725.8529396,2288414869.2010264,,5644764.0,6221746.596135464,543032.0,3449675.0,3802285.390323423,229156.0,304011.0,185.03,804448800.02,10136310099.65,2023.0,1989365775.25,2076195433.4100003
AL,Alagoas,2023,6,25597,22662,2935,48259,1508.685949821678,,604430.7816497381,258168.44293527197,340657.34724386915,102.41,104.50538,12.02,0.42,3.725,4.67,-190180235.47268167,11079159838.507149,2174410725.8529396,3466840358.516549,,5794196.0,6333155.062201124,552993.0,3522206.0,3849831.2378482143,236198.0,311667.0,,-173995670.22,10136310099.65,2023.0,1989365775.25,3171808102.069999
AL,Alagoas,2024,1,27232,29345,-2113,56577,1548.5605424661887,,605634.7431939559,253127.558278924,339417.3394566512,105.25,104.87054,11.4,0.625,3.67,4.595000000000001,854974791.0789655,12053448342.89172,2637076913.8352327,3555827149.3378377,,5802794.0,6264034.033219429,561040.0,3580901.0,3865531.971941359,234489.0,314425.0,186.47,792020375.61,11165915982.02,2024.0,2529221187.32,3294000693.13
AL,Alagoas,2024,2,30543,41739,-11196,72282,1514.470802108488,,615088.4792009176,257285.21113122985,343670.3992010601,105.88,105.27083,10.825,0.27,3.64,4.51,1104849107.434692,11988636813.188677,2637076913.8352327,3353309663.3552227,,5915624.0,6351495.728033628,572878.0,3646778.0,3915477.874876263,239629.0,320086.0,189.63,1029028779.39,11165915982.02,2024.0,2529221187.32,3123188611.53
AL,Alagoas,2024,3,29971,25061,4910,55032,1623.8396222700549,,622449.8332672146,264127.15396949445,347879.262359156,106.01,106.53112,10.43,0.335,3.655,4.485,1410244662.931522,12164127530.463572,2637076913.8352327,3178265613.788119,,6040221.0,6442049.254909202,583624.0,3704064.0,3950478.4231133265,247652.0,326180.0,,1322279462.81,11405379817.64,2024.0,2529221187.32,2980018615.87
AL,Alagoas,2024,4,37070,28953,8117,66023,1552.5951194041972,,638503.4092041657,266865.3516868306,355560.4615247019,106.43,107.075,10.4,0.18,3.72,4.4350000000000005,1411461300.6631396,12120502931.492426,2637076913.8352327,2725254610.722866,,6134688.0,6519336.056901,600831.0,3790764.0,4028446.830287419,251120.0,334582.0,191.19,1328183518.7,11405379817.64,2024.0,2529221187.32,2564461566.5499997
AL,Alagoas,2024,5,46812,27947,18865,74759,1537.6078582761857,,644680.4793315742,273194.696641856,361497.6937586403,106.56,108.15165,10.575,0.5,3.725,4.4,1302931113.9208252,13495250926.528074,2637076913.8352327,2475422747.208725,,6274641.0,6601882.683934143,612725.0,3877157.0,4079362.574080979,259653.0,343579.0,191.19,1238347510.7,12826319221.78,2024.0,2529221187.32,2352721156.31
AL,Alagoas,2024,6,26585,28381,-1796,54966,1596.849157413213,,654701.0962681653,279854.99287850433,370239.70286457706,107.26,106.90886,11.405,0.455,3.6,4.175,416346213.3165487,13373282842.485409,2637076913.8352327,3385082767.210271,,6462746.0,6738342.3648446305,627924.0,3965534.0,4134639.633281547,268409.0,355097.0,,399317766.75,12826319221.78,2024.0,2529221187.32,3246633805.31
AL,Alagoas,2025,1,32109,38520,-6411,70629,1629.9596380023754,,659324.2645599832,276545.1133366829,364874.6535477806,106.24,109.04864,12.695,0.735,3.815,4.475,302845875.34197396,12854259693.680338,,3638012852.108173,,6518695.0,6698075.149206426,641667.0,4040708.0,4151899.397041831,269139.0,355103.0,194.02,294735405.23,12510011686.54,,,3540583773.7999997
AL,Alagoas,2025,2,30288,38366,-8078,68654,1620.1071668901554,,664173.33840768,277805.74153360457,365725.1455559043,108.55,110.40313,13.86,0.495,4.02,4.68,150495155.00461984,12727946534.040792,,2740555650.1845655,,6630471.0,6745979.340235858,652801.0,4116655.0,4188370.566869027,273049.0,359463.0,194.59,147918294.82,12510011686.54,,,2693630360.54
AL,Alagoas,2025,3,30702,28133,2569,58835,1707.7203390188372,,670286.8572413868,285041.07847278175,366538.5122275519,111.17,108.8466,14.645,0.25,4.265000000000001,4.95,530597596.1932966,13028800172.070932,,3502325003.407244,,6703448.0,6786254.044054836,662108.0,4155742.0,4207076.858588078,281563.0,362066.0,,524123230.86,12869822421.75,,,3459589544.8400006
AL,Alagoas,2025,4,35883,29968,5915,65851,1722.4455862792531,,683596.3081556401,289199.1266316987,373020.961029983,109.17,108.69252,14.9,0.075,4.665,5.3,364223072.5613127,13009323393.64537,,2635009099.0362406,,6772151.0,6845556.958168127,676266.0,4226068.0,4271875.981957824,286098.0,369021.0,194.64,360317452.64,12869822421.75,,,2606753491.949999
AL,Alagoas,2025,5,47246,28706,18540,75952,1638.370467012572,,693723.11468206,293657.78206604,379001.32743144,110.04,108.60643,14.9,0.285,4.8100000000000005,5.3149999999999995,756859480.2839435,13618926089.741455,,3710180478.687678,,6919371.0,6954700.89316374,690199.0,4321868.0,4343935.1986959195,292166.0,377076.0,194.92,753014632.75,13549741920.48,,,3691332755.12
AL,Alagoas,2025,6,27405,27308,97,54713,1721.0399409084168,,707617.0,303329.0,386092.0,108.68,109.05574,14.9,0.255,4.965,5.3149999999999995,892056423.75,13549741920.48,,3806534620.06,,7130222.0,7130222.0,707617.0,4428977.0,4428977.0,303329.0,386092.0,,892056423.75,13549741920.48,,,3806534620.06
BA,Bahia,2015,1,56123,62923,-6800,119046,1176.0704769584866,,383549.180807768,305374.4696786171,248711.9955311034,102.8,101.08609,11.985,1.23,3.78,4.415,,18750379252.755985,3677336439.0826793,25165726717.361767,,3033503.0,5398083.829970012,215539.0,1433769.0,2551375.507066344,171608.0,139766.0,173.86,,10536948573.97,2015.0,2231841436.93,14142112256.66
BA,Bahia,2015,2,60933,61826,-893,122759,1198.6213149341393,,381879.12643604295,297192.4595310224,245223.54056787063,102.34,99.65606,12.63,1.015,3.71,4.475,,18375631763.743095,3677336439.0826793,16184931684.0889,,3070707.0,5355077.961160497,218977.0,1453221.0,2534306.187401018,170416.0,140616.0,169.75,,10536948573.97,2015.0,2231841436.93,9280758072.49
BA,Bahia,2015,3,107662,124205,-16543,231867,1154.513983622539,,382916.26661837305,290586.2207566146,242457.18555862745,101.87,97.92509,13.365,0.765,3.76,4.635,,22994065959.19729,3677336439.0826793,20329368340.74791,,3109967.0,5341507.07328451,222944.0,1469882.0,2524587.9135995917,169187.0,141165.0,,,13387754681.93,2015.0,2231841436.93,11836297098.02
BA,Bahia,2015,4,51731,58584,-6853,110315,1191.1165661968,,386035.2429442638,290178.33751299203,240468.32255355536,100.74,97.38494,13.92,0.42,3.835,4.84,,22802216319.879692,3677336439.0826793,17285301796.13375,,3143987.0,5354883.875908807,226651.0,1486592.0,2531984.874891348,170371.0,141185.0,166.95,,13387754681.93,2015.0,2231841436.93,10148635413.48
BA,Bahia,2015,5,98718,113487,-14769,212205,1202.959017670226,,383584.5601030859,282952.1081041643,237974.15727586017,99.79,97.2129,14.15,0.6799999999999999,4.015000000000001,4.97,,27114035268.03832,3677336439.0826793,15630139327.47852,,3166774.0,5321092.545440522,228285.0,1496614.0,2514742.6367659713,168395.0,141627.0,165.67,,16136539853.17,2015.0,2231841436.93,9302059382.72
BA,Bahia,2015,6,39424,58392,-18968,97816,1236.63310705815,,383275.8709000191,283722.048971054,238435.86046511072,98.87,95.70125,14.15,0.985,4.215,5.25,,26587680029.991776,3677336439.0826793,19201183215.797127,,3229576.0,5321272.968174295,232617.0,1518662.0,2502252.6326655606,172196.0,144711.0,,,16136539853.17,2015.0,2231841436.93,11653542461.779997
BA,Bahia,2016,1,89636,96635,-6999,186271,1240.1710024127055,3100695.0,376267.36491359206,272079.3032488385,230986.51134218535,96.58,95.22152,14.15,1.085,4.3,5.455,,23951925759.94635,4915549992.735229,21324039811.580467,,3192287.0,5147542.983727597,233345.0,1522813.0,2455526.515529203,168732.0,143248.0,163.3,,14853964594.4,2016.0,3170929225.2,13224261612.42
BA,Bahia,2016,2,48136,51158,-3022,99294,1243.5816867081596,3100695.0,373572.11154157226,263932.082410598,230762.2353080362,95.74,94.43174,14.15,0.52,4.275,5.58,,23704774330.676632,4915549992.735229,18344647313.374672,,3150823.0,5028256.779275196,234089.0,1526375.0,2435873.2437417707,165386.0,144601.0,163.75,,14853964594.4,2016.0,3170929225.2,11495183961.19
BA,Bahia,2016,3,43332,51308,-7976,94640,1251.1139898562976,3100695.0,373626.3998721669,256636.4826084246,226725.8568684735,96.01,94.35527,14.15,0.565,4.1850000000000005,5.705,,22792198662.567623,4915549992.735229,19856852804.46849,,3140231.0,4955224.17188037,236775.0,1536798.0,2425037.7112057707,162636.0,143681.0,,,14443901287.96,2016.0,3170929225.2,12583710156.42
BA,Bahia,2016,4,95712,106513,-10801,202225,1291.6399937749875,3100695.0,373425.62854301714,250092.40776679857,225157.25038362268,95.38,93.79533,14.15,0.48,4.109999999999999,5.73,,22574962507.35485,4915549992.735229,16875099937.372906,,3125535.0,4885026.145895989,238925.0,1546795.0,2417549.0011601807,160014.0,144060.0,162.86,,14443901287.96,2016.0,3170929225.2,10797018052.21
BA,Bahia,2016,5,87090,93022,-5932,180112,1304.6353640703655,3100695.0,371343.30792738264,245591.78869888335,223607.23558003287,96.34,93.59054,14.1,0.17,4.18,5.779999999999999,,24946628041.804302,4915549992.735229,16323253124.704117,,3105525.0,4837294.836645756,238401.0,1547944.0,2411141.9224178772,157669.0,143555.0,162.7,,16015640903.8,2016.0,3170929225.2,10479466803.65
BA,Bahia,2016,6,79537,103356,-23819,182893,1362.4063075520892,3100695.0,375633.2911733524,241321.53199376888,227431.8092005616,95.69,93.2166,13.775,0.24,4.02,5.68,,24827322824.702484,4915549992.735229,50090352318.765015,,3117809.0,4833203.429929342,242314.0,1569164.0,2432505.912620576,155672.0,146712.0,,,16015640903.8,2016.0,3170929225.2,32312348018.61
BA,Bahia,2017,1,92010,93859,-1849,185869,1343.155885982212,,374950.6855377529,236252.45663048985,223191.9684132602,96.58,95.10675,12.995,0.355,3.99,5.62,,22991665077.879192,3739217488.498842,20172659280.14332,,3083038.0,4745548.788717878,243594.0,1575512.0,2425097.927177829,153486.0,145001.0,164.35,,14936982059.25,2017.0,2483192163.48,13105560155.57
BA,Bahia,2017,2,45596,48516,-2920,94112,1340.193503485209,,374970.81849066325,231954.5276086021,224610.21574568911,97.23,94.9326,11.87,0.195,4.025,5.720000000000001,,22902266082.227222,3739217488.498842,16750892440.63969,,3082414.0,4726139.813488331,244558.0,1586373.0,2432321.094552167,151282.0,146492.0,165.73,,14936982059.25,2017.0,2483192163.48,10925022832.41
BA,Bahia,2017,3,49319,46353,2966,95672,1314.866314073083,,380794.26888865547,229731.6122280672,224611.51934395035,95.87,95.24586,10.65,0.0399999999999999,3.975,5.734999999999999,,22430257460.664684,3739217488.498842,18809101486.268497,,3090213.0,4734343.983155378,248553.0,1604318.0,2457886.6474148775,149951.0,146609.0,,,14640734480.83,2017.0,2483192163.48,12277124378.37
BA,Bahia,2017,4,93370,90033,3337,183403,1373.6858776180734,,383976.55138256337,225253.61251961865,222370.4590284322,96.69,95.07244,9.58,0.215,3.94,5.605,,22334118905.787582,3739217488.498842,15534672900.210482,,3063766.0,4673707.745544063,251709.0,1620808.0,2472507.007271372,147661.0,145771.0,166.12,,14640734480.83,2017.0,2483192163.48,10183478566.49
BA,Bahia,2017,5,85938,83677,2261,169615,1380.8140259502195,,385205.65609676746,215977.00552203463,220956.2369171614,96.25,95.32205,8.18,0.29,3.87,5.395,,26131187738.49321,3739217488.498842,43516587166.98944,,3068523.0,4653940.316256024,253981.0,1636329.0,2481772.991031484,142402.0,145685.0,167.02,,17229303588.79,2017.0,2483192163.48,28692170403.86
BA,Bahia,2017,6,43439,44585,-1146,88024,1346.6156843588112,,388815.3973360677,218618.12412936104,221757.73957200735,97.45,96.86882,7.2,0.36,3.65,5.075,,25944070797.796837,3739217488.498842,28257333730.891273,,3105277.0,4675959.531364208,258210.0,1660162.0,2499889.809349912,145183.0,147268.0,,,17229303588.79,2017.0,2483192163.48,18765527786.819996
BA,Bahia,2018,1,91369,85858,5511,177227,1382.2027698205738,3076344.0,388787.74313355313,211745.4828060655,218401.16186597993,97.91,95.90327,6.8100000000000005,0.305,3.71,5.01,,25430506884.2177,3555819301.0319552,12547403014.44126,,3074312.0,4601221.947839811,259769.0,1669009.0,2497951.0348794055,141478.0,145925.0,168.01,,16991423879.68,2018.0,2449844273.78,8383562473.929999
BA,Bahia,2018,2,99108,92981,6127,192089,1373.1779138277589,3076344.0,392761.34383379057,207658.9941881465,220190.62916052892,98.28,96.45372,6.49,0.155,3.63,4.705,,25351865903.22323,3555819301.0319552,6081163093.437596,,3103899.0,4631138.142533976,263238.0,1688992.0,2520041.816320294,139178.0,147577.0,167.85,,16991423879.68,2018.0,2449844273.78,4075740231.370001
BA,Bahia,2018,3,96844,92672,4172,189516,1344.2263929884316,3076344.0,392456.05605053494,205179.6710414269,222310.9980235777,98.24,96.16264,6.4,0.8300000000000001,3.53,4.495,,29358353098.54876,3555819301.0319552,6846775841.502131,,3138842.0,4606573.172903985,267413.0,1706124.0,2503912.286138531,139806.0,151479.0,,,20004291324.1,2018.0,2449844273.78,4665278672.29
BA,Bahia,2018,4,97354,90818,6536,188172,1371.5839669264178,3076344.0,398616.964995496,202289.3764187903,227462.99630012727,98.51,97.28302,6.4,0.12,3.495,4.25,,29288148527.88297,3555819301.0319552,5419974591.823346,,3166304.0,4635764.413444031,272262.0,1731984.0,2535786.1379875233,138167.0,155361.0,169.46,,20004291324.1,2018.0,2449844273.78,3701932561.59
BA,Bahia,2018,5,97109,87975,9134,185084,1369.0450961358902,3076344.0,400277.9892465342,200096.2027600959,227091.34084876577,97.8,97.02722,6.4,0.4649999999999999,3.39,4.09,,29727408540.88784,3555819301.0319552,5489108460.039917,,3177146.0,4608677.861250137,275945.0,1759757.0,2552653.5850351094,137943.0,156553.0,169.01,,20493581886.07,2018.0,2449844273.78,3784100237.079998
BA,Bahia,2018,6,85852,96593,-10741,182445,1369.023375139443,3076344.0,411313.97450429393,202021.11233372148,235610.5005022656,97.6,97.58103,6.4,-0.03,3.275,3.905,,29745349448.40765,3555819301.0319552,6850849385.633782,,3265064.0,4739067.586688244,283382.0,1803027.0,2616998.262093406,139186.0,162328.0,,,20493581886.07,2018.0,2449844273.78,4720013228.1900015
BA,Bahia,2019,1,49056,43350,5706,92406,1392.5220548449236,,411944.5863858567,195394.521892668,233193.57717032975,98.02,96.71471,6.4,0.375,3.32,3.92,,27339894578.32253,3106030970.277566,6642140603.869043,,3247396.0,4678272.006725274,285949.0,1823184.0,2626520.039536112,135632.0,161870.0,169.54,,18977832876.42,2019.0,2232101993.62,4610604256.75
BA,Bahia,2019,2,55305,45212,10093,100517,1378.6296845309748,,413655.3585649136,187459.28892554165,233310.7274001357,97.88,96.23963,6.4,0.6599999999999999,3.36,3.87,,26982571134.43203,3106030970.277566,5429222908.542326,,3272570.0,4652920.773010079,290939.0,1852546.0,2633939.004011138,131847.0,164096.0,170.49,,18977832876.42,2019.0,2232101993.62,3818571791.91
BA,Bahia,2019,3,98531,93629,4902,192160,1402.328476183156,,421439.65560820786,194656.85031968207,236377.85561245057,98.38,96.96174,6.4,0.07,3.38,3.875,,29278922024.059364,3106030970.277566,5685304223.971212,,3301611.0,4687647.779672036,296829.0,1882338.0,2672555.169670897,137101.0,166486.0,,,20621773556.02,2019.0,2232101993.62,4004281858.72
