regiao_codigo,regiao_nome,ano,bimestre,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio,bf_valor_total,bf_beneficiarios,bpc_valor_total,bpc_beneficiarios,transf_fed_fpm_dest,transf_fed_fundeb_dest,transf_fed_itr_dest,transf_fed_outros_dest,transf_fed_royalties_dest,transf_fed_total,transf_est_icms,transf_est_ipva,transf_est_total,invest_mun_valor,bnb_bnb_operacoes_credito_total,bnb_bnb_emprestimos_titulos_descontados,bnb_bnb_financiamentos,bnb_bnb_financiamentos_rurais_agricultura,bnb_bnb_financiamentos_agroindustriais,bnb_bnb_financiamentos_imobiliarios,bnb_credito_bnb_total,pop,siof_anual_empenhado,siof_anual_pago,siof_obras_pago_anual,siof_equip_pago_anual,siof_anual_dotacao,siof_anual_n_acoes,invest_fed_direto_ce,invest_fed_ne_rateado,invest_fed_nacional_rateado,invest_fed_total,ibcr_ce,invest_total_ce_r_2010_mi,share_pib_ce_br,siof_obras_pago,siof_equip_pago,siof_invest_pago,deflator,salario_medio_real,bf_valor_total_real,bpc_valor_total_real,transf_fed_fpm_dest_real,transf_fed_fundeb_dest_real,transf_fed_itr_dest_real,transf_fed_outros_dest_real,transf_fed_royalties_dest_real,transf_fed_total_real,transf_est_icms_real,transf_est_ipva_real,transf_est_total_real,invest_mun_valor_real,bnb_bnb_operacoes_credito_total_real,bnb_bnb_emprestimos_titulos_descontados_real,bnb_bnb_financiamentos_real,bnb_bnb_financiamentos_rurais_agricultura_real,bnb_bnb_financiamentos_agroindustriais_real,bnb_bnb_financiamentos_imobiliarios_real,bnb_credito_bnb_total_real,siof_anual_empenhado_real,siof_anual_pago_real,siof_anual_dotacao_real,siof_obras_pago_anual_real,siof_equip_pago_anual_real,siof_obras_pago_real,siof_equip_pago_real,siof_invest_pago_real,invest_fed_direto_ce_real,invest_fed_ne_rateado_real,invest_fed_nacional_rateado_real,invest_fed_total_real
08,Serra da Ibiapaba,2020,1,920.0,537.0,383.0,1457.0,1222.3300037473034,21267122.0,53096.0,17889990.27,8566.0,40904088.1,74176683.30000001,5243.8,-3056.46,762145.99,115845104.73,11277551.879999999,6395522.470000001,17673074.349999998,7290669.9,67824275.0,64060899.0,1279474.0,2162055.0,0.0,0.0,67824275.0,364867.0,7347403.81,4282959.0,2713012.83,1569946.17,,,16520.49,3983230.271295,1392615.2662840001,5392366.027579,94.75999999999999,2700.149902486206,0.0223,0.0,0.0,0.0,1.3851483945343388,1693.1084422817296,29458119.894665916,24780291.30072544,56658231.96160615,102745713.78487712,7263.441151259166,-4233.650661958425,1055685.2944492842,160462660.83142185,15621082.880859712,8858747.68152879,24479830.5623885,10098659.70706483,93946685.6267055,88733851.40227643,1772261.3569484286,2994767.01214494,0.0,0.0,93946685.6267055,10177244.591416983,5932533.782706398,,3757925.365825563,2174608.416880834,0.0,0.0,0.0,22883.3302004206,5517365.015344848,1928978.8002972936,7469227.145842562
09,Sertão Central,2020,1,976.0,1099.0,-123.0,2075.0,709.8922023450951,20881059.0,54466.0,28008655.23,13388.0,45564047.620000005,71625540.49000001,2535.11,910175.32,810349.52,118912648.06,16146361.75,4303112.29,20449474.04,20636243.46,60560270.0,55874525.0,468809.0,2996183.0,636030.0,0.0,60560270.0,398788.0,29679685.57,25317678.08,23485707.16,1831970.92,,,16520.49,3983230.271295,1392615.2662840001,5392366.027579,94.75999999999999,2700.149902486206,0.0223,2992215.58,0.0,2992215.58,1.3851483945343388,983.3060443707545,28923365.350026805,38796143.824900314,63112967.40932917,99212002.41737778,3511.5035464679477,1260727.883242778,1122454.336639672,164711663.55013585,22365107.055583157,5960449.079994482,28325556.135577638,28584259.49783875,83884960.76306608,77394508.59911878,649370.0336932489,4150158.0721810786,880995.9333756755,0.0,83884960.76306608,41110768.81756948,35068741.14584922,,32531189.567177627,2537551.5786715955,4144662.6067376356,0.0,4144662.6067376356,22883.3302004206,5517365.015344848,1928978.8002972936,7469227.145842562
10,Sertão de Canindé,2020,1,377.0,191.0,186.0,568.0,3166.8646318894553,14814783.0,33388.0,12003249.4,5747.0,23817570.310000002,41020735.19,1360.03,709890.77,429027.23,65978583.53,5992250.67,2362604.64,8354855.3100000005,3827483.69,60745624.0,55773237.0,1137962.0,3507181.0,0.0,0.0,60745624.0,208555.0,28272759.04,27018957.22,26791060.64,227896.58,,,16520.49,3983230.271295,1392615.2662840001,5392366.027579,94.75999999999999,2700.149902486206,0.0223,0.0,0.0,0.0,1.3851483945343388,4386.577460569259,20520672.887824614,16626281.635605266,32990869.276605237,56819805.49104675,1883.8433710185368,983304.0603602456,594266.3788460145,91390129.05022927,8300156.395197816,3272558.0240153796,11572714.419213196,5301632.888309867,84141703.5585866,77254209.68853319,1576246.2373410852,4857966.131491337,0.0,0.0,84141703.5585866,39161966.793312214,37425265.21527498,,37109594.63336812,315670.5819068665,0.0,0.0,0.0,22883.3302004206,5517365.015344848,1928978.8002972936,7469227.145842562
11,Sertão de Sobral,2020,1,1522.0,1692.0,-170.0,3214.0,1173.9924854478793,19950547.0,53106.0,31443107.46,15039.0,62897720.01,94573157.38,2966.37,15213.050000000005,1222910.52,158711967.32999998,27518230.130000003,7125942.460000001,34644172.59,31075976.25,51771598.0,46019333.0,4273583.0,1040277.0,0.0,0.0,51771598.0,500635.0,47342015.07,16884473.43,13590707.44,3293765.99,,,16520.49,3983230.271295,1392615.2662840001,5392366.027579,94.75999999999999,2700.149902486206,0.0223,848599.81,0.0,848599.81,1.3851483945343388,1626.1538064135082,27634468.147131868,43553369.81738969,87122675.89172186,130997857.11095035,4108.862643094826,21072.33178347063,1693912.5434371533,219839626.7405359,38116832.28499597,9870487.758013079,47987320.04300905,43044838.61127474,71711345.85217719,63743605.222491115,5919546.631359243,1440938.0164209984,0.0,0.0,71711345.85217719,65575716.16823097,23387501.2641222,,18825146.591101892,4562354.673020307,1175436.664423645,0.0,1175436.664423645,22883.3302004206,5517365.015344848,1928978.8002972936,7469227.145842562
12,Sertão dos Crateús,2020,1,474.0,267.0,207.0,741.0,911.5943791563174,20443118.0,51295.0,18848591.15,9018.0,45564047.62,69942380.87,2615.1000000000004,7554.160000000002,865336.8200000001,116381934.57,10595690.42,3591172.75,14186863.17,5338392.55,87938637.0,82996359.0,1163456.0,3325571.0,0.0,0.0,87938637.0,353057.0,32170928.68,22588610.880000003,21006333.85,1582277.03,,,16520.49,3983230.271295,1392615.2662840001,5392366.027579,94.75999999999999,2700.149902486206,0.0223,0.0,0.0,0.0,1.3851483945343388,1262.6934907549003,28316752.076976042,26108095.770656645,63112967.40932915,96880576.57198976,3622.30156654675,10463.632596055522,1198619.9069544503,161206249.82243595,14676603.574245874,4974307.169157966,19650910.74340384,7394465.8700265745,121808061.858088,114962273.42104562,1611559.2105113438,4606409.331559956,0.0,0.0,121808061.858088,44561510.21178071,31288578.0951929,,29096889.60737984,2191688.487813062,0.0,0.0,0.0,22883.3302004206,5517365.015344848,1928978.8002972936,7469227.145842562
13,Sertão dos Inhamuns,2020,1,98.0,140.0,-42.0,238.0,1094.8465476008587,5237116.0,15167.0,7911326.09,3784.0,17604291.11,26112243.520000003,1728.34,2485.489999999999,310231.35,44030979.81,2089439.5100000002,1051583.79,3141023.3,1174304.3699999999,19288199.0,18658398.0,291905.0,260488.0,0.0,0.0,19288199.0,137020.0,16449367.66,15261445.59,14910006.23,351439.36,,,16520.49,3983230.271295,1392615.2662840001,5392366.027579,94.75999999999999,2700.149902486206,0.0223,89474.17,0.0,89474.17,1.3851483945343388,1516.524937670793,7254182.819390099,10958360.632201128,24384555.567931633,36169332.1894177,2394.007376209479,3442.772483131152,429716.4563867205,60989440.99359539,2894183.782753116,1456599.5984368352,4350783.381189951,1626585.812800158,26717017.87830884,25844650.034282718,404331.7421065462,360814.5349954608,0.0,0.0,26717017.87830884,22784815.205354072,21139366.857261665,,20652571.19198149,486795.6652801755,123935.00292779249,0.0,123935.00292779249,22883.3302004206,5517365.015344848,1928978.8002972936,7469227.145842562
14,Vale do Jaguaribe,2020,1,2634.0,1745.0,889.0,4379.0,1065.1769666395512,16823792.0,48114.0,18353636.64,8781.0,49706233.8,70916530.08,6530.450000000001,18082.74,1003078.94,121650456.01,19964206.189999998,5113450.57,25077656.759999998,11978994.8,91876226.0,84246683.0,2767960.0,4418165.0,0.0,0.0,91876226.0,396423.0,75630389.72000001,61625044.78,59955532.7,1669512.08,,,16520.49,3983230.271295,1392615.2662840001,5392366.027579,94.75999999999999,2700.149902486206,0.0223,735890.57,0.0,735890.57,1.3851483945343388,1475.4281652357313,23303448.47877965,25422510.32576262,68850509.94641848,98229917.78625815,9045.642333086775,25047.278279781873,1389413.1833322062,168503933.8366217,27653388.152231004,7082887.8475662,34736275.9997972,16592685.415355194,127262206.93977408,116694157.70229337,3834035.3501352686,6119814.156537807,0.0,0.0,127262206.93977408,104759312.89866439,85359831.84012374,,83047309.86285606,2312521.977267685,1019317.6415884594,0.0,1019317.6415884594,22883.3302004206,5517365.015344848,1928978.8002972936,7469227.145842562
01,Cariri,2020,2,2925.0,4338.0,-1413.0,7263.0,1182.0112039148864,48648728.0,134106.0,76272423.38,36543.0,75284078.92,85084185.65,5820.610000000001,3632995.32,1905456.61,165912537.10999998,11159701.09,2268217.83,13427918.92,45468143.38,214623297.0,196822291.0,8987783.0,7281071.0,0.0,0.0,214623297.0,1031033.0,417094255.19,229919740.42,227222127.03,2697613.39,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,18062029.56,11478.02,18073507.58,1.3884837685887297,1641.203370925843,67547969.19048806,105903021.85405754,104530721.61357294,118138010.73861513,8081.822508285247,5044355.0331788175,2645695.5747351055,230366864.78261024,15495063.825766955,3149383.6405785508,18644447.466345504,63131779.07099511,298000964.2454982,273284556.34994763,12479390.811097719,10109648.90144211,0.0,0.0,298000964.2454982,579128603.3029206,319239827.65130407,,315494235.24536145,3745592.405942619,25078834.871829834,15937.044465536812,25094771.91629537,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
02,Centro Sul,2020,2,589.0,1228.0,-639.0,1817.0,754.3122373435682,23844952.0,57276.0,21468488.8,10283.0,32242737.7,31839136.529999997,1159.1100000000001,1547540.98,811992.2,66442566.519999996,6523068.4399999995,1384990.1,7908058.540000001,6593445.5,57196525.0,46434508.0,6923342.0,3576304.0,0.0,0.0,57196525.0,395607.0,17249758.05,14602240.47,12537414.12,2064826.35,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,2751924.23,948.02,2752872.25,1.3884837685887297,1047.350297999394,33108328.814777367,29808648.234928936,44768517.95131391,44208124.27778549,1609.4054210088827,2148735.531955896,1127437.9899206534,92254425.15639696,9057174.650333405,1923036.2735060817,10980210.923839489,9154892.0558244,79416446.58217949,64473560.66040352,9612947.991388634,4965640.055538949,0.0,0.0,79416446.58217949,23951009.06450778,20274973.877624463,,17407996.00569515,2866977.8719293117,3821002.125741038,1316.3103822974874,3822318.4361233357,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
03,Grande Fortaleza,2020,2,33764.0,57799.0,-24035.0,91563.0,1323.15699754552,127714678.0,376269.0,276228080.52,132344.0,183172265.86,238593198.99,16636.27,8133540.99,12667993.9,442583636.01,248428119.13,77147261.98,325575381.11,316750256.71000004,7457246111.0,814080198.0,849289186.0,17448667.0,0.0,1017276793.0,7457246111.0,4137561.0,848367741.6600001,514220339.49,319606598.03,194613741.46,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,27933304.46,96658107.1,124591411.56,1.3884837685887297,1837.182014386552,177329757.41353613,383538206.2304406,254331718.00222954,331282784.0932759,23099.190864859625,11293289.645766107,17589303.91073104,614520194.8428674,344938411.07303226,107117721.05029243,452056132.12332475,439802590.1381484,10354265183.494928,1130337141.2524993,1179224249.5989347,24227190.913009804,0.0,1412472315.242497,10354265183.494928,1177944839.0891867,713986594.8600512,,443768573.6985176,270218021.16153353,38784939.84575717,134208212.81086104,172993152.65661824,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
04,Litoral Leste,2020,2,422.0,1735.0,-1313.0,2157.0,1135.8371375008887,10264500.0,28307.0,12754229.8,6123.0,16298526.7,18607559.130000003,5446.22,782913.07,4483321.12,40177766.24,9690785.99,1545441.7,11236227.690000001,6638315.669999999,35087803.0,23652884.0,2065753.0,9242168.0,0.0,0.0,35087803.0,207315.0,31649002.31,29645807.86,28093468.3,1552339.56,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,2902404.89,0.0,2902404.89,1.3884837685887297,1577.0914291802692,14252091.642679015,17709041.058150683,22630239.774860032,25836293.82506003,7561.988070163312,1087062.089910972,6225018.604491045,55786176.28239224,13455499.051982064,2145820.7157501727,15601319.767732238,9217193.558563218,48718844.940938935,32841645.514312066,2868264.510413474,12832600.254570162,0.0,0.0,48718844.940938935,43944125.99946221,41162723.020310186,,39007324.737912014,2155398.2823981703,4029942.0796375577,0.0,4029942.0796375577,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
05,Litoral Norte,2020,2,491.0,2025.0,-1534.0,2516.0,897.9739949825414,23851541.0,60156.0,24619159.2,11808.0,34014316.84,40819866.59,3015.29,1631322.56,2339617.49,78808138.77000001,15336294.520000001,2339280.75,17675575.27,13627991.780000001,63449165.0,62043227.0,837444.0,81539.0,0.0,0.0,63449165.0,405625.0,44216912.87,29247581.96,28164268.35,1083313.61,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,1617015.33,948.02,1617963.35,1.3884837685887297,1246.8223166480361,33117477.5343286,34183302.945501894,47228326.8319743,56677722.19617239,4186.68122258791,2265064.895892614,3248520.909571305,109423821.5148332,21294196.011316285,3248053.35154707,24542249.362863354,18922245.384990633,88098135.73300813,86146013.64036603,1162777.4011020202,113215.57800695644,0.0,0.0,88098135.73300813,61394465.8170971,40609792.821928546,,39105629.45815229,1504163.3637762615,2245199.5392641486,1316.3103822974874,2246515.849646446,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
06,Litoral Oeste / Vale do Curu,2020,2,488.0,1298.0,-810.0,1786.0,730.1223212599742,25241437.0,62897.0,20035792.75,9612.0,31888421.86,39452995.67,1263.67,1147655.09,2458494.64,74948830.93,10693910.09,1944406.96,12638317.05,15035067.45,98735734.0,92216621.0,1564287.0,4622498.0,0.0,0.0,98735734.0,403645.0,28355972.88,24926563.87,23102994.64,1823569.23,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,5267317.57,320233.13,5587550.7,1.3884837685887297,1013.7629921538002,35047325.570355,27819373.024182748,44276556.15852003,54779844.10999644,1754.5852838525202,1593500.464403238,3413579.9028023924,104065235.22100596,14848320.58271224,2699777.503490955,17548098.0862032,20875947.11396174,137092964.03869438,128041281.45259859,2171987.108914358,6418263.443333866,0.0,0.0,137092964.03869438,39371808.08642221,34610129.34018527,,32078133.06343242,2531996.276752848,7313584.9499472305,444638.5031693646,7758223.453116595,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
07,Maciço do Baturité,2020,2,212.0,380.0,-168.0,592.0,1156.7908862658105,15021058.0,39500.0,13335561.7,6396.0,25156421.9,23961711.259999998,1237.3700000000001,1201476.63,704038.03,51024885.19,6850485.15,1101169.27,7951654.42,4629871.0,42140246.0,40033264.0,78551.0,1909148.0,0.0,0.0,42140246.0,246972.0,16758955.61,14993054.83,13916409.6,1076645.23,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,0.0,0.0,0.0,1.3884837685887297,1606.1853692314492,20856495.220029887,18516210.965463527,34929283.48392005,33270447.152119797,1718.0681607386366,1668230.7990936867,977545.3771241852,70847224.88041846,9511787.43773313,1528955.6578637005,11040743.09559683,6428500.734159671,58511047.57533614,55585537.26762752,109066.7885064133,2650821.009833636,0.0,0.0,58511047.57533614,23269537.842984032,20817613.273015857,,19322708.846632376,1494904.4263834797,0.0,0.0,0.0,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
08,Serra da Ibiapaba,2020,2,462.0,673.0,-211.0,1135.0,1190.5690695738665,21651374.0,56212.0,18076411.72,8657.0,27990948.03,36297527.489999995,3677.9,1345423.73,741112.87,66378690.02,8338736.81,2823268.81,11162005.62,7435567.34,63784669.0,59970331.0,1497206.0,2051126.0,0.0,0.0,63784669.0,364867.0,7347403.81,4282959.0,2713012.83,1569946.17,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,57172.87,948.02,58120.89,1.3884837685887297,1653.0858284870997,30062581.36664404,25098804.26754708,38864977.00706568,50398527.75976821,5106.704452492489,1868099.0109791055,1029023.1906872093,92165733.67295271,11578200.71121836,3920062.917047818,15498263.62826618,10324164.561838476,88563977.59130472,83267831.19039352,2078846.2292336577,2847955.158330327,0.0,0.0,88563977.59130472,10201750.93145199,5946819.053031017,,3766974.278427975,2179844.7746030423,79383.60199863353,1316.3103822974874,80699.91238093101,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
09,Sertão Central,2020,2,619.0,1248.0,-629.0,1867.0,870.1763113240961,21225560.0,57686.0,28112595.869999997,13473.0,31179790.369999997,35172864.64,1293.75,1498016.49,792913.14,68644878.39,12161531.91,2396940.76,14558472.67,13971596.330000002,61055924.0,56305723.0,659879.0,3003277.0,653923.0,0.0,61055924.0,398788.0,29679685.57,25317678.08,23485707.16,1831970.92,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,1518288.95,0.0,1518288.95,1.3884837685887297,1208.2256840839207,29471345.539206196,39033883.05838955,43292632.83674418,48836951.64740847,1796.350875611669,2079971.5814432611,1100947.024790723,95312299.44126225,16886089.65820889,3328113.3395287334,20214202.997737624,19399334.72547887,84775159.45018707,78179582.46415311,916231.2807325623,4170001.3670758544,907961.4714068479,0.0,84775159.45018707,41209761.67076214,35153185.07243467,,32609523.185488112,2543661.886946562,2108119.5631026253,0.0,2108119.5631026253,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
10,Sertão de Canindé,2020,2,225.0,258.0,-33.0,483.0,1036.0186174873286,14951017.0,34915.0,12112077.5,5813.0,16298526.7,20069708.89,912.76,783058.36,420698.66000000003,37572905.37,4529934.23,1298704.5899999999,5828638.82,3074734.69,59233583.0,54020303.0,1415544.0,3525209.0,0.0,0.0,59233583.0,208555.0,28272759.04,27018957.22,26791060.64,227896.58,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,0.0,0.0,0.0,1.3884837685887297,1438.4950343368916,20759244.428394165,16817423.01263876,22630239.774860032,27866465.034065932,1267.3524446170488,1087263.8227177102,584133.2608770287,52169369.244965315,6289740.151129486,1803230.2434066809,8092970.394536166,4269219.2097817,82244868.55085331,75006313.88974506,1965459.8677231648,4894695.477382907,0.0,0.0,82244868.55085331,39256267.020260274,37515383.544163264,,37198952.84191638,316430.7022468829,0.0,0.0,0.0,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
11,Sertão de Sobral,2020,2,1132.0,1982.0,-850.0,3114.0,1273.9154489652522,20620195.0,58263.0,31733521.36,15239.0,43041341.25,46705099.35,614.87,2072560.62,1217453.37,93037069.46000001,20463261.11,3817770.5300000003,24281031.64,21132425.81,50761396.0,45154476.0,4198132.0,1041391.0,0.0,0.0,50761396.0,500635.0,47342015.07,16884473.43,13590707.44,3293765.99,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,515143.59,948.02,516091.61000000004,1.3884837685887297,1768.8109234426768,28630806.06263448,44061479.32852375,59762203.70391355,64849272.35779903,853.7370147921522,2877716.7802861943,1690414.2432586493,129180460.82227223,28412905.90362799,5300912.413101392,33713818.31672938,29342030.228090536,70481374.41690487,62696257.005129345,5829038.1403929405,1445954.5002543859,0.0,0.0,70481374.41690487,65733619.49697804,23443817.298722673,,18870476.684078086,4573340.614644589,715268.5132075275,1316.3103822974874,716584.823589825,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
12,Sertão dos Crateús,2020,2,283.0,1484.0,-1201.0,1767.0,391.2514046273733,20656361.0,53800.0,18937498.34,9068.0,31179790.38,34483730.94,1086.59,1493761.1,844555.7,68002924.71,7800512.029999999,2094364.1199999999,9894876.15,6254207.13,84568110.0,79283850.0,1197266.0,3317441.0,0.0,0.0,84568110.0,353057.0,32170928.68,22588610.880000003,21006333.85,1582277.03,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,983160.75,948.02,984108.77,1.3884837685887297,543.2462247626493,28681021.966609262,26294409.06276601,43292632.85062902,47880100.69057097,1508.7125781108277,2074063.0414992464,1172651.8811190925,94420957.17639644,10830884.340336122,2907990.586134618,13738874.926470742,8683865.085396903,117421448.07522623,110084338.83622356,1662384.407683154,4606212.981750764,0.0,0.0,117421448.07522623,44668812.292605646,31363919.561846785,,29166953.588281002,2196965.9735657824,1365102.743288522,1316.3103822974874,1366419.0536708194,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
13,Sertão dos Inhamuns,2020,2,157.0,123.0,34.0,280.0,1241.8369404587856,5362801.0,15805.0,7925814.39,3793.0,12046737.17,12786689.379999999,1267.54,577175.56,303517.04000000004,25715386.689999998,1579474.02,568859.61,2148333.63,1591807.31,20593773.0,19577737.0,270470.0,267651.0,0.0,0.0,20593773.0,137020.0,16449367.66,15261445.59,14910006.23,351439.36,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,759441.96,0.0,759441.96,1.3884837685887297,1724.2704350609126,7446162.142671408,11004864.633361984,16726699.02499953,17754110.658115886,1759.9587160369583,801398.8966861105,421428.48353009624,35705397.022047654,2193074.0396775906,789852.335090715,2982926.3747683056,2210198.6126558883,28594119.544500828,27183370.05019901,375543.2048901937,371629.0691465421,0.0,0.0,28594119.544500828,22839679.999458373,21190269.48691505,,20702301.639911838,487967.84700321127,1054472.8346452112,0.0,1054472.8346452112,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
14,Vale do Jaguaribe,2020,2,1428.0,2371.0,-943.0,3799.0,701.4771250279899,17174695.0,51346.0,18477691.12,8855.0,34014316.74,35239327.98,11650.96,1630549.12,924834.9,71820679.7,15100163.200000001,2870930.15,17971093.35,14499773.84,95105785.0,87300497.0,2887182.0,4517355.0,0.0,0.0,95105785.0,396423.0,75630389.72000001,61625044.78,59955532.7,1669512.08,,,544088.5700000001,30097413.200744998,17976566.78999,48618068.560735,88.285,2100.1274806275187,0.0223,5817155.64,1044883.6,6862039.239999999,1.3884837685887297,973.989602137651,23846785.23796201,25655974.201116107,47228326.69312592,48929234.91620466,16177.168848476545,2263990.987006637,1284118.2472743809,99721848.01246008,20966331.506240852,3986239.914027007,24952571.42026786,20132700.625047475,132052838.77138948,121215323.07422909,4008805.3439615457,6272274.094453141,0.0,0.0,132052838.77138948,105011568.53825994,85565374.41558363,,83247283.99104083,2318090.424542809,8077026.185494383,1450803.9186645588,9527830.104158942,755458.148119653,41789769.7057426,24960171.20285232,67505399.05671458
01,Cariri,2020,3,1718.0,3004.0,-1286.0,4722.0,1292.9040737790056,49856216.0,134023.0,76652737.38,36688.0,70629460.02,104745331.34,1545.23,39411324.24,968717.93,215756378.76,9369592.61,1887713.0899999999,11257305.7,31180373.620000005,222693998.0,204114469.0,9579890.0,7406712.0,0.0,0.0,222693998.0,1031033.0,417094255.19,229919740.42,227222127.03,2697613.39,,,192499.72,27161439.774975,16790227.776965998,44144167.271941,87.38999999999999,2447.60264979926,0.0223,18481166.1,270386.76,18751552.860000003,1.3901657022685907,1797.3508996909131,69308401.52809455,106560006.49067755,98186652.88955465,145613367.10162732,2148.1257481164944,54788271.239434734,1346678.4414586255,299937117.7978234,13025286.290651247,2624233.993441461,15649520.284092708,43345885.99044435,309581558.12067014,283752934.1405655,13317634.50950585,10296556.988981199,0.0,0.0,309581558.12067014,579830128.1784011,319626537.40638137,,315876407.79362285,3750129.6127585038,25691883.250148974,375882.4000995289,26067765.650248505,267606.50844030705,37758901.999404155,23341198.788815536,61367707.29666
02,Centro Sul,2020,3,259.0,436.0,-177.0,695.0,1136.8460789992066,24337460.0,57274.0,21546863.8,10310.0,30249253.06,38813968.36,332.3,15940825.25,414814.48,85419193.44999999,5575305.59,1187950.25,6763255.84,10328364.830000002,60798166.0,50017555.0,6876587.0,3581501.0,0.0,0.0,60798166.0,395607.0,17249758.05,14602240.47,12537414.12,2064826.35,,,192499.72,27161439.774975,16790227.776965998,44144167.271941,87.38999999999999,2447.60264979926,0.0223,1104260.79,180278.53,1284539.32,1.3901657022685907,1580.4044277832259,33833102.17233373,29953711.046212677,42051474.123255216,53957847.58301026,461.9520628638527,22160388.528407134,576660.8629003803,118746833.04963584,7750598.610884349,1651447.6935513979,9402046.304435747,14358138.547183165,84519525.13403235,69532689.47233286,9559595.396066062,4978879.85284066,0.0,0.0,84519525.13403235,23980022.013541527,20299533.877672385,,17429083.104761943,2870450.772910441,1535105.476618019,250617.0292613992,1785722.505879418,267606.50844030705,37758901.999404155,23341198.788815536,61367707.29666
03,Grande Fortaleza,2020,3,26285.0,35379.0,-9094.0,61664.0,1407.5681728625602,133654429.0,375803.0,276885386.87,132395.0,171847200.71,296354715.36,6844.77,127362119.09,5993170.74,601564050.67,209256200.95,67336806.61,276593007.56,155177278.16,6829165463.0,823727977.0,704124622.0,17717887.0,0.0,847320260.0,6829165463.0,4137561.0,848367741.6600001,514220339.49,319606598.03,194613741.46,,,192499.72,27161439.774975,16790227.776965998,44144167.271941,87.38999999999999,2447.60264979926,0.0223,25268097.45,24446945.69,49715043.14,1.3901657022685907,1956.7529975183982,185801803.1520925,384916568.286044,238896084.45790863,411982160.99904275,9515.364493916983,177054449.72716573,8331500.410587669,836273710.9591986,290900793.54771405,93609319.04951493,384510112.597229,215722129.86942485,9493671601.7798,1145118381.6244905,978849899.627236,24630798.824070536,0.0,1177915564.289305,9493671601.7798,1179371737.3667924,714851479.367909,,444306130.8000501,270545348.5678589,35126842.436570436,33985305.423460945,69112147.86003138,267606.50844030705,37758901.999404155,23341198.788815536,61367707.29666
04,Litoral Leste,2020,3,778.0,462.0,316.0,1240.0,1165.4340506500541,10381056.0,28299.0,12936059.0,6196.0,15290831.29,22921722.13,872.4100000000001,8195520.649999999,2108701.81,48517648.29000001,8184292.8100000005,1307058.33,9491351.14,27394455.91,36824899.0,25160148.0,2111120.0,9400593.0,0.0,0.0,36824899.0,207315.0,31649002.31,29645807.86,28093468.3,1552339.56,,,192499.72,27161439.774975,16790227.776965998,44144167.271941,87.38999999999999,2447.60264979926,0.0223,4946744.08,237654.01,5184398.09,1.3901657022685907,1620.1464454696609,14431388.004529567,17983265.544322923,21256789.21853339,31864991.942056946,1212.7944603161413,11393131.719863987,2931444.9325736985,67447570.60748835,11377523.161785427,1817027.6612304614,13194550.82301589,38082833.0383911,51192711.579304926,34976774.81360168,2934806.617373267,13068381.969586197,0.0,0.0,51192711.579304926,43997357.522381395,41212585.3030166,,39054576.08842989,2158009.214586715,6876793.957916194,330378.4537085967,7207172.41162479,267606.50844030705,37758901.999404155,23341198.788815536,61367707.29666
