ano_bim,bimestre,uf,transferencias_federais_nominal,transferencias_federais_real
2025,1,PI,3636363904.06,3736428640.8944654
2025,1,RN,3528770158.93,3625874152.539771
2025,1,SE,3225518413.38,3314277585.9229984
2025,2,AL,2693630360.54,2740555650.1845655
2025,2,BA,7071089169.58,7194273446.177837
2025,2,CE,4888175051.86,4973331142.13212
2025,2,MA,4599589968.6,4679718665.797905
2025,2,PB,2798072277.02,2846817032.0424633
2025,2,PE,5345250832.26,5438369564.214139
2025,2,PI,2884328443.9599996,2934575853.421091
2025,2,RN,2690838125.4,2737714771.977343
2025,2,SE,2569657773.33,2614423357.007467
2025,3,AL,3459589544.8400006,3502325003.407244
2025,3,BA,8844611310.83,8953866618.524263
2025,3,CE,5988762139.400001,6062739844.835934
2025,3,MA,5752636491.030001,5823697394.4199705
2025,3,PB,3553785644.410001,3597684684.222417
2025,3,PE,6241678068.889999,6318779982.584058
2025,3,PI,3546120606.2799997,3589924961.762042
2025,3,RN,3230916245.72,3270826959.2782426
2025,3,SE,3165012427.01,3204109046.9084606
2025,4,AL,2606753491.949999,2635009099.0362406
2025,4,BA,7326793366.530003,7406211307.354123
2025,4,CE,5808435163.21,5871395033.510126
