regiao_codigo,regiao_nome,ano,mes,siof_anual_empenhado,siof_anual_pago,siof_anual_dotacao,siof_anual_n_acoes,ibcr_ce,invest_total_ce_r_2010_mi,share_pib_ce_br
12,Sertão dos Crateús,2021,5,,,,,97.87,1332.9571761930094,0.0214
13,Sertão dos Inhamuns,2021,5,,,,,97.87,1332.9571761930094,0.0214
14,Vale do Jaguaribe,2021,5,,,,,97.87,1332.9571761930094,0.0214
01,Cariri,2021,6,,,,,97.3,1460.810937603897,0.0214
02,Centro Sul,2021,6,,,,,97.3,1460.810937603897,0.0214
03,Grande Fortaleza,2021,6,,,,,97.3,1460.810937603897,0.0214
04,Litoral Leste,2021,6,,,,,97.3,1460.810937603897,0.0214
05,Litoral Norte,2021,6,,,,,97.3,1460.810937603897,0.0214
06,Litoral Oeste / Vale do Curu,2021,6,,,,,97.3,1460.810937603897,0.0214
07,Maciço do Baturité,2021,6,,,,,97.3,1460.810937603897,0.0214
08,Serra da Ibiapaba,2021,6,,,,,97.3,1460.810937603897,0.0214
09,Sertão Central,2021,6,,,,,97.3,1460.810937603897,0.0214
10,Sertão de Canindé,2021,6,,,,,97.3,1460.810937603897,0.0214
11,Sertão de Sobral,2021,6,,,,,97.3,1460.810937603897,0.0214
12,Sertão dos Crateús,2021,6,,,,,97.3,1460.810937603897,0.0214
13,Sertão dos Inhamuns,2021,6,,,,,97.3,1460.810937603897,0.0214
14,Vale do Jaguaribe,2021,6,,,,,97.3,1460.810937603897,0.0214
01,Cariri,2021,7,,,,,95.61,1374.6179484195447,0.0214
02,Centro Sul,2021,7,,,,,95.61,1374.6179484195447,0.0214
03,Grande Fortaleza,2021,7,,,,,95.61,1374.6179484195447,0.0214
04,Litoral Leste,2021,7,,,,,95.61,1374.6179484195447,0.0214
05,Litoral Norte,2021,7,,,,,95.61,1374.6179484195447,0.0214
06,Litoral Oeste / Vale do Curu,2021,7,,,,,95.61,1374.6179484195447,0.0214
07,Maciço do Baturité,2021,7,,,,,95.61,1374.6179484195447,0.0214
08,Serra da Ibiapaba,2021,7,,,,,95.61,1374.6179484195447,0.0214
09,Sertão Central,2021,7,,,,,95.61,1374.6179484195447,0.0214
10,Sertão de Canindé,2021,7,,,,,95.61,1374.6179484195447,0.0214
11,Sertão de Sobral,2021,7,,,,,95.61,1374.6179484195447,0.0214
12,Sertão dos Crateús,2021,7,,,,,95.61,1374.6179484195447,0.0214
13,Sertão dos Inhamuns,2021,7,,,,,95.61,1374.6179484195447,0.0214
14,Vale do Jaguaribe,2021,7,,,,,95.61,1374.6179484195447,0.0214
01,Cariri,2021,8,,,,,97.84,1429.6130312953499,0.0214
02,Centro Sul,2021,8,,,,,97.84,1429.6130312953499,0.0214
03,Grande Fortaleza,2021,8,,,,,97.84,1429.6130312953499,0.0214
04,Litoral Leste,2021,8,,,,,97.84,1429.6130312953499,0.0214
05,Litoral Norte,2021,8,,,,,97.84,1429.6130312953499,0.0214
06,Litoral Oeste / Vale do Curu,2021,8,,,,,97.84,1429.6130312953499,0.0214
07,Maciço do Baturité,2021,8,,,,,97.84,1429.6130312953499,0.0214
08,Serra da Ibiapaba,2021,8,,,,,97.84,1429.6130312953499,0.0214
09,Sertão Central,2021,8,,,,,97.84,1429.6130312953499,0.0214
10,Sertão de Canindé,2021,8,,,,,97.84,1429.6130312953499,0.0214
11,Sertão de Sobral,2021,8,,,,,97.84,1429.6130312953499,0.0214
12,Sertão dos Crateús,2021,8,,,,,97.84,1429.6130312953499,0.0214
13,Sertão dos Inhamuns,2021,8,,,,,97.84,1429.6130312953499,0.0214
14,Vale do Jaguaribe,2021,8,,,,,97.84,1429.6130312953499,0.0214
01,Cariri,2021,9,,,,,97.59,1435.8157384688725,0.0214
02,Centro Sul,2021,9,,,,,97.59,1435.8157384688725,0.0214
03,Grande Fortaleza,2021,9,,,,,97.59,1435.8157384688725,0.0214
04,Litoral Leste,2021,9,,,,,97.59,1435.8157384688725,0.0214
05,Litoral Norte,2021,9,,,,,97.59,1435.8157384688725,0.0214
06,Litoral Oeste / Vale do Curu,2021,9,,,,,97.59,1435.8157384688725,0.0214
07,Maciço do Baturité,2021,9,,,,,97.59,1435.8157384688725,0.0214
08,Serra da Ibiapaba,2021,9,,,,,97.59,1435.8157384688725,0.0214
09,Sertão Central,2021,9,,,,,97.59,1435.8157384688725,0.0214
10,Sertão de Canindé,2021,9,,,,,97.59,1435.8157384688725,0.0214
11,Sertão de Sobral,2021,9,,,,,97.59,1435.8157384688725,0.0214
12,Sertão dos Crateús,2021,9,,,,,97.59,1435.8157384688725,0.0214
13,Sertão dos Inhamuns,2021,9,,,,,97.59,1435.8157384688725,0.0214
14,Vale do Jaguaribe,2021,9,,,,,97.59,1435.8157384688725,0.0214
01,Cariri,2021,10,,,,,96.13,1425.7278687443675,0.0214
02,Centro Sul,2021,10,,,,,96.13,1425.7278687443675,0.0214
03,Grande Fortaleza,2021,10,,,,,96.13,1425.7278687443675,0.0214
04,Litoral Leste,2021,10,,,,,96.13,1425.7278687443675,0.0214
05,Litoral Norte,2021,10,,,,,96.13,1425.7278687443675,0.0214
06,Litoral Oeste / Vale do Curu,2021,10,,,,,96.13,1425.7278687443675,0.0214
07,Maciço do Baturité,2021,10,,,,,96.13,1425.7278687443675,0.0214
08,Serra da Ibiapaba,2021,10,,,,,96.13,1425.7278687443675,0.0214
09,Sertão Central,2021,10,,,,,96.13,1425.7278687443675,0.0214
10,Sertão de Canindé,2021,10,,,,,96.13,1425.7278687443675,0.0214
11,Sertão de Sobral,2021,10,,,,,96.13,1425.7278687443675,0.0214
12,Sertão dos Crateús,2021,10,,,,,96.13,1425.7278687443675,0.0214
13,Sertão dos Inhamuns,2021,10,,,,,96.13,1425.7278687443675,0.0214
14,Vale do Jaguaribe,2021,10,,,,,96.13,1425.7278687443675,0.0214
01,Cariri,2021,11,,,,,97.64,1428.3609808285019,0.0214
02,Centro Sul,2021,11,,,,,97.64,1428.3609808285019,0.0214
03,Grande Fortaleza,2021,11,,,,,97.64,1428.3609808285019,0.0214
04,Litoral Leste,2021,11,,,,,97.64,1428.3609808285019,0.0214
05,Litoral Norte,2021,11,,,,,97.64,1428.3609808285019,0.0214
06,Litoral Oeste / Vale do Curu,2021,11,,,,,97.64,1428.3609808285019,0.0214
07,Maciço do Baturité,2021,11,,,,,97.64,1428.3609808285019,0.0214
08,Serra da Ibiapaba,2021,11,,,,,97.64,1428.3609808285019,0.0214
09,Sertão Central,2021,11,,,,,97.64,1428.3609808285019,0.0214
10,Sertão de Canindé,2021,11,,,,,97.64,1428.3609808285019,0.0214
11,Sertão de Sobral,2021,11,,,,,97.64,1428.3609808285019,0.0214
12,Sertão dos Crateús,2021,11,,,,,97.64,1428.3609808285019,0.0214
13,Sertão dos Inhamuns,2021,11,,,,,97.64,1428.3609808285019,0.0214
14,Vale do Jaguaribe,2021,11,,,,,97.64,1428.3609808285019,0.0214
01,Cariri,2021,12,,,,,100.17,1335.2878541844173,0.0214
02,Centro Sul,2021,12,,,,,100.17,1335.2878541844173,0.0214
03,Grande Fortaleza,2021,12,,,,,100.17,1335.2878541844173,0.0214
04,Litoral Leste,2021,12,,,,,100.17,1335.2878541844173,0.0214
05,Litoral Norte,2021,12,,,,,100.17,1335.2878541844173,0.0214
06,Litoral Oeste / Vale do Curu,2021,12,,,,,100.17,1335.2878541844173,0.0214
07,Maciço do Baturité,2021,12,,,,,100.17,1335.2878541844173,0.0214
08,Serra da Ibiapaba,2021,12,,,,,100.17,1335.2878541844173,0.0214
09,Sertão Central,2021,12,,,,,100.17,1335.2878541844173,0.0214
10,Sertão de Canindé,2021,12,,,,,100.17,1335.2878541844173,0.0214
11,Sertão de Sobral,2021,12,,,,,100.17,1335.2878541844173,0.0214
12,Sertão dos Crateús,2021,12,,,,,100.17,1335.2878541844173,0.0214
13,Sertão dos Inhamuns,2021,12,,,,,100.17,1335.2878541844173,0.0214
14,Vale do Jaguaribe,2021,12,,,,,100.17,1335.2878541844173,0.0214
01,Cariri,2022,1,,,,,93.19,1301.800013007879,0.0218
02,Centro Sul,2022,1,,,,,93.19,1301.800013007879,0.0218
03,Grande Fortaleza,2022,1,,,,,93.19,1301.800013007879,0.0218
04,Litoral Leste,2022,1,,,,,93.19,1301.800013007879,0.0218
05,Litoral Norte,2022,1,,,,,93.19,1301.800013007879,0.0218
06,Litoral Oeste / Vale do Curu,2022,1,,,,,93.19,1301.800013007879,0.0218
07,Maciço do Baturité,2022,1,,,,,93.19,1301.800013007879,0.0218
08,Serra da Ibiapaba,2022,1,,,,,93.19,1301.800013007879,0.0218
09,Sertão Central,2022,1,,,,,93.19,1301.800013007879,0.0218
10,Sertão de Canindé,2022,1,,,,,93.19,1301.800013007879,0.0218
11,Sertão de Sobral,2022,1,,,,,93.19,1301.800013007879,0.0218
12,Sertão dos Crateús,2022,1,,,,,93.19,1301.800013007879,0.0218
13,Sertão dos Inhamuns,2022,1,,,,,93.19,1301.800013007879,0.0218
14,Vale do Jaguaribe,2022,1,,,,,93.19,1301.800013007879,0.0218
01,Cariri,2022,2,,,,,97.11,1308.59515673093,0.0218
02,Centro Sul,2022,2,,,,,97.11,1308.59515673093,0.0218
03,Grande Fortaleza,2022,2,,,,,97.11,1308.59515673093,0.0218
04,Litoral Leste,2022,2,,,,,97.11,1308.59515673093,0.0218
05,Litoral Norte,2022,2,,,,,97.11,1308.59515673093,0.0218
06,Litoral Oeste / Vale do Curu,2022,2,,,,,97.11,1308.59515673093,0.0218
07,Maciço do Baturité,2022,2,,,,,97.11,1308.59515673093,0.0218
08,Serra da Ibiapaba,2022,2,,,,,97.11,1308.59515673093,0.0218
09,Sertão Central,2022,2,,,,,97.11,1308.59515673093,0.0218
10,Sertão de Canindé,2022,2,,,,,97.11,1308.59515673093,0.0218
11,Sertão de Sobral,2022,2,,,,,97.11,1308.59515673093,0.0218
12,Sertão dos Crateús,2022,2,,,,,97.11,1308.59515673093,0.0218
13,Sertão dos Inhamuns,2022,2,,,,,97.11,1308.59515673093,0.0218
14,Vale do Jaguaribe,2022,2,,,,,97.11,1308.59515673093,0.0218
01,Cariri,2022,3,,,,,103.54,1427.9118494210945,0.0218
02,Centro Sul,2022,3,,,,,103.54,1427.9118494210945,0.0218
03,Grande Fortaleza,2022,3,,,,,103.54,1427.9118494210945,0.0218
04,Litoral Leste,2022,3,,,,,103.54,1427.9118494210945,0.0218
05,Litoral Norte,2022,3,,,,,103.54,1427.9118494210945,0.0218
06,Litoral Oeste / Vale do Curu,2022,3,,,,,103.54,1427.9118494210945,0.0218
07,Maciço do Baturité,2022,3,,,,,103.54,1427.9118494210945,0.0218
08,Serra da Ibiapaba,2022,3,,,,,103.54,1427.9118494210945,0.0218
09,Sertão Central,2022,3,,,,,103.54,1427.9118494210945,0.0218
10,Sertão de Canindé,2022,3,,,,,103.54,1427.9118494210945,0.0218
11,Sertão de Sobral,2022,3,,,,,103.54,1427.9118494210945,0.0218
12,Sertão dos Crateús,2022,3,,,,,103.54,1427.9118494210945,0.0218
13,Sertão dos Inhamuns,2022,3,,,,,103.54,1427.9118494210945,0.0218
14,Vale do Jaguaribe,2022,3,,,,,103.54,1427.9118494210945,0.0218
01,Cariri,2022,4,,,,,103.92,1333.635757432547,0.0218
02,Centro Sul,2022,4,,,,,103.92,1333.635757432547,0.0218
03,Grande Fortaleza,2022,4,,,,,103.92,1333.635757432547,0.0218
04,Litoral Leste,2022,4,,,,,103.92,1333.635757432547,0.0218
05,Litoral Norte,2022,4,,,,,103.92,1333.635757432547,0.0218
06,Litoral Oeste / Vale do Curu,2022,4,,,,,103.92,1333.635757432547,0.0218
07,Maciço do Baturité,2022,4,,,,,103.92,1333.635757432547,0.0218
08,Serra da Ibiapaba,2022,4,,,,,103.92,1333.635757432547,0.0218
09,Sertão Central,2022,4,,,,,103.92,1333.635757432547,0.0218
10,Sertão de Canindé,2022,4,,,,,103.92,1333.635757432547,0.0218
11,Sertão de Sobral,2022,4,,,,,103.92,1333.635757432547,0.0218
12,Sertão dos Crateús,2022,4,,,,,103.92,1333.635757432547,0.0218
13,Sertão dos Inhamuns,2022,4,,,,,103.92,1333.635757432547,0.0218
14,Vale do Jaguaribe,2022,4,,,,,103.92,1333.635757432547,0.0218
01,Cariri,2022,5,,,,,101.3,1453.9668705083322,0.0218
02,Centro Sul,2022,5,,,,,101.3,1453.9668705083322,0.0218
03,Grande Fortaleza,2022,5,,,,,101.3,1453.9668705083322,0.0218
04,Litoral Leste,2022,5,,,,,101.3,1453.9668705083322,0.0218
05,Litoral Norte,2022,5,,,,,101.3,1453.9668705083322,0.0218
06,Litoral Oeste / Vale do Curu,2022,5,,,,,101.3,1453.9668705083322,0.0218
07,Maciço do Baturité,2022,5,,,,,101.3,1453.9668705083322,0.0218
08,Serra da Ibiapaba,2022,5,,,,,101.3,1453.9668705083322,0.0218
09,Sertão Central,2022,5,,,,,101.3,1453.9668705083322,0.0218
10,Sertão de Canindé,2022,5,,,,,101.3,1453.9668705083322,0.0218
11,Sertão de Sobral,2022,5,,,,,101.3,1453.9668705083322,0.0218
12,Sertão dos Crateús,2022,5,,,,,101.3,1453.9668705083322,0.0218
13,Sertão dos Inhamuns,2022,5,,,,,101.3,1453.9668705083322,0.0218
14,Vale do Jaguaribe,2022,5,,,,,101.3,1453.9668705083322,0.0218
01,Cariri,2022,6,,,,,99.75,1400.8552796529648,0.0218
02,Centro Sul,2022,6,,,,,99.75,1400.8552796529648,0.0218
03,Grande Fortaleza,2022,6,,,,,99.75,1400.8552796529648,0.0218
04,Litoral Leste,2022,6,,,,,99.75,1400.8552796529648,0.0218
05,Litoral Norte,2022,6,,,,,99.75,1400.8552796529648,0.0218
06,Litoral Oeste / Vale do Curu,2022,6,,,,,99.75,1400.8552796529648,0.0218
07,Maciço do Baturité,2022,6,,,,,99.75,1400.8552796529648,0.0218
08,Serra da Ibiapaba,2022,6,,,,,99.75,1400.8552796529648,0.0218
09,Sertão Central,2022,6,,,,,99.75,1400.8552796529648,0.0218
10,Sertão de Canindé,2022,6,,,,,99.75,1400.8552796529648,0.0218
11,Sertão de Sobral,2022,6,,,,,99.75,1400.8552796529648,0.0218
12,Sertão dos Crateús,2022,6,,,,,99.75,1400.8552796529648,0.0218
13,Sertão dos Inhamuns,2022,6,,,,,99.75,1400.8552796529648,0.0218
14,Vale do Jaguaribe,2022,6,,,,,99.75,1400.8552796529648,0.0218
01,Cariri,2022,7,,,,,100.0,1460.2937319802654,0.0218
02,Centro Sul,2022,7,,,,,100.0,1460.2937319802654,0.0218
03,Grande Fortaleza,2022,7,,,,,100.0,1460.2937319802654,0.0218
04,Litoral Leste,2022,7,,,,,100.0,1460.2937319802654,0.0218
05,Litoral Norte,2022,7,,,,,100.0,1460.2937319802654,0.0218
06,Litoral Oeste / Vale do Curu,2022,7,,,,,100.0,1460.2937319802654,0.0218
07,Maciço do Baturité,2022,7,,,,,100.0,1460.2937319802654,0.0218
08,Serra da Ibiapaba,2022,7,,,,,100.0,1460.2937319802654,0.0218
09,Sertão Central,2022,7,,,,,100.0,1460.2937319802654,0.0218
10,Sertão de Canindé,2022,7,,,,,100.0,1460.2937319802654,0.0218
11,Sertão de Sobral,2022,7,,,,,100.0,1460.2937319802654,0.0218
12,Sertão dos Crateús,2022,7,,,,,100.0,1460.2937319802654,0.0218
13,Sertão dos Inhamuns,2022,7,,,,,100.0,1460.2937319802654,0.0218
14,Vale do Jaguaribe,2022,7,,,,,100.0,1460.2937319802654,0.0218
01,Cariri,2022,8,,,,,99.76,1542.5704414574998,0.0218
02,Centro Sul,2022,8,,,,,99.76,1542.5704414574998,0.0218
03,Grande Fortaleza,2022,8,,,,,99.76,1542.5704414574998,0.0218
04,Litoral Leste,2022,8,,,,,99.76,1542.5704414574998,0.0218
05,Litoral Norte,2022,8,,,,,99.76,1542.5704414574998,0.0218
06,Litoral Oeste / Vale do Curu,2022,8,,,,,99.76,1542.5704414574998,0.0218
07,Maciço do Baturité,2022,8,,,,,99.76,1542.5704414574998,0.0218
08,Serra da Ibiapaba,2022,8,,,,,99.76,1542.5704414574998,0.0218
09,Sertão Central,2022,8,,,,,99.76,1542.5704414574998,0.0218
10,Sertão de Canindé,2022,8,,,,,99.76,1542.5704414574998,0.0218
11,Sertão de Sobral,2022,8,,,,,99.76,1542.5704414574998,0.0218
12,Sertão dos Crateús,2022,8,,,,,99.76,1542.5704414574998,0.0218
13,Sertão dos Inhamuns,2022,8,,,,,99.76,1542.5704414574998,0.0218
14,Vale do Jaguaribe,2022,8,,,,,99.76,1542.5704414574998,0.0218
01,Cariri,2022,9,,,,,99.82,1535.541275804054,0.0218
02,Centro Sul,2022,9,,,,,99.82,1535.541275804054,0.0218
03,Grande Fortaleza,2022,9,,,,,99.82,1535.541275804054,0.0218
04,Litoral Leste,2022,9,,,,,99.82,1535.541275804054,0.0218
05,Litoral Norte,2022,9,,,,,99.82,1535.541275804054,0.0218
06,Litoral Oeste / Vale do Curu,2022,9,,,,,99.82,1535.541275804054,0.0218
07,Maciço do Baturité,2022,9,,,,,99.82,1535.541275804054,0.0218
08,Serra da Ibiapaba,2022,9,,,,,99.82,1535.541275804054,0.0218
09,Sertão Central,2022,9,,,,,99.82,1535.541275804054,0.0218
10,Sertão de Canindé,2022,9,,,,,99.82,1535.541275804054,0.0218
11,Sertão de Sobral,2022,9,,,,,99.82,1535.541275804054,0.0218
12,Sertão dos Crateús,2022,9,,,,,99.82,1535.541275804054,0.0218
13,Sertão dos Inhamuns,2022,9,,,,,99.82,1535.541275804054,0.0218
14,Vale do Jaguaribe,2022,9,,,,,99.82,1535.541275804054,0.0218
01,Cariri,2022,10,,,,,100.81,1567.5416505167545,0.0218
02,Centro Sul,2022,10,,,,,100.81,1567.5416505167545,0.0218
03,Grande Fortaleza,2022,10,,,,,100.81,1567.5416505167545,0.0218
04,Litoral Leste,2022,10,,,,,100.81,1567.5416505167545,0.0218
05,Litoral Norte,2022,10,,,,,100.81,1567.5416505167545,0.0218
06,Litoral Oeste / Vale do Curu,2022,10,,,,,100.81,1567.5416505167545,0.0218
07,Maciço do Baturité,2022,10,,,,,100.81,1567.5416505167545,0.0218
08,Serra da Ibiapaba,2022,10,,,,,100.81,1567.5416505167545,0.0218
09,Sertão Central,2022,10,,,,,100.81,1567.5416505167545,0.0218
10,Sertão de Canindé,2022,10,,,,,100.81,1567.5416505167545,0.0218
11,Sertão de Sobral,2022,10,,,,,100.81,1567.5416505167545,0.0218
12,Sertão dos Crateús,2022,10,,,,,100.81,1567.5416505167545,0.0218
13,Sertão dos Inhamuns,2022,10,,,,,100.81,1567.5416505167545,0.0218
14,Vale do Jaguaribe,2022,10,,,,,100.81,1567.5416505167545,0.0218
01,Cariri,2022,11,,,,,100.53,1503.0294917783551,0.0218
02,Centro Sul,2022,11,,,,,100.53,1503.0294917783551,0.0218
03,Grande Fortaleza,2022,11,,,,,100.53,1503.0294917783551,0.0218
04,Litoral Leste,2022,11,,,,,100.53,1503.0294917783551,0.0218
05,Litoral Norte,2022,11,,,,,100.53,1503.0294917783551,0.0218
06,Litoral Oeste / Vale do Curu,2022,11,,,,,100.53,1503.0294917783551,0.0218
07,Maciço do Baturité,2022,11,,,,,100.53,1503.0294917783551,0.0218
08,Serra da Ibiapaba,2022,11,,,,,100.53,1503.0294917783551,0.0218
09,Sertão Central,2022,11,,,,,100.53,1503.0294917783551,0.0218
10,Sertão de Canindé,2022,11,,,,,100.53,1503.0294917783551,0.0218
11,Sertão de Sobral,2022,11,,,,,100.53,1503.0294917783551,0.0218
12,Sertão dos Crateús,2022,11,,,,,100.53,1503.0294917783551,0.0218
13,Sertão dos Inhamuns,2022,11,,,,,100.53,1503.0294917783551,0.0218
14,Vale do Jaguaribe,2022,11,,,,,100.53,1503.0294917783551,0.0218
01,Cariri,2022,12,,,,,99.45,1334.7924801383342,0.0218
02,Centro Sul,2022,12,,,,,99.45,1334.7924801383342,0.0218
03,Grande Fortaleza,2022,12,,,,,99.45,1334.7924801383342,0.0218
04,Litoral Leste,2022,12,,,,,99.45,1334.7924801383342,0.0218
05,Litoral Norte,2022,12,,,,,99.45,1334.7924801383342,0.0218
06,Litoral Oeste / Vale do Curu,2022,12,,,,,99.45,1334.7924801383342,0.0218
07,Maciço do Baturité,2022,12,,,,,99.45,1334.7924801383342,0.0218
08,Serra da Ibiapaba,2022,12,,,,,99.45,1334.7924801383342,0.0218
09,Sertão Central,2022,12,,,,,99.45,1334.7924801383342,0.0218
10,Sertão de Canindé,2022,12,,,,,99.45,1334.7924801383342,0.0218
11,Sertão de Sobral,2022,12,,,,,99.45,1334.7924801383342,0.0218
12,Sertão dos Crateús,2022,12,,,,,99.45,1334.7924801383342,0.0218
13,Sertão dos Inhamuns,2022,12,,,,,99.45,1334.7924801383342,0.0218
14,Vale do Jaguaribe,2022,12,,,,,99.45,1334.7924801383342,0.0218
01,Cariri,2023,1,,,,,99.04,1333.8755798785464,0.022
02,Centro Sul,2023,1,,,,,99.04,1333.8755798785464,0.022
03,Grande Fortaleza,2023,1,,,,,99.04,1333.8755798785464,0.022
04,Litoral Leste,2023,1,,,,,99.04,1333.8755798785464,0.022
05,Litoral Norte,2023,1,,,,,99.04,1333.8755798785464,0.022
06,Litoral Oeste / Vale do Curu,2023,1,,,,,99.04,1333.8755798785464,0.022
07,Maciço do Baturité,2023,1,,,,,99.04,1333.8755798785464,0.022
08,Serra da Ibiapaba,2023,1,,,,,99.04,1333.8755798785464,0.022
09,Sertão Central,2023,1,,,,,99.04,1333.8755798785464,0.022
10,Sertão de Canindé,2023,1,,,,,99.04,1333.8755798785464,0.022
11,Sertão de Sobral,2023,1,,,,,99.04,1333.8755798785464,0.022
12,Sertão dos Crateús,2023,1,,,,,99.04,1333.8755798785464,0.022
13,Sertão dos Inhamuns,2023,1,,,,,99.04,1333.8755798785464,0.022
14,Vale do Jaguaribe,2023,1,,,,,99.04,1333.8755798785464,0.022
01,Cariri,2023,2,,,,,102.49,1285.3298964331605,0.022
02,Centro Sul,2023,2,,,,,102.49,1285.3298964331605,0.022
03,Grande Fortaleza,2023,2,,,,,102.49,1285.3298964331605,0.022
04,Litoral Leste,2023,2,,,,,102.49,1285.3298964331605,0.022
05,Litoral Norte,2023,2,,,,,102.49,1285.3298964331605,0.022
06,Litoral Oeste / Vale do Curu,2023,2,,,,,102.49,1285.3298964331605,0.022
07,Maciço do Baturité,2023,2,,,,,102.49,1285.3298964331605,0.022
08,Serra da Ibiapaba,2023,2,,,,,102.49,1285.3298964331605,0.022
09,Sertão Central,2023,2,,,,,102.49,1285.3298964331605,0.022
10,Sertão de Canindé,2023,2,,,,,102.49,1285.3298964331605,0.022
11,Sertão de Sobral,2023,2,,,,,102.49,1285.3298964331605,0.022
12,Sertão dos Crateús,2023,2,,,,,102.49,1285.3298964331605,0.022
13,Sertão dos Inhamuns,2023,2,,,,,102.49,1285.3298964331605,0.022
14,Vale do Jaguaribe,2023,2,,,,,102.49,1285.3298964331605,0.022
01,Cariri,2023,3,,,,,106.08,1514.1542096301403,0.022
02,Centro Sul,2023,3,,,,,106.08,1514.1542096301403,0.022
03,Grande Fortaleza,2023,3,,,,,106.08,1514.1542096301403,0.022
04,Litoral Leste,2023,3,,,,,106.08,1514.1542096301403,0.022
05,Litoral Norte,2023,3,,,,,106.08,1514.1542096301403,0.022
06,Litoral Oeste / Vale do Curu,2023,3,,,,,106.08,1514.1542096301403,0.022
07,Maciço do Baturité,2023,3,,,,,106.08,1514.1542096301403,0.022
08,Serra da Ibiapaba,2023,3,,,,,106.08,1514.1542096301403,0.022
09,Sertão Central,2023,3,,,,,106.08,1514.1542096301403,0.022
10,Sertão de Canindé,2023,3,,,,,106.08,1514.1542096301403,0.022
11,Sertão de Sobral,2023,3,,,,,106.08,1514.1542096301403,0.022
12,Sertão dos Crateús,2023,3,,,,,106.08,1514.1542096301403,0.022
13,Sertão dos Inhamuns,2023,3,,,,,106.08,1514.1542096301403,0.022
14,Vale do Jaguaribe,2023,3,,,,,106.08,1514.1542096301403,0.022
01,Cariri,2023,4,,,,,107.45,1293.3007573385455,0.022
02,Centro Sul,2023,4,,,,,107.45,1293.3007573385455,0.022
03,Grande Fortaleza,2023,4,,,,,107.45,1293.3007573385455,0.022
04,Litoral Leste,2023,4,,,,,107.45,1293.3007573385455,0.022
05,Litoral Norte,2023,4,,,,,107.45,1293.3007573385455,0.022
06,Litoral Oeste / Vale do Curu,2023,4,,,,,107.45,1293.3007573385455,0.022
07,Maciço do Baturité,2023,4,,,,,107.45,1293.3007573385455,0.022
08,Serra da Ibiapaba,2023,4,,,,,107.45,1293.3007573385455,0.022
09,Sertão Central,2023,4,,,,,107.45,1293.3007573385455,0.022
10,Sertão de Canindé,2023,4,,,,,107.45,1293.3007573385455,0.022
11,Sertão de Sobral,2023,4,,,,,107.45,1293.3007573385455,0.022
12,Sertão dos Crateús,2023,4,,,,,107.45,1293.3007573385455,0.022
13,Sertão dos Inhamuns,2023,4,,,,,107.45,1293.3007573385455,0.022
14,Vale do Jaguaribe,2023,4,,,,,107.45,1293.3007573385455,0.022
01,Cariri,2023,5,,,,,106.32,1475.996335163475,0.022
02,Centro Sul,2023,5,,,,,106.32,1475.996335163475,0.022
03,Grande Fortaleza,2023,5,,,,,106.32,1475.996335163475,0.022
04,Litoral Leste,2023,5,,,,,106.32,1475.996335163475,0.022
05,Litoral Norte,2023,5,,,,,106.32,1475.996335163475,0.022
06,Litoral Oeste / Vale do Curu,2023,5,,,,,106.32,1475.996335163475,0.022
07,Maciço do Baturité,2023,5,,,,,106.32,1475.996335163475,0.022
08,Serra da Ibiapaba,2023,5,,,,,106.32,1475.996335163475,0.022
09,Sertão Central,2023,5,,,,,106.32,1475.996335163475,0.022
10,Sertão de Canindé,2023,5,,,,,106.32,1475.996335163475,0.022
11,Sertão de Sobral,2023,5,,,,,106.32,1475.996335163475,0.022
12,Sertão dos Crateús,2023,5,,,,,106.32,1475.996335163475,0.022
13,Sertão dos Inhamuns,2023,5,,,,,106.32,1475.996335163475,0.022
14,Vale do Jaguaribe,2023,5,,,,,106.32,1475.996335163475,0.022
01,Cariri,2023,6,,,,,106.43,1391.0720535408802,0.022
02,Centro Sul,2023,6,,,,,106.43,1391.0720535408802,0.022
03,Grande Fortaleza,2023,6,,,,,106.43,1391.0720535408802,0.022
04,Litoral Leste,2023,6,,,,,106.43,1391.0720535408802,0.022
05,Litoral Norte,2023,6,,,,,106.43,1391.0720535408802,0.022
06,Litoral Oeste / Vale do Curu,2023,6,,,,,106.43,1391.0720535408802,0.022
07,Maciço do Baturité,2023,6,,,,,106.43,1391.0720535408802,0.022
08,Serra da Ibiapaba,2023,6,,,,,106.43,1391.0720535408802,0.022
09,Sertão Central,2023,6,,,,,106.43,1391.0720535408802,0.022
10,Sertão de Canindé,2023,6,,,,,106.43,1391.0720535408802,0.022
11,Sertão de Sobral,2023,6,,,,,106.43,1391.0720535408802,0.022
12,Sertão dos Crateús,2023,6,,,,,106.43,1391.0720535408802,0.022
13,Sertão dos Inhamuns,2023,6,,,,,106.43,1391.0720535408802,0.022
14,Vale do Jaguaribe,2023,6,,,,,106.43,1391.0720535408802,0.022
01,Cariri,2023,7,,,,,105.65,1390.9175395370355,0.022
02,Centro Sul,2023,7,,,,,105.65,1390.9175395370355,0.022
03,Grande Fortaleza,2023,7,,,,,105.65,1390.9175395370355,0.022
04,Litoral Leste,2023,7,,,,,105.65,1390.9175395370355,0.022
05,Litoral Norte,2023,7,,,,,105.65,1390.9175395370355,0.022
06,Litoral Oeste / Vale do Curu,2023,7,,,,,105.65,1390.9175395370355,0.022
07,Maciço do Baturité,2023,7,,,,,105.65,1390.9175395370355,0.022
