ano,mes,sigla_uf,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio
2017,5,AL,7056,7207,-151,14263,1197.609479071724
2017,5,BA,49319,46353,2966,95672,1314.866314073083
2017,5,CE,29761,32701,-2940,62462,1226.4967340142807
2017,5,MA,12589,11807,782,24396,1313.5841941301853
2017,5,PB,8808,9399,-591,18207,1208.3130114791015
2017,5,PE,29991,30186,-195,60177,1296.1108064542932
2017,5,PI,7517,6681,836,14198,1151.8692069305537
2017,5,RN,11730,11932,-202,23662,1186.5831290677036
2017,5,SE,6695,6828,-133,13523,1199.155290985728
2017,7,AL,6184,6325,-141,12509,1210.481093612599
2017,7,BA,45302,44455,847,89757,1358.1613244649443
2017,7,CE,31310,29439,1871,60749,1265.2671648916032
2017,7,MA,12215,10648,1567,22863,1314.8634912303721
2017,7,PB,10217,9408,809,19625,1200.1168407643313
2017,7,PE,28556,27762,794,56318,1347.5842181895664
2017,7,PI,7042,6802,240,13844,1244.2869112973128
2017,7,RN,11731,10768,963,22499,1198.2646339837327
2017,7,SE,6174,6483,-309,12657,1201.1117958441969
2017,8,AL,6869,7293,-424,14162,1276.63762180483
2017,8,BA,48068,45578,2490,93646,1389.2104307712023
2017,8,CE,36440,31465,4975,67905,1248.4451807672483
2017,8,MA,13181,11447,1734,24628,1347.9202127659576
2017,8,PB,13361,9850,3511,23211,1181.9147387014777
2017,8,PE,35927,31721,4206,67648,1340.4529032639546
2017,8,PI,7799,7724,75,15523,1239.0493461315468
2017,8,RN,14166,10925,3241,25091,1178.241600573911
2017,8,SE,6763,6607,156,13370,1240.4316379955123
2017,9,AL,13352,5941,7411,19293,1137.6676514798114
2017,9,BA,43770,41473,2297,85243,1393.3869174008423
2017,9,CE,30774,28613,2161,59387,1247.6443666122216
2017,9,MA,11259,11268,-9,22527,1339.7004039596927
2017,9,PB,10252,8277,1975,18529,1175.1043769226617
2017,9,PE,42066,28074,13992,70140,1260.2731679498147
2017,9,PI,7190,6431,759,13621,1230.7044269877395
2017,9,RN,12157,10515,1642,22672,1135.9729622441778
2017,9,SE,5796,6380,-584,12176,1224.7525459921155
2017,10,AL,22283,5890,16393,28173,1111.0558335995456
2017,10,BA,42168,42204,-36,84372,1368.241134499597
2017,10,CE,31613,28695,2918,60308,1224.9209060157857
2017,10,MA,11806,10874,932,22680,1301.2585097001763
2017,10,PB,9227,8313,914,17540,1174.8820980615735
2017,10,PE,36056,27338,8718,63394,1308.6132283812349
2017,10,PI,8071,6457,1614,14528,1168.7407075991189
2017,10,RN,10966,10109,857,21075,1138.5764175563463
2017,10,SE,11008,5517,5491,16525,1148.4087140695915
2017,11,AL,8154,6686,1468,14840,1175.7926549865228
2017,11,BA,43439,44585,-1146,88024,1346.6156843588112
2017,11,CE,30435,27574,2861,58009,1251.3025392611491
2017,11,MA,11707,12010,-303,23717,1265.955601467302
2017,11,PB,9296,8040,1256,17336,1169.6214236271344
2017,11,PE,30329,30070,259,60399,1364.081176840676
2017,11,PI,7523,8067,-544,15590,1165.8854393842207
2017,11,RN,10380,10517,-137,20897,1176.8789778437097
2017,11,SE,6700,6656,44,13356,1153.697289607667
2018,1,AL,7663,9852,-2189,17515,1195.6399086497288
2018,1,BA,48484,42937,5547,91421,1369.958729394778
2018,1,CE,34890,33237,1653,68127,1241.022531448618
2018,1,MA,11666,12252,-586,23918,1307.8940964963626
2018,1,PB,9695,12950,-3255,22645,1146.5113270037536
2018,1,PE,29428,34265,-4837,63693,1334.3351074686386
2018,1,PI,6562,7503,-941,14065,1176.6795591894775
2018,1,RN,11680,12319,-639,23999,1212.1689237051544
2018,1,SE,6944,7732,-788,14676,1177.90426546743
2018,2,AL,7076,17774,-10698,24850,1170.9140040241448
2018,2,BA,42885,42921,-36,85806,1394.4468102463698
2018,2,CE,28582,28957,-375,57539,1243.310780514086
2018,2,MA,10303,10675,-372,20978,1330.9537134140528
2018,2,PB,11163,13921,-2758,25084,1115.0440519853294
2018,2,PE,26965,34346,-7381,61311,1317.7102966841187
2018,2,PI,7419,7251,168,14670,1122.9625085207908
2018,2,RN,9482,13052,-3570,22534,1147.5902192242834
2018,2,SE,6325,7256,-931,13581,1175.1008762241368
2018,3,AL,7100,14099,-6999,21199,1188.5547431482617
2018,3,BA,50740,46589,4151,97329,1376.1034532359317
2018,3,CE,29958,29720,238,59678,1257.3563122088542
2018,3,MA,11670,10653,1017,22323,1323.4612283295255
2018,3,PB,9595,9962,-367,19557,1187.8983484174464
2018,3,PE,29907,39596,-9689,69503,1299.9693538408414
2018,3,PI,7689,6734,955,14423,1178.688483671913
2018,3,RN,11184,11621,-437,22805,1162.6048235036176
2018,3,SE,7093,9570,-2477,16663,1178.414031086839
2018,4,AL,7486,10051,-2565,17537,1254.6465187888464
2018,4,BA,48368,46392,1976,94760,1370.2523744195864
2018,4,CE,32446,29348,3098,61794,1241.7837654141179
2018,4,MA,11965,10633,1332,22598,1325.7900256659882
2018,4,PB,9547,9393,154,18940,1195.8950369588174
2018,4,PE,30163,30433,-270,60596,1360.356690210575
2018,4,PI,7129,6550,579,13679,1181.1038818627092
2018,4,RN,11326,11449,-123,22775,1205.6306476399561
2018,4,SE,6485,6219,266,12704,1234.6406643576827
2018,5,AL,8528,8113,415,16641,1223.83492578571
2018,5,BA,52423,46488,5935,98911,1338.1812336342773
2018,5,CE,33327,31288,2039,64615,1266.1986226108488
2018,5,MA,14203,12128,2075,26331,1323.6684136569063
2018,5,PB,9100,9803,-703,18903,1218.4501930910437
2018,5,PE,30462,29841,621,60303,1350.2149312637846
2018,5,PI,7463,6677,786,14140,1173.9881188118811
2018,5,RN,11005,11304,-299,22309,1177.126496032991
2018,5,SE,6409,6568,-159,12977,1243.903290436927
2018,6,AL,6629,6763,-134,13392,1240.2346176821984
2018,6,BA,44421,46184,-1763,90605,1350.271552342586
