ano,sigla_uf,divisao_cnae,saldo,salario_medio,total_movimentacoes
2023,PB,B,15,1727.393855190768,693
2023,PB,C,-2067,1259.143887465588,50733
2023,PB,D,0,3068.9020639192263,528
2023,PB,E,-149,1348.3895469530214,1999
2023,PB,F,5243,1593.9905342918134,63427
2023,PB,G,5905,1444.4611163924862,94325
2023,PB,H,700,1592.0627720202665,8762
2023,PB,I,1359,1310.2816267091264,24697
2023,PB,J,493,1924.9179917502051,6035
2023,PB,K,25,2812.4996761844754,1849
2023,PB,L,143,1617.1906210786365,1595
2023,PB,M,730,1694.9291009407868,10632
2023,PB,N,3905,1315.2053106780922,57467
2023,PB,O,-250,1568.8037298320805,614
2023,PB,P,631,1080.0625406620707,13605
2023,PB,Q,1904,1689.1141450893654,13980
2023,PB,R,168,1331.0954367343106,2538
2023,PB,S,376,1484.9526532356085,6398
2023,PB,T,12,775.1576984126984,26
2023,PB,Z,-4,89.16666666666667,4
2023,PE,A,1197,1329.2915083027294,76245
2023,PE,B,124,1878.786122965329,1092
2023,PE,C,4935,1431.8125378747845,158801
2023,PE,D,-280,5938.045103842528,1226
2023,PE,E,383,1845.366091795587,6973
2023,PE,F,2355,1788.3725186994855,105513
2023,PE,G,12624,7387.977276158923,255338
2023,PE,H,1503,1954.4653904538475,44221
2023,PE,I,4045,1448.694000623794,64725
2023,PE,J,745,2710.779188450101,17835
2023,PE,K,204,3226.6632439591626,6118
2023,PE,L,41,1975.0200976880287,4447
2023,PE,M,1224,1834.0596693240211,47158
2023,PE,N,12638,1532.1687349796587,186114
2023,PE,O,3237,2171.586424530673,7545
2023,PE,P,2110,1314.7934420665586,37594
2023,PE,Q,627,1814.2977498123867,55735
2023,PE,R,1318,1770.9285951667832,8742
2023,PE,S,2292,1649.5259963442252,19800
2023,PE,T,-3,1349.73,3
2023,PE,U,2,7091.366492592592,14
2023,PI,A,889,1673.4271338742185,19691
2023,PI,B,95,2271.050548946059,907
2023,PI,C,1042,1301.7653906700464,21966
2023,PI,D,55,4836.594151478796,309
2023,PI,E,267,1539.975301766662,2617
2023,PI,F,4254,1639.6941544762396,46252
2023,PI,G,4449,1408.57731142393,71821
2023,PI,H,840,1681.4646377478855,7588
2023,PI,I,1348,1458.6574617878132,14986
2023,PI,J,908,1678.6545289521093,6480
2023,PI,K,575,1821.1222442327983,3767
2023,PI,L,165,1583.6036661999235,987
2023,PI,M,72,1636.967690843121,8078
2023,PI,N,1504,1539.0985148766285,36250
2023,PI,O,113,2577.0734783885846,477
2023,PI,P,190,1274.3489929975533,8452
2023,PI,Q,2129,1798.081694517281,10233
2023,PI,R,150,1517.0961564215113,1538
2023,PI,S,374,1485.9467728335594,4146
2023,PI,T,1,1360.0,1
2023,RN,A,1347,1350.2754197477157,22365
2023,RN,B,458,2119.809459141333,7244
2023,RN,C,845,1438.9470103285184,41145
2023,RN,D,32,4398.156970840588,324
2023,RN,E,477,1598.1813879513777,3227
2023,RN,F,3758,2140.810760255826,63232
2023,RN,G,4373,1429.399140118766,100415
2023,RN,H,402,1750.964762770749,9108
2023,RN,I,852,1328.7666550781348,27492
2023,RN,J,193,2070.6905326576957,5075
2023,RN,K,90,2635.422782407892,2232
2023,RN,L,53,1557.1194485917629,2007
2023,RN,M,405,1737.954976804397,13383
2023,RN,N,8034,1428.9703666161338,60250
2023,RN,O,63,7152.7786376271715,895
2023,RN,P,706,1151.5237168628817,14702
2023,RN,Q,234,1538.2500846153553,13562
2023,RN,R,382,1703.070682328598,3062
2023,RN,S,209,1481.4272447283163,5743
2023,RN,T,0,1361.975238095238,76
2023,SE,A,-326,1258.4746544720917,11670
2023,SE,B,460,3250.5469647415634,1632
2023,SE,C,1659,1360.9253935752106,30193
2023,SE,D,87,2531.9455305320944,577
2023,SE,E,98,1595.7016972305416,1062
2023,SE,F,1922,1673.015378727063,31008
2023,SE,G,2905,1378.081070174396,54771
2023,SE,H,500,1724.1141110516428,9026
2023,SE,I,1216,1298.1590574325826,13884
2023,SE,J,301,1789.9985395126932,3259
2023,SE,K,73,2448.7081999939246,1485
2023,SE,L,52,1651.834654645697,1416
2023,SE,M,19,1773.7820616362178,8867
2023,SE,N,2551,1403.1159104320875,28771
2023,SE,O,-17,1542.3431268417517,1697
2023,SE,P,273,983.5696669641419,9503
2023,SE,Q,1374,1633.037249029918,10810
2023,SE,R,275,1327.5439869579022,1845
2023,SE,S,230,1475.9780238740166,3664
2023,SE,T,1,1335.0,3
2023,SE,Z,-1,6.93,1
2024,AL,A,-600,1279.5078435746696,14852
2024,AL,B,84,2508.549456877114,610
2024,AL,C,1561,1368.2880266038173,68739
2024,AL,D,697,3131.999512535684,1739
2024,AL,E,545,1976.0433221698777,2915
2024,AL,F,1823,1802.4387899481737,47567
2024,AL,G,4960,1471.8934861732723,91608
2024,AL,H,953,1694.674566117241,16339
2024,AL,I,2217,1548.9791521843224,31301
2024,AL,J,685,1954.9830573711433,5661
2024,AL,K,444,2858.0071498444618,1912
2024,AL,L,293,1583.4596354646953,3715
2024,AL,M,699,1933.604324744698,11017
2024,AL,N,2232,1509.2902901753641,41978
2024,AL,O,-1924,2229.667178840245,5320
2024,AL,P,433,1468.2087530950018,11215
2024,AL,Q,1353,1888.1312425498284,14293
2024,AL,R,319,2050.4177487072807,2105
2024,AL,S,12,1625.764215968844,6748
2024,AL,T,-1,1412.0,1
2024,AL,Z,2,1485.7866666666669,4
2024,BA,A,2123,1641.4864276989038,158661
2024,BA,B,651,3044.162623013999,9913
2024,BA,C,11144,1662.639335864045,192316
2024,BA,D,-54,5482.591113734972,1486
2024,BA,E,-307,1821.7599111119227,13779
2024,BA,F,-962,2120.604673720665,242390
2024,BA,G,19504,1578.9412225579833,434026
2024,BA,H,6552,1961.0696026730027,97514
2024,BA,I,4029,1511.5229414461876,118425
2024,BA,J,1076,2468.2376650677,23218
2024,BA,K,95,3051.150990790262,8783
2024,BA,L,637,1788.061036367559,7073
2024,BA,M,3105,2076.6876746036737,69579
2024,BA,N,11918,1559.3622770292188,257318
2024,BA,O,808,1937.4715937615074,8452
2024,BA,P,3648,1401.1936127395538,55476
2024,BA,Q,13624,2039.4994400289786,105534
2024,BA,R,1106,123412.92793589491,9338
2024,BA,S,1804,1695.0583158863667,28942
2024,BA,T,-14,1296.0759871031746,72
2024,BA,U,1,67.27,1
2024,BA,Z,-3,2303.5133333333333,7
2024,CE,A,2084,1453.062807957014,20846
2024,CE,B,510,2040.8583651068427,2480
2024,CE,C,8941,1528.1486751480045,189735
2024,CE,D,443,4366.080776032574,1153
2024,CE,E,2679,1855.7491075874302,11897
2024,CE,F,1002,1919.4361018922525,135778
2024,CE,G,11936,1520.1556605354835,255372
2024,CE,H,1533,1792.3754189590043,41349
2024,CE,I,2064,1478.264313839183,68860
2024,CE,J,2667,2272.124658726927,43347
2024,CE,K,1975,2693.174115911126,13111
2024,CE,L,261,1758.9648788209824,6021
2024,CE,M,3144,1865.869756745591,45636
2024,CE,N,3965,1689.9053056387495,196363
2024,CE,O,60,1086.4438020168973,1316
2024,CE,P,4271,1541.4888887012255,44075
2024,CE,Q,5360,2101.8385628977317,47240
2024,CE,R,1294,1813.7320958999528,11266
2024,CE,S,1127,1882.155956606962,25063
2024,CE,T,-2,1442.104375,16
2024,CE,U,1,4359.93,1
2024,CE,Z,-3,1532.6666666666667,5
2024,MA,A,425,1886.2663210350058,36495
2024,MA,B,-56,4092.2469609053674,1214
2024,MA,C,2392,1969.236612251267,36678
2024,MA,D,-34,5169.38983405333,458
2024,MA,E,126,1870.766838491834,2260
2024,MA,F,1316,1915.945897942897,73240
2024,MA,G,6555,1576.738185633825,150753
2024,MA,H,-664,2119.3644338714166,24990
2024,MA,I,1446,1490.5493066223025,25468
2024,MA,J,-163,1695.7334453839085,10747
2024,MA,K,63,3151.743433478163,2371
2024,MA,L,285,1588.7067579099667,2561
2024,MA,M,1438,1855.5309227145153,17418
2024,MA,N,1775,1712.0090493038451,61831
2024,MA,O,-827,1227.5648257430646,2103
2024,MA,P,1064,1309.8694199726986,16070
2024,MA,Q,558,2050.7083195417085,25638
2024,MA,R,384,1391.3648498377045,2636
2024,MA,S,226,1778.4256080314033,9894
2024,MA,T,1,667.4296388888889,35
2024,PB,A,-281,1180.697147040824,14229
2024,PB,B,98,1822.1091522483969,880
2024,PB,C,2391,1394.4607776920045,54767
2024,PB,D,4,2979.867008258801,714
2024,PB,E,152,1600.7577121615102,1904
2024,PB,F,4763,1716.0699826771906,75583
2024,PB,G,6179,1521.0851885865857,107415
2024,PB,H,630,1679.428086863749,10056
2024,PB,I,1655,1407.749549281435,28865
2024,PB,J,716,2200.0732028587718,6994
2024,PB,K,163,3099.1496703235694,2173
2024,PB,L,166,1692.3585002342431,1648
2024,PB,M,882,1819.1550111037238,12294
2024,PB,N,6699,1433.1858230223713,69471
2024,PB,O,4,1976.5880019717745,216
2024,PB,P,676,1202.8726944439084,15102
2024,PB,Q,1657,1696.016100604916,14009
2024,PB,R,365,1285.7633845895289,3063
2024,PB,S,84,1575.7945739652641,6806
2024,PB,T,-4,1412.0,6
2024,PB,Z,-4,1612.9883333333335,6
2024,PE,A,170,2094.0074589903875,82542
2024,PE,B,124,2031.538776856999,1338
2024,PE,C,6736,1962.9643667224193,167532
2024,PE,D,131,5552.722805547735,1585
2024,PE,E,-316,1857.0435821016454,7168
2024,PE,F,6151,1899.4490170232073,120385
2024,PE,G,13115,1602.115544714574,279481
2024,PE,H,2800,1989.2391235846771,49040
2024,PE,I,4120,1559.4768475049516,75132
2024,PE,J,1541,2854.6919033409436,19117
2024,PE,K,64,3471.9251921851887,6776
2024,PE,L,-27,1867.2607639936693,4579
2024,PE,M,2539,1966.1983950114775,49357
2024,PE,N,15700,1608.3467190638476,205720
2024,PE,O,-87,2127.4170390114637,3393
2024,PE,P,1917,1382.3967967552037,38779
2024,PE,Q,3668,2001.5195304443198,58562
2024,PE,R,1555,2027.389171561577,10297
2024,PE,S,426,1703.4691903218,20352
2024,PE,T,3,1439.0,3
2024,PE,U,-1,4725.48367965368,25
2024,PE,Z,5,1848.2412987012988,21
2024,PI,A,750,1889.528470173041,17510
2024,PI,B,99,3202.135471436608,969
2024,PI,C,1697,1440.518513002791,23227
2024,PI,D,-25,5145.284932259337,429
2024,PI,E,131,1611.4354954413886,2413
2024,PI,F,-2640,1881.9927363392724,47148
2024,PI,G,4883,1504.754655338019,77773
2024,PI,H,697,1775.5635729330706,7995
2024,PI,I,1079,1453.5142177914506,17387
2024,PI,J,486,1909.175736123437,6178
2024,PI,K,137,2144.9585642712427,4153
2024,PI,L,-8,1676.3055682666354,982
2024,PI,M,877,1752.2691106828463,10407
2024,PI,N,889,1577.3722856369247,34001
2024,PI,O,299,2239.276259432091,667
2024,PI,P,623,1260.167258081671,8805
2024,PI,Q,1666,1766.9039461977754,11840
2024,PI,R,319,1465.3422816875118,2181
2024,PI,S,1421,2059.245789615488,5667
2024,RN,A,1043,1409.784561890867,25159
2024,RN,B,452,2291.77359715147,6870
2024,RN,C,4098,1548.8403174526577,48194
2024,RN,D,9,3969.2656336274117,345
2024,RN,E,423,1694.275206505161,2677
2024,RN,F,5050,1974.9948006926531,71352
2024,RN,G,5877,1436.2353416518351,112471
2024,RN,H,187,1843.5698033732922,11491
2024,RN,I,1680,1427.2347259125045,31782
2024,RN,J,604,1890.8032673600273,5306
2024,RN,K,84,2832.2909876272975,2206
2024,RN,L,121,1633.7472735444305,2087
2024,RN,M,815,2005.7832077547127,13233
2024,RN,N,10352,1547.708007048451,72408
2024,RN,O,65,2333.591812620601,675
2024,RN,P,922,1252.8794639016355,15210
2024,RN,Q,1224,1680.7234691717556,14426
2024,RN,R,377,1454.07785792366,3175
2024,RN,S,336,1571.1744316284476,6024
2024,RN,T,-13,1495.6033653846152,99
2024,RN,Z,-6,1660.9816666666666,6
2024,SE,A,-454,1369.5111768686472,10918
2024,SE,B,425,3007.373159879044,1995
2024,SE,C,1490,1447.9540253061868,33568
2024,SE,D,39,2828.2894215570136,455
2024,SE,E,-210,2059.7926594583028,1342
2024,SE,F,2368,1756.261334233309,39296
2024,SE,G,4586,1506.4456900126152,62714
2024,SE,H,179,1855.177240980098,10567
2024,SE,I,1303,1389.741686335532,16485
2024,SE,J,638,1987.8321044988504,4242
2024,SE,K,72,2652.960551163426,1624
2024,SE,L,-9,1716.1156466207378,1565
2024,SE,M,652,1868.9494708337597,8752
2024,SE,N,2533,1476.234128530702,32679
2024,SE,O,-285,1025.3726563670841,1825
2024,SE,P,254,1075.283280246661,9774
2024,SE,Q,1248,1734.2753379132625,11330
2024,SE,R,274,1407.182049683828,2118
2024,SE,S,24,1532.7206690267903,3788
2024,SE,T,-1,1320.0,1
2024,SE,Z,-3,1348.3841666666667,11
2025,AL,A,98,1430.5379280268753,14650
2025,AL,B,76,3521.749241060119,628
2025,AL,C,-390,1476.9317102066818,67380
2025,AL,D,21,3143.7542885394882,947
2025,AL,E,209,2085.704641845843,2873
2025,AL,F,2502,1920.9649714587229,51568
2025,AL,G,2791,1589.1590034409026,93583
2025,AL,H,-421,1855.6103584636355,15609
2025,AL,I,2228,1673.6893552791942,34760
2025,AL,J,212,2014.5623720062822,6290
2025,AL,K,79,2373.3925100108922,2185
2025,AL,L,344,1668.0794511235442,4068
2025,AL,M,592,2105.144575381059,12220
2025,AL,N,1393,1620.3674936954396,46189
2025,AL,O,-1033,1655.3095432458465,5103
2025,AL,P,353,1494.3352973471353,11483
2025,AL,Q,1041,1968.6749683174412,14075
2025,AL,R,289,2106.350986365576,2457
2025,AL,S,2245,1755.5521027046452,8557
2025,AL,T,0,1518.0,6
2025,AL,Z,3,1579.5733333333335,3
2025,BA,A,1979,1758.1978035453897,162459
2025,BA,B,192,3418.583055557688,9326
2025,BA,C,12115,1735.8403648602862,206821
2025,BA,D,920,4245.913847763455,2544
2025,BA,E,1300,1924.737168318269,16666
2025,BA,F,10303,2241.492712884917,270971
2025,BA,G,11231,3237.4471600497695,460537
2025,BA,H,3507,2105.1436656594424,102217
2025,BA,I,4789,1616.6099775207,128581
2025,BA,J,523,2726.087498577229,23105
2025,BA,K,-231,3455.3947349294845,7761
2025,BA,L,635,1828.2248022397578,8151
2025,BA,M,3195,2214.0805387433034,69983
2025,BA,N,21639,1668.5792508556951,280295
2025,BA,O,2466,2279.9812828052436,8668
2025,BA,P,2873,1495.739630299838,56767
2025,BA,Q,9942,2106.8489289155873,113022
2025,BA,R,1273,77005.83711947793,11301
2025,BA,S,2122,1901.4127274964076,29876
2025,BA,T,6,873.2519583333333,66
2025,BA,U,-1,74.16,1
2025,BA,Z,-6,1809.72,6
2025,CE,A,1928,1541.6166312787952,25220
2025,CE,B,488,2122.8049602451865,2846
2025,CE,C,2305,1658.3630318399846,199749
2025,CE,D,681,3711.607654163951,1347
2025,CE,E,2718,2048.925978090747,13488
2025,CE,F,9225,2050.476307803048,150235
2025,CE,G,9327,1623.096523531877,275667
2025,CE,H,-332,1914.339631089181,45364
2025,CE,I,2756,1594.760177397372,73466
2025,CE,J,3247,2559.0159210841916,50209
2025,CE,K,-332,3066.4328138269707,11278
2025,CE,L,171,1846.8710153467957,6419
2025,CE,M,3618,2045.6453259412654,57152
2025,CE,N,2223,1751.7019403473162,217377
2025,CE,O,236,1318.1624703343548,588
2025,CE,P,1903,1568.5905086519786,48801
2025,CE,Q,7155,2104.2447366436777,52463
2025,CE,R,853,2567.1450734083437,11901
2025,CE,S,164,1957.5940721912918,28346
2025,CE,T,-11,1504.861,21
2025,MA,A,-425,2048.529752183957,35311
2025,MA,B,133,3733.3323953119493,979
2025,MA,C,1683,2185.476243699122,38289
2025,MA,D,22,5404.300239041352,576
2025,MA,E,335,1945.6130854803257,3087
2025,MA,F,3783,2514.0553003989035,80819
2025,MA,G,8316,1708.2516751516453,163478
2025,MA,H,813,2249.046530289307,26803
2025,MA,I,1688,1623.4775387851216,26124
2025,MA,J,83,1812.560555571746,10455
2025,MA,K,2,3349.7292149972363,2236
2025,MA,L,72,1870.030112127624,2660
2025,MA,M,1860,1874.3562436244713,20538
2025,MA,N,1559,1763.977119616254,58271
2025,MA,O,3455,1162.1592729139809,5325
2025,MA,P,326,1346.6843049616582,16268
2025,MA,Q,2061,2154.311066891097,30167
2025,MA,R,408,1417.0730521345895,3070
2025,MA,S,1765,1910.996194745229,11679
2025,MA,T,-10,1015.0599537037037,52
2025,MA,Z,-5,2375.8,5
2025,PB,A,-275,1195.811198767058,13639
2025,PB,B,-15,2073.418544551139,785
2025,PB,C,1567,1484.7354517999645,58303
2025,PB,D,93,2718.540437360399,707
2025,PB,E,254,1887.0089780873857,2286
2025,PB,F,286,214659.92419273648,91724
2025,PB,G,4754,1611.2807537704537,116980
2025,PB,H,255,1869.124737136063,10941
2025,PB,I,1458,1556.6388814220347,32220
2025,PB,J,332,2307.325088943698,7592
2025,PB,K,83,3138.175248843767,2163
2025,PB,L,157,1746.4182342679212,1825
2025,PB,M,822,1897.7039768306433,13330
2025,PB,N,14693,1555.4506096469993,98029
2025,PB,O,3,1770.8378920029775,143
2025,PB,P,742,1275.0273873723138,15654
2025,PB,Q,1984,1864.5824315911811,16198
2025,PB,R,578,1438.9280778533705,3650
2025,PB,S,67,1685.2437079082208,6961
2025,PB,T,-1,409.2,3
2025,PE,A,289,1551.799347873437,83079
2025,PE,B,131,2056.640093809759,1285
2025,PE,C,6143,2352.448158666185,175843
2025,PE,D,123,4963.847121491289,1453
2025,PE,E,932,1887.0584844149218,7692
2025,PE,F,14817,2079.493631897242,140097
2025,PE,G,7865,1687.003271023239,294799
2025,PE,H,4085,2074.8467204008734,54431
2025,PE,I,4076,1678.1796977135728,85180
2025,PE,J,1787,3087.287182284966,21917
2025,PE,K,126,3243.8492531045654,7954
2025,PE,L,545,1960.9823629460116,4877
2025,PE,M,2642,2307.1350696648037,52052
2025,PE,N,14274,1757.7864295347256,233424
2025,PE,O,-46,2258.541386450137,650
2025,PE,P,1642,1438.3384226726819,39910
2025,PE,Q,4454,2145.657083239657,62834
2025,PE,R,1599,2726.7223276980835,12221
2025,PE,S,1630,1830.9100315484538,21408
2025,PE,T,5,1540.5584999999999,23
2025,PE,U,-3,5561.183,19
2025,PE,Z,-1,2068.733333333333,3
2025,PI,A,686,2038.5504198657045,18902
2025,PI,B,72,2406.527701222583,940
2025,PI,C,1592,1530.2558763708669,24972
2025,PI,D,7,4649.784556373603,289
2025,PI,E,680,2517.830153988864,4584
2025,PI,F,3517,1968.1305681145777,48141
2025,PI,G,4046,1609.9129395545513,84284
2025,PI,H,320,1855.4038164995518,8932
2025,PI,I,1568,1591.034058282189,18810
2025,PI,J,278,1938.900841261209,6422
2025,PI,K,-41,2328.2544762516095,3035
2025,PI,L,58,1908.2437823305816,1086
2025,PI,M,808,1886.4881858895226,9948
2025,PI,N,1452,1724.7342305523327,42908
2025,PI,O,429,1544.6700723218557,771
2025,PI,P,928,1611.444863269169,10866
2025,PI,Q,2758,1982.381074232706,13416
2025,PI,R,377,1741.608520181784,2463
2025,PI,S,901,1712.6238657803194,6167
2025,PI,T,1,1518.0,1
2025,PI,Z,-2,2009.375,2
2025,RN,A,1091,1530.9370278932458,26455
2025,RN,B,230,2357.883387602308,5980
2025,RN,C,1733,2773.538477765565,50995
2025,RN,D,33,4552.979224254224,305
2025,RN,E,3111,1705.2031673332067,6101
2025,RN,F,-83,1971.5248283367582,76311
2025,RN,G,4460,1559.370854689458,120490
2025,RN,H,336,1921.4368958632692,10024
2025,RN,I,2004,1548.3077806375913,34226
2025,RN,J,349,2071.4946061919068,5907
2025,RN,K,51,2809.7297166097446,2147
2025,RN,L,279,1747.3105426545364,2867
2025,RN,M,883,1907.3733746895352,14943
2025,RN,N,-1537,1661.549047940411,89803
2025,RN,O,156,607.7981268564965,1562
2025,RN,P,426,1338.570407240889,15970
2025,RN,Q,1977,1825.2646638714652,16643
2025,RN,R,435,1544.3290706235587,3433
2025,RN,S,136,1732.7863430533519,6160
2025,RN,T,-18,1549.11284992785,120
2025,RN,Z,11,1697.609625,21
2025,SE,A,-291,1443.8779136152355,10091
2025,SE,B,-72,2950.7107459701488,1848
2025,SE,C,1106,1606.2298944578151,35240
2025,SE,D,125,2412.6171167580756,541
2025,SE,E,-1502,3717.8609778370737,2746
2025,SE,F,4073,1911.405902980336,44243
2025,SE,G,3755,1641.5805277418024,71623
2025,SE,H,721,1972.3350065868071,13719
2025,SE,I,1021,1556.4514317120356,19023
2025,SE,J,366,2064.2293812587573,4398
2025,SE,K,-12,2754.980280080477,1406
2025,SE,L,46,1657.8127609549229,1318
2025,SE,M,737,2193.3705751678276,11345
2025,SE,N,2461,1583.9490202879451,44805
2025,SE,O,100,1551.7903480495631,1338
2025,SE,P,651,1139.8823594572902,10283
2025,SE,Q,803,1858.7730199634861,14219
2025,SE,R,379,1637.0994713072314,2501
2025,SE,S,69,1651.0225496825258,4137
2025,SE,T,1,1520.02,5
2025,SE,Z,-12,1975.3575,12
