ano,mes,sigla_uf,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio
2024,7,BA,83823,74209,9614,158032,1766.9720698339577
2024,7,CE,54863,51375,3488,106238,1780.5275097422768
2024,7,MA,22983,20410,2573,43393,1813.5009174290785
2024,7,PB,21637,17248,4389,38885,1524.2558415841584
2024,7,PE,53859,46281,7578,100140,1700.4780133812662
2024,7,PI,13000,11285,1715,24285,1651.1429664401894
2024,7,RN,23091,17317,5774,40408,1595.4560641457138
2024,7,SE,10738,9474,1264,20212,1560.449951513952
2024,8,AL,20445,15274,5171,35719,1505.1339396399674
2024,8,BA,89778,73629,16149,163407,1756.1699161602626
2024,8,CE,57431,48137,9294,105568,1678.5099012011215
2024,8,MA,23368,20852,2516,44220,1720.8562908186343
2024,8,PB,25212,16198,9014,41410,1502.081818159865
2024,8,PE,64779,46667,18112,111446,2207.373765411051
2024,8,PI,13368,11303,2065,24671,1646.7806943374812
2024,8,RN,24264,17025,7239,41289,1611.4587333188017
2024,8,SE,12452,9640,2812,22092,1594.9706567988412
2024,9,AL,28968,13548,15420,42516,1475.6888028036503
2024,9,BA,83366,68480,14886,151846,1779.076589636869
2024,9,CE,54899,45377,9522,100276,1702.940544397463
2024,9,MA,22936,18699,4237,41635,1786.2508603338536
2024,9,PB,19402,15771,3631,35173,1571.7167867398289
2024,9,PE,61287,43436,17851,104723,1674.7622510814242
2024,9,PI,11848,10859,989,22707,1660.664186374246
2024,9,RN,21384,16403,4981,37787,1663.699094132903
2024,9,SE,14865,9207,5658,24072,1596.0458794449983
2024,10,AL,17844,14399,3445,32243,1599.5269137487207
2024,10,BA,82210,82789,-579,164999,1785.4001320007999
2024,10,CE,53756,50569,3187,104325,1699.5564491732566
2024,10,MA,22079,21656,423,43735,1803.291501772036
2024,10,PB,19010,17404,1606,36414,1585.5542176086121
2024,10,PE,54384,49374,5010,103758,1734.0731244819676
2024,10,PI,12355,11038,1317,23393,1661.5643230881033
2024,10,RN,21330,18483,2847,39813,1615.3927312686812
2024,10,SE,11966,10877,1089,22843,1579.804152256709
2024,11,AL,15216,13443,1773,28659,1609.584822219896
2024,11,BA,76694,69503,7191,146197,1770.482833710678
2024,11,CE,49349,44906,4443,94255,1732.878831786112
2024,11,MA,21308,19889,1419,41197,1754.1519066922347
2024,11,PB,18521,15801,2720,34322,1581.1743893129772
2024,11,PE,50407,44881,5526,95288,1732.933238183192
2024,11,PI,10864,12242,-1378,23106,1593.6721574482817
2024,11,RN,18613,16252,2361,34865,1604.3530050193606
2024,11,SE,11089,9587,1502,20676,1578.2678438769588
2024,12,AL,11369,14938,-3569,26307,1584.1134926065306
2024,12,BA,61748,80409,-18661,142157,8781.73488903114
2024,12,CE,36586,42808,-6222,79394,1699.1390387182912
2024,12,MA,15800,22803,-7003,38603,1870.2581234619072
2024,12,PB,14317,15203,-886,29520,1564.2365623306234
2024,12,PE,40188,50643,-10455,90831,1801.4575257346062
2024,12,PI,7805,10522,-2717,18327,1665.6843182190212
2024,12,RN,14544,17161,-2617,31705,1614.4179407033591
2024,12,SE,8826,10623,-1797,19449,1550.5050701835569
2025,1,AL,15760,16700,-940,32460,1673.5878622920518
2025,1,BA,87155,80223,6932,167378,1813.4816213002903
2025,1,CE,53040,54265,-1225,107305,1752.5425025860866
2025,1,MA,24102,23083,1019,47185,1921.2334436791355
2025,1,PB,21101,21821,-720,42922,1562.201401379246
2025,1,PE,54852,60082,-5230,114934,1820.4857472114431
2025,1,PI,11830,12796,-966,24626,1707.7995317956631
2025,1,RN,19694,20322,-628,40016,1683.9852394042384
2025,1,SE,11981,12894,-913,24875,1644.6610528643216
2025,2,AL,16349,21820,-5471,38169,1586.3314137126988
2025,2,BA,99593,79461,20132,179054,1779.3186196343004
2025,2,CE,60215,53727,6488,113942,1783.4406412911833
2025,2,MA,24263,22793,1470,47056,1914.3221295902754
2025,2,PB,22128,21603,525,43731,1530.4115188310352
2025,2,PE,59818,52230,7588,112048,1746.3243334999286
2025,2,PI,14930,11936,2994,26866,1889.3096181046678
2025,2,RN,22502,20007,2495,42509,1650.6378813898234
2025,2,SE,14207,13338,869,27545,1654.4016721728083
2025,3,AL,14042,22534,-8492,36576,1554.8470811461068
2025,3,BA,83957,80959,2998,164916,1785.8669472337433
2025,3,CE,47958,50579,-2621,98537,1795.526266681551
2025,3,MA,21711,20605,1106,42316,2221.452117166084
2025,3,PB,19526,20442,-916,39968,1602.469451311049
2025,3,PE,49384,52862,-3478,102246,1747.7370896660993
2025,3,PI,14157,12427,1730,26584,1726.9055710201626
2025,3,RN,20418,22336,-1918,42754,1687.7221979230012
2025,3,SE,11340,12948,-1608,24288,1679.922931077075
2025,4,AL,16246,15832,414,32078,1685.367252634204
2025,4,BA,90186,75833,14353,166019,1856.397984206627
2025,4,CE,56152,46931,9221,103083,1850.674219124395
2025,4,MA,22816,19234,3582,42050,1882.9753365041618
2025,4,PB,20787,19210,1577,39997,1633.9898859914492
2025,4,PE,58818,51317,7501,110135,1835.2251015571799
2025,4,PI,13684,10466,3218,24150,1779.4842554865427
2025,4,RN,22089,19162,2927,41251,1677.688945722528
2025,4,SE,13442,10593,2849,24035,1721.2711246099436
2025,5,AL,15820,15496,324,31316,1675.2152886703282
2025,5,BA,90611,77753,12858,168364,1852.7845300658098
2025,5,CE,56207,50438,5769,106645,1802.5673627455578
2025,5,MA,24074,20514,3560,44588,1870.7929164797704
2025,5,PB,25047,19142,5905,44189,1645.5083140600602
2025,5,PE,58674,48920,9754,107594,1816.482093518226
2025,5,PI,15010,11451,3559,26461,1740.8560568383657
2025,5,RN,23696,21476,2220,45172,1665.1788563712034
2025,5,SE,13638,11699,1939,25337,1724.608322611201
2025,6,AL,14882,12637,2245,27519,1740.2253893673462
2025,6,BA,78450,70466,7984,148916,1858.3455460796688
2025,6,CE,55969,48649,7320,104618,1798.176285534038
2025,6,MA,26415,20168,6247,46583,1946.1694566687418
2025,6,PB,19838,19323,515,39161,1661.4546206685222
2025,6,PE,52697,47518,5179,100215,1841.3501242328991
2025,6,PI,14472,11727,2745,26199,1726.8334505133785
2025,6,RN,20245,18482,1763,38727,1703.6152196142227
2025,6,SE,12649,10242,2407,22891,1688.948412476519
2025,7,AL,17395,14283,3112,31678,1691.011410758255
2025,7,BA,88709,79273,9436,167982,7833.25176893953
2025,7,CE,60395,52971,7424,113366,1830.1656307887727
2025,7,MA,24208,21310,2898,45518,1893.303338679204
2025,7,PB,22737,20490,2247,43227,1676.5027957063871
2025,7,PE,58008,50631,7377,108639,1831.77823415164
2025,7,PI,14585,11600,2985,26185,1800.6429814779453
2025,7,RN,23756,20318,3438,44074,1704.7455692698643
2025,7,SE,12225,12104,121,24329,1673.7396062312469
2025,8,AL,18488,15685,2803,34173,1753.8797618002518
2025,8,BA,89751,78736,11015,168487,6277.09969552547
2025,8,CE,60773,53840,6933,114613,1833.887159397276
2025,8,MA,25262,22113,3149,47375,2037.688613403694
2025,8,PB,27558,19066,8492,46624,437011.30039679137
2025,8,PE,64260,51568,12692,115828,1769.1194225921192
2025,8,PI,14589,11998,2591,26587,1769.485560988453
2025,8,RN,24285,18946,5339,43231,1672.2048506858505
2025,8,SE,13547,11217,2330,24764,1705.97624697141
2025,9,AL,27742,13859,13883,41601,1578.137231076176
2025,9,BA,87368,76018,11350,163386,1910.1336624312976
2025,9,CE,62868,52307,10561,115175,1812.1801649663555
2025,9,MA,25141,21871,3270,47012,1967.615633455288
2025,9,PB,24420,18336,6084,42756,1676.6599738048462
2025,9,PE,69114,53512,15602,122626,1824.7660398284215
2025,9,PI,14735,12331,2404,27066,1792.599501588709
2025,9,RN,21201,17970,3231,39171,2907.1786370018635
2025,9,SE,16267,10305,5962,26572,1760.5532398765617
2025,10,AL,19504,14847,4657,34351,1698.603702948968
2025,10,BA,89834,85385,4449,175219,1918.924107317129
2025,10,CE,58667,55288,3379,113955,1838.7147724101617
2025,10,MA,25002,21709,3293,46711,1915.705461668558
2025,10,PB,22182,19448,2734,41630,1697.037132596685
2025,10,PE,63555,52959,10596,116514,1858.487693410234
2025,10,PI,14638,11945,2693,26583,1805.6301929804763
2025,10,RN,20965,20011,954,40976,1856.6957040706757
2025,10,SE,13925,12849,1076,26774,1792.114520803765
2025,11,AL,16004,12958,3046,28962,1720.403015675713
2025,11,BA,80433,71670,8763,152103,1931.3344392944257
2025,11,CE,51158,45284,5874,96442,1844.7898419775615
2025,11,MA,21754,19340,2414,41094,1915.757489414513
2025,11,PB,20465,16387,4078,36852,1695.2633170519916
2025,11,PE,54240,45244,8996,99484,2869.557795725946
2025,11,PI,12329,13377,-1048,25706,1723.5581241733448
2025,11,RN,18533,16985,1548,35518,1719.935443718678
2025,11,SE,12221,10247,1974,22468,1782.7547360690758
2025,12,AL,11401,14350,-2949,25751,1721.6768661411206
2025,12,BA,63901,83399,-19498,147300,1916.1403604209095
2025,12,CE,36728,47528,-10800,84256,1880.7045305972276
2025,12,MA,17310,21394,-4084,38704,1943.0895592186853
2025,12,PB,14696,17380,-2684,32076,1716.0569887143035
2025,12,PE,40713,50175,-9462,90888,2013.7608499471878
2025,12,PI,8728,11198,-2470,19926,1811.0254672287465
2025,12,RN,15879,21185,-5306,37064,1711.6553728685517
2025,12,SE,9241,11722,-2481,20963,1761.251818919048
