ano,sigla_uf,sexo,grau_instrucao,admissoes,desligamentos,saldo,salario_medio,total_movimentacoes
2022,BA,1,11,216,195,21,3152.4765761200565,411
2022,BA,1,80,2235,2028,207,4950.370401373918,4263
2022,BA,2,1,543,508,35,1319.0424516594453,1051
2022,BA,2,2,2624,2803,-179,1196.816127211378,5427
2022,BA,2,3,1419,1586,-167,1220.185603097248,3005
2022,BA,2,4,5337,5347,-10,1098.2229685413652,10684
2022,BA,2,5,6996,6585,411,1195.7190901690594,13581
2022,BA,2,6,13974,12434,1540,978.4770452893657,26408
2022,BA,2,7,213493,177058,36435,1250.2135015393908,390551
2022,BA,2,8,12447,11918,529,1451.4683271362994,24365
2022,BA,2,9,37173,32843,4330,2354.349064325377,70016
2022,BA,2,10,852,713,139,2322.8768970014366,1565
2022,BA,2,11,238,240,-2,2282.4583457061904,478
2022,BA,2,80,4050,3590,460,3055.2389492092298,7640
2022,BA,2,99,0,1,-1,1454.4,1
2022,CE,1,1,1734,1647,87,1356.246587288715,3381
2022,CE,1,2,8625,8507,118,1426.6303654329301,17132
2022,CE,1,3,4923,4711,212,1409.9308617938204,9634
2022,CE,1,4,19530,17931,1599,1372.7175091857873,37461
2022,CE,1,5,29250,28339,911,1459.194685650128,57589
2022,CE,1,6,19090,17737,1353,1301.9331918199969,36827
2022,CE,1,7,216634,185197,31437,1389.4063645129406,401831
2022,CE,1,8,10803,9932,871,1818.5840639981716,20735
2022,CE,1,9,18217,17044,1173,3238.747077817696,35261
2022,CE,1,10,663,543,120,4380.481225495901,1206
2022,CE,1,11,168,163,5,3874.1062898061773,331
2022,CE,1,80,2104,1843,261,5076.7831096745595,3947
2022,CE,2,1,276,259,17,1258.6107979468186,535
2022,CE,2,2,1063,1107,-44,1142.801354142464,2170
2022,CE,2,3,731,812,-81,1152.459374915781,1543
2022,CE,2,4,3566,3073,493,1069.3896250838081,6639
2022,CE,2,5,7445,7031,414,1125.561755254276,14476
2022,CE,2,6,6827,6115,712,1065.5469083706096,12942
2022,CE,2,7,134671,112473,22198,1213.4567612187352,247144
2022,CE,2,8,12527,11176,1351,1479.462475987357,23703
2022,CE,2,9,28840,24862,3978,2435.9191839528175,53702
2022,CE,2,10,682,621,61,2898.1019488658258,1303
2022,CE,2,11,200,206,-6,3146.8715522171583,406
2022,CE,2,80,3128,2556,572,3456.0056905319457,5684
2022,MA,1,1,1172,1165,7,1314.7576514750488,2337
2022,MA,1,2,4490,4696,-206,1435.2651231583504,9186
2022,MA,1,3,3520,3537,-17,1452.1954030397799,7057
2022,MA,1,4,8165,8095,70,1489.277730866557,16260
2022,MA,1,5,14613,13774,839,1494.3153706075336,28387
2022,MA,1,6,7614,7306,308,1472.35439324693,14920
2022,MA,1,7,113467,94271,19196,1486.5869026421935,207738
2022,MA,1,8,2917,2479,438,1835.566593681261,5396
2022,MA,1,9,7494,6267,1227,3014.855355736028,13761
2022,MA,1,10,170,140,30,3094.86951658579,310
2022,MA,1,11,40,46,-6,2117.148392857143,86
2022,MA,1,80,640,555,85,4211.974663017816,1195
2022,MA,2,1,135,110,25,1433.2257262335288,245
2022,MA,2,2,332,348,-16,1193.7834496130995,680
2022,MA,2,3,311,284,27,1221.5942096684173,595
2022,MA,2,4,974,832,142,1034.6504046749972,1806
2022,MA,2,5,2098,1745,353,1184.7279536844485,3843
2022,MA,2,6,2121,1809,312,1034.7775373523193,3930
2022,MA,2,7,60039,48294,11745,1300.9919307261882,108333
2022,MA,2,8,3120,2760,360,1492.0475821282735,5880
2022,MA,2,9,12919,9682,3237,2180.919131445919,22601
2022,MA,2,10,238,187,51,2056.0096214633636,425
2022,MA,2,11,62,43,19,1982.253010363248,105
2022,MA,2,80,1076,708,368,2791.9747157892575,1784
2022,PB,1,1,1659,1582,77,1180.2225085285074,3241
2022,PB,1,2,7182,6580,602,1475.1047435121027,13762
2022,PB,1,3,3729,3630,99,1261.5088083242874,7359
2022,PB,1,4,7886,7271,615,1311.1256621417972,15157
2022,PB,1,5,9062,8113,949,1365.5474665767517,17175
2022,PB,1,6,8209,7335,874,1187.2355784022336,15544
2022,PB,1,7,76434,64855,11579,1311.7929963798028,141289
2022,PB,1,8,3668,3769,-101,1492.1242607416534,7437
2022,PB,1,9,5573,5475,98,2214.1442205568305,11048
2022,PB,1,10,231,223,8,1747.686785808585,454
2022,PB,1,11,79,95,-16,2187.018269031955,174
2022,PB,1,80,583,447,136,4289.895911605327,1030
2022,PB,2,1,96,98,-2,1195.4418604207278,194
2022,PB,2,2,311,320,-9,1119.9000340729897,631
2022,PB,2,3,257,238,19,1091.8104124425076,495
2022,PB,2,4,774,736,38,1099.134310148763,1510
2022,PB,2,5,1546,1612,-66,1120.9074978106771,3158
2022,PB,2,6,2291,2009,282,935.2238585221402,4300
2022,PB,2,7,43178,36253,6925,1184.5209024955122,79431
2022,PB,2,8,4317,4257,60,1233.2950993741636,8574
2022,PB,2,9,8413,8004,409,1661.74726481741,16417
2022,PB,2,10,270,287,-17,1789.250058400997,557
2022,PB,2,11,103,129,-26,1689.264204716819,232
2022,PB,2,80,977,701,276,1957.3527678854828,1678
2022,PE,1,1,4270,4595,-325,903.8695936320518,8865
2022,PE,1,2,21917,21377,540,1242.0288094553312,43294
2022,PE,1,3,8575,8514,61,1213.9176661380945,17089
2022,PE,1,4,19296,18325,971,1344.2080391623222,37621
2022,PE,1,5,23742,21818,1924,1419.2392393464659,45560
2022,PE,1,6,20236,18832,1404,1333.9652847476038,39068
2022,PE,1,7,228660,195694,32966,1427.0267812003913,424354
2022,PE,1,8,8553,8106,447,1925.4557507483053,16659
2022,PE,1,9,17513,17747,-234,3118.2294120183674,35260
2022,PE,1,10,707,701,6,2947.4737292247924,1408
2022,PE,1,11,173,166,7,2947.8846807616665,339
2022,PE,1,80,2006,1999,7,4208.9412766703845,4005
2022,PE,2,1,533,506,27,1188.617954034524,1039
2022,PE,2,2,2432,2420,12,1127.847996967886,4852
2022,PE,2,3,1269,1337,-68,1114.7422787032394,2606
2022,PE,2,4,4316,4053,263,1207.0319868162815,8369
2022,PE,2,5,5707,5391,316,1350.8013920282704,11098
2022,PE,2,6,7108,6439,669,1140.6077831622054,13547
2022,PE,2,7,131791,113213,18578,7465.3540058672925,245004
2022,PE,2,8,9081,8775,306,1517.6052480806247,17856
2022,PE,2,9,26106,24546,1560,2260.357690465197,50652
2022,PE,2,10,752,678,74,2185.618843352438,1430
2022,PE,2,11,211,223,-12,1929.6280815689217,434
2022,PE,2,80,3619,3435,184,2749.2953148835895,7054
2022,PI,1,1,708,776,-68,1164.146466724545,1484
2022,PI,1,2,4121,4324,-203,1194.9878982188866,8445
2022,PI,1,3,2011,2277,-266,1347.6886804645599,4288
2022,PI,1,4,5881,5987,-106,1485.0815525309529,11868
2022,PI,1,5,9795,9538,257,1436.731642601302,19333
2022,PI,1,6,6610,6564,46,1317.5446931300091,13174
2022,PI,1,7,50073,43180,6893,1391.0162169129433,93253
2022,PI,1,8,2159,2074,85,1538.8479778282156,4233
2022,PI,1,9,4727,4283,444,2180.210168007702,9010
2022,PI,1,10,103,124,-21,1615.3228895363893,227
2022,PI,1,11,34,28,6,2266.540409722222,62
2022,PI,1,80,332,327,5,2778.8311539753226,659
2022,PI,1,99,0,1,-1,2543.18,1
2022,PI,2,1,61,62,-1,1258.6214183360214,123
2022,PI,2,2,236,205,31,1172.2633369738837,441
2022,PI,2,3,156,177,-21,1256.8237214252192,333
2022,PI,2,4,562,527,35,1192.1719287977287,1089
2022,PI,2,5,1486,1418,68,1212.1626226852625,2904
2022,PI,2,6,1839,1831,8,989.9858209220679,3670
2022,PI,2,7,27805,23870,3935,1252.7461494397344,51675
2022,PI,2,8,2317,2134,183,1363.9607101485824,4451
2022,PI,2,9,7045,6009,1036,1762.850062620384,13054
2022,PI,2,10,144,144,0,1551.5132353916615,288
2022,PI,2,11,38,32,6,2324.368674908425,70
2022,PI,2,80,632,493,139,2236.161090909219,1125
2022,RN,1,1,1135,1092,43,1258.2316112104613,2227
2022,RN,1,2,5578,5399,179,1321.783250339952,10977
2022,RN,1,3,3255,2971,284,1340.48207491157,6226
2022,RN,1,4,8028,7577,451,1320.0501828928489,15605
2022,RN,1,5,10375,9417,958,1418.2475709706312,19792
2022,RN,1,6,10073,9363,710,1243.0367798164718,19436
2022,RN,1,7,81509,70642,10867,1385.692416432984,152151
2022,RN,1,8,2761,2565,196,1866.6150190726391,5326
2022,RN,1,9,5894,5580,314,2338.800724083837,11474
2022,RN,1,10,188,155,33,2652.3621727951927,343
2022,RN,1,11,38,51,-13,1929.008913510101,89
2022,RN,1,80,520,427,93,3230.61792080446,947
2022,RN,2,1,313,255,58,1169.1428336980237,568
2022,RN,2,2,426,530,-104,1163.2644250054998,956
2022,RN,2,3,328,346,-18,1162.2303339796733,674
2022,RN,2,4,1223,1113,110,1134.6061867278916,2336
2022,RN,2,5,1950,1711,239,1193.5085829067027,3661
2022,RN,2,6,3470,3174,296,993.8697166208563,6644
2022,RN,2,7,44222,38876,5346,1185.143164302435,83098
2022,RN,2,8,3012,2897,115,1334.6884637129185,5909
2022,RN,2,9,8821,8345,476,1786.547480166495,17166
2022,RN,2,10,220,199,21,1918.553457098482,419
2022,RN,2,11,59,56,3,1749.5992423618052,115
2022,RN,2,80,911,774,137,2389.3269077113587,1685
2022,SE,1,1,994,1332,-338,1250.6700568002664,2326
2022,SE,1,2,5153,5241,-88,1315.5645903744578,10394
2022,SE,1,3,1730,1939,-209,1344.7263726318338,3669
2022,SE,1,4,4089,4055,34,1307.0865211763019,8144
2022,SE,1,5,5167,4854,313,1341.699601667325,10021
2022,SE,1,6,5825,5081,744,1204.7209322188344,10906
2022,SE,1,7,45863,39239,6624,1376.5811434655907,85102
2022,SE,1,8,1816,1697,119,1599.6789741587882,3513
2022,SE,1,9,3145,3222,-77,2389.354797248551,6367
2022,SE,1,10,124,126,-2,2265.496878394413,250
2022,SE,1,11,26,34,-8,2165.9478611111113,60
2022,SE,1,80,228,283,-55,3590.1249904191477,511
2022,SE,2,1,61,75,-14,1216.295928795443,136
2022,SE,2,2,401,531,-130,1192.752519477999,932
2022,SE,2,3,172,175,-3,1164.191222761376,347
2022,SE,2,4,613,673,-60,1021.1595380913641,1286
2022,SE,2,5,1147,1119,28,1160.0173127783746,2266
2022,SE,2,6,2079,1788,291,947.1479085348229,3867
2022,SE,2,7,25254,22181,3073,1217.629557901974,47435
2022,SE,2,8,1852,1828,24,1325.8523668117116,3680
2022,SE,2,9,4866,4882,-16,1813.7663933528686,9748
2022,SE,2,10,142,147,-5,1251.7799219292735,289
2022,SE,2,11,33,38,-5,2072.680097492785,71
2022,SE,2,80,389,407,-18,2274.85108706419,796
2023,AL,1,1,3413,3540,-127,1066.5594515294054,6953
2023,AL,1,2,11620,12117,-497,1092.2217311466636,23737
2023,AL,1,3,4854,4078,776,1306.4125746852833,8932
2023,AL,1,4,9332,8420,912,1317.8675901784718,17752
2023,AL,1,5,8360,8249,111,1474.544598094544,16609
2023,AL,1,6,6997,6804,193,1306.0320251629375,13801
2023,AL,1,7,74366,63908,10458,1516.7540442629477,138274
2023,AL,1,8,2038,2118,-80,1778.2653310833584,4156
2023,AL,1,9,4011,3899,112,2894.6744580138025,7910
2023,AL,1,10,118,103,15,2331.6402513252397,221
2023,AL,1,11,25,28,-3,2853.80886928373,53
2023,AL,1,80,296,291,5,3919.4269376974335,587
2023,AL,2,1,116,159,-43,1314.8800000707836,275
2023,AL,2,2,444,426,18,1220.9185465825542,870
2023,AL,2,3,312,236,76,1281.5645798011494,548
2023,AL,2,4,743,748,-5,1178.5576889479926,1491
2023,AL,2,5,1622,1643,-21,1312.687949001548,3265
2023,AL,2,6,1974,1723,251,1072.7977073096963,3697
2023,AL,2,7,37909,32529,5380,1329.998137212245,70438
2023,AL,2,8,2398,2370,28,1510.5403938167265,4768
2023,AL,2,9,6123,5665,458,2166.290610782149,11788
2023,AL,2,10,156,135,21,1436.216323043335,291
2023,AL,2,11,37,36,1,1435.6957262632275,73
2023,AL,2,80,556,409,147,2502.558048313851,965
2023,AL,9,99,1,0,1,1365.0,1
2023,BA,1,1,3154,3105,49,1637.1735882752193,6259
2023,BA,1,2,17049,18280,-1231,1603.3358140399503,35329
2023,BA,1,3,9489,10422,-933,1580.0519551202262,19911
2023,BA,1,4,27527,28135,-608,1560.1926379549243,55662
2023,BA,1,5,32859,34229,-1370,1667.3180875956662,67088
2023,BA,1,6,42324,41022,1302,1464.6579839975266,83346
2023,BA,1,7,402476,357353,45123,1651.927236594287,759829
2023,BA,1,8,9978,10276,-298,2034.4308298981205,20254
2023,BA,1,9,21413,21168,245,3581.649382653021,42581
2023,BA,1,10,542,602,-60,3611.6615576158833,1144
2023,BA,1,11,217,236,-19,3389.6034870514536,453
2023,BA,1,80,1820,1583,237,5227.968410187476,3403
2023,BA,2,1,644,578,66,1454.3084512228018,1222
2023,BA,2,2,2388,2822,-434,1302.6927000143899,5210
2023,BA,2,3,1569,1645,-76,1292.63895318132,3214
2023,BA,2,4,5213,5339,-126,1218.074138165098,10552
2023,BA,2,5,6890,7159,-269,1302.0750755556503,14049
2023,BA,2,6,15204,14129,1075,1077.54911431422,29333
2023,BA,2,7,218603,190925,27678,1346.5821906190135,409528
2023,BA,2,8,11587,11817,-230,1555.9069083558186,23404
2023,BA,2,9,36535,34378,2157,2485.199073024461,70913
2023,BA,2,10,713,724,-11,2563.6907598810963,1437
2023,BA,2,11,224,239,-15,2445.1776000438003,463
2023,BA,2,80,3011,2659,352,3159.6193935570536,5670
2023,CE,1,1,1954,1770,184,1475.0385999666908,3724
2023,CE,1,2,9456,9181,275,1613.4798385124277,18637
2023,CE,1,3,4427,4593,-166,1603.922205493822,9020
2023,CE,1,4,18853,18572,281,1540.755429120925,37425
2023,CE,1,5,29879,29263,616,1579.148934274515,59142
2023,CE,1,6,19674,18889,785,1418.2692496511092,38563
2023,CE,1,7,233278,201925,31353,1513.2360998816448,435203
2023,CE,1,8,9869,9425,444,1895.2861914751384,19294
2023,CE,1,9,18016,17274,742,3468.816847244469,35290
2023,CE,1,10,574,577,-3,4050.8114244683934,1151
2023,CE,1,11,178,221,-43,5509.672189303838,399
2023,CE,1,80,1669,1515,154,5196.8145443018,3184
2023,CE,2,1,338,266,72,1295.791336505046,604
2023,CE,2,2,993,1227,-234,1270.114164581666,2220
2023,CE,2,3,602,843,-241,1225.3854952521604,1445
2023,CE,2,4,3099,3315,-216,1174.3336055584991,6414
2023,CE,2,5,6653,7281,-628,1355.6788002343824,13934
2023,CE,2,6,7107,6841,266,1133.9858103269582,13948
2023,CE,2,7,143312,123933,19379,1312.6853577139761,267245
2023,CE,2,8,11750,11042,708,1615.7502466438327,22792
2023,CE,2,9,27714,26138,1576,2576.1827820501,53852
2023,CE,2,10,619,650,-31,3319.508335735967,1269
2023,CE,2,11,165,202,-37,3127.2314249396572,367
2023,CE,2,80,2542,2188,354,3812.69702226919,4730
2023,CE,9,99,2,2,0,1351.5066666666667,4
2023,MA,1,1,1169,1185,-16,1452.541700513789,2354
2023,MA,1,2,4415,4503,-88,1580.3116849320577,8918
2023,MA,1,3,2554,2908,-354,1644.916114142703,5462
2023,MA,1,4,7844,7818,26,1603.399026527148,15662
2023,MA,1,5,14914,14312,602,1647.3429032975598,29226
2023,MA,1,6,8220,7832,388,1528.9208435046348,16052
2023,MA,1,7,115153,102110,13043,1614.518543516904,217263
2023,MA,1,8,2739,2627,112,1899.4299726488562,5366
2023,MA,1,9,6888,6866,22,3150.591316646818,13754
2023,MA,1,10,157,156,1,4077.3844125220603,313
2023,MA,1,11,62,43,19,1932.012496092774,105
2023,MA,1,80,466,443,23,5059.50139963104,909
2023,MA,2,1,143,123,20,9634.269235762562,266
2023,MA,2,2,326,311,15,1161.5556162993455,637
2023,MA,2,3,229,280,-51,1353.0902795096326,509
2023,MA,2,4,798,830,-32,1212.94887640099,1628
2023,MA,2,5,2111,2087,24,1571.3252204848893,4198
2023,MA,2,6,1785,1787,-2,1152.813267372613,3572
2023,MA,2,7,57462,50160,7302,1398.2800540646313,107622
2023,MA,2,8,2961,2870,91,1603.1143989230777,5831
2023,MA,2,9,11003,10255,748,2265.3588548599273,21258
2023,MA,2,10,222,231,-9,2328.6593812813226,453
2023,MA,2,11,55,51,4,2011.623097940648,106
2023,MA,2,80,895,680,215,3025.345870522002,1575
2023,PB,1,1,1621,1650,-29,1234.1691100009095,3271
2023,PB,1,2,6507,6581,-74,1461.5163612298766,13088
2023,PB,1,3,3405,3654,-249,1366.9321409072816,7059
2023,PB,1,4,8698,7677,1021,1414.7679380135526,16375
2023,PB,1,5,9233,8996,237,1439.711002614639,18229
2023,PB,1,6,7999,7732,267,1250.7392875550506,15731
2023,PB,1,7,84653,73069,11584,1412.5839675911077,157722
2023,PB,1,8,3423,3314,109,1592.1419805849816,6737
2023,PB,1,9,5728,5461,267,2347.7344732939982,11189
2023,PB,1,10,222,242,-20,1764.3203193046913,464
2023,PB,1,11,63,80,-17,1621.0130310955926,143
2023,PB,1,80,435,351,84,3359.3800047685177,786
2023,PB,2,1,133,120,13,1290.2681976844851,253
2023,PB,2,2,234,277,-43,1208.3245066257243,511
2023,PB,2,3,239,252,-13,1232.718972692009,491
2023,PB,2,4,725,838,-113,1164.7956103695283,1563
2023,PB,2,5,1341,1761,-420,1193.7139442919336,3102
2023,PB,2,6,2174,2164,10,994.7660528537435,4338
2023,PB,2,7,45882,39648,6234,1286.2281462349454,85530
2023,PB,2,8,3803,3706,97,1361.0673493525862,7509
2023,PB,2,9,8487,7969,518,1858.288962388475,16456
2023,PB,2,10,293,280,13,1614.0466717198435,573
2023,PB,2,11,118,136,-18,1616.8532581234579,254
2023,PB,2,80,870,510,360,2375.3194117452153,1380
2023,PE,1,1,3975,4192,-217,1035.6755056457657,8167
2023,PE,1,2,21158,21339,-181,1077.8597544311108,42497
2023,PE,1,3,8467,8554,-87,1302.3108899861204,17021
2023,PE,1,4,19830,19159,671,1472.3672042265644,38989
2023,PE,1,5,22551,22885,-334,1687.9872241248875,45436
2023,PE,1,6,20585,19565,1020,1442.2215604981002,40150
2023,PE,1,7,247355,216223,31132,1553.4637789147107,463578
2023,PE,1,8,8176,7898,278,2114.0638484729475,16074
2023,PE,1,9,18699,18556,143,3245.003798436754,37255
2023,PE,1,10,598,697,-99,3289.7164403005554,1295
2023,PE,1,11,175,211,-36,3025.238112114053,386
2023,PE,1,80,1720,1554,166,4227.382253742909,3274
2023,PE,2,1,564,533,31,1291.928066302567,1097
2023,PE,2,2,2120,2487,-367,1167.9237703639571,4607
2023,PE,2,3,1247,1296,-49,1356.5723755105494,2543
2023,PE,2,4,4932,4650,282,1295.8965710085517,9582
2023,PE,2,5,5803,6012,-209,1330.641836458455,11815
2023,PE,2,6,7078,6945,133,1416.243215043032,14023
2023,PE,2,7,142949,124907,18042,6992.018662016918,267856
2023,PE,2,8,9017,8671,346,1670.144574819414,17688
2023,PE,2,9,27190,26938,252,2412.588344663899,54128
2023,PE,2,10,686,733,-47,2576.9392570826535,1419
2023,PE,2,11,262,259,3,2112.80776214242,521
2023,PE,2,80,3143,2694,449,2824.4991916715103,5837
2023,PE,9,99,0,1,-1,1328.3,1
2023,PI,1,1,720,721,-1,1256.5327495928561,1441
2023,PI,1,2,4187,4217,-30,1270.5836829555574,8404
2023,PI,1,3,2188,2091,97,1356.9382717187439,4279
2023,PI,1,4,6493,6331,162,1518.4730126201791,12824
2023,PI,1,5,11305,9934,1371,1532.378328181452,21239
2023,PI,1,6,7303,6694,609,1380.5668191255963,13997
2023,PI,1,7,56872,47321,9551,1500.0933456968212,104193
2023,PI,1,8,2294,2094,200,1664.4914072481745,4388
2023,PI,1,9,5078,4551,527,2536.7457352678193,9629
2023,PI,1,10,125,113,12,2718.88301875758,238
2023,PI,1,11,35,38,-3,2735.7227509573154,73
2023,PI,1,80,324,256,68,3392.0326879176796,580
2023,PI,2,1,48,77,-29,1263.9060558741194,125
2023,PI,2,2,269,219,50,1255.124561668331,488
2023,PI,2,3,198,190,8,1232.9580485412791,388
2023,PI,2,4,610,605,5,1236.5801885716146,1215
2023,PI,2,5,1624,1475,149,1349.4527438659109,3099
2023,PI,2,6,2049,1851,198,1063.4870242561863,3900
2023,PI,2,7,30656,25207,5449,1364.2550470178753,55863
2023,PI,2,8,2440,2392,48,1862.7459445647303,4832
2023,PI,2,9,7462,6593,869,1984.4557216010598,14055
2023,PI,2,10,141,148,-7,1997.5903572643692,289
2023,PI,2,11,34,45,-11,2432.4196068679794,79
2023,PI,2,80,528,400,128,2685.0434912377846,928
2023,RN,1,1,1167,1097,70,1371.159613000801,2264
2023,RN,1,2,5784,5522,262,1740.4783506495223,11306
2023,RN,1,3,3190,3355,-165,2394.2685749103116,6545
2023,RN,1,4,8742,8467,275,1780.651555032274,17209
2023,RN,1,5,10005,10259,-254,1617.2029972510024,20264
2023,RN,1,6,11053,9908,1145,1595.6238770743055,20961
2023,RN,1,7,89617,76885,12732,1580.451419170922,166502
2023,RN,1,8,3040,2667,373,1656.9406372491137,5707
2023,RN,1,9,6198,5840,358,2509.682703479431,12038
2023,RN,1,10,152,152,0,3281.257922145889,304
2023,RN,1,11,104,63,41,2337.3622393874684,167
2023,RN,1,80,457,353,104,4049.1464521880284,810
2023,RN,2,1,278,262,16,1271.6076798981371,540
2023,RN,2,2,463,483,-20,1296.5545007682886,946
2023,RN,2,3,246,426,-180,1144.643647268738,672
2023,RN,2,4,1279,1255,24,1240.2156251222664,2534
2023,RN,2,5,1988,2028,-40,1245.3170170208925,4016
2023,RN,2,6,4051,3384,667,1069.7281241635771,7435
2023,RN,2,7,47972,41706,6266,1284.8517536279048,89678
2023,RN,2,8,3213,2879,334,1427.4328445024673,6092
2023,RN,2,9,9131,8478,653,2112.394907935322,17609
2023,RN,2,10,194,206,-12,1789.367941998771,400
2023,RN,2,11,144,85,59,1825.3207172652067,229
2023,RN,2,80,758,552,206,2504.008835993202,1310
2023,RN,9,99,0,1,-1,1320.0,1
2023,SE,1,1,725,887,-162,1245.0940804029324,1612
2023,SE,1,2,5071,4761,310,1457.0787871528037,9832
2023,SE,1,3,1919,1769,150,1456.5770075692699,3688
2023,SE,1,4,4433,4143,290,1411.1980789508846,8576
2023,SE,1,5,4861,4856,5,1425.8597107533444,9717
2023,SE,1,6,6076,5452,624,1326.6588006000022,11528
2023,SE,1,7,50387,42669,7718,1481.8618070470395,93056
2023,SE,1,8,1724,1813,-89,1667.1675262461033,3537
2023,SE,1,9,3398,3275,123,2493.965951609865,6673
2023,SE,1,10,99,108,-9,2068.566711254621,207
2023,SE,1,11,28,36,-8,2776.0276434278844,64
2023,SE,1,80,222,195,27,3884.239358192789,417
2023,SE,2,1,165,99,66,906.0312337853633,264
2023,SE,2,2,358,376,-18,1303.8082214117287,734
2023,SE,2,3,165,196,-31,1205.592348556776,361
2023,SE,2,4,660,670,-10,1128.000859552352,1330
2023,SE,2,5,1136,1168,-32,1237.3702269168732,2304
2023,SE,2,6,1995,1843,152,1011.2703205100394,3838
2023,SE,2,7,28211,23940,4271,1294.1062242836003,52151
2023,SE,2,8,1862,1914,-52,1411.8724260611723,3776
2023,SE,2,9,5359,5114,245,1851.30480155392,10473
2023,SE,2,10,124,124,0,1515.230000494853,248
2023,SE,2,11,34,46,-12,1920.408302821528,80
2023,SE,2,80,386,291,95,2532.1697811066633,677
2023,SE,9,99,0,1,-1,2992.0,1
2024,AL,1,1,3041,3451,-410,1103.6979854716665,6492
2024,AL,1,2,10947,11598,-651,1167.191335424965,22545
2024,AL,1,3,5218,4846,372,1415.342944910322,10064
2024,AL,1,4,9205,9084,121,1402.5429749714622,18289
2024,AL,1,5,9540,9000,540,1515.287568634989,18540
2024,AL,1,6,7664,6984,680,1413.1507375472593,14648
2024,AL,1,7,83460,73601,9859,1615.532151207896,157061
2024,AL,1,8,2438,2290,148,1882.699027365535,4728
2024,AL,1,9,4595,4672,-77,2966.860210333005,9267
2024,AL,1,10,152,112,40,2739.473851143944,264
2024,AL,1,11,26,35,-9,3820.7984999999994,61
2024,AL,1,80,306,332,-26,2896.175759305319,638
2024,AL,2,1,115,137,-22,1493.9873381866637,252
2024,AL,2,2,454,426,28,1356.270858941039,880
2024,AL,2,3,222,262,-40,1317.4487883311547,484
2024,AL,2,4,719,755,-36,1313.6193942342932,1474
2024,AL,2,5,1790,1881,-91,1423.5635950626308,3671
2024,AL,2,6,2155,1845,310,1170.0113611579886,4000
2024,AL,2,7,45451,39235,6216,1438.5011238051777,84686
2024,AL,2,8,2862,2693,169,1619.1483440519685,5555
2024,AL,2,9,7165,7408,-243,2210.4710800200032,14573
2024,AL,2,10,183,170,13,2040.4301167937565,353
2024,AL,2,11,35,44,-9,3138.5567503561256,79
2024,AL,2,80,470,564,-94,2253.7012002492193,1034
2024,AL,9,99,0,1,-1,1412.0,1
2024,BA,1,1,2709,3132,-423,1604.573427387372,5841
2024,BA,1,2,17104,17590,-486,1715.1150606057718,34694
2024,BA,1,3,9139,10264,-1125,1695.4630268197816,19403
2024,BA,1,4,30256,29646,610,1702.2458252228,59902
2024,BA,1,5,33610,35005,-1395,1776.6645581411278,68615
2024,BA,1,6,46466,43895,2571,1558.24167175024,90361
2024,BA,1,7,425533,389389,36144,1754.400405908309,814922
2024,BA,1,8,11484,11468,16,2214.0572524122076,22952
2024,BA,1,9,24713,23308,1405,3868.8584907783606,48021
2024,BA,1,10,576,563,13,3874.7392679632976,1139
2024,BA,1,11,179,204,-25,3299.8875608134767,383
2024,BA,1,80,1247,1202,45,5364.081025870513,2449
2024,BA,2,1,513,636,-123,1758.081646801671,1149
2024,BA,2,2,2704,2746,-42,1392.1151563649692,5450
2024,BA,2,3,1633,1617,16,1394.4811156222893,3250
2024,BA,2,4,6400,5853,547,1276.6712572330475,12253
2024,BA,2,5,8140,8081,59,65842.05854804104,16221
2024,BA,2,6,17502,15397,2105,1160.4432468457646,32899
2024,BA,2,7,261468,226501,34967,1452.2034339309987,487969
2024,BA,2,8,13817,13081,736,1662.544169183765,26898
2024,BA,2,9,43024,38252,4772,2743.3513625720166,81276
2024,BA,2,10,710,714,-4,2571.817333659865,1424
2024,BA,2,11,211,225,-14,2503.347667033603,436
2024,BA,2,80,2250,2140,110,3286.0375513563163,4390
2024,BA,9,99,6,0,6,2467.142,6
2024,CE,1,1,1888,1855,33,1584.8097619519888,3743
2024,CE,1,2,9809,9793,16,1712.4571876889192,19602
2024,CE,1,3,5353,5162,191,1655.7497940103185,10515
2024,CE,1,4,20010,19021,989,1630.1700543301604,39031
2024,CE,1,5,30016,29603,413,1654.4613443818937,59619
2024,CE,1,6,21363,20049,1314,1507.159184638309,41412
2024,CE,1,7,255715,230005,25710,1606.8078973111824,485720
2024,CE,1,8,10709,10405,304,1986.0184378026977,21114
2024,CE,1,9,20135,19933,202,3429.7577385127825,40068
2024,CE,1,10,712,633,79,4367.511847727353,1345
2024,CE,1,11,187,177,10,4197.052410336683,364
2024,CE,1,80,1403,1133,270,5334.757902661353,2536
2024,CE,2,1,467,324,143,1483.7585955426332,791
2024,CE,2,2,1155,1163,-8,1423.9833014630785,2318
2024,CE,2,3,805,845,-40,1348.0826884308758,1650
2024,CE,2,4,4276,3655,621,1337.80588351043,7931
2024,CE,2,5,7530,7286,244,1373.364244760268,14816
2024,CE,2,6,8429,7211,1218,1233.721524834286,15640
2024,CE,2,7,162390,140125,22265,1416.4091396003005,302515
2024,CE,2,8,13065,12568,497,1716.4048269321713,25633
2024,CE,2,9,29603,29376,227,2742.112418756964,58979
2024,CE,2,10,749,661,88,3343.010314137375,1410
2024,CE,2,11,213,225,-12,2984.2047330702176,438
2024,CE,2,80,2137,1599,538,3837.616250802877,3736
