ano,sigla_uf,sexo,grau_instrucao,admissoes,desligamentos,saldo,salario_medio,total_movimentacoes
2024,CE,9,99,2,2,0,1750.4750000000001,4
2024,MA,1,1,985,1189,-204,1502.585141536685,2174
2024,MA,1,2,3965,4356,-391,1735.8559511018923,8321
2024,MA,1,3,2345,2473,-128,1729.4175559363612,4818
2024,MA,1,4,7708,7922,-214,1716.847099818566,15630
2024,MA,1,5,14593,14719,-126,1732.7049662122781,29312
2024,MA,1,6,8229,8324,-95,1632.0514121272083,16553
2024,MA,1,7,123412,113573,9839,1729.8728266761452,236985
2024,MA,1,8,2835,2806,29,2052.2579046081996,5641
2024,MA,1,9,7984,7816,168,3474.839079394125,15800
2024,MA,1,10,169,172,-3,4082.6741102433007,341
2024,MA,1,11,33,52,-19,2612.375395907123,85
2024,MA,1,80,410,384,26,5272.678591306427,794
2024,MA,2,1,107,166,-59,1454.9648960543466,273
2024,MA,2,2,287,380,-93,1388.0452230855842,667
2024,MA,2,3,221,292,-71,1533.2782313393025,513
2024,MA,2,4,801,935,-134,1402.8116525676633,1736
2024,MA,2,5,2109,2314,-205,1438.0517759442237,4423
2024,MA,2,6,1976,2079,-103,1247.5613815862298,4055
2024,MA,2,7,65454,58028,7426,1489.404695427217,123482
2024,MA,2,8,3351,3138,213,1713.437464667604,6489
2024,MA,2,9,11761,11366,395,2483.2518381562663,23127
2024,MA,2,10,204,191,13,2508.71335179568,395
2024,MA,2,11,52,55,-3,1934.4776279717016,107
2024,MA,2,80,594,545,49,3513.267719707204,1139
2024,PB,1,1,1721,1708,13,1300.196686810538,3429
2024,PB,1,2,7017,7096,-79,1461.885883111766,14113
2024,PB,1,3,3158,3529,-371,1457.5391611179366,6687
2024,PB,1,4,9138,8628,510,1499.3100776008641,17766
2024,PB,1,5,10099,10014,85,1573.527173503474,20113
2024,PB,1,6,10247,8747,1500,1373.9837016460172,18994
2024,PB,1,7,98076,83929,14147,1533.2434170384365,182005
2024,PB,1,8,4256,3691,565,1673.2350477871623,7947
2024,PB,1,9,6999,6556,443,2515.8952801120176,13555
2024,PB,1,10,207,238,-31,1991.2223687389712,445
2024,PB,1,11,52,63,-11,2930.38876981352,115
2024,PB,1,80,253,263,-10,3318.3723236322235,516
2024,PB,2,1,112,119,-7,1337.312761743661,231
2024,PB,2,2,307,305,2,1335.6971803654592,612
2024,PB,2,3,286,293,-7,1221.7697744949865,579
2024,PB,2,4,878,899,-21,1242.532804254596,1777
2024,PB,2,5,1474,1737,-263,1289.4756360707531,3211
2024,PB,2,6,2884,2415,469,1047.6634433582985,5299
2024,PB,2,7,54418,45564,8854,1382.13661584751,99982
2024,PB,2,8,4564,4087,477,1479.7800163050354,8651
2024,PB,2,9,9667,8915,752,1993.82908464234,18582
2024,PB,2,10,278,262,16,1675.0747616982,540
2024,PB,2,11,80,141,-61,1544.9134241470974,221
2024,PB,2,80,427,401,26,2529.078914834087,828
2024,PB,9,99,0,3,-3,1496.5,3
2024,PE,1,1,3773,4207,-434,1145.0717997657894,7980
2024,PE,1,2,20347,21165,-818,1218.666240639855,41512
2024,PE,1,3,8514,8679,-165,1412.063380325985,17193
2024,PE,1,4,19925,20205,-280,1580.5887955632995,40130
2024,PE,1,5,25172,25475,-303,1637.5351585329781,50647
2024,PE,1,6,22645,21351,1294,2835.7968493570643,43996
2024,PE,1,7,271783,241516,30267,1854.1704009886407,513299
2024,PE,1,8,9342,8499,843,2123.36644477967,17841
2024,PE,1,9,20158,19453,705,3462.786052499645,39611
2024,PE,1,10,735,641,94,3836.326393195965,1376
2024,PE,1,11,180,222,-42,3151.0892959577577,402
2024,PE,1,80,1305,1203,102,4508.097120661518,2508
2024,PE,2,1,563,586,-23,1402.2677696267847,1149
2024,PE,2,2,2008,2011,-3,1259.7097328958973,4019
2024,PE,2,3,1173,1177,-4,1453.9117521127957,2350
2024,PE,2,4,4977,4824,153,1410.298235199434,9801
2024,PE,2,5,6925,6505,420,1441.3940141541825,13430
2024,PE,2,6,7617,7082,535,1345.3308379863429,14699
2024,PE,2,7,160513,135589,24924,1454.0993706523611,296102
2024,PE,2,8,10670,9136,1534,1742.4969476088615,19806
2024,PE,2,9,29315,28099,1216,2590.4560509623057,57414
2024,PE,2,10,745,644,101,2864.005745397333,1389
2024,PE,2,11,210,230,-20,2009.8131954934236,440
2024,PE,2,80,2162,1920,242,3048.0337635509436,4082
2024,PE,9,99,2,6,-4,1626.19,8
2024,PI,1,1,638,645,-7,1406.4134232813956,1283
2024,PI,1,2,3319,3479,-160,1439.3992158986669,6798
2024,PI,1,3,2007,2185,-178,1542.8356378029264,4192
2024,PI,1,4,5567,5806,-239,1673.2331920574159,11373
2024,PI,1,5,10423,10405,18,1658.6117190050593,20828
2024,PI,1,6,7505,7126,379,1545.9310845883822,14631
2024,PI,1,7,58365,52765,5600,1661.9449905106324,111130
2024,PI,1,8,2550,2355,195,1788.0135488438937,4905
2024,PI,1,9,5334,4922,412,2643.225688615541,10256
2024,PI,1,10,129,114,15,2508.7852768446655,243
2024,PI,1,11,33,37,-4,2355.0904711677213,70
2024,PI,1,80,211,194,17,4430.482463045772,405
2024,PI,2,1,57,49,8,1497.5138499116622,106
2024,PI,2,2,283,237,46,1381.3731268682732,520
2024,PI,2,3,214,184,30,1352.4817517941567,398
2024,PI,2,4,571,589,-18,1364.6486997524526,1160
2024,PI,2,5,1723,1558,165,1420.2683865258132,3281
2024,PI,2,6,2097,1879,218,1180.2869569809066,3976
2024,PI,2,7,33987,28496,5491,1434.516665613148,62483
2024,PI,2,8,2889,2590,299,1569.2488434906697,5479
2024,PI,2,9,8017,7091,926,2069.5682163421307,15108
2024,PI,2,10,180,149,31,2069.4730198196,329
2024,PI,2,11,41,37,4,1583.31073478836,78
2024,PI,2,80,415,283,132,2838.343252600804,698
2024,PI,9,99,1,1,0,738.21,2
2024,RN,1,1,1372,1195,177,1436.6122396450435,2567
2024,RN,1,2,6290,5799,491,1543.7746892233938,12089
2024,RN,1,3,3374,3197,177,1877.2446559903917,6571
2024,RN,1,4,10150,8933,1217,1493.9291955175647,19083
2024,RN,1,5,10624,10178,446,1766.26070319635,20802
2024,RN,1,6,12325,10594,1731,1478.2902547659985,22919
2024,RN,1,7,102642,86961,15681,1629.212244734132,189603
2024,RN,1,8,3065,2845,220,1827.765324185064,5910
2024,RN,1,9,6947,6300,647,2772.3446734320005,13247
2024,RN,1,10,157,135,22,2951.209460950395,292
2024,RN,1,11,106,74,32,2340.017520113669,180
2024,RN,1,80,295,286,9,4426.1106947572825,581
2024,RN,2,1,253,272,-19,1381.8564046937233,525
2024,RN,2,2,571,540,31,1379.5749171093175,1111
2024,RN,2,3,324,361,-37,1294.2432060107342,685
2024,RN,2,4,1596,1263,333,1313.9808235217827,2859
2024,RN,2,5,2287,2089,198,1341.6236105823566,4376
2024,RN,2,6,4903,3844,1059,1143.761238479919,8747
2024,RN,2,7,57702,47907,9795,1403.9383134698103,105609
2024,RN,2,8,3488,3204,284,1510.1359856224046,6692
2024,RN,2,9,10087,9018,1069,2091.5447181850714,19105
2024,RN,2,10,181,176,5,2020.183510997089,357
2024,RN,2,11,169,104,65,1561.7448590932236,273
2024,RN,2,80,539,472,67,2687.526635293901,1011
2024,RN,9,99,1,1,0,1412.0,2
2024,SE,1,1,563,643,-80,1428.0374525913346,1206
2024,SE,1,2,4934,5113,-179,1560.7806559464825,10047
2024,SE,1,3,1877,2061,-184,1616.0943634225466,3938
2024,SE,1,4,5157,4918,239,1504.2796009780857,10075
2024,SE,1,5,5315,5403,-88,1542.1571134916428,10718
2024,SE,1,6,6721,6303,418,1395.6631197050508,13024
2024,SE,1,7,56208,49095,7113,1584.0234389525128,105303
2024,SE,1,8,2012,1832,180,1825.5223896556456,3844
2024,SE,1,9,4078,3781,297,2692.049981960112,7859
2024,SE,1,10,107,113,-6,2079.076193494084,220
2024,SE,1,11,36,33,3,2430.7358134920637,69
2024,SE,1,80,164,162,2,3660.553918060966,326
2024,SE,2,1,39,52,-13,1207.1578815120065,91
2024,SE,2,2,412,362,50,1349.1572242570355,774
2024,SE,2,3,226,229,-3,1311.365783124869,455
2024,SE,2,4,743,806,-63,1145.7103211864744,1549
2024,SE,2,5,1205,1222,-17,1346.7631204729043,2427
2024,SE,2,6,2141,1967,174,1058.5427214690328,4108
2024,SE,2,7,34207,27779,6428,1397.309942545255,61986
2024,SE,2,8,2206,2063,143,1543.3184137999751,4269
2024,SE,2,9,6316,5648,668,2006.040599487893,11964
2024,SE,2,10,129,93,36,1723.6432430069929,222
2024,SE,2,11,30,39,-9,771.6563897156085,69
2024,SE,2,80,260,246,14,2440.7887920112667,506
2025,AL,1,1,2709,3135,-426,1172.0497838550486,5844
2025,AL,1,2,10691,10985,-294,1247.8868608054254,21676
2025,AL,1,3,4807,4841,-34,1540.496022228731,9648
2025,AL,1,4,8921,8847,74,1519.881076596569,17768
2025,AL,1,5,8716,9466,-750,1638.4723138557763,18182
2025,AL,1,6,8296,7727,569,1514.2675690868211,16023
2025,AL,1,7,86239,78307,7932,1726.6039275347175,164546
2025,AL,1,8,2738,2569,169,1984.323388663006,5307
2025,AL,1,9,4446,4599,-153,3015.578509324525,9045
2025,AL,1,10,147,114,33,2633.5996560162625,261
2025,AL,1,11,47,43,4,4139.820528543581,90
2025,AL,1,80,520,568,-48,3840.0391027173805,1088
2025,AL,2,1,128,161,-33,1478.0699529594974,289
2025,AL,2,2,531,509,22,1438.8148078610984,1040
2025,AL,2,3,265,255,10,1442.1901100421849,520
2025,AL,2,4,784,733,51,1373.4815756739908,1517
2025,AL,2,5,1902,2011,-109,1492.118307292958,3913
2025,AL,2,6,2434,2139,295,1224.47730120126,4573
2025,AL,2,7,48398,42620,5778,1553.5421414794828,91018
2025,AL,2,8,3079,2988,91,1684.582567650983,6067
2025,AL,2,9,6749,7192,-443,2315.550988269119,13941
2025,AL,2,10,172,167,5,2515.4796184414395,339
2025,AL,2,11,58,56,2,2547.4167129629627,114
2025,AL,2,80,856,969,-113,2611.020998404429,1825
2025,BA,1,1,2774,3062,-288,1734.8462391613014,5836
2025,BA,1,2,20377,19181,1196,1834.689138901692,39558
2025,BA,1,3,9469,9830,-361,1825.0743155516457,19299
2025,BA,1,4,29268,30307,-1039,1809.5371513561515,59575
2025,BA,1,5,32925,34209,-1284,1879.4344291530313,67134
2025,BA,1,6,49237,46712,2525,1668.9295605903942,95949
2025,BA,1,7,454479,415035,39444,1880.8314410583646,869514
2025,BA,1,8,12303,11973,330,2245.989266832373,24276
2025,BA,1,9,24356,23589,767,3951.7739363892156,47945
2025,BA,1,10,592,557,35,4619.0080266518935,1149
2025,BA,1,11,188,223,-35,4494.789199806281,411
2025,BA,1,80,2800,2674,126,5714.849596009132,5474
2025,BA,2,1,622,622,0,1536.6086454289546,1244
2025,BA,2,2,3165,2814,351,1481.6815962009405,5979
2025,BA,2,3,1713,1681,32,1487.8880502636373,3394
2025,BA,2,4,6739,6326,413,1373.1763435647101,13065
2025,BA,2,5,8913,7748,1165,66607.59277252987,16661
2025,BA,2,6,18683,16427,2256,1255.3970821380583,35110
2025,BA,2,7,287883,247131,40752,2912.1504507438344,535014
2025,BA,2,8,15246,14308,938,1750.394155651268,29554
2025,BA,2,9,41854,39145,2709,2757.894672534517,80999
2025,BA,2,10,798,682,116,2757.6226507505144,1480
2025,BA,2,11,207,232,-25,3559.7436215183934,439
2025,BA,2,80,5357,4708,649,3508.543465284896,10065
2025,CE,1,1,2252,1911,341,1677.1147307757167,4163
2025,CE,1,2,11050,9510,1540,1823.101564576699,20560
2025,CE,1,3,5901,5449,452,1975.7305880724518,11350
2025,CE,1,4,21661,19763,1898,1736.9980996496354,41424
2025,CE,1,5,31274,30292,982,1799.4539896414296,61566
2025,CE,1,6,23339,21885,1454,1612.5900696425817,45224
2025,CE,1,7,278347,254905,23442,1742.739273283646,533252
2025,CE,1,8,11974,11483,491,2098.946649328765,23457
2025,CE,1,9,20090,20557,-467,3473.842870373188,40647
2025,CE,1,10,656,594,62,4591.350823935273,1250
2025,CE,1,11,205,208,-3,3967.5133349943567,413
2025,CE,1,80,2888,2574,314,5531.575458226672,5462
2025,CE,2,1,673,523,150,1506.8543895598689,1196
2025,CE,2,2,1580,1366,214,1509.2444509643929,2946
2025,CE,2,3,943,955,-12,1486.7845239976775,1898
2025,CE,2,4,4838,4280,558,1444.7371412192813,9118
2025,CE,2,5,8265,8130,135,1490.8093694442123,16395
2025,CE,2,6,9200,8490,710,1332.588483981655,17690
2025,CE,2,7,176627,160384,16243,1528.76818031483,337011
2025,CE,2,8,13818,13409,409,1809.6966271800047,27227
2025,CE,2,9,29022,30399,-1377,2740.0693879714913,59421
2025,CE,2,10,737,658,79,3454.0583932982154,1395
2025,CE,2,11,223,193,30,2900.51487305431,416
2025,CE,2,80,4567,3889,678,3922.2799224210926,8456
2025,MA,1,1,806,1016,-210,1702.3618981402935,1822
2025,MA,1,2,4135,4104,31,1883.0332586538987,8239
2025,MA,1,3,2451,2532,-81,1901.2656347503516,4983
2025,MA,1,4,7832,8154,-322,1879.2295252748788,15986
2025,MA,1,5,15035,14377,658,2154.7596969241117,29412
2025,MA,1,6,8560,8328,232,1896.0674081792565,16888
2025,MA,1,7,134269,120014,14255,1962.9771023309868,254283
2025,MA,1,8,3047,2891,156,2167.2902505267793,5938
2025,MA,1,9,8245,7785,460,3467.463059551979,16030
2025,MA,1,10,167,148,19,3370.246723899634,315
2025,MA,1,11,44,37,7,2199.0350710978837,81
2025,MA,1,80,801,737,64,5543.8891599043045,1538
2025,MA,2,1,114,128,-14,1712.1557787500471,242
2025,MA,2,2,426,309,117,1503.3693739440823,735
2025,MA,2,3,229,248,-19,1600.4598585043443,477
2025,MA,2,4,880,900,-20,1532.3825357654507,1780
2025,MA,2,5,2361,2051,310,1534.5456776200933,4412
2025,MA,2,6,2249,2029,220,1330.9855886281748,4278
2025,MA,2,7,72666,62259,10407,1601.3964425921765,134925
2025,MA,2,8,3571,3278,293,1805.5933604779684,6849
2025,MA,2,9,12597,11329,1268,2543.610697463629,23926
2025,MA,2,10,202,215,-13,2812.92934741811,417
2025,MA,2,11,64,67,-3,2292.7778429328655,131
2025,MA,2,80,1307,1198,109,3452.179556664096,2505
2025,PB,1,1,1660,1778,-118,1451.2073362542944,3438
2025,PB,1,2,7105,7290,-185,1516.86605018894,14395
2025,PB,1,3,3241,3497,-256,1604.7480930361892,6738
2025,PB,1,4,10320,9805,515,1632.2667478718495,20125
2025,PB,1,5,10840,10882,-42,1689.6724872696684,21722
2025,PB,1,6,11011,10276,735,1537.6461892683003,21287
2025,PB,1,7,109180,98119,11061,91777.4967101314,207299
2025,PB,1,8,5075,4293,782,1757.3050410614417,9368
2025,PB,1,9,7586,6897,689,2539.216588894475,14483
2025,PB,1,10,265,225,40,1924.8049075164543,490
2025,PB,1,11,61,84,-23,2321.825324869575,145
2025,PB,1,80,723,620,103,3725.0246501770525,1343
2025,PB,2,1,159,145,14,1456.3479640634478,304
2025,PB,2,2,465,372,93,1428.0297493917224,837
2025,PB,2,3,479,364,115,1469.0334675630427,843
2025,PB,2,4,1584,1406,178,1423.1357065567945,2990
2025,PB,2,5,2419,1978,441,1457.8292281460135,4397
2025,PB,2,6,3645,3065,580,1230.9454250651534,6710
2025,PB,2,7,67050,55955,11095,1499.0077926451615,123005
2025,PB,2,8,5798,4806,992,1571.6646985623202,10604
2025,PB,2,9,10212,9494,718,2071.6759767963567,19706
2025,PB,2,10,320,231,89,1693.5519260283702,551
2025,PB,2,11,115,98,17,1738.2096570429119,213
2025,PB,2,80,1172,968,204,2480.1703119761255,2140
2025,PE,1,1,3791,4005,-214,1231.4924205041448,7796
2025,PE,1,2,20950,20764,186,1293.563038545711,41714
2025,PE,1,3,9282,8842,440,1515.457769098264,18124
2025,PE,1,4,21036,20319,717,1711.8998492293756,41355
2025,PE,1,5,26204,25135,1069,1737.4232792385867,51339
2025,PE,1,6,24374,22630,1744,1705.7286514454543,47004
2025,PE,1,7,293012,261705,31307,1954.7952591129397,554717
2025,PE,1,8,10902,9469,1433,2204.909210512815,20371
2025,PE,1,9,21022,19846,1176,3664.978103855015,40868
2025,PE,1,10,667,621,46,4273.369096212229,1288
2025,PE,1,11,220,210,10,4096.636602524385,430
2025,PE,1,80,3099,2660,439,4729.281723802671,5759
2025,PE,2,1,555,640,-85,1515.3773722290762,1195
2025,PE,2,2,2360,2120,240,1341.620407552187,4480
2025,PE,2,3,1370,1268,102,1555.940638740158,2638
2025,PE,2,4,5395,4894,501,1531.0133631096385,10289
2025,PE,2,5,7979,7110,869,1552.9820041465734,15089
2025,PE,2,6,9110,8116,994,1458.9060174546291,17226
2025,PE,2,7,176007,153034,22973,1608.5831366264847,329041
2025,PE,2,8,11870,10452,1418,1831.9460459130707,22322
2025,PE,2,9,28871,27613,1258,2918.7905887093525,56484
2025,PE,2,10,753,774,-21,3084.0874770586574,1527
2025,PE,2,11,223,234,-11,2328.51461279458,457
2025,PE,2,80,5081,4557,524,3257.3921908658826,9638
2025,PI,1,1,660,646,14,1507.214243710403,1306
2025,PI,1,2,4054,3655,399,1605.351477860144,7709
2025,PI,1,3,2069,2000,69,1650.7859107266206,4069
2025,PI,1,4,5823,5605,218,1827.5705035668805,11428
2025,PI,1,5,11201,10258,943,1800.0411201475524,21459
2025,PI,1,6,8066,7543,523,1694.9396595776159,15609
2025,PI,1,7,65162,56741,8421,1745.3837972699841,121903
2025,PI,1,8,2878,2643,235,1854.599198900856,5521
2025,PI,1,9,6130,5562,568,2806.7976362127442,11692
2025,PI,1,10,150,112,38,2243.222288518529,262
2025,PI,1,11,37,30,7,2271.0161186868686,67
2025,PI,1,80,537,428,109,3583.866024305146,965
2025,PI,2,1,73,75,-2,1518.1290919178289,148
2025,PI,2,2,342,255,87,1513.5143387833984,597
2025,PI,2,3,195,177,18,1517.6333778554379,372
2025,PI,2,4,622,666,-44,1450.9998721270833,1288
2025,PI,2,5,1896,1718,178,1549.9243108826133,3614
2025,PI,2,6,2248,1895,353,1263.5784584260844,4143
2025,PI,2,7,38183,31572,6611,1550.9790586363677,69755
2025,PI,2,8,3314,2907,407,1696.1117493920685,6221
2025,PI,2,9,8770,7818,952,2282.301545868148,16588
2025,PI,2,10,163,147,16,2022.4300758347363,310
2025,PI,2,11,34,38,-4,2718.0448458284136,72
2025,PI,2,80,1080,761,319,3115.029025766789,1841
2025,RN,1,1,1348,1342,6,1568.1651839058022,2690
2025,RN,1,2,6201,6490,-289,1671.676691108356,12691
2025,RN,1,3,3345,3473,-128,1692.0524799997208,6818
2025,RN,1,4,10087,10211,-124,1632.9264698018133,20298
2025,RN,1,5,10736,11126,-390,1826.8555641127396,21862
2025,RN,1,6,12800,11998,802,1512.5386036117295,24798
2025,RN,1,7,105369,98419,6950,1950.9869739371886,203788
2025,RN,1,8,3188,3234,-46,1896.2910216484531,6422
2025,RN,1,9,6781,6530,251,2732.028331244917,13311
2025,RN,1,10,154,180,-26,2708.0755427779204,334
2025,RN,1,11,92,90,2,1490.8840479672374,182
2025,RN,1,80,608,657,-49,3721.803719135021,1265
2025,RN,2,1,310,304,6,1504.4635842658045,614
2025,RN,2,2,616,607,9,1489.9792883082757,1223
2025,RN,2,3,433,427,6,1533.7074725921868,860
2025,RN,2,4,2181,1982,199,2798.4385526879573,4163
2025,RN,2,5,2857,2792,65,1453.098583168575,5649
2025,RN,2,6,5708,4730,978,1259.7700752722824,10438
2025,RN,2,7,65308,57720,7588,1505.6818981786855,123028
2025,RN,2,8,3676,3637,39,1635.354639661936,7313
2025,RN,2,9,9943,9814,129,2129.6721637398027,19757
2025,RN,2,10,221,233,-12,1998.5584311856212,454
2025,RN,2,11,146,136,10,1761.5816852275645,282
2025,RN,2,80,1155,1068,87,2896.290650630797,2223
2025,SE,1,1,494,556,-62,1563.4227967314437,1050
2025,SE,1,2,4701,4718,-17,1688.132438243117,9419
2025,SE,1,3,1789,1913,-124,1719.0457401346487,3702
2025,SE,1,4,5283,5428,-145,1636.1239594633264,10711
2025,SE,1,5,6234,5950,284,1685.4934799947216,12184
2025,SE,1,6,8185,7006,1179,1544.8768662986986,15191
2025,SE,1,7,65496,57841,7655,1722.7172423075917,123337
2025,SE,1,8,2293,2141,152,1907.8983321315727,4434
2025,SE,1,9,4283,4283,0,2883.570482788653,8566
2025,SE,1,10,101,102,-1,2641.4794655437954,203
2025,SE,1,11,36,35,1,3750.518553240741,71
2025,SE,1,80,408,401,7,4468.782846188353,809
2025,SE,2,1,46,63,-17,1656.3946173831043,109
2025,SE,2,2,387,434,-47,1500.897014724129,821
2025,SE,2,3,222,222,0,1489.7765966290588,444
2025,SE,2,4,840,805,35,1354.9434275797198,1645
2025,SE,2,5,1351,1371,-20,1479.4291318327353,2722
2025,SE,2,6,2639,2290,349,1253.7285841164596,4929
2025,SE,2,7,39482,34533,4949,1523.653906687972,74015
2025,SE,2,8,2682,2542,140,1672.0928506304572,5224
2025,SE,2,9,6867,6789,78,2256.4353854769556,13656
2025,SE,2,10,125,137,-12,1933.815625139708,262
2025,SE,2,11,41,37,4,2145.3119946581196,78
2025,SE,2,80,698,561,137,2813.1580572973376,1259
