cod_ibge,regiao_codigo,regiao_nome,ano,mes,valor
2311959,01,Cariri,2017,2,221321.16
2313252,01,Cariri,2017,2,49799.585
2314003,01,Cariri,2017,2,74.95
2300309,02,Centro Sul,2017,2,61775.375
2301802,02,Centro Sul,2017,2,13927.42
2303600,02,Centro Sul,2017,2,630729.995
2303808,02,Centro Sul,2017,2,69035.895
2305506,02,Centro Sul,2017,2,5130669.315
2307403,02,Centro Sul,2017,2,567128.545
2311355,02,Centro Sul,2017,2,402801.965
2311900,02,Centro Sul,2017,2,6628.465
2313708,02,Centro Sul,2017,2,22713.79
2303709,03,Grande Fortaleza,2017,2,739360.04
2303956,03,Grande Fortaleza,2017,2,25257.105
2304285,03,Grande Fortaleza,2017,2,558893.275
2304400,03,Grande Fortaleza,2017,2,70701649.855
2304954,03,Grande Fortaleza,2017,2,8535.5
2305233,03,Grande Fortaleza,2017,2,655195.615
2306256,03,Grande Fortaleza,2017,2,523301.685
2307650,03,Grande Fortaleza,2017,2,7455003.38
2307700,03,Grande Fortaleza,2017,2,420785.1
2309607,03,Grande Fortaleza,2017,2,16304.08
2309706,03,Grande Fortaleza,2017,2,7168.0
2310852,03,Grande Fortaleza,2017,2,730429.705
2312601,03,Grande Fortaleza,2017,2,3300.0
2313500,03,Grande Fortaleza,2017,2,175000.0
2301109,04,Litoral Leste,2017,2,66937.51
2302206,04,Litoral Leste,2017,2,2850.0
2304459,04,Litoral Leste,2017,2,65722.885
2305357,04,Litoral Leste,2017,2,996654.07
2306207,04,Litoral Leste,2017,2,440.0
2300200,05,Litoral Norte,2017,2,122350.0
2302305,05,Litoral Norte,2017,2,50615.675
2303907,05,Litoral Norte,2017,2,2499.8
2304251,05,Litoral Norte,2017,2,1249.995
2304707,05,Litoral Norte,2017,2,2325501.38
2306553,05,Litoral Norte,2017,2,337425.17
2307254,05,Litoral Norte,2017,2,91998.77
2307809,05,Litoral Norte,2017,2,115105.0
2307908,05,Litoral Norte,2017,2,5560.0
2308906,05,Litoral Norte,2017,2,34319.61
2300754,06,Litoral Oeste / Vale do Curu,2017,2,1002772.32
2300903,06,Litoral Oeste / Vale do Curu,2017,2,601645.26
2306108,06,Litoral Oeste / Vale do Curu,2017,2,31948.31
2306405,06,Litoral Oeste / Vale do Curu,2017,2,126657.35
2310704,06,Litoral Oeste / Vale do Curu,2017,2,150609.575
2313351,06,Litoral Oeste / Vale do Curu,2017,2,261091.73
2313559,06,Litoral Oeste / Vale do Curu,2017,2,1750.0
2313757,06,Litoral Oeste / Vale do Curu,2017,2,145848.695
2313807,06,Litoral Oeste / Vale do Curu,2017,2,7867.09
2300150,07,Maciço do Baturité,2017,2,23914.375
2301208,07,Maciço do Baturité,2017,2,392477.96
2301406,07,Maciço do Baturité,2017,2,13922.945
2301950,07,Maciço do Baturité,2017,2,28937.75
2302107,07,Maciço do Baturité,2017,2,6988.5
2302909,07,Maciço do Baturité,2017,2,15555.09
2305100,07,Maciço do Baturité,2017,2,3487.65
2306504,07,Maciço do Baturité,2017,2,3948.0
2309102,07,Maciço do Baturité,2017,2,60750.0
2309458,07,Maciço do Baturité,2017,2,124510.0
2310100,07,Maciço do Baturité,2017,2,428.975
2313401,08,Serra da Ibiapaba,2017,2,289319.5
2313609,08,Serra da Ibiapaba,2017,2,94.0
2314102,08,Serra da Ibiapaba,2017,2,230210.0
2303931,09,Sertão Central,2017,2,7274.5
2304269,09,Sertão Central,2017,2,50132.2
2305332,09,Sertão Central,2017,2,129.95
2308351,09,Sertão Central,2017,2,5997.5
2308500,09,Sertão Central,2017,2,372560.81
2310506,09,Sertão Central,2017,2,60390.825
2310902,09,Sertão Central,2017,2,340843.255
2311405,09,Sertão Central,2017,2,1493.3
2313005,09,Sertão Central,2017,2,344366.465
2302404,10,Sertão de Canindé,2017,2,55355.13
2303006,10,Sertão de Canindé,2017,2,139061.14
2304004,11,Sertão de Sobral,2017,2,8736.475
2304509,11,Sertão de Sobral,2017,2,8749.69
2308807,11,Sertão de Sobral,2017,2,3803.95
2310951,11,Sertão de Sobral,2017,2,636035.965
2312007,11,Sertão de Sobral,2017,2,115105.0
2312809,11,Sertão de Sobral,2017,2,14368.44
2312908,11,Sertão de Sobral,2017,2,221575.645
2304103,12,Sertão dos Crateús,2017,2,301473.995
2305605,12,Sertão dos Crateús,2017,2,32456.7
2305902,12,Sertão dos Crateús,2017,2,283462.025
2309300,12,Sertão dos Crateús,2017,2,395275.7
2309409,12,Sertão dos Crateús,2017,2,345446.305
2311009,12,Sertão dos Crateús,2017,2,33789.09
2312205,12,Sertão dos Crateús,2017,2,99410.365
2313302,13,Sertão dos Inhamuns,2017,2,84640.73
2300705,14,Vale do Jaguaribe,2017,2,10180.63
2306009,14,Vale do Jaguaribe,2017,2,532029.97
2306702,14,Vale do Jaguaribe,2017,2,3055.0
2306801,14,Vale do Jaguaribe,2017,2,86312.25
2306900,14,Vale do Jaguaribe,2017,2,658861.7
2307601,14,Vale do Jaguaribe,2017,2,1899.0
2308708,14,Vale do Jaguaribe,2017,2,61026.605
2310803,14,Vale do Jaguaribe,2017,2,33750.0
2311231,14,Vale do Jaguaribe,2017,2,386524.075
2311801,14,Vale do Jaguaribe,2017,2,196792.665
2312502,14,Vale do Jaguaribe,2017,2,74109.055
2313104,14,Vale do Jaguaribe,2017,2,2448.0
2301604,01,Cariri,2017,3,0.0
2301901,01,Cariri,2017,3,202056.19999999995
2302503,01,Cariri,2017,3,688911.265
2304806,01,Cariri,2017,3,980.210000000001
2307205,01,Cariri,2017,3,58697.435
2307304,01,Cariri,2017,3,1853291.925
2307502,01,Cariri,2017,3,535140.93
2308104,01,Cariri,2017,3,153359.89
2308302,01,Cariri,2017,3,125030.91
2308401,01,Cariri,2017,3,470434.93499999994
2309201,01,Cariri,2017,3,191422.38999999998
2310605,01,Cariri,2017,3,182209.275
2311108,01,Cariri,2017,3,20286.5
2311207,01,Cariri,2017,3,201312.705
2311959,01,Cariri,2017,3,247966.49999999997
2313252,01,Cariri,2017,3,153425.795
2314003,01,Cariri,2017,3,221307.335
2300309,02,Centro Sul,2017,3,148634.59
2301802,02,Centro Sul,2017,3,38229.0
2303600,02,Centro Sul,2017,3,158374.36
2303808,02,Centro Sul,2017,3,123380.515
2305407,02,Centro Sul,2017,3,86910.57
2305506,02,Centro Sul,2017,3,1165288.045
2305704,02,Centro Sul,2017,3,2590.0
2307403,02,Centro Sul,2017,3,261391.31499999994
2311355,02,Centro Sul,2017,3,229761.62999999995
2311900,02,Centro Sul,2017,3,0.0
2313708,02,Centro Sul,2017,3,10660.595000000001
2301000,03,Grande Fortaleza,2017,3,306877.1
2303709,03,Grande Fortaleza,2017,3,1040296.075
2303956,03,Grande Fortaleza,2017,3,168926.44
2304285,03,Grande Fortaleza,2017,3,230086.89500000002
2304400,03,Grande Fortaleza,2017,3,18077877.045
2304954,03,Grande Fortaleza,2017,3,30218.305
2305233,03,Grande Fortaleza,2017,3,1307261.585
2306256,03,Grande Fortaleza,2017,3,351870.73000000004
2307650,03,Grande Fortaleza,2017,3,2417462.420000001
2307700,03,Grande Fortaleza,2017,3,1047293.7700000001
2309607,03,Grande Fortaleza,2017,3,263168.0
2309706,03,Grande Fortaleza,2017,3,152748.8
2310209,03,Grande Fortaleza,2017,3,72015.6
2310258,03,Grande Fortaleza,2017,3,124264.9
2310852,03,Grande Fortaleza,2017,3,7099.570000000065
2312403,03,Grande Fortaleza,2017,3,28520.0
2312601,03,Grande Fortaleza,2017,3,7961.25
2313500,03,Grande Fortaleza,2017,3,200385.89500000002
2301109,04,Litoral Leste,2017,3,177493.03500000003
2302206,04,Litoral Leste,2017,3,138855.0
2304459,04,Litoral Leste,2017,3,65432.970000000016
2305357,04,Litoral Leste,2017,3,1702105.21
2306207,04,Litoral Leste,2017,3,38660.95
2300200,05,Litoral Norte,2017,3,83659.54999999999
2302305,05,Litoral Norte,2017,3,320595.395
2303907,05,Litoral Norte,2017,3,0.0
2304251,05,Litoral Norte,2017,3,428787.705
2304707,05,Litoral Norte,2017,3,866500.665
2306553,05,Litoral Norte,2017,3,410173.09500000003
2307254,05,Litoral Norte,2017,3,659752.955
2307809,05,Litoral Norte,2017,3,21064.0
2307908,05,Litoral Norte,2017,3,55465.76
2308906,05,Litoral Norte,2017,3,327670.15
2300754,06,Litoral Oeste / Vale do Curu,2017,3,403606.89500000014
2300903,06,Litoral Oeste / Vale do Curu,2017,3,0.0
2306108,06,Litoral Oeste / Vale do Curu,2017,3,245423.28000000003
2306306,06,Litoral Oeste / Vale do Curu,2017,3,216671.8
2306405,06,Litoral Oeste / Vale do Curu,2017,3,511606.45000000007
2310704,06,Litoral Oeste / Vale do Curu,2017,3,202449.865
2313351,06,Litoral Oeste / Vale do Curu,2017,3,147571.22
2313559,06,Litoral Oeste / Vale do Curu,2017,3,50560.005
2313757,06,Litoral Oeste / Vale do Curu,2017,3,28560.410000000003
2313807,06,Litoral Oeste / Vale do Curu,2017,3,3619.0
2300150,07,Maciço do Baturité,2017,3,0.0
2301208,07,Maciço do Baturité,2017,3,651186.9199999999
2301406,07,Maciço do Baturité,2017,3,125139.035
2301950,07,Maciço do Baturité,2017,3,121050.0
2302107,07,Maciço do Baturité,2017,3,59703.244999999995
2302909,07,Maciço do Baturité,2017,3,58706.36
2305100,07,Maciço do Baturité,2017,3,184183.855
2306504,07,Maciço do Baturité,2017,3,1588.4499999999998
2309102,07,Maciço do Baturité,2017,3,549830.06
2309458,07,Maciço do Baturité,2017,3,35645.30499999999
2310100,07,Maciço do Baturité,2017,3,9545.5
2311603,07,Maciço do Baturité,2017,3,3184.515
2303402,08,Serra da Ibiapaba,2017,3,8213.5
2305001,08,Serra da Ibiapaba,2017,3,155973.425
2313401,08,Serra da Ibiapaba,2017,3,585487.605
2313609,08,Serra da Ibiapaba,2017,3,137541.525
2314102,08,Serra da Ibiapaba,2017,3,14706.950000000012
2303931,09,Sertão Central,2017,3,465.0
2304269,09,Sertão Central,2017,3,227287.40999999997
2305332,09,Sertão Central,2017,3,29752.719999999998
2308351,09,Sertão Central,2017,3,114642.765
2308500,09,Sertão Central,2017,3,558367.3600000001
2310506,09,Sertão Central,2017,3,75205.76
2310902,09,Sertão Central,2017,3,418026.895
2312700,09,Sertão Central,2017,3,113241.69
2313005,09,Sertão Central,2017,3,635602.0549999999
2302404,10,Sertão de Canindé,2017,3,115611.0
2303006,10,Sertão de Canindé,2017,3,178265.02999999997
2300507,11,Sertão de Sobral,2017,3,28328.5
2304004,11,Sertão de Sobral,2017,3,48651.445
2304509,11,Sertão de Sobral,2017,3,594314.92
2308807,11,Sertão de Sobral,2017,3,13364.899999999998
2310951,11,Sertão de Sobral,2017,3,556808.795
2312007,11,Sertão de Sobral,2017,3,299384.95
2312809,11,Sertão de Sobral,2017,3,0.0
2312908,11,Sertão de Sobral,2017,3,2099350.25
2304103,12,Sertão dos Crateús,2017,3,448284.765
2305605,12,Sertão dos Crateús,2017,3,3894.9999999999964
2305902,12,Sertão dos Crateús,2017,3,128583.29999999999
2309300,12,Sertão dos Crateús,2017,3,208578.22500000003
2309409,12,Sertão dos Crateús,2017,3,128689.79999999999
2311009,12,Sertão dos Crateús,2017,3,123833.445
2312205,12,Sertão dos Crateús,2017,3,669491.45
2313302,13,Sertão dos Inhamuns,2017,3,184088.53000000003
2300705,14,Vale do Jaguaribe,2017,3,569499.26
2306009,14,Vale do Jaguaribe,2017,3,166565.36
2306702,14,Vale do Jaguaribe,2017,3,160443.86
2306801,14,Vale do Jaguaribe,2017,3,86139.755
2306900,14,Vale do Jaguaribe,2017,3,488870.26500000013
2307601,14,Vale do Jaguaribe,2017,3,137336.915
2308708,14,Vale do Jaguaribe,2017,3,287938.03500000003
2310803,14,Vale do Jaguaribe,2017,3,100579.20000000001
2311231,14,Vale do Jaguaribe,2017,3,0.0
2311801,14,Vale do Jaguaribe,2017,3,451469.1699999999
2312502,14,Vale do Jaguaribe,2017,3,153190.305
2313104,14,Vale do Jaguaribe,2017,3,291879.79
2301604,01,Cariri,2017,4,0.0
2301901,01,Cariri,2017,4,202056.19999999995
2302503,01,Cariri,2017,4,688911.265
2304806,01,Cariri,2017,4,980.210000000001
2307205,01,Cariri,2017,4,58697.435
2307304,01,Cariri,2017,4,1853291.925
2307502,01,Cariri,2017,4,535140.93
2308104,01,Cariri,2017,4,153359.89
2308302,01,Cariri,2017,4,125030.91
2308401,01,Cariri,2017,4,470434.93499999994
2309201,01,Cariri,2017,4,191422.38999999998
2310605,01,Cariri,2017,4,182209.275
2311108,01,Cariri,2017,4,20286.5
2311207,01,Cariri,2017,4,201312.705
2311959,01,Cariri,2017,4,247966.49999999997
2313252,01,Cariri,2017,4,153425.795
2314003,01,Cariri,2017,4,221307.335
2300309,02,Centro Sul,2017,4,148634.59
2301802,02,Centro Sul,2017,4,38229.0
2303600,02,Centro Sul,2017,4,158374.36
2303808,02,Centro Sul,2017,4,123380.515
2305407,02,Centro Sul,2017,4,86910.57
2305506,02,Centro Sul,2017,4,1165288.045
2305704,02,Centro Sul,2017,4,2590.0
2307403,02,Centro Sul,2017,4,261391.31499999994
2311355,02,Centro Sul,2017,4,229761.62999999995
2311900,02,Centro Sul,2017,4,0.0
2313708,02,Centro Sul,2017,4,10660.595000000001
2301000,03,Grande Fortaleza,2017,4,306877.1
2303709,03,Grande Fortaleza,2017,4,1040296.075
2303956,03,Grande Fortaleza,2017,4,168926.44
2304285,03,Grande Fortaleza,2017,4,230086.89500000002
2304400,03,Grande Fortaleza,2017,4,18077877.045
2304954,03,Grande Fortaleza,2017,4,30218.305
2305233,03,Grande Fortaleza,2017,4,1307261.585
2306256,03,Grande Fortaleza,2017,4,351870.73000000004
2307650,03,Grande Fortaleza,2017,4,2417462.420000001
2307700,03,Grande Fortaleza,2017,4,1047293.7700000001
2309607,03,Grande Fortaleza,2017,4,263168.0
2309706,03,Grande Fortaleza,2017,4,152748.8
2310209,03,Grande Fortaleza,2017,4,72015.6
2310258,03,Grande Fortaleza,2017,4,124264.9
2310852,03,Grande Fortaleza,2017,4,7099.570000000065
2312403,03,Grande Fortaleza,2017,4,28520.0
2312601,03,Grande Fortaleza,2017,4,7961.25
2313500,03,Grande Fortaleza,2017,4,200385.89500000002
2301109,04,Litoral Leste,2017,4,177493.03500000003
2302206,04,Litoral Leste,2017,4,138855.0
2304459,04,Litoral Leste,2017,4,65432.970000000016
2305357,04,Litoral Leste,2017,4,1702105.21
2306207,04,Litoral Leste,2017,4,38660.95
2300200,05,Litoral Norte,2017,4,83659.54999999999
2302305,05,Litoral Norte,2017,4,320595.395
2303907,05,Litoral Norte,2017,4,0.0
2304251,05,Litoral Norte,2017,4,428787.705
2304707,05,Litoral Norte,2017,4,866500.665
2306553,05,Litoral Norte,2017,4,410173.09500000003
2307254,05,Litoral Norte,2017,4,659752.955
2307809,05,Litoral Norte,2017,4,21064.0
2307908,05,Litoral Norte,2017,4,55465.76
2308906,05,Litoral Norte,2017,4,327670.15
2300754,06,Litoral Oeste / Vale do Curu,2017,4,403606.89500000014
2300903,06,Litoral Oeste / Vale do Curu,2017,4,0.0
2306108,06,Litoral Oeste / Vale do Curu,2017,4,245423.28000000003
2306306,06,Litoral Oeste / Vale do Curu,2017,4,216671.8
2306405,06,Litoral Oeste / Vale do Curu,2017,4,511606.45000000007
2310704,06,Litoral Oeste / Vale do Curu,2017,4,202449.865
2313351,06,Litoral Oeste / Vale do Curu,2017,4,147571.22
2313559,06,Litoral Oeste / Vale do Curu,2017,4,50560.005
2313757,06,Litoral Oeste / Vale do Curu,2017,4,28560.410000000003
2313807,06,Litoral Oeste / Vale do Curu,2017,4,3619.0
2300150,07,Maciço do Baturité,2017,4,0.0
2301208,07,Maciço do Baturité,2017,4,651186.9199999999
2301406,07,Maciço do Baturité,2017,4,125139.035
2301950,07,Maciço do Baturité,2017,4,121050.0
2302107,07,Maciço do Baturité,2017,4,59703.244999999995
2302909,07,Maciço do Baturité,2017,4,58706.36
2305100,07,Maciço do Baturité,2017,4,184183.855
2306504,07,Maciço do Baturité,2017,4,1588.4499999999998
2309102,07,Maciço do Baturité,2017,4,549830.06
2309458,07,Maciço do Baturité,2017,4,35645.30499999999
2310100,07,Maciço do Baturité,2017,4,9545.5
2311603,07,Maciço do Baturité,2017,4,3184.515
2303402,08,Serra da Ibiapaba,2017,4,8213.5
2305001,08,Serra da Ibiapaba,2017,4,155973.425
2313401,08,Serra da Ibiapaba,2017,4,585487.605
2313609,08,Serra da Ibiapaba,2017,4,137541.525
2314102,08,Serra da Ibiapaba,2017,4,14706.950000000012
2303931,09,Sertão Central,2017,4,465.0
2304269,09,Sertão Central,2017,4,227287.40999999997
2305332,09,Sertão Central,2017,4,29752.719999999998
2308351,09,Sertão Central,2017,4,114642.765
2308500,09,Sertão Central,2017,4,558367.3600000001
2310506,09,Sertão Central,2017,4,75205.76
2310902,09,Sertão Central,2017,4,418026.895
2312700,09,Sertão Central,2017,4,113241.69
2313005,09,Sertão Central,2017,4,635602.0549999999
2302404,10,Sertão de Canindé,2017,4,115611.0
2303006,10,Sertão de Canindé,2017,4,178265.02999999997
2300507,11,Sertão de Sobral,2017,4,28328.5
2304004,11,Sertão de Sobral,2017,4,48651.445
2304509,11,Sertão de Sobral,2017,4,594314.92
2308807,11,Sertão de Sobral,2017,4,13364.899999999998
2310951,11,Sertão de Sobral,2017,4,556808.795
2312007,11,Sertão de Sobral,2017,4,299384.95
2312809,11,Sertão de Sobral,2017,4,0.0
2312908,11,Sertão de Sobral,2017,4,2099350.25
2304103,12,Sertão dos Crateús,2017,4,448284.765
2305605,12,Sertão dos Crateús,2017,4,3894.9999999999964
2305902,12,Sertão dos Crateús,2017,4,128583.29999999999
2309300,12,Sertão dos Crateús,2017,4,208578.22500000003
2309409,12,Sertão dos Crateús,2017,4,128689.79999999999
2311009,12,Sertão dos Crateús,2017,4,123833.445
2312205,12,Sertão dos Crateús,2017,4,669491.45
2313302,13,Sertão dos Inhamuns,2017,4,184088.53000000003
2300705,14,Vale do Jaguaribe,2017,4,569499.26
2306009,14,Vale do Jaguaribe,2017,4,166565.36
2306702,14,Vale do Jaguaribe,2017,4,160443.86
2306801,14,Vale do Jaguaribe,2017,4,86139.755
2306900,14,Vale do Jaguaribe,2017,4,488870.26500000013
2307601,14,Vale do Jaguaribe,2017,4,137336.915
2308708,14,Vale do Jaguaribe,2017,4,287938.03500000003
2310803,14,Vale do Jaguaribe,2017,4,100579.20000000001
2311231,14,Vale do Jaguaribe,2017,4,0.0
2311801,14,Vale do Jaguaribe,2017,4,451469.1699999999
2312502,14,Vale do Jaguaribe,2017,4,153190.305
2313104,14,Vale do Jaguaribe,2017,4,291879.79
2300101,01,Cariri,2017,5,394737.72
2301307,01,Cariri,2017,5,1179924.635
2301604,01,Cariri,2017,5,107255.47
2301901,01,Cariri,2017,5,445542.71
2302008,01,Cariri,2017,5,213283.38
2302503,01,Cariri,2017,5,1495447.98
2303204,01,Cariri,2017,5,305735.56
2304806,01,Cariri,2017,5,235839.13999999998
2307106,01,Cariri,2017,5,119908.95
2307205,01,Cariri,2017,5,345343.665
2307304,01,Cariri,2017,5,2875441.4949999996
2307502,01,Cariri,2017,5,330.0
2308104,01,Cariri,2017,5,140746.21499999997
2308302,01,Cariri,2017,5,42431.774999999994
2308401,01,Cariri,2017,5,0.0
2309201,01,Cariri,2017,5,729524.175
2310605,01,Cariri,2017,5,59149.0
2311108,01,Cariri,2017,5,173130.045
2311207,01,Cariri,2017,5,417218.48
2311959,01,Cariri,2017,5,248785.90999999997
2312106,01,Cariri,2017,5,144411.505
2313252,01,Cariri,2017,5,205608.505
2314003,01,Cariri,2017,5,107827.68000000002
2300309,02,Centro Sul,2017,5,548476.755
2301802,02,Centro Sul,2017,5,15099.5
2303600,02,Centro Sul,2017,5,111445.56500000006
2303808,02,Centro Sul,2017,5,588035.37
2305407,02,Centro Sul,2017,5,176802.43
2305506,02,Centro Sul,2017,5,406937.6049999995
2305704,02,Centro Sul,2017,5,12953.585
2307403,02,Centro Sul,2017,5,263053.82999999996
2311355,02,Centro Sul,2017,5,74214.86499999999
2311900,02,Centro Sul,2017,5,0.0
2313708,02,Centro Sul,2017,5,52409.32
2301000,03,Grande Fortaleza,2017,5,300602.28
2303709,03,Grande Fortaleza,2017,5,1607021.0050000001
2303956,03,Grande Fortaleza,2017,5,339803.595
2304285,03,Grande Fortaleza,2017,5,79537.755
2304400,03,Grande Fortaleza,2017,5,22028440.015
2304954,03,Grande Fortaleza,2017,5,68668.5
2305233,03,Grande Fortaleza,2017,5,966405.7900000003
2306256,03,Grande Fortaleza,2017,5,643492.45
2307650,03,Grande Fortaleza,2017,5,4060481.209999999
2307700,03,Grande Fortaleza,2017,5,367996.6649999998
2309607,03,Grande Fortaleza,2017,5,495797.62499999994
2309706,03,Grande Fortaleza,2017,5,565112.78
2310209,03,Grande Fortaleza,2017,5,52170.0
2310258,03,Grande Fortaleza,2017,5,23044.420000000013
2310852,03,Grande Fortaleza,2017,5,9920.0
2312403,03,Grande Fortaleza,2017,5,6425.0
2312601,03,Grande Fortaleza,2017,5,18944.69
2313500,03,Grande Fortaleza,2017,5,536336.04
2301109,04,Litoral Leste,2017,5,55370.755000000034
2302206,04,Litoral Leste,2017,5,8697.309999999998
2304459,04,Litoral Leste,2017,5,423730.17000000004
2305357,04,Litoral Leste,2017,5,1466634.7350000003
2306207,04,Litoral Leste,2017,5,49256.95
2300200,05,Litoral Norte,2017,5,254969.89500000002
2302305,05,Litoral Norte,2017,5,144390.33999999997
2303907,05,Litoral Norte,2017,5,245859.92500000002
2304251,05,Litoral Norte,2017,5,38171.26999999996
2304707,05,Litoral Norte,2017,5,474769.15500000026
2306553,05,Litoral Norte,2017,5,825019.0850000001
2307254,05,Litoral Norte,2017,5,408286.29500000004
2307809,05,Litoral Norte,2017,5,27390.95000000001
2307908,05,Litoral Norte,2017,5,15838.919999999991
2308906,05,Litoral Norte,2017,5,826402.605
2300754,06,Litoral Oeste / Vale do Curu,2017,5,473073.8999999999
2300903,06,Litoral Oeste / Vale do Curu,2017,5,0.0
2306108,06,Litoral Oeste / Vale do Curu,2017,5,334703.8549999999
2306306,06,Litoral Oeste / Vale do Curu,2017,5,295428.745
2306405,06,Litoral Oeste / Vale do Curu,2017,5,1799270.2550000001
2310704,06,Litoral Oeste / Vale do Curu,2017,5,164557.74
2313351,06,Litoral Oeste / Vale do Curu,2017,5,130875.21500000003
2313559,06,Litoral Oeste / Vale do Curu,2017,5,339228.01
2313757,06,Litoral Oeste / Vale do Curu,2017,5,189983.975
2313807,06,Litoral Oeste / Vale do Curu,2017,5,425490.725
2300150,07,Maciço do Baturité,2017,5,145862.36
2301208,07,Maciço do Baturité,2017,5,499190.005
2301406,07,Maciço do Baturité,2017,5,126346.035
2301950,07,Maciço do Baturité,2017,5,125337.71500000003
2302107,07,Maciço do Baturité,2017,5,38015.39
2302909,07,Maciço do Baturité,2017,5,169404.66999999998
2305100,07,Maciço do Baturité,2017,5,26458.36499999999
2306504,07,Maciço do Baturité,2017,5,245.0
2309102,07,Maciço do Baturité,2017,5,376042.7599999999
2309458,07,Maciço do Baturité,2017,5,92413.47
2310100,07,Maciço do Baturité,2017,5,14481.72
2311603,07,Maciço do Baturité,2017,5,19586.55
2303402,08,Serra da Ibiapaba,2017,5,113076.295
2305001,08,Serra da Ibiapaba,2017,5,274002.10500000004
2313401,08,Serra da Ibiapaba,2017,5,668156.56
2313609,08,Serra da Ibiapaba,2017,5,80856.95000000001
2314102,08,Serra da Ibiapaba,2017,5,309405.85500000004
2303931,09,Sertão Central,2017,5,78634.83
2304269,09,Sertão Central,2017,5,235284.06
2305332,09,Sertão Central,2017,5,40644.600000000006
2308351,09,Sertão Central,2017,5,57409.765
2308500,09,Sertão Central,2017,5,326128.6
2310506,09,Sertão Central,2017,5,412098.51
2310902,09,Sertão Central,2017,5,423773.485
2312700,09,Sertão Central,2017,5,98371.32
2313005,09,Sertão Central,2017,5,875606.135
2302404,10,Sertão de Canindé,2017,5,16579.454999999987
2302800,10,Sertão de Canindé,2017,5,495030.13
2303006,10,Sertão de Canindé,2017,5,104737.07500000001
2307635,10,Sertão de Canindé,2017,5,315150.01
2304004,11,Sertão de Sobral,2017,5,209381.60000000003
2304509,11,Sertão de Sobral,2017,5,447828.82500000007
2308807,11,Sertão de Sobral,2017,5,5784.200000000001
2310951,11,Sertão de Sobral,2017,5,7676.0
2312007,11,Sertão de Sobral,2017,5,63613.42499999999
2312809,11,Sertão de Sobral,2017,5,24749.47
2312908,11,Sertão de Sobral,2017,5,3508856.4549999996
2304103,12,Sertão dos Crateús,2017,5,84517.79500000004
2305605,12,Sertão dos Crateús,2017,5,325.0
2305902,12,Sertão dos Crateús,2017,5,511580.02999999997
2309300,12,Sertão dos Crateús,2017,5,20067.084999999963
2309409,12,Sertão dos Crateús,2017,5,484996.45999999996
2311009,12,Sertão dos Crateús,2017,5,255895.645
2312205,12,Sertão dos Crateús,2017,5,347780.355
2300408,13,Sertão dos Inhamuns,2017,5,275567.6
2313302,13,Sertão dos Inhamuns,2017,5,179066.55
2300705,14,Vale do Jaguaribe,2017,5,13610.280000000028
2306009,14,Vale do Jaguaribe,2017,5,306781.905
2306702,14,Vale do Jaguaribe,2017,5,228771.95
2306801,14,Vale do Jaguaribe,2017,5,240001.37
2306900,14,Vale do Jaguaribe,2017,5,703082.21
2307601,14,Vale do Jaguaribe,2017,5,61392.69999999998
2308708,14,Vale do Jaguaribe,2017,5,248690.04500000004
2310803,14,Vale do Jaguaribe,2017,5,322782.535
2311231,14,Vale do Jaguaribe,2017,5,308629.91500000004
2311801,14,Vale do Jaguaribe,2017,5,510221.39000000013
2312502,14,Vale do Jaguaribe,2017,5,7596.0
2313104,14,Vale do Jaguaribe,2017,5,342875.06
2300101,01,Cariri,2017,6,394737.72
2301307,01,Cariri,2017,6,1179924.635
2301604,01,Cariri,2017,6,107255.47
2301901,01,Cariri,2017,6,445542.71
2302008,01,Cariri,2017,6,213283.38
2302503,01,Cariri,2017,6,1495447.98
2303204,01,Cariri,2017,6,305735.56
2304806,01,Cariri,2017,6,235839.13999999998
2307106,01,Cariri,2017,6,119908.95
2307205,01,Cariri,2017,6,345343.665
2307304,01,Cariri,2017,6,2875441.4949999996
2307502,01,Cariri,2017,6,330.0
2308104,01,Cariri,2017,6,140746.21499999997
2308302,01,Cariri,2017,6,42431.774999999994
2308401,01,Cariri,2017,6,0.0
2309201,01,Cariri,2017,6,729524.175
2310605,01,Cariri,2017,6,59149.0
2311108,01,Cariri,2017,6,173130.045
2311207,01,Cariri,2017,6,417218.48
2311959,01,Cariri,2017,6,248785.90999999997
2312106,01,Cariri,2017,6,144411.505
2313252,01,Cariri,2017,6,205608.505
2314003,01,Cariri,2017,6,107827.68000000002
2300309,02,Centro Sul,2017,6,548476.755
2301802,02,Centro Sul,2017,6,15099.5
2303600,02,Centro Sul,2017,6,111445.56500000006
2303808,02,Centro Sul,2017,6,588035.37
2305407,02,Centro Sul,2017,6,176802.43
2305506,02,Centro Sul,2017,6,406937.6049999995
2305704,02,Centro Sul,2017,6,12953.585
2307403,02,Centro Sul,2017,6,263053.82999999996
2311355,02,Centro Sul,2017,6,74214.86499999999
2311900,02,Centro Sul,2017,6,0.0
2313708,02,Centro Sul,2017,6,52409.32
2301000,03,Grande Fortaleza,2017,6,300602.28
2303709,03,Grande Fortaleza,2017,6,1607021.0050000001
2303956,03,Grande Fortaleza,2017,6,339803.595
2304285,03,Grande Fortaleza,2017,6,79537.755
2304400,03,Grande Fortaleza,2017,6,22028440.015
2304954,03,Grande Fortaleza,2017,6,68668.5
2305233,03,Grande Fortaleza,2017,6,966405.7900000003
2306256,03,Grande Fortaleza,2017,6,643492.45
