exercicio,periodo,uf,anexo,cod_conta,conta,coluna,valor,populacao,uf_nome
2015,3,PE,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),SALDO DO EXERCÍCIO ANTERIOR,13781558721.01,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 1º Quadrimestre,14343658484.27,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 2º Quadrimestre,15522249614.67,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 3º Quadrimestre,16157271697.67,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaContratual,Dívida Contratual,SALDO DO EXERCÍCIO ANTERIOR,13316072077.7,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 1º Quadrimestre,13878094272.95,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 2º Quadrimestre,15098976832.3,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 3º Quadrimestre,15734003947.71,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),SALDO DO EXERCÍCIO ANTERIOR,10695491905.47,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 1º Quadrimestre,10278898807.96,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 2º Quadrimestre,11250498955.43,9277727,Pernambuco
2015,3,PE,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 3º Quadrimestre,12215360981.53,9277727,Pernambuco
2016,1,PE,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),"DESPESAS LIQUIDADAS 
(a)",12880795150.28,9345173,Pernambuco
2016,1,PE,RGF-Anexo 01,DespesaComPessoalAtivoBruta,Pessoal Ativo,"DESPESAS LIQUIDADAS 
(a)",7489335877.84,9345173,Pernambuco
2016,1,PE,RGF-Anexo 01,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,"DESPESAS LIQUIDADAS 
(a)",5391459272.44,9345173,Pernambuco
