cod_ibge,regiao_codigo,regiao_nome,ano,mes,credito_operacoes
2304285,03,Grande Fortaleza,2017,7,2244184.0
2304400,03,Grande Fortaleza,2017,7,4937037125.0
2304707,05,Litoral Norte,2017,7,25611253.0
2305233,03,Grande Fortaleza,2017,7,16762950.0
2305506,02,Centro Sul,2017,7,48720154.0
2306306,06,Litoral Oeste / Vale do Curu,2017,7,478569.0
2306405,06,Litoral Oeste / Vale do Curu,2017,7,54802519.0
2306900,14,Vale do Jaguaribe,2017,7,22329837.0
2307304,01,Cariri,2017,7,74347684.0
2307502,01,Cariri,2017,7,17082836.0
2307601,14,Vale do Jaguaribe,2017,7,30568121.0
2307650,03,Grande Fortaleza,2017,7,138918905.0
2307700,03,Grande Fortaleza,2017,7,4676915.0
2308500,09,Sertão Central,2017,7,12005131.0
2309300,12,Sertão dos Crateús,2017,7,25313784.0
2309607,03,Grande Fortaleza,2017,7,18496314.0
2311306,09,Sertão Central,2017,7,25152929.0
2311405,09,Sertão Central,2017,7,8845805.0
2311801,14,Vale do Jaguaribe,2017,7,1366760.0
2312205,12,Sertão dos Crateús,2017,7,6825095.0
2312304,08,Serra da Ibiapaba,2017,7,19920388.0
2312908,11,Sertão de Sobral,2017,7,58800692.0
2313302,13,Sertão dos Inhamuns,2017,7,14661320.0
2313401,08,Serra da Ibiapaba,2017,7,15694836.0
2314102,08,Serra da Ibiapaba,2017,7,5779748.0
2300200,05,Litoral Norte,2017,8,25805798.0
2300309,02,Centro Sul,2017,8,7576054.0
2301000,03,Grande Fortaleza,2017,8,3177038.0
2301109,04,Litoral Leste,2017,8,35155265.0
2301901,01,Cariri,2017,8,15913655.0
2302107,07,Maciço do Baturité,2017,8,27308555.0
2302404,10,Sertão de Canindé,2017,8,16265338.0
2302503,01,Cariri,2017,8,27728635.0
2302701,01,Cariri,2017,8,13772387.0
2302800,10,Sertão de Canindé,2017,8,25751683.0
2303501,03,Grande Fortaleza,2017,8,16216191.0
2303709,03,Grande Fortaleza,2017,8,21493108.0
2304103,12,Sertão dos Crateús,2017,8,29974492.0
2304202,01,Cariri,2017,8,28160270.0
2304285,03,Grande Fortaleza,2017,8,2153716.0
2304400,03,Grande Fortaleza,2017,8,5026887485.0
2304707,05,Litoral Norte,2017,8,25706875.0
2305233,03,Grande Fortaleza,2017,8,15247366.0
2305506,02,Centro Sul,2017,8,48928385.0
2306306,06,Litoral Oeste / Vale do Curu,2017,8,582648.0
2306405,06,Litoral Oeste / Vale do Curu,2017,8,57612696.0
2306900,14,Vale do Jaguaribe,2017,8,25523275.0
2307304,01,Cariri,2017,8,74305783.0
2307502,01,Cariri,2017,8,16745050.0
2307601,14,Vale do Jaguaribe,2017,8,30939890.0
2307650,03,Grande Fortaleza,2017,8,134218656.0
2307700,03,Grande Fortaleza,2017,8,4725874.0
2308500,09,Sertão Central,2017,8,12279150.0
2309300,12,Sertão dos Crateús,2017,8,24769666.0
2309607,03,Grande Fortaleza,2017,8,18053097.0
2311306,09,Sertão Central,2017,8,25299619.0
2311405,09,Sertão Central,2017,8,8823625.0
2311801,14,Vale do Jaguaribe,2017,8,1331041.0
2312205,12,Sertão dos Crateús,2017,8,7156132.0
2312304,08,Serra da Ibiapaba,2017,8,20643144.0
2312908,11,Sertão de Sobral,2017,8,60136255.0
2313302,13,Sertão dos Inhamuns,2017,8,14677028.0
2313401,08,Serra da Ibiapaba,2017,8,16386376.0
2314102,08,Serra da Ibiapaba,2017,8,6217765.0
2300200,05,Litoral Norte,2017,9,25531763.0
2300309,02,Centro Sul,2017,9,7109960.0
2301000,03,Grande Fortaleza,2017,9,3246374.0
2301109,04,Litoral Leste,2017,9,34218461.0
2301901,01,Cariri,2017,9,15212361.0
2302107,07,Maciço do Baturité,2017,9,26428300.0
2302404,10,Sertão de Canindé,2017,9,16211850.0
2302503,01,Cariri,2017,9,26990130.0
2302701,01,Cariri,2017,9,13857853.0
2302800,10,Sertão de Canindé,2017,9,25032056.0
2303501,03,Grande Fortaleza,2017,9,15140235.0
2303709,03,Grande Fortaleza,2017,9,21041528.0
2304103,12,Sertão dos Crateús,2017,9,28643031.0
2304202,01,Cariri,2017,9,27911145.0
2304285,03,Grande Fortaleza,2017,9,2085204.0
2304400,03,Grande Fortaleza,2017,9,5044041840.0
2304707,05,Litoral Norte,2017,9,24488324.0
2305233,03,Grande Fortaleza,2017,9,15327104.0
2305506,02,Centro Sul,2017,9,46585493.0
2306306,06,Litoral Oeste / Vale do Curu,2017,9,736746.0
2306405,06,Litoral Oeste / Vale do Curu,2017,9,55544488.0
2306900,14,Vale do Jaguaribe,2017,9,24926437.0
2307304,01,Cariri,2017,9,71306790.0
2307502,01,Cariri,2017,9,16377330.0
2307601,14,Vale do Jaguaribe,2017,9,30390433.0
2307650,03,Grande Fortaleza,2017,9,114494027.0
2307700,03,Grande Fortaleza,2017,9,4671295.0
2308500,09,Sertão Central,2017,9,11476457.0
2309300,12,Sertão dos Crateús,2017,9,24112877.0
2309607,03,Grande Fortaleza,2017,9,17171641.0
2311306,09,Sertão Central,2017,9,25429650.0
2311405,09,Sertão Central,2017,9,8664637.0
2311801,14,Vale do Jaguaribe,2017,9,1259794.0
2312205,12,Sertão dos Crateús,2017,9,6624007.0
2312304,08,Serra da Ibiapaba,2017,9,20108057.0
2312908,11,Sertão de Sobral,2017,9,57720908.0
2313302,13,Sertão dos Inhamuns,2017,9,14309203.0
2313401,08,Serra da Ibiapaba,2017,9,15964448.0
2314102,08,Serra da Ibiapaba,2017,9,6180242.0
2300200,05,Litoral Norte,2017,10,23768236.0
2300309,02,Centro Sul,2017,10,7024834.0
2301000,03,Grande Fortaleza,2017,10,3378947.0
2301109,04,Litoral Leste,2017,10,33356483.0
2301901,01,Cariri,2017,10,16132058.0
2302107,07,Maciço do Baturité,2017,10,26385016.0
2302404,10,Sertão de Canindé,2017,10,15734303.0
2302503,01,Cariri,2017,10,27408474.0
2302701,01,Cariri,2017,10,13468859.0
2302800,10,Sertão de Canindé,2017,10,24443380.0
2303501,03,Grande Fortaleza,2017,10,14497266.0
2303709,03,Grande Fortaleza,2017,10,20815624.0
2304103,12,Sertão dos Crateús,2017,10,28049560.0
2304202,01,Cariri,2017,10,28517178.0
2304285,03,Grande Fortaleza,2017,10,2119077.0
2304400,03,Grande Fortaleza,2017,10,5141923664.0
2304707,05,Litoral Norte,2017,10,24822705.0
2305233,03,Grande Fortaleza,2017,10,14653018.0
2305506,02,Centro Sul,2017,10,46135720.0
2306306,06,Litoral Oeste / Vale do Curu,2017,10,790591.0
2306405,06,Litoral Oeste / Vale do Curu,2017,10,55158826.0
2306900,14,Vale do Jaguaribe,2017,10,25230636.0
2307304,01,Cariri,2017,10,69431819.0
2307502,01,Cariri,2017,10,15811142.0
2307601,14,Vale do Jaguaribe,2017,10,30805297.0
2307650,03,Grande Fortaleza,2017,10,108787618.0
2307700,03,Grande Fortaleza,2017,10,4543350.0
2308500,09,Sertão Central,2017,10,11357956.0
2309300,12,Sertão dos Crateús,2017,10,23657324.0
2309607,03,Grande Fortaleza,2017,10,16277781.0
2311306,09,Sertão Central,2017,10,25476827.0
2311405,09,Sertão Central,2017,10,8660320.0
2311801,14,Vale do Jaguaribe,2017,10,1296506.0
2312205,12,Sertão dos Crateús,2017,10,6230110.0
2312304,08,Serra da Ibiapaba,2017,10,19656812.0
2312908,11,Sertão de Sobral,2017,10,56309360.0
2313302,13,Sertão dos Inhamuns,2017,10,14315272.0
2313401,08,Serra da Ibiapaba,2017,10,15385036.0
2314102,08,Serra da Ibiapaba,2017,10,6076730.0
2300200,05,Litoral Norte,2017,11,22787820.0
2300309,02,Centro Sul,2017,11,6970924.0
2301000,03,Grande Fortaleza,2017,11,3226128.0
2301109,04,Litoral Leste,2017,11,34086162.0
2301901,01,Cariri,2017,11,16112108.0
2302107,07,Maciço do Baturité,2017,11,27639597.0
2302404,10,Sertão de Canindé,2017,11,15576660.0
2302503,01,Cariri,2017,11,27383395.0
2302701,01,Cariri,2017,11,13359376.0
2302800,10,Sertão de Canindé,2017,11,24543687.0
2303501,03,Grande Fortaleza,2017,11,14550045.0
2303709,03,Grande Fortaleza,2017,11,21220550.0
2304103,12,Sertão dos Crateús,2017,11,27946609.0
2304202,01,Cariri,2017,11,28770790.0
2304285,03,Grande Fortaleza,2017,11,2195452.0
2304400,03,Grande Fortaleza,2017,11,4743405986.0
2304707,05,Litoral Norte,2017,11,25208457.0
2305233,03,Grande Fortaleza,2017,11,14558709.0
2305506,02,Centro Sul,2017,11,45809710.0
2306306,06,Litoral Oeste / Vale do Curu,2017,11,804916.0
2306405,06,Litoral Oeste / Vale do Curu,2017,11,54704038.0
2306900,14,Vale do Jaguaribe,2017,11,25012012.0
2307304,01,Cariri,2017,11,68605617.0
2307502,01,Cariri,2017,11,15324780.0
2307601,14,Vale do Jaguaribe,2017,11,30726230.0
2307650,03,Grande Fortaleza,2017,11,108987380.0
2307700,03,Grande Fortaleza,2017,11,4436681.0
2308500,09,Sertão Central,2017,11,11308254.0
2309300,12,Sertão dos Crateús,2017,11,24970278.0
2309607,03,Grande Fortaleza,2017,11,16590993.0
2311306,09,Sertão Central,2017,11,26026033.0
2311405,09,Sertão Central,2017,11,8602026.0
2311801,14,Vale do Jaguaribe,2017,11,1247143.0
2312205,12,Sertão dos Crateús,2017,11,5803339.0
2312304,08,Serra da Ibiapaba,2017,11,19016533.0
2312908,11,Sertão de Sobral,2017,11,56151762.0
2313302,13,Sertão dos Inhamuns,2017,11,14338922.0
2313401,08,Serra da Ibiapaba,2017,11,15005185.0
2314102,08,Serra da Ibiapaba,2017,11,6220405.0
2300200,05,Litoral Norte,2017,12,22256350.0
2300309,02,Centro Sul,2017,12,7225290.0
2301000,03,Grande Fortaleza,2017,12,3333607.0
2301109,04,Litoral Leste,2017,12,36060244.0
2301901,01,Cariri,2017,12,16861233.0
2302107,07,Maciço do Baturité,2017,12,28252082.0
2302404,10,Sertão de Canindé,2017,12,16280873.0
2302503,01,Cariri,2017,12,28039811.0
2302701,01,Cariri,2017,12,14246983.0
2302800,10,Sertão de Canindé,2017,12,25098485.0
2303501,03,Grande Fortaleza,2017,12,17422300.0
2303709,03,Grande Fortaleza,2017,12,23196560.0
2304103,12,Sertão dos Crateús,2017,12,28860041.0
2304202,01,Cariri,2017,12,29338604.0
2304285,03,Grande Fortaleza,2017,12,2066762.0
2304400,03,Grande Fortaleza,2017,12,5317321635.0
2304707,05,Litoral Norte,2017,12,27332643.0
2305233,03,Grande Fortaleza,2017,12,21218661.0
2305506,02,Centro Sul,2017,12,46053301.0
2306306,06,Litoral Oeste / Vale do Curu,2017,12,782608.0
2306405,06,Litoral Oeste / Vale do Curu,2017,12,58935046.0
2306900,14,Vale do Jaguaribe,2017,12,25043334.0
2307304,01,Cariri,2017,12,66251513.0
2307502,01,Cariri,2017,12,14966600.0
2307601,14,Vale do Jaguaribe,2017,12,32900650.0
2307650,03,Grande Fortaleza,2017,12,110913471.0
2307700,03,Grande Fortaleza,2017,12,4867429.0
2308500,09,Sertão Central,2017,12,12369585.0
2309300,12,Sertão dos Crateús,2017,12,27006088.0
2309607,03,Grande Fortaleza,2017,12,18952162.0
2311306,09,Sertão Central,2017,12,26974739.0
2311405,09,Sertão Central,2017,12,8719859.0
2311801,14,Vale do Jaguaribe,2017,12,1399482.0
2312205,12,Sertão dos Crateús,2017,12,5714565.0
2312304,08,Serra da Ibiapaba,2017,12,20128949.0
2312908,11,Sertão de Sobral,2017,12,57332189.0
2313302,13,Sertão dos Inhamuns,2017,12,14524582.0
2313401,08,Serra da Ibiapaba,2017,12,14974621.0
2314102,08,Serra da Ibiapaba,2017,12,6589949.0
2300200,05,Litoral Norte,2018,1,22547007.0
2300309,02,Centro Sul,2018,1,7027540.0
2301000,03,Grande Fortaleza,2018,1,3353242.0
2301109,04,Litoral Leste,2018,1,34897302.0
2301901,01,Cariri,2018,1,16521342.0
2302107,07,Maciço do Baturité,2018,1,27450194.0
2302404,10,Sertão de Canindé,2018,1,16354588.0
2302503,01,Cariri,2018,1,28270448.0
2302701,01,Cariri,2018,1,14132748.0
2302800,10,Sertão de Canindé,2018,1,24910473.0
2303501,03,Grande Fortaleza,2018,1,17352238.0
2303709,03,Grande Fortaleza,2018,1,22245930.0
2304103,12,Sertão dos Crateús,2018,1,28497656.0
2304202,01,Cariri,2018,1,29131957.0
2304285,03,Grande Fortaleza,2018,1,2022239.0
2304400,03,Grande Fortaleza,2018,1,5103288761.0
2304707,05,Litoral Norte,2018,1,27275176.0
2305233,03,Grande Fortaleza,2018,1,30198912.0
2305506,02,Centro Sul,2018,1,44591167.0
2306306,06,Litoral Oeste / Vale do Curu,2018,1,782649.0
2306405,06,Litoral Oeste / Vale do Curu,2018,1,59669627.0
2306900,14,Vale do Jaguaribe,2018,1,23712889.0
2307304,01,Cariri,2018,1,62919230.0
2307502,01,Cariri,2018,1,15040389.0
2307601,14,Vale do Jaguaribe,2018,1,31406848.0
2307650,03,Grande Fortaleza,2018,1,108116272.0
2307700,03,Grande Fortaleza,2018,1,4766646.0
2308500,09,Sertão Central,2018,1,11641287.0
2309300,12,Sertão dos Crateús,2018,1,26732989.0
2309607,03,Grande Fortaleza,2018,1,18908969.0
2311306,09,Sertão Central,2018,1,27120461.0
2311405,09,Sertão Central,2018,1,8583426.0
2311801,14,Vale do Jaguaribe,2018,1,1276918.0
2312205,12,Sertão dos Crateús,2018,1,5737969.0
2312304,08,Serra da Ibiapaba,2018,1,20724581.0
2312908,11,Sertão de Sobral,2018,1,57030548.0
2313302,13,Sertão dos Inhamuns,2018,1,13741843.0
2313401,08,Serra da Ibiapaba,2018,1,15244473.0
2314102,08,Serra da Ibiapaba,2018,1,6901664.0
2300200,05,Litoral Norte,2018,2,23046393.0
2300309,02,Centro Sul,2018,2,6572228.0
2301000,03,Grande Fortaleza,2018,2,2730276.0
2301109,04,Litoral Leste,2018,2,34068213.0
2301901,01,Cariri,2018,2,16283411.0
2302107,07,Maciço do Baturité,2018,2,27027197.0
2302404,10,Sertão de Canindé,2018,2,16191391.0
2302503,01,Cariri,2018,2,28002315.0
2302701,01,Cariri,2018,2,13576243.0
2302800,10,Sertão de Canindé,2018,2,24845743.0
2303501,03,Grande Fortaleza,2018,2,16361972.0
2303709,03,Grande Fortaleza,2018,2,20982218.0
2304103,12,Sertão dos Crateús,2018,2,27771245.0
2304202,01,Cariri,2018,2,27757598.0
2304285,03,Grande Fortaleza,2018,2,2291720.0
2304400,03,Grande Fortaleza,2018,2,5180695257.0
2304707,05,Litoral Norte,2018,2,25684950.0
2305233,03,Grande Fortaleza,2018,2,29853197.0
2305506,02,Centro Sul,2018,2,44251470.0
2306306,06,Litoral Oeste / Vale do Curu,2018,2,788436.0
2306405,06,Litoral Oeste / Vale do Curu,2018,2,57727218.0
2306900,14,Vale do Jaguaribe,2018,2,22621925.0
2307304,01,Cariri,2018,2,61688293.0
2307502,01,Cariri,2018,2,14613340.0
2307601,14,Vale do Jaguaribe,2018,2,30798022.0
2307650,03,Grande Fortaleza,2018,2,104177105.0
2307700,03,Grande Fortaleza,2018,2,4443647.0
2308500,09,Sertão Central,2018,2,11578978.0
2309300,12,Sertão dos Crateús,2018,2,26362112.0
2309607,03,Grande Fortaleza,2018,2,18172329.0
2311306,09,Sertão Central,2018,2,26252610.0
2311405,09,Sertão Central,2018,2,8374643.0
2311801,14,Vale do Jaguaribe,2018,2,1245206.0
2312205,12,Sertão dos Crateús,2018,2,5908851.0
2312304,08,Serra da Ibiapaba,2018,2,20650811.0
2312908,11,Sertão de Sobral,2018,2,55160784.0
2313302,13,Sertão dos Inhamuns,2018,2,13695538.0
2313401,08,Serra da Ibiapaba,2018,2,14966567.0
2314102,08,Serra da Ibiapaba,2018,2,6689634.0
2300200,05,Litoral Norte,2018,3,21338191.0
2300309,02,Centro Sul,2018,3,6377191.0
2301000,03,Grande Fortaleza,2018,3,2673072.0
2301109,04,Litoral Leste,2018,3,33919639.0
2301901,01,Cariri,2018,3,16692386.0
2302107,07,Maciço do Baturité,2018,3,26602243.0
2302404,10,Sertão de Canindé,2018,3,15867397.0
2302503,01,Cariri,2018,3,27531456.0
2302701,01,Cariri,2018,3,13441642.0
2302800,10,Sertão de Canindé,2018,3,24549802.0
2303501,03,Grande Fortaleza,2018,3,15774319.0
2303709,03,Grande Fortaleza,2018,3,20042910.0
2304103,12,Sertão dos Crateús,2018,3,27036913.0
2304202,01,Cariri,2018,3,27791850.0
2304285,03,Grande Fortaleza,2018,3,2184237.0
2304400,03,Grande Fortaleza,2018,3,5395658889.0
2304707,05,Litoral Norte,2018,3,26126693.0
2305233,03,Grande Fortaleza,2018,3,29197893.0
2305506,02,Centro Sul,2018,3,43707960.0
2306306,06,Litoral Oeste / Vale do Curu,2018,3,753233.0
2306405,06,Litoral Oeste / Vale do Curu,2018,3,57256270.0
2306900,14,Vale do Jaguaribe,2018,3,22200276.0
2307304,01,Cariri,2018,3,59345372.0
2307502,01,Cariri,2018,3,14592088.0
2307601,14,Vale do Jaguaribe,2018,3,31671669.0
2307650,03,Grande Fortaleza,2018,3,92246655.0
2307700,03,Grande Fortaleza,2018,3,4485667.0
2308500,09,Sertão Central,2018,3,11138601.0
2309300,12,Sertão dos Crateús,2018,3,26212947.0
2309607,03,Grande Fortaleza,2018,3,17193263.0
2311306,09,Sertão Central,2018,3,26739788.0
2311405,09,Sertão Central,2018,3,8379900.0
2311801,14,Vale do Jaguaribe,2018,3,1168269.0
2312205,12,Sertão dos Crateús,2018,3,5886815.0
2312304,08,Serra da Ibiapaba,2018,3,20452145.0
2312908,11,Sertão de Sobral,2018,3,53789105.0
2313302,13,Sertão dos Inhamuns,2018,3,13977129.0
2313401,08,Serra da Ibiapaba,2018,3,14865671.0
2314102,08,Serra da Ibiapaba,2018,3,6723079.0
2300200,05,Litoral Norte,2018,4,19892049.0
2300309,02,Centro Sul,2018,4,6317217.0
2301000,03,Grande Fortaleza,2018,4,2618310.0
2301109,04,Litoral Leste,2018,4,33896646.0
2301901,01,Cariri,2018,4,16987696.0
2302107,07,Maciço do Baturité,2018,4,26547463.0
2302404,10,Sertão de Canindé,2018,4,16079159.0
2302503,01,Cariri,2018,4,28021595.0
2302701,01,Cariri,2018,4,13359707.0
2302800,10,Sertão de Canindé,2018,4,24668645.0
2303501,03,Grande Fortaleza,2018,4,15022021.0
2303709,03,Grande Fortaleza,2018,4,19837896.0
2304103,12,Sertão dos Crateús,2018,4,26588184.0
2304202,01,Cariri,2018,4,28316476.0
2304285,03,Grande Fortaleza,2018,4,9374173.0
2304400,03,Grande Fortaleza,2018,4,5458592728.0
2304707,05,Litoral Norte,2018,4,26016380.0
2305233,03,Grande Fortaleza,2018,4,27487554.0
2305506,02,Centro Sul,2018,4,43569612.0
2306306,06,Litoral Oeste / Vale do Curu,2018,4,725785.0
2306405,06,Litoral Oeste / Vale do Curu,2018,4,57506590.0
2306900,14,Vale do Jaguaribe,2018,4,21726767.0
2307304,01,Cariri,2018,4,58572748.0
2307502,01,Cariri,2018,4,14404127.0
2307601,14,Vale do Jaguaribe,2018,4,31914485.0
2307650,03,Grande Fortaleza,2018,4,87822690.0
2307700,03,Grande Fortaleza,2018,4,3962899.0
2308500,09,Sertão Central,2018,4,11728261.0
2309300,12,Sertão dos Crateús,2018,4,26345007.0
2309607,03,Grande Fortaleza,2018,4,17307411.0
2311306,09,Sertão Central,2018,4,26772542.0
2311405,09,Sertão Central,2018,4,8600106.0
2311801,14,Vale do Jaguaribe,2018,4,1096704.0
2312205,12,Sertão dos Crateús,2018,4,5593764.0
2312304,08,Serra da Ibiapaba,2018,4,20430683.0
2312908,11,Sertão de Sobral,2018,4,51174307.0
2313302,13,Sertão dos Inhamuns,2018,4,14288349.0
2313401,08,Serra da Ibiapaba,2018,4,15108621.0
2314102,08,Serra da Ibiapaba,2018,4,6712821.0
2300200,05,Litoral Norte,2018,5,19254895.0
2300309,02,Centro Sul,2018,5,6360063.0
2301000,03,Grande Fortaleza,2018,5,12186052.0
2301109,04,Litoral Leste,2018,5,34328479.0
2301901,01,Cariri,2018,5,16701548.0
2302107,07,Maciço do Baturité,2018,5,26767755.0
2302404,10,Sertão de Canindé,2018,5,16298475.0
2302503,01,Cariri,2018,5,28438143.0
2302701,01,Cariri,2018,5,13445251.0
2302800,10,Sertão de Canindé,2018,5,24831989.0
2303501,03,Grande Fortaleza,2018,5,15390861.0
2303709,03,Grande Fortaleza,2018,5,20165745.0
2304103,12,Sertão dos Crateús,2018,5,27278779.0
2304202,01,Cariri,2018,5,28530012.0
2304285,03,Grande Fortaleza,2018,5,9255145.0
2304400,03,Grande Fortaleza,2018,5,5535839941.0
2304707,05,Litoral Norte,2018,5,25992273.0
2305233,03,Grande Fortaleza,2018,5,26453526.0
2305506,02,Centro Sul,2018,5,43215697.0
2306306,06,Litoral Oeste / Vale do Curu,2018,5,698727.0
2306405,06,Litoral Oeste / Vale do Curu,2018,5,60475753.0
2306900,14,Vale do Jaguaribe,2018,5,21733800.0
2307304,01,Cariri,2018,5,59148382.0
2307502,01,Cariri,2018,5,14508797.0
2307601,14,Vale do Jaguaribe,2018,5,32428268.0
2307650,03,Grande Fortaleza,2018,5,87071538.0
2307700,03,Grande Fortaleza,2018,5,4027840.0
2308500,09,Sertão Central,2018,5,11162816.0
2309300,12,Sertão dos Crateús,2018,5,28846030.0
2309607,03,Grande Fortaleza,2018,5,16935810.0
2311306,09,Sertão Central,2018,5,27423247.0
2311405,09,Sertão Central,2018,5,8539505.0
2311801,14,Vale do Jaguaribe,2018,5,1007380.0
2312205,12,Sertão dos Crateús,2018,5,5490862.0
2312304,08,Serra da Ibiapaba,2018,5,21000493.0
2312908,11,Sertão de Sobral,2018,5,50814250.0
2313302,13,Sertão dos Inhamuns,2018,5,13660784.0
2313401,08,Serra da Ibiapaba,2018,5,14713548.0
2314102,08,Serra da Ibiapaba,2018,5,6878446.0
2300200,05,Litoral Norte,2018,6,19279601.0
2300309,02,Centro Sul,2018,6,6424140.0
2301000,03,Grande Fortaleza,2018,6,13408036.0
2301109,04,Litoral Leste,2018,6,35510951.0
2301901,01,Cariri,2018,6,16294725.0
2302107,07,Maciço do Baturité,2018,6,27973207.0
2302404,10,Sertão de Canindé,2018,6,17004679.0
2302503,01,Cariri,2018,6,28952473.0
2302701,01,Cariri,2018,6,13728996.0
2302800,10,Sertão de Canindé,2018,6,25223731.0
2303501,03,Grande Fortaleza,2018,6,17334402.0
2303709,03,Grande Fortaleza,2018,6,21800376.0
2304103,12,Sertão dos Crateús,2018,6,28707257.0
2304202,01,Cariri,2018,6,28751469.0
2304285,03,Grande Fortaleza,2018,6,9479725.0
2304400,03,Grande Fortaleza,2018,6,5714698109.0
2304707,05,Litoral Norte,2018,6,27044393.0
2305233,03,Grande Fortaleza,2018,6,27819722.0
2305506,02,Centro Sul,2018,6,43811438.0
2306306,06,Litoral Oeste / Vale do Curu,2018,6,799693.0
2306405,06,Litoral Oeste / Vale do Curu,2018,6,61051940.0
2306900,14,Vale do Jaguaribe,2018,6,21932601.0
2307304,01,Cariri,2018,6,58878588.0
2307502,01,Cariri,2018,6,14659520.0
2307601,14,Vale do Jaguaribe,2018,6,27674593.0
2307650,03,Grande Fortaleza,2018,6,93277225.0
2307700,03,Grande Fortaleza,2018,6,4090878.0
2308500,09,Sertão Central,2018,6,11583646.0
2309300,12,Sertão dos Crateús,2018,6,29297286.0
2309607,03,Grande Fortaleza,2018,6,17703860.0
2311306,09,Sertão Central,2018,6,27832307.0
2311405,09,Sertão Central,2018,6,8661255.0
2311801,14,Vale do Jaguaribe,2018,6,6710165.0
2312205,12,Sertão dos Crateús,2018,6,5311055.0
2312304,08,Serra da Ibiapaba,2018,6,22046554.0
2312908,11,Sertão de Sobral,2018,6,51893458.0
2313302,13,Sertão dos Inhamuns,2018,6,13463911.0
2313401,08,Serra da Ibiapaba,2018,6,15038880.0
2314102,08,Serra da Ibiapaba,2018,6,7030965.0
2300200,05,Litoral Norte,2018,7,19434607.0
2300309,02,Centro Sul,2018,7,6450362.0
2301000,03,Grande Fortaleza,2018,7,13695103.0
2301109,04,Litoral Leste,2018,7,35041497.0
2301901,01,Cariri,2018,7,16081111.0
2302107,07,Maciço do Baturité,2018,7,27325436.0
2302404,10,Sertão de Canindé,2018,7,17653903.0
2302503,01,Cariri,2018,7,28328693.0
2302701,01,Cariri,2018,7,13638380.0
2302800,10,Sertão de Canindé,2018,7,25190993.0
2303501,03,Grande Fortaleza,2018,7,17531278.0
2303709,03,Grande Fortaleza,2018,7,22237355.0
2304103,12,Sertão dos Crateús,2018,7,28543731.0
2304202,01,Cariri,2018,7,28419549.0
2304285,03,Grande Fortaleza,2018,7,9425165.0
2304400,03,Grande Fortaleza,2018,7,5945317057.0
2304707,05,Litoral Norte,2018,7,27432395.0
2305233,03,Grande Fortaleza,2018,7,27677315.0
2305506,02,Centro Sul,2018,7,42357152.0
2306306,06,Litoral Oeste / Vale do Curu,2018,7,3014316.0
2306405,06,Litoral Oeste / Vale do Curu,2018,7,58376191.0
2306900,14,Vale do Jaguaribe,2018,7,22127324.0
2307304,01,Cariri,2018,7,57637993.0
2307502,01,Cariri,2018,7,14442976.0
2307601,14,Vale do Jaguaribe,2018,7,27373332.0
2307650,03,Grande Fortaleza,2018,7,92964526.0
2307700,03,Grande Fortaleza,2018,7,4081990.0
2308500,09,Sertão Central,2018,7,11444236.0
2309300,12,Sertão dos Crateús,2018,7,28467642.0
2309607,03,Grande Fortaleza,2018,7,18084688.0
2311306,09,Sertão Central,2018,7,27578790.0
2311405,09,Sertão Central,2018,7,8609090.0
2311801,14,Vale do Jaguaribe,2018,7,6392387.0
2312205,12,Sertão dos Crateús,2018,7,6237439.0
2312304,08,Serra da Ibiapaba,2018,7,22353398.0
2312908,11,Sertão de Sobral,2018,7,52107466.0
2313302,13,Sertão dos Inhamuns,2018,7,13424224.0
2313401,08,Serra da Ibiapaba,2018,7,15307690.0
2314102,08,Serra da Ibiapaba,2018,7,7241764.0
2300200,05,Litoral Norte,2018,8,24934999.0
2300309,02,Centro Sul,2018,8,6415922.0
2301000,03,Grande Fortaleza,2018,8,13718371.0
2301109,04,Litoral Leste,2018,8,32913566.0
2301901,01,Cariri,2018,8,17174713.0
2302107,07,Maciço do Baturité,2018,8,27765373.0
2302404,10,Sertão de Canindé,2018,8,17652772.0
2302503,01,Cariri,2018,8,28661074.0
2302701,01,Cariri,2018,8,13865229.0
2302800,10,Sertão de Canindé,2018,8,26019648.0
2303501,03,Grande Fortaleza,2018,8,17633138.0
2303709,03,Grande Fortaleza,2018,8,21849600.0
2304103,12,Sertão dos Crateús,2018,8,29100375.0
2304202,01,Cariri,2018,8,27719151.0
2304285,03,Grande Fortaleza,2018,8,9609960.0
2304400,03,Grande Fortaleza,2018,8,6102120636.0
2304707,05,Litoral Norte,2018,8,27976129.0
2305233,03,Grande Fortaleza,2018,8,26436323.0
2305506,02,Centro Sul,2018,8,42431949.0
2306306,06,Litoral Oeste / Vale do Curu,2018,8,6485021.0
2306405,06,Litoral Oeste / Vale do Curu,2018,8,55361968.0
2306900,14,Vale do Jaguaribe,2018,8,21352106.0
2307304,01,Cariri,2018,8,59716366.0
2307502,01,Cariri,2018,8,15021495.0
2307601,14,Vale do Jaguaribe,2018,8,27591302.0
2307650,03,Grande Fortaleza,2018,8,92109419.0
2307700,03,Grande Fortaleza,2018,8,4237910.0
2308500,09,Sertão Central,2018,8,12192836.0
2309300,12,Sertão dos Crateús,2018,8,28895826.0
2309607,03,Grande Fortaleza,2018,8,18651399.0
2311306,09,Sertão Central,2018,8,28261212.0
2311405,09,Sertão Central,2018,8,8799592.0
2311801,14,Vale do Jaguaribe,2018,8,8917127.0
