cod_ibge,ano,mes,bnb_operacoes_credito_total,bnb_emprestimos_titulos_descontados,bnb_financiamentos,bnb_financiamentos_rurais_agricultura,bnb_financiamentos_agroindustriais,bnb_financiamentos_imobiliarios,credito_bnb_total
2300200,2018,2,23046393.0,19776013.0,2778070.0,0.0,0.0,0.0,23046393.0
2300309,2018,2,6572228.0,5620211.0,812485.0,0.0,0.0,0.0,6572228.0
2301000,2018,2,2730276.0,1609527.0,821623.0,0.0,0.0,0.0,2730276.0
2301109,2018,2,34068213.0,23892983.0,2080047.0,7905453.0,0.0,0.0,34068213.0
2301901,2018,2,16283411.0,15111165.0,940074.0,0.0,0.0,0.0,16283411.0
2302107,2018,2,27027197.0,23207479.0,956719.0,2752807.0,0.0,0.0,27027197.0
2302404,2018,2,16191391.0,13958212.0,392350.0,1504169.0,0.0,0.0,16191391.0
2302503,2018,2,28002315.0,23653314.0,2573356.0,1656937.0,0.0,0.0,28002315.0
2302701,2018,2,13576243.0,12145616.0,582970.0,789988.0,0.0,0.0,13576243.0
2302800,2018,2,24845743.0,21988918.0,406115.0,2099710.0,0.0,0.0,24845743.0
2303501,2018,2,16361972.0,15089981.0,1115138.0,0.0,0.0,0.0,16361972.0
2303709,2018,2,20982218.0,19439567.0,1443259.0,0.0,0.0,0.0,20982218.0
2304103,2018,2,27771245.0,24534857.0,459698.0,2690909.0,0.0,0.0,27771245.0
2304202,2018,2,27757598.0,22357698.0,2927107.0,2033932.0,0.0,0.0,27757598.0
2304285,2018,2,2291720.0,1654102.0,536704.0,0.0,0.0,0.0,2291720.0
2304400,2018,2,5180695257.0,600616792.0,830038977.0,31093079.0,112297.0,585327253.0,5180695257.0
2304707,2018,2,25684950.0,24911698.0,387540.0,254206.0,0.0,0.0,25684950.0
2305233,2018,2,29853197.0,20664045.0,9120671.0,0.0,0.0,0.0,29853197.0
2305506,2018,2,44251470.0,30467315.0,9290339.0,4338880.0,0.0,0.0,44251470.0
2306306,2018,2,788436.0,499528.0,97728.0,141826.0,0.0,0.0,788436.0
2306405,2018,2,57727218.0,51541324.0,1563430.0,4280708.0,0.0,0.0,57727218.0
2306900,2018,2,22621925.0,18207102.0,2729629.0,1467950.0,0.0,0.0,22621925.0
2307304,2018,2,61688293.0,47007025.0,12620583.0,1577085.0,0.0,0.0,61688293.0
2307502,2018,2,14613340.0,8268379.0,2346791.0,3899503.0,0.0,0.0,14613340.0
2307601,2018,2,30798022.0,25056202.0,2609992.0,2960368.0,0.0,0.0,30798022.0
2307650,2018,2,104177105.0,88118168.0,15639659.0,20914.0,0.0,0.0,104177105.0
2307700,2018,2,4443647.0,423884.0,3878815.0,0.0,0.0,0.0,4443647.0
2308500,2018,2,11578978.0,9976527.0,878454.0,371081.0,0.0,0.0,11578978.0
2309300,2018,2,26362112.0,24196872.0,459456.0,1569479.0,0.0,0.0,26362112.0
2309607,2018,2,18172329.0,15092485.0,3027747.0,0.0,0.0,0.0,18172329.0
2311306,2018,2,26252610.0,19717620.0,1565541.0,4847314.0,0.0,0.0,26252610.0
2311405,2018,2,8374643.0,6404891.0,537936.0,1269924.0,0.0,0.0,8374643.0
2311801,2018,2,1245206.0,539654.0,490317.0,0.0,0.0,0.0,1245206.0
2312205,2018,2,5908851.0,4973570.0,608572.0,102736.0,0.0,0.0,5908851.0
2312304,2018,2,20650811.0,19294098.0,440047.0,701842.0,0.0,0.0,20650811.0
2312908,2018,2,55160784.0,46498123.0,6152278.0,2120913.0,0.0,0.0,55160784.0
2313302,2018,2,13695538.0,11709939.0,1214514.0,693707.0,0.0,0.0,13695538.0
2313401,2018,2,14966567.0,12589331.0,765213.0,1469516.0,0.0,0.0,14966567.0
2314102,2018,2,6689634.0,6458275.0,140175.0,36647.0,0.0,0.0,6689634.0
2300200,2018,3,21338191.0,19207688.0,1668232.0,0.0,0.0,0.0,21338191.0
2300309,2018,3,6377191.0,5413215.0,840845.0,0.0,0.0,0.0,6377191.0
2301000,2018,3,2673072.0,1586860.0,827807.0,0.0,0.0,0.0,2673072.0
2301109,2018,3,33919639.0,23650299.0,2089018.0,8000318.0,0.0,0.0,33919639.0
2301901,2018,3,16692386.0,15499972.0,959844.0,0.0,0.0,0.0,16692386.0
2302107,2018,3,26602243.0,22821683.0,948558.0,2739337.0,0.0,0.0,26602243.0
2302404,2018,3,15867397.0,13832034.0,399707.0,1490429.0,0.0,0.0,15867397.0
2302503,2018,3,27531456.0,23238291.0,2501722.0,1667920.0,0.0,0.0,27531456.0
2302701,2018,3,13441642.0,12051851.0,537467.0,793014.0,0.0,0.0,13441642.0
2302800,2018,3,24549802.0,21793907.0,344605.0,2113972.0,0.0,0.0,24549802.0
2303501,2018,3,15774319.0,14606061.0,997161.0,0.0,0.0,0.0,15774319.0
2303709,2018,3,20042910.0,18565980.0,1379637.0,0.0,0.0,0.0,20042910.0
2304103,2018,3,27036913.0,23828302.0,402879.0,2720946.0,0.0,0.0,27036913.0
2304202,2018,3,27791850.0,22456622.0,2870030.0,2046375.0,0.0,0.0,27791850.0
2304285,2018,3,2184237.0,1626223.0,478877.0,0.0,0.0,0.0,2184237.0
2304400,2018,3,5395658889.0,587795393.0,826895167.0,31284409.0,0.0,743616076.0,5395658889.0
2304707,2018,3,26126693.0,25420175.0,335873.0,256827.0,0.0,0.0,26126693.0
2305233,2018,3,29197893.0,20032879.0,9096978.0,0.0,0.0,0.0,29197893.0
2305506,2018,3,43707960.0,29991582.0,9212823.0,4320793.0,0.0,0.0,43707960.0
2306306,2018,3,753233.0,488073.0,92957.0,143701.0,0.0,0.0,753233.0
2306405,2018,3,57256270.0,51186459.0,1438842.0,4309549.0,0.0,0.0,57256270.0
2306900,2018,3,22200276.0,17837275.0,2664017.0,1480932.0,0.0,0.0,22200276.0
2307304,2018,3,59345372.0,44746032.0,12517820.0,1589697.0,0.0,0.0,59345372.0
2307502,2018,3,14592088.0,8274562.0,2302645.0,3922114.0,0.0,0.0,14592088.0
2307601,2018,3,31671669.0,26069699.0,2475767.0,2982296.0,0.0,0.0,31671669.0
2307650,2018,3,92246655.0,76885217.0,14989370.0,20914.0,0.0,0.0,92246655.0
2307700,2018,3,4485667.0,378339.0,3935798.0,0.0,0.0,0.0,4485667.0
2308500,2018,3,11138601.0,9610696.0,825805.0,361020.0,0.0,0.0,11138601.0
2309300,2018,3,26212947.0,24045024.0,477793.0,1552182.0,0.0,0.0,26212947.0
2309607,2018,3,17193263.0,14213173.0,2942304.0,0.0,0.0,0.0,17193263.0
2311306,2018,3,26739788.0,20191067.0,1537400.0,4889792.0,0.0,0.0,26739788.0
2311405,2018,3,8379900.0,6461392.0,473829.0,1280350.0,0.0,0.0,8379900.0
2311801,2018,3,1168269.0,531056.0,466944.0,0.0,0.0,0.0,1168269.0
2312205,2018,3,5886815.0,5002095.0,585457.0,103760.0,0.0,0.0,5886815.0
2312304,2018,3,20452145.0,19170031.0,416157.0,680369.0,0.0,0.0,20452145.0
2312908,2018,3,53789105.0,46064074.0,5241717.0,2134825.0,0.0,0.0,53789105.0
2313302,2018,3,13977129.0,12012730.0,1190022.0,696906.0,0.0,0.0,13977129.0
2313401,2018,3,14865671.0,12508941.0,759454.0,1487188.0,0.0,0.0,14865671.0
2314102,2018,3,6723079.0,6518402.0,120292.0,34317.0,0.0,0.0,6723079.0
2300200,2018,4,19892049.0,17890215.0,1533397.0,0.0,0.0,0.0,19892049.0
2300309,2018,4,6317217.0,5287850.0,787208.0,0.0,0.0,0.0,6317217.0
2301000,2018,4,2618310.0,1444334.0,904940.0,0.0,0.0,0.0,2618310.0
2301109,2018,4,33896646.0,23231571.0,2086928.0,8396713.0,0.0,0.0,33896646.0
2301901,2018,4,16987696.0,15824377.0,919390.0,0.0,0.0,0.0,16987696.0
2302107,2018,4,26547463.0,22637167.0,1028453.0,2759473.0,0.0,0.0,26547463.0
2302404,2018,4,16079159.0,14021263.0,397714.0,1500495.0,0.0,0.0,16079159.0
2302503,2018,4,28021595.0,23940959.0,2404834.0,1558097.0,0.0,0.0,28021595.0
2302701,2018,4,13359707.0,11909399.0,604121.0,798208.0,0.0,0.0,13359707.0
2302800,2018,4,24668645.0,21970268.0,387846.0,2126658.0,0.0,0.0,24668645.0
2303501,2018,4,15022021.0,13924771.0,951803.0,0.0,0.0,0.0,15022021.0
2303709,2018,4,19837896.0,18353221.0,1384186.0,0.0,0.0,0.0,19837896.0
2304103,2018,4,26588184.0,23516518.0,339422.0,2638020.0,0.0,0.0,26588184.0
2304202,2018,4,28316476.0,23068820.0,2792529.0,2040997.0,0.0,0.0,28316476.0
2304285,2018,4,9374173.0,8677698.0,590049.0,0.0,0.0,0.0,9374173.0
2304400,2018,4,5458592728.0,577319947.0,830319791.0,31469828.0,0.0,750975807.0,5458592728.0
2304707,2018,4,26016380.0,25354867.0,301149.0,259311.0,0.0,0.0,26016380.0
2305233,2018,4,27487554.0,19136006.0,8282709.0,0.0,0.0,0.0,27487554.0
2305506,2018,4,43569612.0,29809716.0,9217534.0,4349130.0,0.0,0.0,43569612.0
2306306,2018,4,725785.0,458599.0,83838.0,145514.0,0.0,0.0,725785.0
2306405,2018,4,57506590.0,51191239.0,1702550.0,4292009.0,0.0,0.0,57506590.0
2306900,2018,4,21726767.0,17462636.0,2535423.0,1493296.0,0.0,0.0,21726767.0
2307304,2018,4,58572748.0,44203756.0,12385828.0,1601652.0,0.0,0.0,58572748.0
2307502,2018,4,14404127.0,7861479.0,2549381.0,3895355.0,0.0,0.0,14404127.0
2307601,2018,4,31914485.0,26341904.0,2380054.0,3007267.0,0.0,0.0,31914485.0
2307650,2018,4,87822690.0,72866418.0,14564514.0,20914.0,0.0,0.0,87822690.0
2307700,2018,4,3962899.0,388430.0,3441901.0,0.0,0.0,0.0,3962899.0
2308500,2018,4,11728261.0,10184889.0,818220.0,363189.0,0.0,0.0,11728261.0
2309300,2018,4,26345007.0,24186117.0,449863.0,1556195.0,0.0,0.0,26345007.0
2309607,2018,4,17307411.0,14485113.0,2769503.0,0.0,0.0,0.0,17307411.0
2311306,2018,4,26772542.0,20200020.0,1528547.0,4902860.0,0.0,0.0,26772542.0
2311405,2018,4,8600106.0,6460542.0,662094.0,1290254.0,0.0,0.0,8600106.0
2311801,2018,4,1096704.0,487951.0,443477.0,0.0,0.0,0.0,1096704.0
2312205,2018,4,5593764.0,4730321.0,561784.0,104739.0,0.0,0.0,5593764.0
2312304,2018,4,20430683.0,19146620.0,388143.0,684383.0,0.0,0.0,20430683.0
2312908,2018,4,51174307.0,43745534.0,4927810.0,2147783.0,0.0,0.0,51174307.0
2313302,2018,4,14288349.0,12043650.0,1129739.0,667177.0,0.0,0.0,14288349.0
2313401,2018,4,15108621.0,12788725.0,719700.0,1504203.0,0.0,0.0,15108621.0
2314102,2018,4,6712821.0,6517891.0,110124.0,34733.0,0.0,0.0,6712821.0
2300200,2018,5,19254895.0,17381496.0,1424719.0,0.0,0.0,0.0,19254895.0
2300309,2018,5,6360063.0,5324933.0,859467.0,0.0,0.0,0.0,6360063.0
2301000,2018,5,12186052.0,10982916.0,1105807.0,0.0,0.0,0.0,12186052.0
2301109,2018,5,34328479.0,23887943.0,2146850.0,8098237.0,0.0,0.0,34328479.0
2301901,2018,5,16701548.0,15549936.0,909162.0,0.0,0.0,0.0,16701548.0
2302107,2018,5,26767755.0,22891769.0,1105317.0,2638496.0,0.0,0.0,26767755.0
2302404,2018,5,16298475.0,14178504.0,418944.0,1522377.0,0.0,0.0,16298475.0
2302503,2018,5,28438143.0,24277319.0,2379178.0,1579191.0,0.0,0.0,28438143.0
2302701,2018,5,13445251.0,12039490.0,556376.0,799229.0,0.0,0.0,13445251.0
2302800,2018,5,24831989.0,22152605.0,366958.0,2122065.0,0.0,0.0,24831989.0
2303501,2018,5,15390861.0,14325117.0,922652.0,0.0,0.0,0.0,15390861.0
2303709,2018,5,20165745.0,18677715.0,1369645.0,0.0,0.0,0.0,20165745.0
2304103,2018,5,27278779.0,24171132.0,301946.0,2684135.0,0.0,0.0,27278779.0
2304202,2018,5,28530012.0,23266456.0,2760692.0,2067178.0,0.0,0.0,28530012.0
2304285,2018,5,9255145.0,8548688.0,614568.0,0.0,0.0,0.0,9255145.0
2304400,2018,5,5535839941.0,521168508.0,823702092.0,31890209.0,0.0,745232308.0,5535839941.0
2304707,2018,5,25992273.0,25329859.0,278972.0,263858.0,0.0,0.0,25992273.0
2305233,2018,5,26453526.0,18178121.0,8223263.0,0.0,0.0,0.0,26453526.0
2305506,2018,5,43215697.0,29311505.0,9422293.0,4273878.0,0.0,0.0,43215697.0
2306306,2018,5,698727.0,431181.0,80323.0,148539.0,0.0,0.0,698727.0
2306405,2018,5,60475753.0,54186114.0,1708015.0,4202599.0,0.0,0.0,60475753.0
2306900,2018,5,21733800.0,17475272.0,2505089.0,1517257.0,0.0,0.0,21733800.0
2307304,2018,5,59148382.0,44923351.0,12145732.0,1623313.0,0.0,0.0,59148382.0
2307502,2018,5,14508797.0,8002169.0,2457920.0,3948913.0,0.0,0.0,14508797.0
2307601,2018,5,32428268.0,26823824.0,2346480.0,3052021.0,0.0,0.0,32428268.0
2307650,2018,5,87071538.0,72784964.0,13843823.0,20914.0,0.0,0.0,87071538.0
2307700,2018,5,4027840.0,371025.0,3490331.0,0.0,0.0,0.0,4027840.0
2308500,2018,5,11162816.0,9655911.0,779425.0,346167.0,0.0,0.0,11162816.0
2309300,2018,5,28846030.0,26614063.0,475534.0,1578995.0,0.0,0.0,28846030.0
2309607,2018,5,16935810.0,14950803.0,1942345.0,0.0,0.0,0.0,16935810.0
2311306,2018,5,27423247.0,20695390.0,1615405.0,4981197.0,0.0,0.0,27423247.0
2311405,2018,5,8539505.0,6422533.0,624437.0,1308896.0,0.0,0.0,8539505.0
2311801,2018,5,1007380.0,424893.0,420193.0,0.0,0.0,0.0,1007380.0
2312205,2018,5,5490862.0,4604443.0,538271.0,106557.0,0.0,0.0,5490862.0
2312304,2018,5,21000493.0,19703567.0,368339.0,657343.0,0.0,0.0,21000493.0
2312908,2018,5,50814250.0,43382005.0,4820291.0,2177947.0,0.0,0.0,50814250.0
2313302,2018,5,13660784.0,11991248.0,1071371.0,501158.0,0.0,0.0,13660784.0
2313401,2018,5,14713548.0,12462678.0,615045.0,1530128.0,0.0,0.0,14713548.0
2314102,2018,5,6878446.0,6695383.0,102430.0,35438.0,0.0,0.0,6878446.0
2300200,2018,6,19279601.0,17753222.0,1075284.0,0.0,0.0,0.0,19279601.0
2300309,2018,6,6424140.0,5461684.0,827217.0,0.0,0.0,0.0,6424140.0
2301000,2018,6,13408036.0,12198195.0,1113567.0,0.0,0.0,0.0,13408036.0
2301109,2018,6,35510951.0,25155254.0,1908111.0,8265271.0,0.0,0.0,35510951.0
2301901,2018,6,16294725.0,15203484.0,828031.0,0.0,0.0,0.0,16294725.0
2302107,2018,6,27973207.0,24193355.0,1002329.0,2645837.0,0.0,0.0,27973207.0
2302404,2018,6,17004679.0,14900544.0,397932.0,1552257.0,0.0,0.0,17004679.0
2302503,2018,6,28952473.0,24956138.0,2220377.0,1608930.0,0.0,0.0,28952473.0
2302701,2018,6,13728996.0,12413269.0,473370.0,789680.0,0.0,0.0,13728996.0
2302800,2018,6,25223731.0,22646254.0,344956.0,2067516.0,0.0,0.0,25223731.0
2303501,2018,6,17334402.0,16257278.0,936680.0,0.0,0.0,0.0,17334402.0
2303709,2018,6,21800376.0,20303310.0,1365507.0,0.0,0.0,0.0,21800376.0
2304103,2018,6,28707257.0,25666836.0,273552.0,2662133.0,0.0,0.0,28707257.0
2304202,2018,6,28751469.0,23801808.0,2420834.0,2103553.0,0.0,0.0,28751469.0
2304285,2018,6,9479725.0,8843693.0,577567.0,0.0,0.0,0.0,9479725.0
2304400,2018,6,5714698109.0,531350171.0,809024430.0,32837901.0,0.0,750627683.0,5714698109.0
2304707,2018,6,27044393.0,26379031.0,259397.0,269804.0,0.0,0.0,27044393.0
2305233,2018,6,27819722.0,19532709.0,8240061.0,0.0,0.0,0.0,27819722.0
2305506,2018,6,43811438.0,30116308.0,9179230.0,4339769.0,0.0,0.0,43811438.0
2306306,2018,6,799693.0,436671.0,168715.0,152353.0,0.0,0.0,799693.0
2306405,2018,6,61051940.0,54884688.0,1611700.0,4227719.0,0.0,0.0,61051940.0
2306900,2018,6,21932601.0,17845488.0,2311295.0,1526027.0,0.0,0.0,21932601.0
2307304,2018,6,58878588.0,45202917.0,11591627.0,1651166.0,0.0,0.0,58878588.0
2307502,2018,6,14659520.0,8176914.0,2366395.0,4022535.0,0.0,0.0,14659520.0
2307601,2018,6,27674593.0,22462427.0,1921901.0,3104353.0,0.0,0.0,27674593.0
2307650,2018,6,93277225.0,79463886.0,13445249.0,0.0,0.0,0.0,93277225.0
2307700,2018,6,4090878.0,327228.0,3626548.0,0.0,0.0,0.0,4090878.0
2308500,2018,6,11583646.0,10156865.0,691563.0,351884.0,0.0,0.0,11583646.0
2309300,2018,6,29297286.0,27031976.0,479022.0,1608354.0,0.0,0.0,29297286.0
2309607,2018,6,17703860.0,16202817.0,1456795.0,0.0,0.0,0.0,17703860.0
2311306,2018,6,27832307.0,21161544.0,1449859.0,5084872.0,0.0,0.0,27832307.0
2311405,2018,6,8661255.0,6580647.0,551633.0,1335485.0,0.0,0.0,8661255.0
2311801,2018,6,6710165.0,5913275.0,587183.0,0.0,0.0,0.0,6710165.0
2312205,2018,6,5311055.0,4493886.0,515285.0,108285.0,0.0,0.0,5311055.0
2312304,2018,6,22046554.0,20841046.0,339972.0,666374.0,0.0,0.0,22046554.0
2312908,2018,6,51893458.0,44745155.0,4594320.0,2218793.0,0.0,0.0,51893458.0
2313302,2018,6,13463911.0,11956223.0,965673.0,444144.0,0.0,0.0,13463911.0
2313401,2018,6,15038880.0,12774841.0,571339.0,1567491.0,0.0,0.0,15038880.0
2314102,2018,6,7030965.0,6853408.0,91819.0,36318.0,0.0,0.0,7030965.0
2300200,2018,7,19434607.0,17959527.0,1029866.0,0.0,0.0,0.0,19434607.0
2300309,2018,7,6450362.0,5416545.0,851923.0,0.0,0.0,0.0,6450362.0
2301000,2018,7,13695103.0,12468475.0,1143110.0,0.0,0.0,0.0,13695103.0
2301109,2018,7,35041497.0,24828593.0,1703620.0,8328563.0,0.0,0.0,35041497.0
2301901,2018,7,16081111.0,15105435.0,717120.0,0.0,0.0,0.0,16081111.0
2302107,2018,7,27325436.0,23746005.0,845510.0,2602271.0,0.0,0.0,27325436.0
2302404,2018,7,17653903.0,15583422.0,365931.0,1562699.0,0.0,0.0,17653903.0
2302503,2018,7,28328693.0,24669010.0,1887002.0,1618469.0,0.0,0.0,28328693.0
2302701,2018,7,13638380.0,12398513.0,390558.0,794722.0,0.0,0.0,13638380.0
2302800,2018,7,25190993.0,22627467.0,309268.0,2079962.0,0.0,0.0,25190993.0
2303501,2018,7,17531278.0,16460600.0,928501.0,0.0,0.0,0.0,17531278.0
2303709,2018,7,22237355.0,20791080.0,1303447.0,0.0,0.0,0.0,22237355.0
2304103,2018,7,28543731.0,25431215.0,311698.0,2688843.0,0.0,0.0,28543731.0
2304202,2018,7,28419549.0,23728583.0,2150862.0,2114988.0,0.0,0.0,28419549.0
2304285,2018,7,9425165.0,8813882.0,549704.0,0.0,0.0,0.0,9425165.0
2304400,2018,7,5945317057.0,534554119.0,800110995.0,33031960.0,0.0,1055422422.0,5945317057.0
2304707,2018,7,27432395.0,26811317.0,234786.0,272527.0,0.0,0.0,27432395.0
2305233,2018,7,27677315.0,19369256.0,8249381.0,0.0,0.0,0.0,27677315.0
2305506,2018,7,42357152.0,29336552.0,8513673.0,4336710.0,0.0,0.0,42357152.0
2306306,2018,7,3014316.0,2652773.0,157895.0,154331.0,0.0,0.0,3014316.0
2306405,2018,7,58376191.0,52320046.0,1531808.0,4201508.0,0.0,0.0,58376191.0
2306900,2018,7,22127324.0,18140642.0,2249809.0,1531131.0,0.0,0.0,22127324.0
2307304,2018,7,57637993.0,44078553.0,11466523.0,1663555.0,0.0,0.0,57637993.0
2307502,2018,7,14442976.0,7979104.0,2319493.0,4046623.0,0.0,0.0,14442976.0
2307601,2018,7,27373332.0,22301738.0,1747073.0,3126171.0,0.0,0.0,27373332.0
2307650,2018,7,92964526.0,80123993.0,12494817.0,0.0,0.0,0.0,92964526.0
2307700,2018,7,4081990.0,326780.0,3621413.0,0.0,0.0,0.0,4081990.0
2308500,2018,7,11444236.0,10081201.0,606475.0,353877.0,0.0,0.0,11444236.0
2309300,2018,7,28467642.0,26211728.0,456981.0,1621280.0,0.0,0.0,28467642.0
2309607,2018,7,18084688.0,16654722.0,1381452.0,0.0,0.0,0.0,18084688.0
2311306,2018,7,27578790.0,21132838.0,1198232.0,5127203.0,0.0,0.0,27578790.0
2311405,2018,7,8609090.0,6583030.0,496470.0,1345905.0,0.0,0.0,8609090.0
2311801,2018,7,6392387.0,5749413.0,491643.0,0.0,0.0,0.0,6392387.0
2312205,2018,7,6237439.0,5452711.0,488663.0,109332.0,0.0,0.0,6237439.0
2312304,2018,7,22353398.0,20994243.0,314606.0,670035.0,0.0,0.0,22353398.0
2312908,2018,7,52107466.0,45061821.0,4477372.0,2229920.0,0.0,0.0,52107466.0
2313302,2018,7,13424224.0,12077805.0,824007.0,431240.0,0.0,0.0,13424224.0
2313401,2018,7,15307690.0,13049111.0,515318.0,1585622.0,0.0,0.0,15307690.0
2314102,2018,7,7241764.0,7076079.0,84861.0,36727.0,0.0,0.0,7241764.0
2300200,2018,8,24934999.0,23612629.0,911390.0,0.0,0.0,0.0,24934999.0
2300309,2018,8,6415922.0,5480575.0,781234.0,0.0,0.0,0.0,6415922.0
2301000,2018,8,13718371.0,12260582.0,1376215.0,0.0,0.0,0.0,13718371.0
2301109,2018,8,32913566.0,22787321.0,1527087.0,8404462.0,0.0,0.0,32913566.0
2301901,2018,8,17174713.0,16337840.0,599530.0,0.0,0.0,0.0,17174713.0
2302107,2018,8,27765373.0,24161394.0,827706.0,2623948.0,0.0,0.0,27765373.0
2302404,2018,8,17652772.0,15575766.0,357249.0,1575451.0,0.0,0.0,17652772.0
2302503,2018,8,28661074.0,25220959.0,1613710.0,1630018.0,0.0,0.0,28661074.0
2302701,2018,8,13865229.0,12694307.0,319624.0,773638.0,0.0,0.0,13865229.0
2302800,2018,8,26019648.0,23447359.0,265151.0,2095465.0,0.0,0.0,26019648.0
2303501,2018,8,17633138.0,16636113.0,863620.0,0.0,0.0,0.0,17633138.0
2303709,2018,8,21849600.0,20551055.0,1159620.0,0.0,0.0,0.0,21849600.0
2304103,2018,8,29100375.0,25973096.0,295606.0,2701089.0,0.0,0.0,29100375.0
2304202,2018,8,27719151.0,23262491.0,1902603.0,2129218.0,0.0,0.0,27719151.0
2304285,2018,8,9609960.0,9142232.0,395283.0,0.0,0.0,0.0,9609960.0
2304400,2018,8,6102120636.0,521536011.0,798837271.0,33118356.0,0.0,1068198385.0,6102120636.0
2304707,2018,8,27976129.0,27364365.0,218308.0,275589.0,0.0,0.0,27976129.0
2305233,2018,8,26436323.0,18257491.0,8122550.0,0.0,0.0,0.0,26436323.0
2305506,2018,8,42431949.0,29891316.0,7964792.0,4363676.0,0.0,0.0,42431949.0
2306306,2018,8,6485021.0,6035279.0,191021.0,156562.0,0.0,0.0,6485021.0
2306405,2018,8,55361968.0,49188570.0,1546333.0,4190239.0,0.0,0.0,55361968.0
2306900,2018,8,21352106.0,17737463.0,1833144.0,1545723.0,0.0,0.0,21352106.0
2307304,2018,8,59716366.0,45159796.0,12431946.0,1677912.0,0.0,0.0,59716366.0
2307502,2018,8,15021495.0,8637467.0,2197827.0,4076169.0,0.0,0.0,15021495.0
2307601,2018,8,27591302.0,22671543.0,1543539.0,3152447.0,0.0,0.0,27591302.0
2307650,2018,8,92109419.0,80406936.0,11341108.0,0.0,0.0,0.0,92109419.0
2307700,2018,8,4237910.0,328125.0,3675139.0,0.0,0.0,0.0,4237910.0
2308500,2018,8,12192836.0,10835881.0,521676.0,356300.0,0.0,0.0,12192836.0
2309300,2018,8,28895826.0,26616930.0,451818.0,1635395.0,0.0,0.0,28895826.0
2309607,2018,8,18651399.0,17287966.0,1315287.0,0.0,0.0,0.0,18651399.0
2311306,2018,8,28261212.0,21476036.0,990013.0,5176254.0,484734.0,0.0,28261212.0
2311405,2018,8,8799592.0,6827052.0,429527.0,1324009.0,0.0,0.0,8799592.0
2311801,2018,8,8917127.0,8262814.0,484413.0,0.0,0.0,0.0,8917127.0
2312205,2018,8,6611169.0,5833515.0,455166.0,110546.0,0.0,0.0,6611169.0
2312304,2018,8,22512949.0,21310435.0,273582.0,674666.0,0.0,0.0,22512949.0
2312908,2018,8,51129841.0,45711260.0,2809020.0,2246171.0,0.0,0.0,51129841.0
2313302,2018,8,13304961.0,12335554.0,450510.0,426542.0,0.0,0.0,13304961.0
2313401,2018,8,16030308.0,13823112.0,457501.0,1606488.0,0.0,0.0,16030308.0
2314102,2018,8,7599313.0,7430396.0,77044.0,37214.0,0.0,0.0,7599313.0
2300200,2018,9,20300505.0,19044732.0,870018.0,0.0,0.0,0.0,20300505.0
2300309,2018,9,6141904.0,5293506.0,690710.0,0.0,0.0,0.0,6141904.0
2301000,2018,9,13546979.0,12115419.0,1355766.0,0.0,0.0,0.0,13546979.0
2301109,2018,9,32376733.0,22274559.0,1361230.0,8549317.0,0.0,0.0,32376733.0
2301901,2018,9,17083205.0,16343266.0,514229.0,0.0,0.0,0.0,17083205.0
2302107,2018,9,26708302.0,23168800.0,722296.0,2667221.0,0.0,0.0,26708302.0
2302404,2018,9,17370505.0,15291121.0,324127.0,1601072.0,0.0,0.0,17370505.0
2302503,2018,9,29121557.0,25631702.0,1650639.0,1654658.0,0.0,0.0,29121557.0
2302701,2018,9,13787952.0,12649776.0,267318.0,785767.0,0.0,0.0,13787952.0
2302800,2018,9,26494074.0,23734725.0,483292.0,2070152.0,0.0,0.0,26494074.0
2303501,2018,9,17540850.0,16552973.0,852268.0,0.0,0.0,0.0,17540850.0
2303709,2018,9,21283745.0,20099722.0,1066510.0,0.0,0.0,0.0,21283745.0
2304103,2018,9,28349469.0,25217579.0,276785.0,2721000.0,0.0,0.0,28349469.0
2304202,2018,9,28686327.0,24348301.0,1788905.0,2147040.0,0.0,0.0,28686327.0
2304285,2018,9,9588120.0,9170768.0,354215.0,0.0,0.0,0.0,9588120.0
2304400,2018,9,5820372875.0,512050384.0,775493156.0,33597768.0,0.0,1057121265.0,5820372875.0
2304707,2018,9,26954518.0,26358385.0,205099.0,275261.0,0.0,0.0,26954518.0
2305233,2018,9,25810351.0,17705763.0,8039410.0,0.0,0.0,0.0,25810351.0
2305506,2018,9,41419412.0,29234636.0,7558387.0,4428227.0,0.0,0.0,41419412.0
2306306,2018,9,6479398.0,6040255.0,184370.0,160057.0,0.0,0.0,6479398.0
2306405,2018,9,54479026.0,48433489.0,1472599.0,4253771.0,0.0,0.0,54479026.0
2306900,2018,9,20597362.0,17330289.0,1471855.0,1573622.0,0.0,0.0,20597362.0
2307304,2018,9,59488714.0,45060615.0,12221696.0,1702525.0,0.0,0.0,59488714.0
2307502,2018,9,14835559.0,8520489.0,2071868.0,4137651.0,0.0,0.0,14835559.0
2307601,2018,9,27769224.0,22951362.0,1403418.0,3204791.0,0.0,0.0,27769224.0
2307650,2018,9,88188167.0,77260588.0,10579727.0,0.0,0.0,0.0,88188167.0
2307700,2018,9,4188467.0,473857.0,3571428.0,0.0,0.0,0.0,4188467.0
2308500,2018,9,11783690.0,10523273.0,473944.0,361176.0,0.0,0.0,11783690.0
2309300,2018,9,28780359.0,26497596.0,436478.0,1661260.0,0.0,0.0,28780359.0
2309607,2018,9,17712012.0,16244141.0,1423533.0,0.0,0.0,0.0,17712012.0
