cod_ibge,regiao_codigo,regiao_nome,ano,mes,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio
2300903,06,Litoral Oeste / Vale do Curu,2022,3,7,3,4,10,621.7479999999999
2301000,03,Grande Fortaleza,2022,3,560,590,-30,1150,1474.6955652173913
2301109,04,Litoral Leste,2022,3,152,298,-146,450,1268.4584
2301208,07,Maciço do Baturité,2022,3,21,62,-41,83,1377.9448192771083
2301257,12,Sertão dos Crateús,2022,3,1,2,-1,3,1781.4066666666663
2301307,01,Cariri,2022,3,3,3,0,6,1193.3333333333333
2301406,07,Maciço do Baturité,2022,3,13,3,10,16,1339.666875
2301505,13,Sertão dos Inhamuns,2022,3,4,2,2,6,1636.37
2301604,01,Cariri,2022,3,20,11,9,31,1231.2612903225806
2301703,01,Cariri,2022,3,12,6,6,18,1796.4755555555555
2301851,09,Sertão Central,2022,3,11,9,2,20,1709.2279999999998
2301901,01,Cariri,2022,3,408,271,137,679,1406.4527687776142
2301950,07,Maciço do Baturité,2022,3,67,9,58,76,1342.127631578947
2302008,01,Cariri,2022,3,8,12,-4,20,1338.0205
2302057,05,Litoral Norte,2022,3,10,9,1,19,1188.756842105263
2302107,07,Maciço do Baturité,2022,3,51,68,-17,119,1317.2530252100842
2302206,04,Litoral Leste,2022,3,73,161,-88,234,950.832905982906
2302305,05,Litoral Norte,2022,3,10,10,0,20,1540.982
2302404,10,Sertão de Canindé,2022,3,36,39,-3,75,1363.7296
2302503,01,Cariri,2022,3,376,253,123,629,1321.7306041335453
2302602,05,Litoral Norte,2022,3,211,66,145,277,777.4695306859205
2302701,01,Cariri,2022,3,12,19,-7,31,1250.6829032258065
2302800,10,Sertão de Canindé,2022,3,210,148,62,358,992.086005586592
2302909,07,Maciço do Baturité,2022,3,6,5,1,11,1508.2336363636364
2303006,10,Sertão de Canindé,2022,3,4,5,-1,9,1435.301111111111
2303105,11,Sertão de Sobral,2022,3,36,16,20,52,1233.9376923076925
2303204,01,Cariri,2022,3,4,13,-9,17,1338.3817647058825
2303303,02,Centro Sul,2022,3,40,5,35,45,1315.1788888888889
2303402,08,Serra da Ibiapaba,2022,3,2,5,-3,7,2121.2571428571428
2303501,03,Grande Fortaleza,2022,3,155,223,-68,378,1256.8692328042328
2303600,02,Centro Sul,2022,3,3,1,2,4,1229.1025
2303659,12,Sertão dos Crateús,2022,3,0,2,-2,2,1212.0
2303709,03,Grande Fortaleza,2022,3,1417,1559,-142,2976,1317.373182123656
2303808,02,Centro Sul,2022,3,11,7,4,18,1073.7222222222222
2303907,05,Litoral Norte,2022,3,5,2,3,7,1217.1942857142858
2303931,09,Sertão Central,2022,3,1,4,-3,5,1251.428
2303956,03,Grande Fortaleza,2022,3,41,44,-3,85,1318.3384705882354
2304004,11,Sertão de Sobral,2022,3,17,17,0,34,1423.114705882353
2304103,12,Sertão dos Crateús,2022,3,352,167,185,519,1228.409922928709
2304202,01,Cariri,2022,3,380,423,-43,803,1413.5366998754669
2304236,08,Serra da Ibiapaba,2022,3,7,6,1,13,1246.8053846153846
2304251,05,Litoral Norte,2022,3,61,54,7,115,1319.3194782608696
2304269,09,Sertão Central,2022,3,1,0,1,1,2750.0
2304277,14,Vale do Jaguaribe,2022,3,5,1,4,6,1423.54
2304285,03,Grande Fortaleza,2022,3,1937,1692,245,3629,1505.6404822265083
2304301,01,Cariri,2022,3,9,13,-4,22,1494.2672727272727
2304350,11,Sertão de Sobral,2022,3,41,45,-4,86,1479.895
2304400,03,Grande Fortaleza,2022,3,25588,22122,3466,47710,1567.3767375990606
2304459,04,Litoral Leste,2022,3,75,37,38,112,1370.160357142857
2304509,11,Sertão de Sobral,2022,3,90,73,17,163,1164.585337423313
2304608,06,Litoral Oeste / Vale do Curu,2022,3,1,2,-1,3,1212.0
2304707,05,Litoral Norte,2022,3,15,21,-6,36,1429.6986111111112
2304905,11,Sertão de Sobral,2022,3,11,10,1,21,1612.4428571428573
2304954,03,Grande Fortaleza,2022,3,44,27,17,71,1176.7950704225352
2305001,08,Serra da Ibiapaba,2022,3,37,29,8,66,1191.8992424242424
2305100,07,Maciço do Baturité,2022,3,12,13,-1,25,1330.368
2305209,12,Sertão dos Crateús,2022,3,5,10,-5,15,1370.4826666666668
2305233,03,Grande Fortaleza,2022,3,497,530,-33,1027,1052.228364167478
2305266,09,Sertão Central,2022,3,2,4,-2,6,1346.4166666666667
2305308,08,Serra da Ibiapaba,2022,3,11,10,1,21,1407.937619047619
2305332,09,Sertão Central,2022,3,8,8,0,16,1888.335625
2305357,04,Litoral Leste,2022,3,31,482,-451,513,1296.4046588693957
2305407,02,Centro Sul,2022,3,53,92,-39,145,1321.0598620689657
2305506,02,Centro Sul,2022,3,328,376,-48,704,1212.643125
2305605,12,Sertão dos Crateús,2022,3,23,15,8,38,1539.9484210526316
2305654,12,Sertão dos Crateús,2022,3,2,7,-5,9,1278.3466666666666
2305704,02,Centro Sul,2022,3,3,5,-2,8,1198.0
2305803,08,Serra da Ibiapaba,2022,3,67,57,10,124,1170.3281451612904
2305902,12,Sertão dos Crateús,2022,3,6,11,-5,17,1342.0476470588237
2306009,14,Vale do Jaguaribe,2022,3,4,7,-3,11,1400.4463636363637
2306108,06,Litoral Oeste / Vale do Curu,2022,3,40,18,22,58,610.8639655172414
2306207,04,Litoral Leste,2022,3,9,3,6,12,1412.8475
2306256,03,Grande Fortaleza,2022,3,208,192,16,400,1480.970125
2306306,06,Litoral Oeste / Vale do Curu,2022,3,84,109,-25,193,682.288756476684
2306405,06,Litoral Oeste / Vale do Curu,2022,3,436,338,98,774,773.4177390180878
2306504,07,Maciço do Baturité,2022,3,6,1,5,7,1180.0
2306553,05,Litoral Norte,2022,3,14,23,-9,37,1261.4272972972972
2306603,10,Sertão de Canindé,2022,3,7,4,3,11,1441.8736363636365
2306702,14,Vale do Jaguaribe,2022,3,10,13,-3,23,1336.8495652173913
2306801,14,Vale do Jaguaribe,2022,3,18,8,10,26,1383.315
2306900,14,Vale do Jaguaribe,2022,3,57,53,4,110,1434.000727272727
2307007,04,Litoral Leste,2022,3,85,40,45,125,1275.7368
2307106,01,Cariri,2022,3,15,24,-9,39,1402.6915384615386
2307205,01,Cariri,2022,3,6,1,5,7,1395.0
2307254,05,Litoral Norte,2022,3,184,287,-103,471,1348.3109766454352
2307304,01,Cariri,2022,3,1318,1967,-649,3285,1392.205782582217
2307403,02,Centro Sul,2022,3,20,17,3,37,1326.1724324324323
2307502,01,Cariri,2022,3,21,4,17,25,1268.2112
2307601,14,Vale do Jaguaribe,2022,3,257,361,-104,618,1978.1929126213593
2307635,10,Sertão de Canindé,2022,3,9,28,-19,37,1490.5545945945946
2307650,03,Grande Fortaleza,2022,3,1825,1941,-116,3766,1395.0279421136486
2307700,03,Grande Fortaleza,2022,3,557,400,157,957,1068.6566248693834
2307809,05,Litoral Norte,2022,3,104,44,60,148,1275.7948648648648
2307908,05,Litoral Norte,2022,3,0,3,-3,3,1942.2133333333331
2308005,11,Sertão de Sobral,2022,3,27,23,4,50,1297.2106
2308104,01,Cariri,2022,3,47,23,24,70,1432.428571428571
2308203,11,Sertão de Sobral,2022,3,11,5,6,16,1180.423125
2308302,01,Cariri,2022,3,29,50,-21,79,1617.9708860759492
2308351,09,Sertão Central,2022,3,0,4,-4,4,1216.5225
2308377,06,Litoral Oeste / Vale do Curu,2022,3,0,2,-2,2,1212.0
2308401,01,Cariri,2022,3,47,24,23,71,1547.8143661971833
2308500,09,Sertão Central,2022,3,28,30,-2,58,1139.0336206896552
2308609,12,Sertão dos Crateús,2022,3,10,7,3,17,1296.5158823529412
2308708,14,Vale do Jaguaribe,2022,3,315,256,59,571,589.4840980735552
2308807,11,Sertão de Sobral,2022,3,0,1,-1,1,1212.0
2308906,05,Litoral Norte,2022,3,18,2,16,20,1243.7745
2309003,11,Sertão de Sobral,2022,3,2,4,-2,6,1192.3333333333333
2309102,07,Maciço do Baturité,2022,3,1,1,0,2,1455.02
2309201,01,Cariri,2022,3,34,35,-1,69,1245.9269565217392
2309300,12,Sertão dos Crateús,2022,3,43,27,16,70,1330.9631428571429
2309409,12,Sertão dos Crateús,2022,3,26,21,5,47,1768.5448936170212
2309458,07,Maciço do Baturité,2022,3,14,14,0,28,1424.2553571428573
2309508,02,Centro Sul,2022,3,3,5,-2,8,1466.9325
2309607,03,Grande Fortaleza,2022,3,190,190,0,380,1368.9343157894737
2309706,03,Grande Fortaleza,2022,3,189,175,14,364,1412.741675824176
2309805,07,Maciço do Baturité,2022,3,6,4,2,10,1460.46
2310001,14,Vale do Jaguaribe,2022,3,5,4,1,9,1697.0233333333333
2310209,03,Grande Fortaleza,2022,3,78,68,10,146,1435.0910958904108
2310258,03,Grande Fortaleza,2022,3,111,68,43,179,1365.8507262569833
2310308,13,Sertão dos Inhamuns,2022,3,9,4,5,13,1541.073846153846
2310407,10,Sertão de Canindé,2022,3,5,3,2,8,1022.25
2310506,09,Sertão Central,2022,3,20,21,-1,41,1465.1841463414637
2310605,01,Cariri,2022,3,16,5,11,21,1376.7714285714287
2310704,06,Litoral Oeste / Vale do Curu,2022,3,132,56,76,188,1111.119414893617
2310803,14,Vale do Jaguaribe,2022,3,113,127,-14,240,1279.295125
2310852,03,Grande Fortaleza,2022,3,43,31,12,74,1489.3308108108108
2310902,09,Sertão Central,2022,3,6,5,1,11,1212.0
2310951,11,Sertão de Sobral,2022,3,11,2,9,13,553.7361538461538
2311009,12,Sertão dos Crateús,2022,3,1,5,-4,6,1274.34
2311108,01,Cariri,2022,3,11,21,-10,32,1311.435
2311207,01,Cariri,2022,3,1,2,-1,3,2571.5466666666666
2311231,14,Vale do Jaguaribe,2022,3,4,3,1,7,1670.2528571428572
2311264,13,Sertão dos Inhamuns,2022,3,7,7,0,14,1507.7442857142855
2311306,09,Sertão Central,2022,3,287,151,136,438,948.3019634703196
2311355,02,Centro Sul,2022,3,8,8,0,16,1188.75
2311405,09,Sertão Central,2022,3,191,324,-133,515,1196.520854368932
2311504,14,Vale do Jaguaribe,2022,3,74,130,-56,204,1083.6514705882353
2311603,07,Maciço do Baturité,2022,3,47,21,26,68,1273.7910294117646
2311702,11,Sertão de Sobral,2022,3,4,10,-6,14,1715.8128571428572
2311801,14,Vale do Jaguaribe,2022,3,344,375,-31,719,1027.8245062586925
2311900,02,Centro Sul,2022,3,1,4,-3,5,1112.7620000000002
2311959,01,Cariri,2022,3,8,2,6,10,1180.2
2312007,11,Sertão de Sobral,2022,3,4,5,-1,9,1372.64
2312106,01,Cariri,2022,3,7,13,-6,20,1274.725
2312205,12,Sertão dos Crateús,2022,3,73,53,20,126,871.1324603174603
2312304,08,Serra da Ibiapaba,2022,3,51,62,-11,113,1308.4333628318584
2312403,03,Grande Fortaleza,2022,3,473,303,170,776,1941.6902577319584
2312502,14,Vale do Jaguaribe,2022,3,1,1,0,2,1818.0
2312601,03,Grande Fortaleza,2022,3,2,1,1,3,1491.7266666666667
2312700,09,Sertão Central,2022,3,124,54,70,178,525.2794382022472
2312809,11,Sertão de Sobral,2022,3,14,3,11,17,1490.5882352941176
2312908,11,Sertão de Sobral,2022,3,997,1063,-66,2060,1494.7965291262135
2313005,09,Sertão Central,2022,3,17,22,-5,39,1346.0266666666666
2313104,14,Vale do Jaguaribe,2022,3,39,80,-41,119,1472.0563865546217
2313203,12,Sertão dos Crateús,2022,3,5,9,-4,14,1400.4785714285715
2313252,01,Cariri,2022,3,0,2,-2,2,1212.0
2313302,13,Sertão dos Inhamuns,2022,3,82,72,10,154,1421.2055194805191
2313351,06,Litoral Oeste / Vale do Curu,2022,3,239,8,231,247,1474.710647773279
2313401,08,Serra da Ibiapaba,2022,3,200,328,-128,528,1350.8532575757577
2313500,03,Grande Fortaleza,2022,3,167,146,21,313,1369.1675399361022
2313559,06,Litoral Oeste / Vale do Curu,2022,3,10,3,7,13,1130.1515384615384
2313609,08,Serra da Ibiapaba,2022,3,42,56,-14,98,1366.8116326530612
2313708,02,Centro Sul,2022,3,2,0,2,2,606.0
2313757,06,Litoral Oeste / Vale do Curu,2022,3,16,17,-1,33,1235.948181818182
2313807,06,Litoral Oeste / Vale do Curu,2022,3,7,13,-6,20,516.472
2313906,05,Litoral Norte,2022,3,14,7,7,21,1597.512857142857
2313955,11,Sertão de Sobral,2022,3,22,27,-5,49,1370.2148979591836
2314003,01,Cariri,2022,3,82,44,38,126,1323.9785714285713
2314102,08,Serra da Ibiapaba,2022,3,33,22,11,55,958.9647272727271
2300101,01,Cariri,2022,4,3,4,-1,7,1375.2857142857142
2300150,07,Maciço do Baturité,2022,4,37,26,11,63,1366.134761904762
2300200,05,Litoral Norte,2022,4,46,53,-7,99,1425.3802020202022
2300309,02,Centro Sul,2022,4,21,21,0,42,1228.6609523809525
2300408,13,Sertão dos Inhamuns,2022,4,0,4,-4,4,1222.35
2300507,11,Sertão de Sobral,2022,4,5,4,1,9,1128.6744444444444
2300606,01,Cariri,2022,4,7,1,6,8,1198.0
2300705,14,Vale do Jaguaribe,2022,4,11,20,-9,31,1279.3293548387096
2300754,06,Litoral Oeste / Vale do Curu,2022,4,32,38,-6,70,1406.6084285714285
2300804,01,Cariri,2022,4,2,0,2,2,1269.3200000000002
2300903,06,Litoral Oeste / Vale do Curu,2022,4,3,6,-3,9,1008.6133333333332
2301000,03,Grande Fortaleza,2022,4,493,461,32,954,1549.7408280922432
2301109,04,Litoral Leste,2022,4,189,206,-17,395,1297.8408101265825
2301208,07,Maciço do Baturité,2022,4,34,44,-10,78,1362.712051282051
2301257,12,Sertão dos Crateús,2022,4,1,3,-2,4,1212.0
2301307,01,Cariri,2022,4,3,6,-3,9,1190.0266666666666
2301406,07,Maciço do Baturité,2022,4,13,9,4,22,1233.075
2301505,13,Sertão dos Inhamuns,2022,4,2,5,-3,7,1551.6685714285716
2301604,01,Cariri,2022,4,26,12,14,38,1536.3039473684212
2301703,01,Cariri,2022,4,4,10,-6,14,1282.267857142857
2301802,02,Centro Sul,2022,4,2,0,2,2,1818.0
2301851,09,Sertão Central,2022,4,14,6,8,20,1538.37
2301901,01,Cariri,2022,4,343,222,121,565,1416.203646017699
2301950,07,Maciço do Baturité,2022,4,16,16,0,32,1501.7228125
2302008,01,Cariri,2022,4,12,9,3,21,1418.217142857143
2302057,05,Litoral Norte,2022,4,14,1,13,15,1393.1946666666663
2302107,07,Maciço do Baturité,2022,4,39,53,-14,92,1307.2045652173913
2302206,04,Litoral Leste,2022,4,77,78,-1,155,1128.7405161290324
2302305,05,Litoral Norte,2022,4,12,3,9,15,1263.082
2302404,10,Sertão de Canindé,2022,4,50,31,19,81,1513.6095061728397
2302503,01,Cariri,2022,4,373,234,139,607,1274.2579736408566
2302602,05,Litoral Norte,2022,4,98,63,35,161,932.8976397515528
2302701,01,Cariri,2022,4,13,14,-1,27,1167.707037037037
2302800,10,Sertão de Canindé,2022,4,192,134,58,326,888.7083435582822
2302909,07,Maciço do Baturité,2022,4,5,3,2,8,1097.87625
2303006,10,Sertão de Canindé,2022,4,2,4,-2,6,1020.0183333333332
2303105,11,Sertão de Sobral,2022,4,119,1,118,120,1053.1833333333334
2303204,01,Cariri,2022,4,2,8,-6,10,1380.632
2303303,02,Centro Sul,2022,4,4,2,2,6,1833.82
2303402,08,Serra da Ibiapaba,2022,4,6,2,4,8,1703.53625
2303501,03,Grande Fortaleza,2022,4,177,165,12,342,1207.0999122807018
2303600,02,Centro Sul,2022,4,0,1,-1,1,1273.3
2303659,12,Sertão dos Crateús,2022,4,2,3,-1,5,1225.78
2303709,03,Grande Fortaleza,2022,4,1292,1270,22,2562,1427.1358274785323
2303808,02,Centro Sul,2022,4,8,14,-6,22,1052.0813636363637
2303907,05,Litoral Norte,2022,4,2,1,1,3,1212.0
2303931,09,Sertão Central,2022,4,1,1,0,2,1789.91
2303956,03,Grande Fortaleza,2022,4,49,52,-3,101,1309.600693069307
2304004,11,Sertão de Sobral,2022,4,15,11,4,26,1347.4930769230768
2304103,12,Sertão dos Crateús,2022,4,204,160,44,364,1331.5484615384617
2304202,01,Cariri,2022,4,382,390,-8,772,1302.224987046632
2304236,08,Serra da Ibiapaba,2022,4,4,3,1,7,1884.5928571428572
2304251,05,Litoral Norte,2022,4,55,44,11,99,1451.2781818181818
2304269,09,Sertão Central,2022,4,2,2,0,4,1521.765
2304285,03,Grande Fortaleza,2022,4,1595,1384,211,2979,1706.2946894931183
2304301,01,Cariri,2022,4,29,12,17,41,1328.7175609756098
2304350,11,Sertão de Sobral,2022,4,35,35,0,70,1351.0622857142855
2304400,03,Grande Fortaleza,2022,4,23520,20292,3228,43812,1566.418789006323
2304459,04,Litoral Leste,2022,4,49,39,10,88,1536.7639772727273
2304509,11,Sertão de Sobral,2022,4,97,40,57,137,1194.3020437956204
2304608,06,Litoral Oeste / Vale do Curu,2022,4,4,1,3,5,1212.0
2304707,05,Litoral Norte,2022,4,15,14,1,29,1387.1341379310345
2304806,01,Cariri,2022,4,3,0,3,3,1351.23
2304905,11,Sertão de Sobral,2022,4,3,9,-6,12,1210.0366666666666
2304954,03,Grande Fortaleza,2022,4,17,30,-13,47,1183.7893617021275
2305001,08,Serra da Ibiapaba,2022,4,31,16,15,47,1237.6040425531914
2305100,07,Maciço do Baturité,2022,4,7,9,-2,16,1284.685625
2305209,12,Sertão dos Crateús,2022,4,7,9,-2,16,1190.4825
2305233,03,Grande Fortaleza,2022,4,459,395,64,854,1375.8676697892272
2305266,09,Sertão Central,2022,4,8,7,1,15,1286.5093333333332
2305308,08,Serra da Ibiapaba,2022,4,11,8,3,19,1767.284210526316
2305332,09,Sertão Central,2022,4,0,9,-9,9,1286.7022222222222
2305357,04,Litoral Leste,2022,4,40,190,-150,230,1386.9021739130435
2305407,02,Centro Sul,2022,4,60,81,-21,141,1246.5152482269502
2305506,02,Centro Sul,2022,4,232,308,-76,540,1197.2402777777777
2305605,12,Sertão dos Crateús,2022,4,9,10,-1,19,1697.372105263158
2305654,12,Sertão dos Crateús,2022,4,5,2,3,7,1236.2285714285715
2305704,02,Centro Sul,2022,4,10,5,5,15,1170.8713333333333
2305803,08,Serra da Ibiapaba,2022,4,46,59,-13,105,1407.5629523809523
2305902,12,Sertão dos Crateús,2022,4,6,8,-2,14,1684.8714285714286
2306009,14,Vale do Jaguaribe,2022,4,6,5,1,11,1503.9518181818182
2306108,06,Litoral Oeste / Vale do Curu,2022,4,22,22,0,44,1166.7970454545457
2306207,04,Litoral Leste,2022,4,2,4,-2,6,1818.765
2306256,03,Grande Fortaleza,2022,4,260,191,69,451,1517.6177383592017
2306306,06,Litoral Oeste / Vale do Curu,2022,4,109,73,36,182,562.9338461538462
2306405,06,Litoral Oeste / Vale do Curu,2022,4,480,274,206,754,650.2808100929615
2306504,07,Maciço do Baturité,2022,4,2,2,0,4,1226.675
2306553,05,Litoral Norte,2022,4,41,21,20,62,1509.0596774193548
2306603,10,Sertão de Canindé,2022,4,4,4,0,8,1256.2975
2306702,14,Vale do Jaguaribe,2022,4,8,3,5,11,1313.669090909091
2306801,14,Vale do Jaguaribe,2022,4,11,3,8,14,1495.9307142857142
2306900,14,Vale do Jaguaribe,2022,4,29,51,-22,80,1263.40225
2307007,04,Litoral Leste,2022,4,43,45,-2,88,1307.8327272727272
2307106,01,Cariri,2022,4,18,21,-3,39,1253.7988888888888
2307205,01,Cariri,2022,4,2,2,0,4,1297.71
2307254,05,Litoral Norte,2022,4,215,208,7,423,1348.7453664302602
2307304,01,Cariri,2022,4,1482,1304,178,2786,1359.4012419239052
2307403,02,Centro Sul,2022,4,14,21,-7,35,1225.7654285714286
2307502,01,Cariri,2022,4,14,4,10,18,1356.381666666667
2307601,14,Vale do Jaguaribe,2022,4,319,216,103,535,1399.7791588785046
2307635,10,Sertão de Canindé,2022,4,8,13,-5,21,1482.818095238095
2307650,03,Grande Fortaleza,2022,4,1630,1541,89,3171,1412.6622485020498
2307700,03,Grande Fortaleza,2022,4,220,313,-93,533,1416.5969793621011
2307809,05,Litoral Norte,2022,4,75,63,12,138,1297.2155072463768
2307908,05,Litoral Norte,2022,4,1,0,1,1,1248.36
2308005,11,Sertão de Sobral,2022,4,21,23,-2,44,1309.484090909091
2308104,01,Cariri,2022,4,30,32,-2,62,1333.6935483870968
2308203,11,Sertão de Sobral,2022,4,13,6,7,19,1217.8973684210523
2308302,01,Cariri,2022,4,29,34,-5,63,1714.5857142857142
2308351,09,Sertão Central,2022,4,1,0,1,1,2424.0
2308377,06,Litoral Oeste / Vale do Curu,2022,4,8,0,8,8,1136.25
2308401,01,Cariri,2022,4,45,29,16,74,1292.8167567567568
2308500,09,Sertão Central,2022,4,25,36,-11,61,1247.8954098360657
2308609,12,Sertão dos Crateús,2022,4,5,7,-2,12,1252.503333333333
2308708,14,Vale do Jaguaribe,2022,4,331,319,12,650,603.3311076923077
2308807,11,Sertão de Sobral,2022,4,0,2,-2,2,1212.0
2308906,05,Litoral Norte,2022,4,4,5,-1,9,1274.0844444444444
2309003,11,Sertão de Sobral,2022,4,4,3,1,7,1039.6442857142858
2309102,07,Maciço do Baturité,2022,4,1,5,-4,6,1312.5733333333335
2309201,01,Cariri,2022,4,36,16,20,52,1187.8767307692308
2309300,12,Sertão dos Crateús,2022,4,22,31,-9,53,1505.707169811321
2309409,12,Sertão dos Crateús,2022,4,40,20,20,60,1644.5041666666666
2309458,07,Maciço do Baturité,2022,4,9,8,1,17,1449.7576470588235
2309508,02,Centro Sul,2022,4,4,2,2,6,1729.986666666667
2309607,03,Grande Fortaleza,2022,4,226,199,27,425,1161.6397641509434
2309706,03,Grande Fortaleza,2022,4,169,180,-11,349,1412.3942693409742
2309805,07,Maciço do Baturité,2022,4,7,5,2,12,1420.8491666666666
2309904,11,Sertão de Sobral,2022,4,3,1,2,4,1212.0
2310001,14,Vale do Jaguaribe,2022,4,0,1,-1,1,0.0
2310100,07,Maciço do Baturité,2022,4,6,2,4,8,2155.1225
2310209,03,Grande Fortaleza,2022,4,69,55,14,124,1578.7932258064516
2310258,03,Grande Fortaleza,2022,4,57,73,-16,130,12652.713153846154
2310308,13,Sertão dos Inhamuns,2022,4,4,2,2,6,1366.1166666666668
2310407,10,Sertão de Canindé,2022,4,4,0,4,4,1421.5
2310506,09,Sertão Central,2022,4,9,23,-14,32,1337.74875
2310605,01,Cariri,2022,4,7,11,-4,18,1315.375
2310704,06,Litoral Oeste / Vale do Curu,2022,4,86,62,24,148,766.4481081081082
2310803,14,Vale do Jaguaribe,2022,4,51,152,-101,203,1376.4157142857143
2310852,03,Grande Fortaleza,2022,4,23,25,-2,48,1428.509375
2310902,09,Sertão Central,2022,4,2,1,1,3,1253.3733333333332
2310951,11,Sertão de Sobral,2022,4,0,2,-2,2,1698.04
2311009,12,Sertão dos Crateús,2022,4,3,2,1,5,1221.782
2311108,01,Cariri,2022,4,12,5,7,17,1483.5217647058823
2311207,01,Cariri,2022,4,4,4,0,8,1307.25
2311231,14,Vale do Jaguaribe,2022,4,2,1,1,3,1212.0
2311264,13,Sertão dos Inhamuns,2022,4,4,11,-7,15,954.804
2311306,09,Sertão Central,2022,4,156,131,25,287,1213.9665853658537
2311355,02,Centro Sul,2022,4,7,8,-1,15,948.9346666666668
2311405,09,Sertão Central,2022,4,422,290,132,712,711.0202528089887
2311504,14,Vale do Jaguaribe,2022,4,87,101,-14,188,1117.3062234042554
2311603,07,Maciço do Baturité,2022,4,53,30,23,83,1310.5327710843374
2311702,11,Sertão de Sobral,2022,4,23,6,17,29,1261.973448275862
2311801,14,Vale do Jaguaribe,2022,4,304,282,22,586,1238.9492320819113
2311900,02,Centro Sul,2022,4,8,1,7,9,1216.6
2311959,01,Cariri,2022,4,2,2,0,4,1644.435
2312007,11,Sertão de Sobral,2022,4,10,2,8,12,1163.9783333333332
2312106,01,Cariri,2022,4,3,1,2,4,1060.5
2312205,12,Sertão dos Crateús,2022,4,94,44,50,138,699.798115942029
2312304,08,Serra da Ibiapaba,2022,4,54,62,-8,116,1281.7325
2312403,03,Grande Fortaleza,2022,4,548,361,187,909,1869.8665456545657
2312502,14,Vale do Jaguaribe,2022,4,0,2,-2,2,1556.0
2312601,03,Grande Fortaleza,2022,4,9,5,4,14,1485.0907142857145
2312700,09,Sertão Central,2022,4,137,37,100,174,342.7023563218391
2312809,11,Sertão de Sobral,2022,4,10,5,5,15,1616.0
2312908,11,Sertão de Sobral,2022,4,1011,901,110,1912,1473.731830543933
2313005,09,Sertão Central,2022,4,13,12,1,25,1079.9688
2313104,14,Vale do Jaguaribe,2022,4,42,52,-10,94,1393.232340425532
2313203,12,Sertão dos Crateús,2022,4,5,5,0,10,1102.264
2313252,01,Cariri,2022,4,1,15,-14,16,1212.0
2313302,13,Sertão dos Inhamuns,2022,4,81,72,9,153,1450.07431372549
2313351,06,Litoral Oeste / Vale do Curu,2022,4,41,3,38,44,1420.610909090909
2313401,08,Serra da Ibiapaba,2022,4,233,214,19,447,1292.1168232662192
2313500,03,Grande Fortaleza,2022,4,123,109,14,232,1514.909870689655
2313559,06,Litoral Oeste / Vale do Curu,2022,4,10,5,5,15,1277.2213333333334
2313609,08,Serra da Ibiapaba,2022,4,62,52,10,114,1128.3207894736845
2313708,02,Centro Sul,2022,4,2,3,-1,5,562.2
2313757,06,Litoral Oeste / Vale do Curu,2022,4,5,11,-6,16,1305.155
2313807,06,Litoral Oeste / Vale do Curu,2022,4,3,6,-3,9,725.8644444444444
2313906,05,Litoral Norte,2022,4,19,9,10,28,1717.5914814814814
2313955,11,Sertão de Sobral,2022,4,53,12,41,65,1149.5858461538462
2314003,01,Cariri,2022,4,67,49,18,116,1297.236120689655
2314102,08,Serra da Ibiapaba,2022,4,26,13,13,39,1215.5064102564102
2300101,01,Cariri,2022,5,16,2,14,18,1826.1516666666669
2300150,07,Maciço do Baturité,2022,5,20,38,-18,58,1355.7025862068965
2300200,05,Litoral Norte,2022,5,70,70,0,140,1316.2450714285717
2300309,02,Centro Sul,2022,5,29,19,10,48,1260.6066666666668
2300408,13,Sertão dos Inhamuns,2022,5,4,1,3,5,1640.384
2300507,11,Sertão de Sobral,2022,5,2,7,-5,9,1010.5555555555557
2300606,01,Cariri,2022,5,13,1,12,14,1286.5735714285713
2300705,14,Vale do Jaguaribe,2022,5,13,12,1,25,1296.3432
2300754,06,Litoral Oeste / Vale do Curu,2022,5,71,26,45,97,1243.69412371134
2301000,03,Grande Fortaleza,2022,5,629,502,127,1131,1425.3117948717947
2301109,04,Litoral Leste,2022,5,272,213,59,485,1293.014886597938
2301208,07,Maciço do Baturité,2022,5,60,64,-4,124,1274.9540322580644
2301257,12,Sertão dos Crateús,2022,5,1,31,-30,32,1244.34375
2301307,01,Cariri,2022,5,5,6,-1,11,1310.7336363636364
2301406,07,Maciço do Baturité,2022,5,9,21,-12,30,1397.8386666666668
2301505,13,Sertão dos Inhamuns,2022,5,2,4,-2,6,1966.53
2301604,01,Cariri,2022,5,12,17,-5,29,1650.5627586206897
2301703,01,Cariri,2022,5,9,11,-2,20,1270.3475
2301851,09,Sertão Central,2022,5,12,5,7,17,1258.3094117647058
2301901,01,Cariri,2022,5,284,181,103,465,1538.8646666666666
2301950,07,Maciço do Baturité,2022,5,12,14,-2,26,1587.2342307692309
2302008,01,Cariri,2022,5,16,6,10,22,1597.6363636363635
2302057,05,Litoral Norte,2022,5,11,10,1,21,1253.9790476190476
2302107,07,Maciço do Baturité,2022,5,61,64,-3,125,1474.05544
2302206,04,Litoral Leste,2022,5,111,60,51,171,1168.8142690058478
2302305,05,Litoral Norte,2022,5,10,11,-1,21,1187.8890476190477
2302404,10,Sertão de Canindé,2022,5,33,35,-2,68,1333.3670588235295
2302503,01,Cariri,2022,5,484,238,246,722,1285.788891966759
2302602,05,Litoral Norte,2022,5,232,75,157,307,622.7705211726384
