ano,mes,variavel,fonte,total_estadual,mediana_estadual,razao
2024,9,transf_fed_fpm_dest,transferencias_municipais_stn,68763882364.0,414533229.795,165.88267820653593
2024,9,transf_fed_fundeb_dest,transferencias_municipais_stn,61813245514.0,565569352.5,109.29383857305103
2024,9,transf_fed_total,transferencias_municipais_stn,136924724406.0,1028219759.11,133.16678967978444
