ano,sigla_uf,divisao_cnae,vinculos_ativos,remuneracao_media,uf_nome
2018,PB,30,85,,Paraíba
2018,PB,31,2165,,Paraíba
2018,PB,32,1093,,Paraíba
2018,PB,33,1328,,Paraíba
2018,PB,35,2907,,Paraíba
2018,PB,36,3374,,Paraíba
2018,PB,37,32,,Paraíba
2018,PB,38,2829,,Paraíba
2018,PB,39,22,,Paraíba
2018,PB,41,41660,,Paraíba
2018,PB,42,7266,,Paraíba
2018,PB,43,7160,,Paraíba
2018,PB,45,13648,,Paraíba
2018,PB,46,25769,,Paraíba
2018,PB,47,104309,,Paraíba
2018,PB,49,12396,,Paraíba
2018,PB,50,112,,Paraíba
2018,PB,51,286,,Paraíba
2018,PB,52,2302,,Paraíba
2018,PB,53,2119,,Paraíba
2018,PB,55,4627,,Paraíba
2018,PB,56,24287,,Paraíba
2018,PB,58,395,,Paraíba
2018,PB,59,328,,Paraíba
2018,PB,60,1643,,Paraíba
2018,PB,61,3040,,Paraíba
2018,PB,62,2773,,Paraíba
2018,PB,63,611,,Paraíba
2018,PB,64,6241,,Paraíba
2018,PB,65,1552,,Paraíba
2018,PB,66,897,,Paraíba
2018,PB,68,2430,,Paraíba
2018,PB,69,4903,,Paraíba
2018,PB,70,564,,Paraíba
2018,PB,71,1941,,Paraíba
2018,PB,72,736,,Paraíba
2018,PB,73,1171,,Paraíba
2018,PB,74,598,,Paraíba
2018,PB,75,56,,Paraíba
2018,PB,77,2310,,Paraíba
2018,PB,78,3666,,Paraíba
2018,PB,79,863,,Paraíba
2018,PB,80,10820,,Paraíba
2018,PB,81,20612,,Paraíba
2018,PB,82,18983,,Paraíba
2018,PB,84,268869,,Paraíba
2018,PB,85,48916,,Paraíba
2018,PB,86,23991,,Paraíba
2018,PB,87,1319,,Paraíba
2018,PB,88,1735,,Paraíba
2018,PB,89,358,,Paraíba
2018,PB,90,432,,Paraíba
2018,PB,91,12,,Paraíba
2018,PB,93,2454,,Paraíba
2018,PB,94,11640,,Paraíba
2018,PB,95,1374,,Paraíba
2018,PB,96,4022,,Paraíba
2018,PB,97,15,,Paraíba
2018,PB,99,34,,Paraíba
2018,PE,10,95071,,Pernambuco
2018,PE,11,37758,,Pernambuco
2018,PE,12,622,,Pernambuco
2018,PE,13,50871,,Pernambuco
2018,PE,14,25265,,Pernambuco
2018,PE,15,15731,,Pernambuco
2018,PE,16,7035,,Pernambuco
2018,PE,17,4863,,Pernambuco
2018,PE,18,3742,,Pernambuco
2018,PE,19,7255,,Pernambuco
2018,PE,20,9780,,Pernambuco
2018,PE,21,1649,,Pernambuco
2018,PE,22,13979,,Pernambuco
2018,PE,23,20192,,Pernambuco
2018,PE,24,2785,,Pernambuco
2018,PE,25,10157,,Pernambuco
2018,PE,26,522,,Pernambuco
2018,PE,27,4716,,Pernambuco
2018,PE,28,3466,,Pernambuco
2018,PE,29,16241,,Pernambuco
2018,PE,30,5607,,Pernambuco
2018,PE,31,5800,,Pernambuco
2018,PE,32,3657,,Pernambuco
2018,PE,33,6613,,Pernambuco
2018,PE,35,6327,,Pernambuco
2018,PE,36,4250,,Pernambuco
2018,PE,37,1274,,Pernambuco
2018,PE,38,12516,,Pernambuco
2018,PE,41,63249,,Pernambuco
2018,PE,42,33234,,Pernambuco
2018,PE,43,25451,,Pernambuco
2018,PE,45,36887,,Pernambuco
2018,PE,46,76596,,Pernambuco
2018,PE,47,299232,,Pernambuco
2018,PE,49,60148,,Pernambuco
2018,PE,50,567,,Pernambuco
2018,PE,51,1404,,Pernambuco
2018,PE,52,18734,,Pernambuco
2018,PE,53,6983,,Pernambuco
2018,PE,55,20853,,Pernambuco
2018,PE,56,73598,,Pernambuco
2018,PE,58,2550,,Pernambuco
2018,PE,59,987,,Pernambuco
2018,PE,60,2436,,Pernambuco
2018,PE,61,8195,,Pernambuco
2018,PE,62,10097,,Pernambuco
2018,PE,63,2096,,Pernambuco
2018,PE,64,17249,,Pernambuco
2018,PE,65,3251,,Pernambuco
2018,PE,66,3175,,Pernambuco
2018,PE,68,5343,,Pernambuco
2018,PE,69,16008,,Pernambuco
2018,PE,70,7100,,Pernambuco
2018,PE,71,13849,,Pernambuco
2018,PE,72,3622,,Pernambuco
2018,PE,73,4207,,Pernambuco
2018,PE,74,12302,,Pernambuco
2018,PE,75,378,,Pernambuco
2018,PE,77,13714,,Pernambuco
2018,PE,78,44116,,Pernambuco
2018,PE,79,3740,,Pernambuco
2018,PE,80,30098,,Pernambuco
2018,PE,81,70802,,Pernambuco
2018,PE,82,65900,,Pernambuco
2018,PE,84,459198,,Pernambuco
2018,PE,85,92701,,Pernambuco
2018,PE,86,97442,,Pernambuco
2018,PE,87,4511,,Pernambuco
2018,PE,88,5106,,Pernambuco
2018,PE,89,212,,Pernambuco
2018,PE,90,992,,Pernambuco
2018,PE,91,117,,Pernambuco
2018,PE,92,57,,Pernambuco
2018,PE,93,9163,,Pernambuco
2018,PE,94,25457,,Pernambuco
2018,PE,95,4615,,Pernambuco
2018,PE,96,12892,,Pernambuco
2018,PE,97,47,,Pernambuco
2018,PE,99,211,,Pernambuco
2018,PI,10,11157,,Piauí
2018,PI,11,11571,,Piauí
2018,PI,12,46,,Piauí
2018,PI,13,556,,Piauí
2018,PI,14,4103,,Piauí
2018,PI,15,2659,,Piauí
2018,PI,16,836,,Piauí
2018,PI,17,200,,Piauí
2018,PI,18,1098,,Piauí
2018,PI,19,2574,,Piauí
2018,PI,20,953,,Piauí
2018,PI,21,902,,Piauí
2018,PI,22,1761,,Piauí
2018,PI,23,5202,,Piauí
2018,PI,24,624,,Piauí
2018,PI,25,1556,,Piauí
2018,PI,26,62,,Piauí
2018,PI,27,230,,Piauí
2018,PI,28,558,,Piauí
2018,PI,29,264,,Piauí
2018,PI,30,606,,Piauí
2018,PI,31,1811,,Piauí
2018,PI,32,1244,,Piauí
2018,PI,33,645,,Piauí
2018,PI,35,2534,,Piauí
2018,PI,36,2042,,Piauí
2018,PI,37,181,,Piauí
2018,PI,38,1914,,Piauí
2018,PI,39,1,,Piauí
2018,PI,41,24711,,Piauí
2018,PI,42,7445,,Piauí
2018,PI,43,4431,,Piauí
2018,PI,45,13875,,Piauí
2018,PI,46,20205,,Piauí
2018,PI,47,86364,,Piauí
2018,PI,49,9846,,Piauí
2018,PI,50,11,,Piauí
2018,PI,51,222,,Piauí
2018,PI,52,1972,,Piauí
2018,PI,53,2383,,Piauí
2018,PI,55,4261,,Piauí
2018,PI,56,17040,,Piauí
2018,PI,58,453,,Piauí
2018,PI,59,269,,Piauí
2018,PI,60,844,,Piauí
2018,PI,61,1657,,Piauí
2018,PI,62,538,,Piauí
2018,PI,63,625,,Piauí
2018,PI,64,3477,,Piauí
2018,PI,65,1151,,Piauí
2018,PI,66,1132,,Piauí
2018,PI,68,1668,,Piauí
2018,PI,69,3395,,Piauí
2018,PI,70,384,,Piauí
2018,PI,71,2128,,Piauí
2018,PI,72,397,,Piauí
2018,PI,73,757,,Piauí
2018,PI,74,1820,,Piauí
2018,PI,75,120,,Piauí
2018,PI,77,1966,,Piauí
2018,PI,78,10107,,Piauí
2018,PI,79,510,,Piauí
2018,PI,80,6211,,Piauí
2018,PI,81,18084,,Piauí
2018,PI,82,21444,,Piauí
2018,PI,84,182654,,Piauí
2018,PI,85,28235,,Piauí
2018,PI,86,26003,,Piauí
2018,PI,87,1152,,Piauí
2018,PI,88,997,,Piauí
2018,PI,89,136,,Piauí
2018,PI,90,67,,Piauí
2018,PI,91,131,,Piauí
2018,PI,93,1514,,Piauí
2018,PI,94,6377,,Piauí
2018,PI,95,921,,Piauí
2018,PI,96,2790,,Piauí
2018,PI,97,14,,Piauí
2018,PI,99,130,,Piauí
2018,RN,10,18657,,Rio Grande do Norte
2018,RN,11,18444,,Rio Grande do Norte
2018,RN,12,416,,Rio Grande do Norte
2018,RN,13,9104,,Rio Grande do Norte
2018,RN,14,18434,,Rio Grande do Norte
2018,RN,15,3095,,Rio Grande do Norte
2018,RN,16,2463,,Rio Grande do Norte
2018,RN,17,410,,Rio Grande do Norte
2018,RN,18,1235,,Rio Grande do Norte
2018,RN,19,4410,,Rio Grande do Norte
2018,RN,20,1349,,Rio Grande do Norte
2018,RN,21,34,,Rio Grande do Norte
2018,RN,22,2167,,Rio Grande do Norte
2018,RN,23,8006,,Rio Grande do Norte
2018,RN,24,135,,Rio Grande do Norte
2018,RN,25,1333,,Rio Grande do Norte
2018,RN,26,56,,Rio Grande do Norte
2018,RN,27,64,,Rio Grande do Norte
2018,RN,28,587,,Rio Grande do Norte
2018,RN,29,345,,Rio Grande do Norte
2018,RN,30,17,,Rio Grande do Norte
2018,RN,31,2496,,Rio Grande do Norte
2018,RN,32,5236,,Rio Grande do Norte
2018,RN,33,1678,,Rio Grande do Norte
2018,RN,35,1325,,Rio Grande do Norte
2018,RN,36,2945,,Rio Grande do Norte
2018,RN,37,27,,Rio Grande do Norte
2018,RN,38,3427,,Rio Grande do Norte
2018,RN,41,33936,,Rio Grande do Norte
2018,RN,42,8948,,Rio Grande do Norte
2018,RN,43,9228,,Rio Grande do Norte
2018,RN,45,14793,,Rio Grande do Norte
2018,RN,46,26563,,Rio Grande do Norte
2018,RN,47,116104,,Rio Grande do Norte
2018,RN,49,12815,,Rio Grande do Norte
2018,RN,50,696,,Rio Grande do Norte
2018,RN,51,421,,Rio Grande do Norte
2018,RN,52,2594,,Rio Grande do Norte
2018,RN,53,2067,,Rio Grande do Norte
2018,RN,55,12115,,Rio Grande do Norte
2018,RN,56,26462,,Rio Grande do Norte
2018,RN,58,328,,Rio Grande do Norte
2018,RN,59,362,,Rio Grande do Norte
2018,RN,60,2705,,Rio Grande do Norte
2018,RN,61,3394,,Rio Grande do Norte
2018,RN,62,2343,,Rio Grande do Norte
2018,RN,63,442,,Rio Grande do Norte
2018,RN,64,5288,,Rio Grande do Norte
2018,RN,65,1343,,Rio Grande do Norte
2018,RN,66,1043,,Rio Grande do Norte
2018,RN,68,3414,,Rio Grande do Norte
2018,RN,69,5378,,Rio Grande do Norte
2018,RN,70,299,,Rio Grande do Norte
2018,RN,71,6623,,Rio Grande do Norte
2018,RN,72,945,,Rio Grande do Norte
2018,RN,73,2450,,Rio Grande do Norte
2018,RN,74,1440,,Rio Grande do Norte
2018,RN,75,133,,Rio Grande do Norte
2018,RN,77,4454,,Rio Grande do Norte
2018,RN,78,23348,,Rio Grande do Norte
2018,RN,79,1190,,Rio Grande do Norte
2018,RN,80,10208,,Rio Grande do Norte
2018,RN,81,20660,,Rio Grande do Norte
2018,RN,82,24979,,Rio Grande do Norte
2018,RN,84,206504,,Rio Grande do Norte
2018,RN,85,41532,,Rio Grande do Norte
2018,RN,86,23127,,Rio Grande do Norte
2018,RN,87,2113,,Rio Grande do Norte
2018,RN,88,1616,,Rio Grande do Norte
2018,RN,89,5149,,Rio Grande do Norte
2018,RN,90,345,,Rio Grande do Norte
2018,RN,91,1264,,Rio Grande do Norte
2018,RN,92,3,,Rio Grande do Norte
2018,RN,93,3227,,Rio Grande do Norte
2018,RN,94,6179,,Rio Grande do Norte
2018,RN,95,1515,,Rio Grande do Norte
2018,RN,96,4509,,Rio Grande do Norte
2018,RN,97,248,,Rio Grande do Norte
2018,RN,99,32,,Rio Grande do Norte
2018,SE,10,16667,,Sergipe
2018,SE,11,8312,,Sergipe
2018,SE,12,540,,Sergipe
2018,SE,13,6962,,Sergipe
2018,SE,14,2362,,Sergipe
2018,SE,15,10269,,Sergipe
2018,SE,16,1150,,Sergipe
2018,SE,17,512,,Sergipe
2018,SE,18,571,,Sergipe
2018,SE,19,3200,,Sergipe
2018,SE,20,1490,,Sergipe
2018,SE,21,99,,Sergipe
2018,SE,22,1273,,Sergipe
2018,SE,23,5399,,Sergipe
2018,SE,24,245,,Sergipe
2018,SE,25,1613,,Sergipe
2018,SE,26,262,,Sergipe
2018,SE,27,1557,,Sergipe
2018,SE,28,128,,Sergipe
2018,SE,29,4478,,Sergipe
2018,SE,30,29,,Sergipe
2018,SE,31,1779,,Sergipe
2018,SE,32,1383,,Sergipe
2018,SE,33,1261,,Sergipe
2018,SE,35,2073,,Sergipe
2018,SE,36,2016,,Sergipe
2018,SE,38,2794,,Sergipe
2018,SE,39,1,,Sergipe
2018,SE,41,22081,,Sergipe
2018,SE,42,4532,,Sergipe
2018,SE,43,6961,,Sergipe
2018,SE,45,8536,,Sergipe
2018,SE,46,12763,,Sergipe
2018,SE,47,66437,,Sergipe
2018,SE,49,12737,,Sergipe
2018,SE,50,79,,Sergipe
2018,SE,51,196,,Sergipe
2018,SE,52,1579,,Sergipe
2018,SE,53,1360,,Sergipe
2018,SE,55,4061,,Sergipe
2018,SE,56,15818,,Sergipe
2018,SE,58,285,,Sergipe
2018,SE,59,242,,Sergipe
2018,SE,60,2099,,Sergipe
2018,SE,61,1466,,Sergipe
2018,SE,62,993,,Sergipe
2018,SE,63,532,,Sergipe
2018,SE,64,5629,,Sergipe
2018,SE,65,1099,,Sergipe
2018,SE,66,1184,,Sergipe
2018,SE,68,1860,,Sergipe
2018,SE,69,3450,,Sergipe
2018,SE,70,455,,Sergipe
2018,SE,71,1631,,Sergipe
2018,SE,72,592,,Sergipe
2018,SE,73,1151,,Sergipe
2018,SE,74,1273,,Sergipe
2018,SE,75,117,,Sergipe
2018,SE,77,2135,,Sergipe
2018,SE,78,3330,,Sergipe
2018,SE,79,688,,Sergipe
2018,SE,80,7861,,Sergipe
2018,SE,81,24990,,Sergipe
2018,SE,82,12739,,Sergipe
2018,SE,84,133907,,Sergipe
2018,SE,85,25277,,Sergipe
2018,SE,86,27573,,Sergipe
2018,SE,87,561,,Sergipe
2018,SE,88,1302,,Sergipe
2018,SE,89,888,,Sergipe
2018,SE,90,101,,Sergipe
2018,SE,91,287,,Sergipe
2018,SE,92,6,,Sergipe
2018,SE,93,2254,,Sergipe
2018,SE,94,4806,,Sergipe
2018,SE,95,873,,Sergipe
2018,SE,96,2472,,Sergipe
2018,SE,97,34,,Sergipe
2018,SE,99,34,,Sergipe
2021,AL,10,70650,,Alagoas
2021,AL,11,14073,,Alagoas
2021,AL,12,1129,,Alagoas
2021,AL,13,609,,Alagoas
2021,AL,14,987,,Alagoas
2021,AL,15,3789,,Alagoas
2021,AL,16,7838,,Alagoas
2021,AL,17,301,,Alagoas
2021,AL,18,855,,Alagoas
2021,AL,19,695,,Alagoas
2021,AL,20,2016,,Alagoas
2021,AL,21,675,,Alagoas
2021,AL,22,4945,,Alagoas
2021,AL,23,3160,,Alagoas
2021,AL,24,162,,Alagoas
2021,AL,25,2230,,Alagoas
2021,AL,26,49,,Alagoas
2021,AL,27,295,,Alagoas
2021,AL,28,354,,Alagoas
2021,AL,29,144,,Alagoas
2021,AL,30,30,,Alagoas
2021,AL,31,1076,,Alagoas
2021,AL,32,507,,Alagoas
2021,AL,33,2798,,Alagoas
2021,AL,35,1683,,Alagoas
2021,AL,36,2071,,Alagoas
2021,AL,37,235,,Alagoas
2021,AL,38,2988,,Alagoas
2021,AL,39,3,,Alagoas
2021,AL,41,27028,,Alagoas
2021,AL,42,8587,,Alagoas
2021,AL,43,9206,,Alagoas
2021,AL,45,11530,,Alagoas
2021,AL,46,22672,,Alagoas
2021,AL,47,89644,,Alagoas
2021,AL,49,15104,,Alagoas
2021,AL,50,69,,Alagoas
2021,AL,51,284,,Alagoas
2021,AL,52,2965,,Alagoas
2021,AL,53,1620,,Alagoas
2021,AL,55,11699,,Alagoas
2021,AL,56,21051,,Alagoas
2021,AL,58,186,,Alagoas
2021,AL,59,169,,Alagoas
2021,AL,60,907,,Alagoas
2021,AL,61,4328,,Alagoas
2021,AL,62,1352,,Alagoas
2021,AL,63,752,,Alagoas
2021,AL,64,3991,,Alagoas
2021,AL,65,1068,,Alagoas
2021,AL,66,667,,Alagoas
2021,AL,68,4375,,Alagoas
2021,AL,69,4053,,Alagoas
2021,AL,70,1036,,Alagoas
2021,AL,71,3029,,Alagoas
2021,AL,72,1020,,Alagoas
2021,AL,73,619,,Alagoas
2021,AL,74,978,,Alagoas
2021,AL,75,295,,Alagoas
2021,AL,77,3526,,Alagoas
2021,AL,78,7256,,Alagoas
2021,AL,79,777,,Alagoas
2021,AL,80,7828,,Alagoas
2021,AL,81,11783,,Alagoas
2021,AL,82,22535,,Alagoas
2021,AL,84,188133,,Alagoas
2021,AL,85,29134,,Alagoas
2021,AL,86,26999,,Alagoas
2021,AL,87,994,,Alagoas
2021,AL,88,771,,Alagoas
2021,AL,89,145,,Alagoas
2021,AL,90,85,,Alagoas
2021,AL,91,19,,Alagoas
2021,AL,93,1941,,Alagoas
2021,AL,94,8204,,Alagoas
2021,AL,95,868,,Alagoas
2021,AL,96,3921,,Alagoas
2021,AL,97,3,,Alagoas
2021,BA,10,56902,,Bahia
2021,BA,11,50521,,Bahia
2021,BA,12,4120,,Bahia
2021,BA,13,78873,,Bahia
2021,BA,14,17164,,Bahia
2021,BA,15,76279,,Bahia
2021,BA,16,12387,,Bahia
2021,BA,17,9166,,Bahia
2021,BA,18,3270,,Bahia
2021,BA,19,6014,,Bahia
2021,BA,20,17281,,Bahia
2021,BA,21,5548,,Bahia
2021,BA,22,22676,,Bahia
2021,BA,23,29609,,Bahia
2021,BA,24,4488,,Bahia
2021,BA,25,15480,,Bahia
2021,BA,26,2104,,Bahia
2021,BA,27,6892,,Bahia
2021,BA,28,2462,,Bahia
2021,BA,29,7418,,Bahia
2021,BA,30,543,,Bahia
2021,BA,31,9786,,Bahia
2021,BA,32,4605,,Bahia
2021,BA,33,15688,,Bahia
2021,BA,35,8665,,Bahia
2021,BA,36,7530,,Bahia
2021,BA,37,847,,Bahia
2021,BA,38,20543,,Bahia
2021,BA,39,557,,Bahia
2021,BA,41,88166,,Bahia
2021,BA,42,89828,,Bahia
2021,BA,43,52554,,Bahia
2021,BA,45,55886,,Bahia
2021,BA,46,108963,,Bahia
2021,BA,47,445564,,Bahia
2021,BA,49,103846,,Bahia
2021,BA,50,1933,,Bahia
2021,BA,51,1423,,Bahia
2021,BA,52,22553,,Bahia
2021,BA,53,8165,,Bahia
2021,BA,55,41302,,Bahia
2021,BA,56,83231,,Bahia
2021,BA,58,1653,,Bahia
2021,BA,59,910,,Bahia
2021,BA,60,5178,,Bahia
2021,BA,61,16487,,Bahia
2021,BA,62,13172,,Bahia
2021,BA,63,4234,,Bahia
2021,BA,64,23925,,Bahia
2021,BA,65,2728,,Bahia
2021,BA,66,5063,,Bahia
2021,BA,68,9428,,Bahia
2021,BA,69,21959,,Bahia
2021,BA,70,4412,,Bahia
2021,BA,71,27438,,Bahia
2021,BA,72,9000,,Bahia
2021,BA,73,9367,,Bahia
2021,BA,74,4731,,Bahia
2021,BA,75,1313,,Bahia
2021,BA,77,18645,,Bahia
2021,BA,78,66826,,Bahia
2021,BA,79,2869,,Bahia
2021,BA,80,43785,,Bahia
2021,BA,81,91622,,Bahia
2021,BA,82,89210,,Bahia
2021,BA,84,754490,,Bahia
2021,BA,85,114832,,Bahia
2021,BA,86,187976,,Bahia
2021,BA,87,3630,,Bahia
2021,BA,88,5188,,Bahia
2021,BA,89,2386,,Bahia
2021,BA,90,753,,Bahia
2021,BA,91,4146,,Bahia
2021,BA,92,9,,Bahia
2021,BA,93,8838,,Bahia
2021,BA,94,34714,,Bahia
2021,BA,95,5653,,Bahia
2021,BA,96,12764,,Bahia
2021,BA,97,88,,Bahia
2021,BA,99,727,,Bahia
2021,CE,10,49893,,Ceará
2021,CE,11,14209,,Ceará
2021,CE,12,1948,,Ceará
2021,CE,13,21395,,Ceará
2021,CE,14,53988,,Ceará
2021,CE,15,92263,,Ceará
2021,CE,16,1904,,Ceará
2021,CE,17,4514,,Ceará
2021,CE,18,4186,,Ceará
2021,CE,19,516,,Ceará
2021,CE,20,6301,,Ceará
2021,CE,21,3610,,Ceará
2021,CE,22,9209,,Ceará
2021,CE,23,15747,,Ceará
2021,CE,24,7581,,Ceará
2021,CE,25,10583,,Ceará
2021,CE,26,438,,Ceará
2021,CE,27,13355,,Ceará
2021,CE,28,2720,,Ceará
2021,CE,29,2666,,Ceará
2021,CE,30,997,,Ceará
2021,CE,31,7423,,Ceará
2021,CE,32,6179,,Ceará
2021,CE,33,8719,,Ceará
2021,CE,35,2651,,Ceará
2021,CE,36,3004,,Ceará
2021,CE,37,267,,Ceará
2021,CE,38,10541,,Ceará
2021,CE,39,41,,Ceará
2021,CE,41,77284,,Ceará
2021,CE,42,33834,,Ceará
2021,CE,43,28262,,Ceará
2021,CE,45,31433,,Ceará
2021,CE,46,61985,,Ceará
2021,CE,47,272406,,Ceará
2021,CE,49,40239,,Ceará
2021,CE,50,351,,Ceará
2021,CE,51,1160,,Ceará
2021,CE,52,12750,,Ceará
2021,CE,53,11524,,Ceará
2021,CE,55,16235,,Ceará
2021,CE,56,55607,,Ceará
2021,CE,58,1809,,Ceará
2021,CE,59,689,,Ceará
2021,CE,60,2088,,Ceará
2021,CE,61,22171,,Ceará
2021,CE,62,47879,,Ceará
2021,CE,63,4343,,Ceará
2021,CE,64,17683,,Ceará
2021,CE,65,7263,,Ceará
2021,CE,66,5053,,Ceará
2021,CE,68,12121,,Ceará
2021,CE,69,14250,,Ceará
2021,CE,70,2225,,Ceará
2021,CE,71,12133,,Ceará
2021,CE,72,1416,,Ceará
2021,CE,73,6580,,Ceará
2021,CE,74,3551,,Ceará
2021,CE,75,660,,Ceará
2021,CE,77,11419,,Ceará
2021,CE,78,61192,,Ceará
2021,CE,79,1352,,Ceará
2021,CE,80,24968,,Ceará
2021,CE,81,36054,,Ceará
2021,CE,82,83828,,Ceará
2021,CE,84,473885,,Ceará
2021,CE,85,100594,,Ceará
2021,CE,86,90397,,Ceará
2021,CE,87,2072,,Ceará
2021,CE,88,3303,,Ceará
2021,CE,89,516,,Ceará
2021,CE,90,513,,Ceará
2021,CE,91,211,,Ceará
2021,CE,92,22,,Ceará
2021,CE,93,9235,,Ceará
2021,CE,94,31177,,Ceará
2021,CE,95,3788,,Ceará
2021,CE,96,12348,,Ceará
2021,CE,97,58,,Ceará
2021,CE,99,122,,Ceará
2021,MA,10,10744,,Maranhão
2021,MA,11,15277,,Maranhão
2021,MA,12,139,,Maranhão
2021,MA,13,1130,,Maranhão
2021,MA,14,2751,,Maranhão
2021,MA,15,11732,,Maranhão
2021,MA,16,4487,,Maranhão
2021,MA,17,1178,,Maranhão
2021,MA,18,1263,,Maranhão
2021,MA,19,3385,,Maranhão
2021,MA,20,2654,,Maranhão
2021,MA,21,5202,,Maranhão
2021,MA,22,1949,,Maranhão
2021,MA,23,11570,,Maranhão
2021,MA,24,4427,,Maranhão
2021,MA,25,3259,,Maranhão
2021,MA,26,3,,Maranhão
2021,MA,27,78,,Maranhão
2021,MA,28,449,,Maranhão
2021,MA,29,273,,Maranhão
2021,MA,30,492,,Maranhão
2021,MA,31,2063,,Maranhão
2021,MA,32,800,,Maranhão
2021,MA,33,2541,,Maranhão
2021,MA,35,2500,,Maranhão
2021,MA,36,3360,,Maranhão
2021,MA,37,310,,Maranhão
2021,MA,38,1456,,Maranhão
2021,MA,39,17,,Maranhão
2021,MA,41,39993,,Maranhão
2021,MA,42,25577,,Maranhão
2021,MA,43,14657,,Maranhão
2021,MA,45,18349,,Maranhão
2021,MA,46,41633,,Maranhão
2021,MA,47,162605,,Maranhão
2021,MA,49,31978,,Maranhão
2021,MA,50,1330,,Maranhão
2021,MA,51,416,,Maranhão
2021,MA,52,4876,,Maranhão
2021,MA,53,2256,,Maranhão
2021,MA,55,5530,,Maranhão
2021,MA,56,19109,,Maranhão
2021,MA,58,314,,Maranhão
2021,MA,59,379,,Maranhão
2021,MA,60,1593,,Maranhão
2021,MA,61,5475,,Maranhão
2021,MA,62,2924,,Maranhão
2021,MA,63,4150,,Maranhão
2021,MA,64,7439,,Maranhão
2021,MA,65,1349,,Maranhão
2021,MA,66,1314,,Maranhão
2021,MA,68,3408,,Maranhão
2021,MA,69,5823,,Maranhão
2021,MA,70,909,,Maranhão
2021,MA,71,6481,,Maranhão
2021,MA,72,584,,Maranhão
2021,MA,73,859,,Maranhão
2021,MA,74,1074,,Maranhão
2021,MA,75,164,,Maranhão
2021,MA,77,5880,,Maranhão
2021,MA,78,6134,,Maranhão
2021,MA,79,671,,Maranhão
2021,MA,80,15207,,Maranhão
2021,MA,81,20127,,Maranhão
2021,MA,82,23725,,Maranhão
2021,MA,84,362882,,Maranhão
2021,MA,85,32070,,Maranhão
2021,MA,86,55960,,Maranhão
2021,MA,87,1236,,Maranhão
2021,MA,88,1225,,Maranhão
2021,MA,89,64,,Maranhão
2021,MA,90,113,,Maranhão
2021,MA,91,147,,Maranhão
2021,MA,93,2145,,Maranhão
2021,MA,94,21365,,Maranhão
2021,MA,95,992,,Maranhão
2021,MA,96,3499,,Maranhão
2021,MA,97,11,,Maranhão
2021,MA,99,192,,Maranhão
2021,PB,10,21975,,Paraíba
2021,PB,11,11385,,Paraíba
2021,PB,12,734,,Paraíba
2021,PB,13,11093,,Paraíba
2021,PB,14,4378,,Paraíba
2021,PB,15,24851,,Paraíba
2021,PB,16,4065,,Paraíba
2021,PB,17,1025,,Paraíba
2021,PB,18,1412,,Paraíba
2021,PB,19,8673,,Paraíba
2021,PB,20,1279,,Paraíba
2021,PB,21,191,,Paraíba
2021,PB,22,4305,,Paraíba
2021,PB,23,8363,,Paraíba
2021,PB,24,193,,Paraíba
2021,PB,25,3575,,Paraíba
2021,PB,26,226,,Paraíba
2021,PB,27,303,,Paraíba
2021,PB,28,405,,Paraíba
2021,PB,29,169,,Paraíba
2021,PB,30,77,,Paraíba
2021,PB,31,2535,,Paraíba
2021,PB,32,1304,,Paraíba
2021,PB,33,1647,,Paraíba
2021,PB,35,3078,,Paraíba
2021,PB,36,3326,,Paraíba
2021,PB,37,47,,Paraíba
2021,PB,38,2113,,Paraíba
2021,PB,39,33,,Paraíba
2021,PB,41,55399,,Paraíba
2021,PB,42,9232,,Paraíba
2021,PB,43,7101,,Paraíba
2021,PB,45,14159,,Paraíba
2021,PB,46,30056,,Paraíba
2021,PB,47,109247,,Paraíba
2021,PB,49,11046,,Paraíba
2021,PB,50,106,,Paraíba
2021,PB,51,253,,Paraíba
2021,PB,52,2418,,Paraíba
2021,PB,53,2179,,Paraíba
2021,PB,55,4328,,Paraíba
2021,PB,56,21904,,Paraíba
2021,PB,58,322,,Paraíba
2021,PB,59,253,,Paraíba
2021,PB,60,1399,,Paraíba
2021,PB,61,5382,,Paraíba
2021,PB,62,3924,,Paraíba
2021,PB,63,1728,,Paraíba
2021,PB,64,6170,,Paraíba
2021,PB,65,1489,,Paraíba
2021,PB,66,874,,Paraíba
2021,PB,68,2418,,Paraíba
2021,PB,69,5470,,Paraíba
2021,PB,70,1263,,Paraíba
2021,PB,71,3399,,Paraíba
2021,PB,72,312,,Paraíba
2021,PB,73,1386,,Paraíba
2021,PB,74,2280,,Paraíba
2021,PB,75,181,,Paraíba
2021,PB,77,4307,,Paraíba
2021,PB,78,7559,,Paraíba
2021,PB,79,656,,Paraíba
2021,PB,80,11508,,Paraíba
2021,PB,81,22503,,Paraíba
2021,PB,82,34447,,Paraíba
2021,PB,84,290639,,Paraíba
2021,PB,85,45252,,Paraíba
2021,PB,86,24307,,Paraíba
2021,PB,87,1045,,Paraíba
2021,PB,88,1632,,Paraíba
2021,PB,89,464,,Paraíba
2021,PB,90,192,,Paraíba
2021,PB,91,24,,Paraíba
2021,PB,93,2991,,Paraíba
2021,PB,94,7369,,Paraíba
2021,PB,95,1112,,Paraíba
2021,PB,96,4182,,Paraíba
2021,PB,97,14,,Paraíba
2021,PB,99,44,,Paraíba
2021,PE,10,101508,,Pernambuco
2021,PE,11,27779,,Pernambuco
2021,PE,12,683,,Pernambuco
